sample_id,length,local_mode,representation,representation_label,variant,spatial_pattern,chemistry,l2_drift,n_features
L69_jittered_00224,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3333333333333334,136
L69_jittered_00225,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4446272289437324,136
L69_jittered_00226,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.410553098880245,136
L69_jittered_00227,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3888383018746491,136
L69_jittered_00228,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.42996967670667385,136
L69_jittered_00229,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.42758316196789975,136
L69_jittered_00230,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3853790933609682,136
L69_jittered_00231,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.36054522219383117,136
L69_jittered_00232,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.43424676504738746,136
L69_jittered_00233,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3878464973036504,136
L69_jittered_00234,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.44800245061721766,136
L69_jittered_00235,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.393827333270932,136
L69_jittered_00236,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.40311994578646426,136
L69_jittered_00237,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4358475292206489,136
L69_jittered_00238,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.20628424925175867,136
L69_jittered_00239,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4472135954999579,136
L69_jittered_00240,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.35959538219225495,136
L69_jittered_00241,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3652511385221528,136
L69_jittered_00242,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.32774604204307783,136
L69_jittered_00243,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.2715580138768624,136
L69_jittered_00244,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4021609342505181,136
L69_jittered_00245,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3813539332220294,136
L69_jittered_00246,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4238636235267735,136
L69_jittered_00247,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3313245784203318,136
L69_jittered_00248,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.3550353187969295,136
L69_jittered_00249,69,jittered,ck4,CK4,dispersed_random,dispersed,random,0.4313310928137536,136
L69_jittered_00000,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3114445190037664,136
L69_jittered_00001,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31943828249996997,136
L69_jittered_00002,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30358219678037734,136
L69_jittered_00003,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31943828249996997,136
L69_jittered_00004,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33333333333333337,136
L69_jittered_00005,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00006,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29172998299578906,136
L69_jittered_00007,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629014,136
L69_jittered_00008,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3050816636719017,136
L69_jittered_00009,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2715580138768624,136
L69_jittered_00010,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3402491351099904,136
L69_jittered_00011,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3065947257481726,136
L69_jittered_00012,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33968311024337877,136
L69_jittered_00013,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.35927128831055394,136
L69_jittered_00014,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31622776601683783,136
L69_jittered_00015,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.35719673492991755,136
L69_jittered_00016,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31638348701635677,136
L69_jittered_00017,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3469133983697076,136
L69_jittered_00018,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3511605991078437,136
L69_jittered_00019,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32018562128961947,136
L69_jittered_00020,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3261640365267211,136
L69_jittered_00021,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.281863089116969,136
L69_jittered_00022,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34099716973523675,136
L69_jittered_00023,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31943828249996997,136
L69_jittered_00024,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30098747554519056,136
L69_jittered_00025,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.35719673492991755,136
L69_jittered_00026,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30151134457776363,136
L69_jittered_00027,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31622776601683783,136
L69_jittered_00028,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3145102820016943,136
L69_jittered_00029,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31644526206290147,136
L69_jittered_00030,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3299426652098322,136
L69_jittered_00031,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.342469126598929,136
L69_jittered_00032,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3370999312316211,136
L69_jittered_00033,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31451028200169434,136
L69_jittered_00034,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3582533676474228,136
L69_jittered_00035,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3409971697352367,136
L69_jittered_00036,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3027586615017121,136
L69_jittered_00037,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30492842943117554,136
L69_jittered_00038,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27472112789737807,136
L69_jittered_00039,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.36173489903857015,136
L69_jittered_00040,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2937775489075743,136
L69_jittered_00041,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3335959356230092,136
L69_jittered_00042,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3335959356230092,136
L69_jittered_00043,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32550609681200193,136
L69_jittered_00044,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3009874755451905,136
L69_jittered_00045,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30375228322625347,136
L69_jittered_00046,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3133221278480255,136
L69_jittered_00047,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2961744388795461,136
L69_jittered_00048,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31311214554257477,136
L69_jittered_00049,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32550609681200193,136
L69_jittered_00050,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30846670096033324,136
L69_jittered_00051,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3370999312316211,136
L69_jittered_00052,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2870057842476352,136
L69_jittered_00053,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3629811639446371,136
L69_jittered_00054,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3373733902729019,136
L69_jittered_00055,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3131121455425747,136
L69_jittered_00056,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31638348701635677,136
L69_jittered_00057,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3578519936133957,136
L69_jittered_00058,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3515844495049749,136
L69_jittered_00059,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3529772888666372,136
L69_jittered_00060,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31562618072965154,136
L69_jittered_00061,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30557270180277796,136
L69_jittered_00062,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3428072033373179,136
L69_jittered_00063,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34425897590812843,136
L69_jittered_00064,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31881883467423466,136
L69_jittered_00065,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3079631652789652,136
L69_jittered_00066,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32576146110642096,136
L69_jittered_00067,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33333333333333337,136
L69_jittered_00068,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31881883467423466,136
L69_jittered_00069,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33502296205323323,136
L69_jittered_00070,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3015113445777637,136
L69_jittered_00071,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3009874755451905,136
L69_jittered_00072,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3133221278480255,136
L69_jittered_00073,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32036448601393447,136
L69_jittered_00074,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31644526206290147,136
L69_jittered_00075,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32774604204307783,136
L69_jittered_00076,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31966374033321343,136
L69_jittered_00077,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32550609681200193,136
L69_jittered_00078,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00079,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00080,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3221104011474494,136
L69_jittered_00081,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2994031251401308,136
L69_jittered_00082,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.39223227027636803,136
L69_jittered_00083,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629015,136
L69_jittered_00084,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3156261807296515,136
L69_jittered_00085,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3227486121839514,136
L69_jittered_00086,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33179059491352775,136
L69_jittered_00087,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30779873586958345,136
L69_jittered_00088,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2785306042124852,136
L69_jittered_00089,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3428072033373179,136
L69_jittered_00090,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3419230706459498,136
L69_jittered_00091,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3027586615017121,136
L69_jittered_00092,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.320923624344887,136
L69_jittered_00093,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31028971910097536,136
L69_jittered_00094,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31028971910097536,136
L69_jittered_00095,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.281863089116969,136
L69_jittered_00096,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.28409534552822147,136
L69_jittered_00097,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3261640365267211,136
L69_jittered_00098,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3825460278380029,136
L69_jittered_00099,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33737339027290186,136
L69_jittered_00100,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2989852021866209,136
L69_jittered_00101,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2666852241940835,136
L69_jittered_00102,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30448011492172583,136
L69_jittered_00103,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00104,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3995395969903197,136
L69_jittered_00105,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3313245784203318,136
L69_jittered_00106,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3071475584169756,136
L69_jittered_00107,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33502296205323323,136
L69_jittered_00108,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27939555409096345,136
L69_jittered_00109,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32211040114744943,136
L69_jittered_00110,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3299426652098322,136
L69_jittered_00111,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3221104011474494,136
L69_jittered_00112,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2442472082794345,136
L69_jittered_00113,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32901153193317956,136
L69_jittered_00114,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30492842943117554,136
L69_jittered_00115,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31451028200169434,136
L69_jittered_00116,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3335959356230092,136
L69_jittered_00117,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33263274941571075,136
L69_jittered_00118,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629014,136
L69_jittered_00119,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31966374033321343,136
L69_jittered_00120,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3290115319331796,136
L69_jittered_00121,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.285580955174963,136
L69_jittered_00122,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3123475237772121,136
L69_jittered_00123,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31881883467423455,136
L69_jittered_00124,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31943828249996997,136
L69_jittered_00125,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33502296205323323,136
L69_jittered_00126,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3065947257481726,136
L69_jittered_00127,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3050816636719017,136
L69_jittered_00128,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31881883467423466,136
L69_jittered_00129,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2906382670454988,136
L69_jittered_00130,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3027586615017121,136
L69_jittered_00131,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31712407708140333,136
L69_jittered_00132,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00133,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32428101640449497,136
L69_jittered_00134,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.291111254869791,136
L69_jittered_00135,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3299426652098322,136
L69_jittered_00136,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3429971702850176,136
L69_jittered_00137,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29898520218662084,136
L69_jittered_00138,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.324281016404495,136
L69_jittered_00139,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29179750596487936,136
L69_jittered_00140,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32550609681200193,136
L69_jittered_00141,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32774604204307783,136
L69_jittered_00142,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2900075508907818,136
L69_jittered_00143,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34280720333731785,136
L69_jittered_00144,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32352154565063856,136
L69_jittered_00145,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33419248338023133,136
L69_jittered_00146,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.36015607661391474,136
L69_jittered_00147,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27939555409096345,136
L69_jittered_00148,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3229825174524064,136
L69_jittered_00149,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30151134457776363,136
L69_jittered_00150,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32018562128961947,136
L69_jittered_00151,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3370999312316211,136
L69_jittered_00152,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.39025268023847204,136
L69_jittered_00153,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27472112789737807,136
L69_jittered_00154,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3044801149217259,136
L69_jittered_00155,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33502296205323323,136
L69_jittered_00156,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3037522832262535,136
L69_jittered_00157,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.324281016404495,136
L69_jittered_00158,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2681278589013151,136
L69_jittered_00159,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.28557232504425767,136
L69_jittered_00160,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32774604204307783,136
L69_jittered_00161,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32774604204307783,136
L69_jittered_00162,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3363762686809073,136
L69_jittered_00163,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32274861218395134,136
L69_jittered_00164,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3388480360368321,136
L69_jittered_00165,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3261640365267212,136
L69_jittered_00166,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30846670096033324,136
L69_jittered_00167,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2916593812580264,136
L69_jittered_00168,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3347642173582041,136
L69_jittered_00169,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2947612438086058,136
L69_jittered_00170,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3229825174524064,136
L69_jittered_00171,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31144451900376646,136
L69_jittered_00172,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30846670096033324,136
L69_jittered_00173,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2988071523335983,136
L69_jittered_00174,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31332212784802543,136
L69_jittered_00175,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2537798824039622,136
L69_jittered_00176,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3049284294311755,136
L69_jittered_00177,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.255965931373873,136
L69_jittered_00178,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3370999312316211,136
L69_jittered_00179,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3095185065884909,136
L69_jittered_00180,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3299426652098322,136
L69_jittered_00181,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31966374033321343,136
L69_jittered_00182,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30169511869217225,136
L69_jittered_00183,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3194382824999699,136
L69_jittered_00184,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629015,136
L69_jittered_00185,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3313245784203318,136
L69_jittered_00186,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30375228322625347,136
L69_jittered_00187,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.28273407479595153,136
L69_jittered_00188,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3335959356230092,136
L69_jittered_00189,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29734968431147807,136
L69_jittered_00190,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.325506096812002,136
L69_jittered_00191,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3194382824999698,136
L69_jittered_00192,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27933326465461084,136
L69_jittered_00193,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3299426652098322,136
L69_jittered_00194,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2982968311307982,136
L69_jittered_00195,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3469084871023891,136
L69_jittered_00196,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3201856212896195,136
L69_jittered_00197,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29000755089078173,136
L69_jittered_00198,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30213078227427353,136
L69_jittered_00199,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34246912659892903,136
L69_jittered_00200,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.28920871378680735,136
L69_jittered_00201,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32298251745240636,136
L69_jittered_00202,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32298251745240636,136
L69_jittered_00203,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3201856212896195,136
L69_jittered_00204,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3188188346742346,136
L69_jittered_00205,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33637626868090736,136
L69_jittered_00206,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629014,136
L69_jittered_00207,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.320923624344887,136
L69_jittered_00208,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33263274941571075,136
L69_jittered_00209,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31252758143820664,136
L69_jittered_00210,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34024913510999044,136
L69_jittered_00211,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3065947257481726,136
L69_jittered_00212,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31008683647302115,136
L69_jittered_00213,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30846670096033324,136
L69_jittered_00214,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32370640105291193,136
L69_jittered_00215,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.28879513593405987,136
L69_jittered_00216,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.33916962146334717,136
L69_jittered_00217,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31451028200169434,136
L69_jittered_00218,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31028971910097536,136
L69_jittered_00219,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3402491351099904,136
L69_jittered_00220,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30375228322625347,136
L69_jittered_00221,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3567010405518228,136
L69_jittered_00222,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3370999312316211,136
L69_jittered_00223,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3169431868779952,136
L69_jittered_00224,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32901153193317956,136
L69_jittered_00225,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32774604204307783,136
L69_jittered_00226,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3333333333333333,136
L69_jittered_00227,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.288675134594813,136
L69_jittered_00228,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30375228322625347,136
L69_jittered_00229,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3402491351099904,136
L69_jittered_00230,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3164452620629014,136
L69_jittered_00231,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3313245784203318,136
L69_jittered_00232,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.35158444950497497,136
L69_jittered_00233,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.31881883467423466,136
L69_jittered_00234,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.2671409913829339,136
L69_jittered_00235,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29310552433199877,136
L69_jittered_00236,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30492842943117554,136
L69_jittered_00237,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3428072033373178,136
L69_jittered_00238,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.32901153193317956,136
L69_jittered_00239,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3379914221132525,136
L69_jittered_00240,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3391696214633471,136
L69_jittered_00241,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.27581455064881866,136
L69_jittered_00242,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.324281016404495,136
L69_jittered_00243,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.30151134457776363,136
L69_jittered_00244,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.34147743073734255,136
L69_jittered_00245,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3434843185546796,136
L69_jittered_00246,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3363762686809073,136
L69_jittered_00247,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3313245784203318,136
L69_jittered_00248,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.29567709196638786,136
L69_jittered_00249,69,jittered,ck4,CK4,contiguous_random,contiguous,random,0.3428072033373179,136
L69_jittered_00000,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.3979014577296566,136
L69_jittered_00001,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.38374205073222595,136
L69_jittered_00002,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.414653261313358,136
L69_jittered_00003,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.35297728886663715,136
L69_jittered_00004,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.4258502413745205,136
L69_jittered_00005,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.3999999999999999,136
L69_jittered_00006,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.4181292705561269,136
L69_jittered_00007,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.4539716235822989,136
L69_jittered_00008,69,jittered,ck4,CK4,dispersed_property,dispersed,property,0.381385035698237,136
