length,fold,representation,representation_label,n_features,macro_f1,accuracy
75,4,cpkm_weight_w025,CPKM weight=0.25,297,0.7006855340188674,0.7222222222222222
75,5,cpkm_weight_w025,CPKM weight=0.25,297,0.5718843843843844,0.5740740740740741
75,1,cpkm_weight_w050,CPKM weight=0.5,297,0.7856184451929132,0.7936507936507936
75,2,cpkm_weight_w050,CPKM weight=0.5,297,0.8034188034188033,0.8148148148148148
75,3,cpkm_weight_w050,CPKM weight=0.5,297,0.8323349852761618,0.8333333333333334
75,4,cpkm_weight_w050,CPKM weight=0.5,297,0.7006855340188674,0.7222222222222222
75,5,cpkm_weight_w050,CPKM weight=0.5,297,0.6860288860288861,0.6851851851851852
75,1,cpkm_weight_w075,CPKM weight=0.75,297,0.8038277511961723,0.8095238095238095
75,2,cpkm_weight_w075,CPKM weight=0.75,297,0.8692692692692693,0.8703703703703703
75,3,cpkm_weight_w075,CPKM weight=0.75,297,0.8127450980392158,0.8148148148148148
75,4,cpkm_weight_w075,CPKM weight=0.75,297,0.764021070337745,0.7777777777777778
75,5,cpkm_weight_w075,CPKM weight=0.75,297,0.7736684052473525,0.7777777777777778
75,1,cpkm_weight_w100,CPKM weight=1,297,0.7891707775428706,0.7936507936507936
75,2,cpkm_weight_w100,CPKM weight=1,297,0.8164201353055841,0.8148148148148148
75,3,cpkm_weight_w100,CPKM weight=1,297,0.8335498960498962,0.8333333333333334
75,4,cpkm_weight_w100,CPKM weight=1,297,0.8081807614065678,0.8148148148148148
75,5,cpkm_weight_w100,CPKM weight=1,297,0.8141856141856142,0.8148148148148148
100,1,ck4p_msp,CK4P-MSP,222,0.7405779405779406,0.746031746031746
100,2,ck4p_msp,CK4P-MSP,222,0.6795648795648797,0.7222222222222222
100,3,ck4p_msp,CK4P-MSP,222,0.7370141038871689,0.7407407407407407
100,4,ck4p_msp,CK4P-MSP,222,0.6419385893070103,0.6481481481481481
100,5,ck4p_msp,CK4P-MSP,222,0.5565697543385171,0.5555555555555556
100,1,pkm_weight_w010,PKM weight=0.1,297,0.7594235033259423,0.7619047619047619
100,2,pkm_weight_w010,PKM weight=0.1,297,0.6795648795648797,0.7222222222222222
100,3,pkm_weight_w010,PKM weight=0.1,297,0.7160062160062161,0.7222222222222222
100,4,pkm_weight_w010,PKM weight=0.1,297,0.6582351582351583,0.6666666666666666
100,5,pkm_weight_w010,PKM weight=0.1,297,0.5565697543385171,0.5555555555555556
100,1,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,0.7924263295789103,0.7936507936507936
100,2,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,0.7407456528146183,0.7592592592592593
100,3,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,0.7160062160062161,0.7222222222222222
100,4,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,0.6924231924231924,0.7037037037037037
100,5,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,0.5743842364532019,0.5740740740740741
100,1,pkm_weight_w050,PKM weight=0.5,297,0.7946951894768116,0.7936507936507936
100,2,pkm_weight_w050,PKM weight=0.5,297,0.7905982905982906,0.7962962962962963
100,3,pkm_weight_w050,PKM weight=0.5,297,0.7539036127271421,0.7592592592592593
100,4,pkm_weight_w050,PKM weight=0.5,297,0.7863247863247863,0.7962962962962963
100,5,pkm_weight_w050,PKM weight=0.5,297,0.611764705882353,0.6111111111111112
100,1,pkm_weight_w075,PKM weight=0.75,297,0.7335497835497836,0.7301587301587301
100,2,pkm_weight_w075,PKM weight=0.75,297,0.7346491228070176,0.7407407407407407
100,3,pkm_weight_w075,PKM weight=0.75,297,0.7393483709273183,0.7407407407407407
100,4,pkm_weight_w075,PKM weight=0.75,297,0.721035321035321,0.7222222222222222
100,5,pkm_weight_w075,PKM weight=0.75,297,0.6481187069422364,0.6481481481481481
100,1,pkm_weight_w100,PKM weight=1,297,0.7494579945799459,0.746031746031746
100,2,pkm_weight_w100,PKM weight=1,297,0.735937860937861,0.7407407407407407
100,3,pkm_weight_w100,PKM weight=1,297,0.7393483709273183,0.7407407407407407
100,4,pkm_weight_w100,PKM weight=1,297,0.6855865153078775,0.6851851851851852
100,5,pkm_weight_w100,PKM weight=1,297,0.6846118564384819,0.6851851851851852
100,1,cpkm_weight_w010,CPKM weight=0.1,297,0.7416440831074977,0.746031746031746
100,2,cpkm_weight_w010,CPKM weight=0.1,297,0.6795648795648797,0.7222222222222222
100,3,cpkm_weight_w010,CPKM weight=0.1,297,0.7370141038871689,0.7407407407407407
100,4,cpkm_weight_w010,CPKM weight=0.1,297,0.6582351582351583,0.6666666666666666
100,5,cpkm_weight_w010,CPKM weight=0.1,297,0.5565697543385171,0.5555555555555556
100,1,cpkm_weight_w025,CPKM weight=0.25,297,0.7767676767676769,0.7777777777777778
100,2,cpkm_weight_w025,CPKM weight=0.25,297,0.7320580653913987,0.7592592592592593
100,3,cpkm_weight_w025,CPKM weight=0.25,297,0.7534663850453324,0.7592592592592593
100,4,cpkm_weight_w025,CPKM weight=0.25,297,0.635450084230572,0.6481481481481481
100,5,cpkm_weight_w025,CPKM weight=0.25,297,0.6137931034482759,0.6111111111111112
100,1,cpkm_weight_w050,CPKM weight=0.5,297,0.8140350877192982,0.8095238095238095
100,2,cpkm_weight_w050,CPKM weight=0.5,297,0.8208135983356204,0.8333333333333334
100,3,cpkm_weight_w050,CPKM weight=0.5,297,0.7640350877192983,0.7777777777777778
100,4,cpkm_weight_w050,CPKM weight=0.5,297,0.7129702479820498,0.7222222222222222
100,5,cpkm_weight_w050,CPKM weight=0.5,297,0.7251481237656353,0.7222222222222222
100,1,cpkm_weight_w075,CPKM weight=0.75,297,0.7794637784741694,0.7777777777777778
100,2,cpkm_weight_w075,CPKM weight=0.75,297,0.8219056494918564,0.8333333333333334
