representation,representation_label,n_features,fold,length,condition,macro_f1,accuracy,n_test_sources,baseline_macro_f1,retention_ratio
pkm_weight_w075,PKM weight=0.75,297,3,75,N_3pct,0.8448610213316096,0.8458333333333333,240,0.8715580235938786,0.9693686461032351
pkm_weight_w075,PKM weight=0.75,297,3,75,clean,0.8698367711121608,0.8708333333333333,240,0.8715580235938786,0.9980250856109153
pkm_weight_w075,PKM weight=0.75,297,3,75,substitution_1pct,0.8614391434419777,0.8625,240,0.8715580235938786,0.988389895017918
pkm_weight_w075,PKM weight=0.75,297,3,100,N_3pct,0.8866320264525271,0.8875,240,0.8715580235938786,1.01729546679691
pkm_weight_w075,PKM weight=0.75,297,3,100,clean,0.8694164107064501,0.8708333333333333,240,0.8715580235938786,0.9975427764653035
pkm_weight_w075,PKM weight=0.75,297,3,100,substitution_1pct,0.8737373737373737,0.875,240,0.8715580235938786,1.0025005221505603
pkm_weight_w075,PKM weight=0.75,297,4,69,N_3pct,0.8916365657126979,0.8916666666666667,240,0.8715580235938786,1.0230375277093144
pkm_weight_w075,PKM weight=0.75,297,4,69,clean,0.8999374609130707,0.9,240,0.8715580235938786,1.0325617303162091
pkm_weight_w075,PKM weight=0.75,297,4,69,substitution_1pct,0.899888765294772,0.9,240,0.8715580235938786,1.0325058583983557
pkm_weight_w075,PKM weight=0.75,297,4,75,N_3pct,0.8708131478876908,0.8708333333333333,240,0.8715580235938786,0.9991453515589057
pkm_weight_w075,PKM weight=0.75,297,4,75,clean,0.8874042153915658,0.8875,240,0.8715580235938786,1.0181814536367244
pkm_weight_w075,PKM weight=0.75,297,4,75,substitution_1pct,0.8749652681300362,0.875,240,0.8715580235938786,1.00390937200269
pkm_weight_w075,PKM weight=0.75,297,4,100,N_3pct,0.8832603710652491,0.8833333333333333,240,0.8715580235938786,1.0134269287351814
pkm_weight_w075,PKM weight=0.75,297,4,100,clean,0.8832035595105673,0.8833333333333333,240,0.8715580235938786,1.013361744831019
pkm_weight_w075,PKM weight=0.75,297,4,100,substitution_1pct,0.8832035595105673,0.8833333333333333,240,0.8715580235938786,1.013361744831019
pkm_weight_w075,PKM weight=0.75,297,5,69,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8715580235938786,0.9798100374581076
pkm_weight_w075,PKM weight=0.75,297,5,69,clean,0.8494878405686015,0.85,240,0.8715580235938786,0.9746773221887506
pkm_weight_w075,PKM weight=0.75,297,5,69,substitution_1pct,0.845508794516258,0.8458333333333333,240,0.8715580235938786,0.9701118819717748
pkm_weight_w075,PKM weight=0.75,297,5,75,N_3pct,0.858086956521739,0.8583333333333333,240,0.8715580235938786,0.9845436945017253
pkm_weight_w075,PKM weight=0.75,297,5,75,clean,0.8537375285124759,0.8541666666666666,240,0.8715580235938786,0.9795532889389054
pkm_weight_w075,PKM weight=0.75,297,5,75,substitution_1pct,0.8579782790309106,0.8583333333333333,240,0.8715580235938786,0.984419001150409
pkm_weight_w075,PKM weight=0.75,297,5,100,N_3pct,0.858086956521739,0.8583333333333333,240,0.8715580235938786,0.9845436945017253
pkm_weight_w075,PKM weight=0.75,297,5,100,clean,0.8579782790309106,0.8583333333333333,240,0.8715580235938786,0.984419001150409
pkm_weight_w075,PKM weight=0.75,297,5,100,substitution_1pct,0.858086956521739,0.8583333333333333,240,0.8715580235938786,0.9845436945017253
pkm_weight_w100,PKM weight=1,297,1,69,N_3pct,0.8874980468410909,0.8875,240,0.8724170083945915,1.0172865020986366
pkm_weight_w100,PKM weight=1,297,1,69,clean,0.8916591429960414,0.8916666666666667,240,0.8724170083945915,1.0220561204289895
pkm_weight_w100,PKM weight=1,297,1,69,substitution_1pct,0.8833333333333333,0.8833333333333333,240,0.8724170083945915,1.0125127374107823
pkm_weight_w100,PKM weight=1,297,1,75,N_3pct,0.8916591429960414,0.8916666666666667,240,0.8724170083945915,1.0220561204289895
pkm_weight_w100,PKM weight=1,297,1,75,clean,0.9,0.9,240,0.8724170083945915,1.0316167513241934
pkm_weight_w100,PKM weight=1,297,1,75,substitution_1pct,0.9,0.9,240,0.8724170083945915,1.0316167513241934
pkm_weight_w100,PKM weight=1,297,1,100,N_3pct,0.8665832812174276,0.8666666666666667,240,0.8724170083945915,0.993313143690425
pkm_weight_w100,PKM weight=1,297,1,100,clean,0.887341574088562,0.8875,240,0.8724170083945915,1.0171071466401538
pkm_weight_w100,PKM weight=1,297,1,100,substitution_1pct,0.8789122984046347,0.8791666666666667,240,0.8724170083945915,1.0074451666434103
pkm_weight_w100,PKM weight=1,297,2,69,N_3pct,0.8601670227228588,0.8625,240,0.8724170083945915,0.985958566197288
pkm_weight_w100,PKM weight=1,297,2,69,clean,0.8686417486184431,0.8708333333333333,240,0.8724170083945915,0.9956726430825833
pkm_weight_w100,PKM weight=1,297,2,69,substitution_1pct,0.8648268093494791,0.8666666666666667,240,0.8724170083945915,0.9912998039101969
pkm_weight_w100,PKM weight=1,297,2,75,N_3pct,0.8560846560846561,0.8583333333333333,240,0.8724170083945915,0.9812791908539359
pkm_weight_w100,PKM weight=1,297,2,75,clean,0.8598502946329033,0.8625,240,0.8724170083945915,0.9855955195270514
pkm_weight_w100,PKM weight=1,297,2,75,substitution_1pct,0.872737556561086,0.875,240,0.8724170083945915,1.0003674253979578
pkm_weight_w100,PKM weight=1,297,2,100,N_3pct,0.8557692307692308,0.8583333333333333,240,0.8724170083945915,0.9809176374770643
pkm_weight_w100,PKM weight=1,297,2,100,clean,0.863935936503437,0.8666666666666667,240,0.8724170083945915,0.9902786490754448
pkm_weight_w100,PKM weight=1,297,2,100,substitution_1pct,0.8598502946329033,0.8625,240,0.8724170083945915,0.9855955195270514
pkm_weight_w100,PKM weight=1,297,3,69,N_3pct,0.8368627450980393,0.8375,240,0.8724170083945915,0.9592462515580954
pkm_weight_w100,PKM weight=1,297,3,69,clean,0.8578496272036792,0.8583333333333333,240,0.8724170083945915,0.983302272822811
pkm_weight_w100,PKM weight=1,297,3,69,substitution_1pct,0.8493303571428572,0.85,240,0.8724170083945915,0.9735371375963681
pkm_weight_w100,PKM weight=1,297,3,75,N_3pct,0.8532469120704416,0.8541666666666666,240,0.8724170083945915,0.9780264527861207
pkm_weight_w100,PKM weight=1,297,3,75,clean,0.8612254910550017,0.8625,240,0.8724170083945915,0.9871718258219377
pkm_weight_w100,PKM weight=1,297,3,75,substitution_1pct,0.8614391434419777,0.8625,240,0.8724170083945915,0.9874167229123432
pkm_weight_w100,PKM weight=1,297,3,100,N_3pct,0.8825174825174825,0.8833333333333333,240,0.8724170083945915,1.0115775758905454
pkm_weight_w100,PKM weight=1,297,3,100,clean,0.8780466436543954,0.8791666666666667,240,0.8724170083945915,1.0064529178198434
pkm_weight_w100,PKM weight=1,297,3,100,substitution_1pct,0.8780466436543954,0.8791666666666667,240,0.8724170083945915,1.0064529178198434
pkm_weight_w100,PKM weight=1,297,4,69,N_3pct,0.8916365657126979,0.8916666666666667,240,0.8724170083945915,1.0220302414248823
pkm_weight_w100,PKM weight=1,297,4,69,clean,0.9041250542770299,0.9041666666666667,240,0.8724170083945915,1.0363450569823107
pkm_weight_w100,PKM weight=1,297,4,69,substitution_1pct,0.9040850723705931,0.9041666666666667,240,0.8724170083945915,1.0362992280884995
pkm_weight_w100,PKM weight=1,297,4,75,N_3pct,0.8749652681300362,0.875,240,0.8724170083945915,1.0029209193664552
pkm_weight_w100,PKM weight=1,297,4,75,clean,0.8874042153915658,0.8875,240,0.8724170083945915,1.0171789486596021
pkm_weight_w100,PKM weight=1,297,4,75,substitution_1pct,0.8749652681300362,0.875,240,0.8724170083945915,1.0029209193664552
pkm_weight_w100,PKM weight=1,297,4,100,N_3pct,0.874860956618465,0.875,240,0.8724170083945915,1.002801353252352
pkm_weight_w100,PKM weight=1,297,4,100,clean,0.8747826086956522,0.875,240,0.8724170083945915,1.002711547663902
pkm_weight_w100,PKM weight=1,297,4,100,substitution_1pct,0.8747826086956522,0.875,240,0.8724170083945915,1.002711547663902
pkm_weight_w100,PKM weight=1,297,5,69,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8724170083945915,0.9788453131099301
pkm_weight_w100,PKM weight=1,297,5,69,clean,0.8411260539335238,0.8416666666666667,240,0.8724170083945915,0.9641330302367113
pkm_weight_w100,PKM weight=1,297,5,69,substitution_1pct,0.8412698412698413,0.8416666666666667,240,0.8724170083945915,0.9642978451531261
pkm_weight_w100,PKM weight=1,297,5,75,N_3pct,0.858086956521739,0.8583333333333333,240,0.8724170083945915,0.9835743093784676
pkm_weight_w100,PKM weight=1,297,5,75,clean,0.849624060150376,0.85,240,0.8724170083945915,0.9738737919768911
pkm_weight_w100,PKM weight=1,297,5,75,substitution_1pct,0.8537375285124759,0.8541666666666666,240,0.8724170083945915,0.978588817386207
pkm_weight_w100,PKM weight=1,297,5,100,N_3pct,0.8498331479421579,0.85,240,0.8724170083945915,0.9741134569418907
pkm_weight_w100,PKM weight=1,297,5,100,clean,0.8579782790309106,0.8583333333333333,240,0.8724170083945915,0.9834497388006559
pkm_weight_w100,PKM weight=1,297,5,100,substitution_1pct,0.858086956521739,0.8583333333333333,240,0.8724170083945915,0.9835743093784676
cpkm_weight_w010,CPKM weight=0.1,297,1,69,N_3pct,0.8958170547481377,0.8958333333333334,240,0.8792062201010555,1.018892990367121
cpkm_weight_w010,CPKM weight=0.1,297,1,69,clean,0.9083333333333333,0.9083333333333333,240,0.8792062201010555,1.0331288753040555
cpkm_weight_w010,CPKM weight=0.1,297,1,69,substitution_1pct,0.883300916921367,0.8833333333333333,240,0.8792062201010555,1.0046572655273536
cpkm_weight_w010,CPKM weight=0.1,297,1,75,N_3pct,0.9041650028646331,0.9041666666666667,240,0.8792062201010555,1.0283878596317355
cpkm_weight_w010,CPKM weight=0.1,297,1,75,clean,0.9083333333333333,0.9083333333333333,240,0.8792062201010555,1.0331288753040555
cpkm_weight_w010,CPKM weight=0.1,297,1,75,substitution_1pct,0.8874824191279886,0.8875,240,0.8792062201010555,1.0094132625972343
cpkm_weight_w010,CPKM weight=0.1,297,1,100,N_3pct,0.8915989159891599,0.8916666666666667,240,0.8792062201010555,1.0140953232640688
cpkm_weight_w010,CPKM weight=0.1,297,1,100,clean,0.8956866426745944,0.8958333333333334,240,0.8792062201010555,1.0187446610325899
cpkm_weight_w010,CPKM weight=0.1,297,1,100,substitution_1pct,0.8830409356725146,0.8833333333333333,240,0.8792062201010555,1.004361565561966
cpkm_weight_w010,CPKM weight=0.1,297,2,69,N_3pct,0.8557692307692308,0.8583333333333333,240,0.8792062201010555,0.973343012371852
cpkm_weight_w010,CPKM weight=0.1,297,2,69,clean,0.8642533936651584,0.8666666666666667,240,0.8792062201010555,0.9829928109082549
cpkm_weight_w010,CPKM weight=0.1,297,2,69,substitution_1pct,0.8563784849338214,0.8583333333333333,240,0.8792062201010555,0.9740359717147925
cpkm_weight_w010,CPKM weight=0.1,297,2,75,N_3pct,0.8648268093494791,0.8666666666666667,240,0.8792062201010555,0.9836450079369051
cpkm_weight_w010,CPKM weight=0.1,297,2,75,clean,0.8598502946329033,0.8625,240,0.8792062201010555,0.9779847719162775
cpkm_weight_w010,CPKM weight=0.1,297,2,75,substitution_1pct,0.8686417486184431,0.8708333333333333,240,0.8792062201010555,0.9879840801383342
cpkm_weight_w010,CPKM weight=0.1,297,2,100,N_3pct,0.8648268093494791,0.8666666666666667,240,0.8792062201010555,0.9836450079369051
cpkm_weight_w010,CPKM weight=0.1,297,2,100,clean,0.8686417486184431,0.8708333333333333,240,0.8792062201010555,0.9879840801383342
cpkm_weight_w010,CPKM weight=0.1,297,2,100,substitution_1pct,0.8686417486184431,0.8708333333333333,240,0.8792062201010555,0.9879840801383342
cpkm_weight_w010,CPKM weight=0.1,297,3,69,N_3pct,0.8537375285124759,0.8541666666666666,240,0.8792062201010555,0.9710321753801374
cpkm_weight_w010,CPKM weight=0.1,297,3,69,clean,0.8494878405686015,0.85,240,0.8792062201010555,0.9661986245626899
cpkm_weight_w010,CPKM weight=0.1,297,3,69,substitution_1pct,0.8535947712418301,0.8541666666666666,240,0.8792062201010555,0.9708698047469664
cpkm_weight_w010,CPKM weight=0.1,297,3,75,N_3pct,0.8575319505552064,0.8583333333333333,240,0.8792062201010555,0.9753479115020843
cpkm_weight_w010,CPKM weight=0.1,297,3,75,clean,0.8655368022970796,0.8666666666666667,240,0.8792062201010555,0.9844525465226978
cpkm_weight_w010,CPKM weight=0.1,297,3,75,substitution_1pct,0.8534312784631223,0.8541666666666666,240,0.8792062201010555,0.9706838497628342
cpkm_weight_w010,CPKM weight=0.1,297,3,100,N_3pct,0.8866320264525271,0.8875,240,0.8792062201010555,1.008446034822886
cpkm_weight_w010,CPKM weight=0.1,297,3,100,clean,0.8862659060991663,0.8875,240,0.8792062201010555,1.0080296133452051
cpkm_weight_w010,CPKM weight=0.1,297,3,100,substitution_1pct,0.8821548821548821,0.8833333333333333,240,0.8792062201010555,1.0033537775170513
cpkm_weight_w010,CPKM weight=0.1,297,4,69,N_3pct,0.8874511506730351,0.8875,240,0.8792062201010555,1.0093776981821534
cpkm_weight_w010,CPKM weight=0.1,297,4,69,clean,0.8915989159891599,0.8916666666666667,240,0.8792062201010555,1.0140953232640688
cpkm_weight_w010,CPKM weight=0.1,297,4,69,substitution_1pct,0.8956866426745944,0.8958333333333334,240,0.8792062201010555,1.0187446610325899
cpkm_weight_w010,CPKM weight=0.1,297,4,75,N_3pct,0.8666296193387052,0.8666666666666667,240,0.8792062201010555,0.9856955052468751
cpkm_weight_w010,CPKM weight=0.1,297,4,75,clean,0.8874042153915658,0.8875,240,0.8792062201010555,1.009324314481724
cpkm_weight_w010,CPKM weight=0.1,297,4,75,substitution_1pct,0.8791141988710378,0.8791666666666667,240,0.8792062201010555,0.9998953360111498
cpkm_weight_w010,CPKM weight=0.1,297,4,100,N_3pct,0.8874042153915658,0.8875,240,0.8792062201010555,1.009324314481724
cpkm_weight_w010,CPKM weight=0.1,297,4,100,clean,0.8831304347826088,0.8833333333333333,240,0.8792062201010555,1.0044633609178768
cpkm_weight_w010,CPKM weight=0.1,297,4,100,substitution_1pct,0.8915461624026697,0.8916666666666667,240,0.8792062201010555,1.014035321884092
cpkm_weight_w010,CPKM weight=0.1,297,5,69,N_3pct,0.8414905450500556,0.8416666666666667,240,0.8792062201010555,0.9571025839118098
cpkm_weight_w010,CPKM weight=0.1,297,5,69,clean,0.8370218174853302,0.8375,240,0.8792062201010555,0.9520198997103585
cpkm_weight_w010,CPKM weight=0.1,297,5,69,substitution_1pct,0.8412698412698413,0.8416666666666667,240,0.8792062201010555,0.9568515577302742
cpkm_weight_w010,CPKM weight=0.1,297,5,75,N_3pct,0.8707233584125385,0.8708333333333333,240,0.8792062201010555,0.9903516814433568
cpkm_weight_w010,CPKM weight=0.1,297,5,75,clean,0.849624060150376,0.85,240,0.8792062201010555,0.9663535592966126
cpkm_weight_w010,CPKM weight=0.1,297,5,75,substitution_1pct,0.849624060150376,0.85,240,0.8792062201010555,0.9663535592966126
cpkm_weight_w010,CPKM weight=0.1,297,5,100,N_3pct,0.8623063683304647,0.8625,240,0.8792062201010555,0.9807782845659937
cpkm_weight_w010,CPKM weight=0.1,297,5,100,clean,0.8623063683304647,0.8625,240,0.8792062201010555,0.9807782845659937
cpkm_weight_w010,CPKM weight=0.1,297,5,100,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8792062201010555,0.9760801632359037
cpkm_weight_w025,CPKM weight=0.25,297,1,69,N_3pct,0.8916591429960414,0.8916666666666667,240,0.8809079415197358,1.0122046822029527
cpkm_weight_w025,CPKM weight=0.25,297,1,69,clean,0.9083333333333333,0.9083333333333333,240,0.8809079415197358,1.0311330963440781
cpkm_weight_w025,CPKM weight=0.25,297,1,69,substitution_1pct,0.883300916921367,0.8833333333333333,240,0.8809079415197358,1.0027164874884689
cpkm_weight_w025,CPKM weight=0.25,297,1,75,N_3pct,0.9041650028646331,0.9041666666666667,240,0.8809079415197358,1.0264012392768016
cpkm_weight_w025,CPKM weight=0.25,297,1,75,clean,0.9083333333333333,0.9083333333333333,240,0.8809079415197358,1.0311330963440781
cpkm_weight_w025,CPKM weight=0.25,297,1,75,substitution_1pct,0.8916365657126979,0.8916666666666667,240,0.8809079415197358,1.0121790526424965
cpkm_weight_w025,CPKM weight=0.25,297,1,100,N_3pct,0.8915989159891599,0.8916666666666667,240,0.8809079415197358,1.0121363129624874
cpkm_weight_w025,CPKM weight=0.25,297,1,100,clean,0.899888765294772,0.9,240,0.8809079415197358,1.0215468868884194
cpkm_weight_w025,CPKM weight=0.25,297,1,100,substitution_1pct,0.8872631743767289,0.8875,240,0.8809079415197358,1.0072144120372317
cpkm_weight_w025,CPKM weight=0.25,297,2,69,N_3pct,0.8557692307692308,0.8583333333333333,240,0.8809079415197358,0.9714627266191562
cpkm_weight_w025,CPKM weight=0.25,297,2,69,clean,0.8601670227228588,0.8625,240,0.8809079415197358,0.976455066620134
cpkm_weight_w025,CPKM weight=0.25,297,2,69,substitution_1pct,0.8563784849338214,0.8583333333333333,240,0.8809079415197358,0.9721543473162515
cpkm_weight_w025,CPKM weight=0.25,297,2,75,N_3pct,0.8732751337651365,0.875,240,0.8809079415197358,0.9913352946490286
cpkm_weight_w025,CPKM weight=0.25,297,2,75,clean,0.8642533936651584,0.8666666666666667,240,0.8809079415197358,0.9810938838559622
cpkm_weight_w025,CPKM weight=0.25,297,2,75,substitution_1pct,0.8686417486184431,0.8708333333333333,240,0.8809079415197358,0.9860755110458748
cpkm_weight_w025,CPKM weight=0.25,297,2,100,N_3pct,0.8648268093494791,0.8666666666666667,240,0.8809079415197358,0.9817448209826402
cpkm_weight_w025,CPKM weight=0.25,297,2,100,clean,0.8686417486184431,0.8708333333333333,240,0.8809079415197358,0.9860755110458748
cpkm_weight_w025,CPKM weight=0.25,297,2,100,substitution_1pct,0.8642533936651584,0.8666666666666667,240,0.8809079415197358,0.9810938838559622
cpkm_weight_w025,CPKM weight=0.25,297,3,69,N_3pct,0.8537375285124759,0.8541666666666666,240,0.8809079415197358,0.9691563536589467
cpkm_weight_w025,CPKM weight=0.25,297,3,69,clean,0.8453796729989029,0.8458333333333333,240,0.8809079415197358,0.9596685796026089
cpkm_weight_w025,CPKM weight=0.25,297,3,69,substitution_1pct,0.8535947712418301,0.8541666666666666,240,0.8809079415197358,0.9689942966903157
cpkm_weight_w025,CPKM weight=0.25,297,3,75,N_3pct,0.8534312784631223,0.8541666666666666,240,0.8809079415197358,0.9688087009305296
cpkm_weight_w025,CPKM weight=0.25,297,3,75,clean,0.8696360673546986,0.8708333333333333,240,0.8809079415197358,0.9872042541180964
cpkm_weight_w025,CPKM weight=0.25,297,3,75,substitution_1pct,0.8534312784631223,0.8541666666666666,240,0.8809079415197358,0.9688087009305296
cpkm_weight_w025,CPKM weight=0.25,297,3,100,N_3pct,0.8866320264525271,0.8875,240,0.8809079415197358,1.0064979377106262
cpkm_weight_w025,CPKM weight=0.25,297,3,100,clean,0.8905723905723906,0.8916666666666667,240,0.8809079415197358,1.0109710091113286
cpkm_weight_w025,CPKM weight=0.25,297,3,100,substitution_1pct,0.8864572199540923,0.8875,240,0.8809079415197358,1.0062994987021945
cpkm_weight_w025,CPKM weight=0.25,297,4,69,N_3pct,0.8916365657126979,0.8916666666666667,240,0.8809079415197358,1.0121790526424965
cpkm_weight_w025,CPKM weight=0.25,297,4,69,clean,0.8957881024750325,0.8958333333333334,240,0.8809079415197358,1.016891845621945
cpkm_weight_w025,CPKM weight=0.25,297,4,69,substitution_1pct,0.899888765294772,0.9,240,0.8809079415197358,1.0215468868884194
cpkm_weight_w025,CPKM weight=0.25,297,4,75,N_3pct,0.8666296193387052,0.8666666666666667,240,0.8809079415197358,0.9837913571804134
cpkm_weight_w025,CPKM weight=0.25,297,4,75,clean,0.8915461624026697,0.8916666666666667,240,0.8809079415197358,1.0120764274920497
cpkm_weight_w025,CPKM weight=0.25,297,4,75,substitution_1pct,0.883300916921367,0.8833333333333333,240,0.8809079415197358,1.0027164874884689
cpkm_weight_w025,CPKM weight=0.25,297,4,100,N_3pct,0.8874042153915658,0.8875,240,0.8809079415197358,1.0073745207253129
cpkm_weight_w025,CPKM weight=0.25,297,4,100,clean,0.8831304347826088,0.8833333333333333,240,0.8809079415197358,1.0025229574602752
cpkm_weight_w025,CPKM weight=0.25,297,4,100,substitution_1pct,0.8915461624026697,0.8916666666666667,240,0.8809079415197358,1.0120764274920497
cpkm_weight_w025,CPKM weight=0.25,297,5,69,N_3pct,0.8457020729439975,0.8458333333333333,240,0.8809079415197358,0.9600345655699261
cpkm_weight_w025,CPKM weight=0.25,297,5,69,clean,0.8370218174853302,0.8375,240,0.8809079415197358,0.9501808055462713
cpkm_weight_w025,CPKM weight=0.25,297,5,69,substitution_1pct,0.8412698412698413,0.8416666666666667,240,0.8809079415197358,0.9550031298599588
cpkm_weight_w025,CPKM weight=0.25,297,5,75,N_3pct,0.8707233584125385,0.8708333333333333,240,0.8809079415197358,0.9884385386631581
cpkm_weight_w025,CPKM weight=0.25,297,5,75,clean,0.849624060150376,0.85,240,0.8809079415197358,0.9644867756381114
cpkm_weight_w025,CPKM weight=0.25,297,5,75,substitution_1pct,0.849624060150376,0.85,240,0.8809079415197358,0.9644867756381114
cpkm_weight_w025,CPKM weight=0.25,297,5,100,N_3pct,0.8623063683304647,0.8625,240,0.8809079415197358,0.9788836354941018
cpkm_weight_w025,CPKM weight=0.25,297,5,100,clean,0.8623063683304647,0.8625,240,0.8809079415197358,0.9788836354941018
cpkm_weight_w025,CPKM weight=0.25,297,5,100,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8809079415197358,0.9741945899065705
cpkm_weight_w050,CPKM weight=0.5,297,1,69,N_3pct,0.8916666666666667,0.8916666666666667,240,0.8808695319442432,1.0122573597234
cpkm_weight_w050,CPKM weight=0.5,297,1,69,clean,0.9083333333333333,0.9083333333333333,240,0.8808695319442432,1.0311780580359868
cpkm_weight_w050,CPKM weight=0.5,297,1,69,substitution_1pct,0.8874824191279886,0.8875,240,0.8808695319442432,1.0075072266027292
cpkm_weight_w050,CPKM weight=0.5,297,1,75,N_3pct,0.9083269671504965,0.9083333333333333,240,0.8808695319442432,1.0311708308784953
cpkm_weight_w050,CPKM weight=0.5,297,1,75,clean,0.9124984808764041,0.9125,240,0.8808695319442432,1.035906508041378
cpkm_weight_w050,CPKM weight=0.5,297,1,75,substitution_1pct,0.8958170547481377,0.8958333333333334,240,0.8808695319442432,1.01696905416958
cpkm_weight_w050,CPKM weight=0.5,297,1,100,N_3pct,0.8915989159891599,0.8916666666666667,240,0.8808695319442432,1.012180446315625
cpkm_weight_w050,CPKM weight=0.5,297,1,100,clean,0.9040850723705931,0.9041666666666667,240,0.8808695319442432,1.0263552541942378
cpkm_weight_w050,CPKM weight=0.5,297,1,100,substitution_1pct,0.8956866426745944,0.8958333333333334,240,0.8808695319442432,1.01682100491959
cpkm_weight_w050,CPKM weight=0.5,297,2,69,N_3pct,0.8516922968272744,0.8541666666666666,240,0.8808695319442432,0.966876780205385
cpkm_weight_w050,CPKM weight=0.5,297,2,69,clean,0.8645502645502645,0.8666666666666667,240,0.8808695319442432,0.9814736838973656
cpkm_weight_w050,CPKM weight=0.5,297,2,69,substitution_1pct,0.8607374584586169,0.8625,240,0.8808695319442432,0.9771452266702981
cpkm_weight_w050,CPKM weight=0.5,297,2,75,N_3pct,0.8732751337651365,0.875,240,0.8808695319442432,0.9913785209912478
cpkm_weight_w050,CPKM weight=0.5,297,2,75,clean,0.8642533936651584,0.8666666666666667,240,0.8808695319442432,0.9811366636300726
cpkm_weight_w050,CPKM weight=0.5,297,2,75,substitution_1pct,0.873015873015873,0.875,240,0.8808695319442432,0.9910841973259812
cpkm_weight_w050,CPKM weight=0.5,297,2,100,N_3pct,0.8648268093494791,0.8666666666666667,240,0.8808695319442432,0.9817876291403168
cpkm_weight_w050,CPKM weight=0.5,297,2,100,clean,0.8642533936651584,0.8666666666666667,240,0.8808695319442432,0.9811366636300726
cpkm_weight_w050,CPKM weight=0.5,297,2,100,substitution_1pct,0.8642533936651584,0.8666666666666667,240,0.8808695319442432,0.9811366636300726
cpkm_weight_w050,CPKM weight=0.5,297,3,69,N_3pct,0.837157918544164,0.8375,240,0.8808695319442432,0.9503767450060402
cpkm_weight_w050,CPKM weight=0.5,297,3,69,clean,0.8411260539335238,0.8416666666666667,240,0.8808695319442432,0.9548815385599747
cpkm_weight_w050,CPKM weight=0.5,297,3,69,substitution_1pct,0.8494878405686015,0.85,240,0.8808695319442432,0.9643741890965664
cpkm_weight_w050,CPKM weight=0.5,297,3,75,N_3pct,0.8534312784631223,0.8541666666666666,240,0.8808695319442432,0.9688509450195654
cpkm_weight_w050,CPKM weight=0.5,297,3,75,clean,0.8614391434419777,0.8625,240,0.8808695319442432,0.9779418088631366
cpkm_weight_w050,CPKM weight=0.5,297,3,75,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8808695319442432,0.9593428905203852
cpkm_weight_w050,CPKM weight=0.5,297,3,100,N_3pct,0.8864572199540923,0.8875,240,0.8808695319442432,1.006343377545953
cpkm_weight_w050,CPKM weight=0.5,297,3,100,clean,0.8905723905723906,0.8916666666666667,240,0.8808695319442432,1.0110150916523715
cpkm_weight_w050,CPKM weight=0.5,297,3,100,substitution_1pct,0.8864572199540923,0.8875,240,0.8808695319442432,1.006343377545953
cpkm_weight_w050,CPKM weight=0.5,297,4,69,N_3pct,0.8916365657126979,0.8916666666666667,240,0.8808695319442432,1.012223187859262
cpkm_weight_w050,CPKM weight=0.5,297,4,69,clean,0.8999374609130707,0.9,240,0.8808695319442432,1.0216467118879013
cpkm_weight_w050,CPKM weight=0.5,297,4,69,substitution_1pct,0.899888765294772,0.9,240,0.8808695319442432,1.0215914305817229
cpkm_weight_w050,CPKM weight=0.5,297,4,75,N_3pct,0.8666296193387052,0.8666666666666667,240,0.8808695319442432,0.9838342545755807
cpkm_weight_w050,CPKM weight=0.5,297,4,75,clean,0.8915461624026697,0.8916666666666667,240,0.8808695319442432,1.0121205582339319
cpkm_weight_w050,CPKM weight=0.5,297,4,75,substitution_1pct,0.883300916921367,0.8833333333333333,240,0.8808695319442432,1.0027602100980348
cpkm_weight_w050,CPKM weight=0.5,297,4,100,N_3pct,0.8874042153915658,0.8875,240,0.8808695319442432,1.0074184464445026
cpkm_weight_w050,CPKM weight=0.5,297,4,100,clean,0.8831304347826088,0.8833333333333333,240,0.8808695319442432,1.0025666716311272
cpkm_weight_w050,CPKM weight=0.5,297,4,100,substitution_1pct,0.887341574088562,0.8875,240,0.8808695319442432,1.00734733341274
cpkm_weight_w050,CPKM weight=0.5,297,5,69,N_3pct,0.8457020729439975,0.8458333333333333,240,0.8808695319442432,0.9600764270701648
cpkm_weight_w050,CPKM weight=0.5,297,5,69,clean,0.8370218174853302,0.8375,240,0.8808695319442432,0.9502222373815871
cpkm_weight_w050,CPKM weight=0.5,297,5,69,substitution_1pct,0.845508794516258,0.8458333333333333,240,0.8808695319442432,0.9598570093008695
cpkm_weight_w050,CPKM weight=0.5,297,5,75,N_3pct,0.8665183537263625,0.8666666666666667,240,0.8808695319442432,0.9837079411905587
cpkm_weight_w050,CPKM weight=0.5,297,5,75,clean,0.8453796729989029,0.8458333333333333,240,0.8808695319442432,0.9597104251443371
cpkm_weight_w050,CPKM weight=0.5,297,5,75,substitution_1pct,0.849624060150376,0.85,240,0.8808695319442432,0.9645288312732276
cpkm_weight_w050,CPKM weight=0.5,297,5,100,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8808695319442432,0.9694526473853405
cpkm_weight_w050,CPKM weight=0.5,297,5,100,clean,0.8623063683304647,0.8625,240,0.8808695319442432,0.9789263188921904
