label,length,status,n_rows,n_pairs,fq_path,sam_path
Enterobacter_bugandensis,75,reused_external,628,314,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L75_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L75_ART_.sam
Enterobacter_bugandensis,100,reused_external,470,235,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L100_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L100_ART_.sam
Enterobacter_bugandensis,125,reused_external,376,188,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L125_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L125_ART_.sam
Enterobacter_bugandensis,150,reused_external,314,157,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L150_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_bugandensis_L150_ART_.sam
Enterobacter_hormaechei,50,generated,966,483,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L50_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L50_ART_.sam
Enterobacter_hormaechei,60,generated,804,402,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L60_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L60_ART_.sam
Enterobacter_hormaechei,69,reused_external,698,349,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L69_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L69_ART_.sam
Enterobacter_hormaechei,75,reused_external,642,321,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L75_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L75_ART_.sam
Enterobacter_hormaechei,100,reused_external,480,240,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L100_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L100_ART_.sam
Enterobacter_hormaechei,125,reused_external,384,192,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L125_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L125_ART_.sam
Enterobacter_hormaechei,150,reused_external,318,159,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L150_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_hormaechei_L150_ART_.sam
Enterobacter_kobei,50,generated,956,478,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L50_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L50_ART_.sam
Enterobacter_kobei,60,generated,794,397,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L60_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L60_ART_.sam
Enterobacter_kobei,69,reused_external,690,345,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L69_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L69_ART_.sam
Enterobacter_kobei,75,reused_external,636,318,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L75_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L75_ART_.sam
Enterobacter_kobei,100,reused_external,476,238,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L100_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L100_ART_.sam
Enterobacter_kobei,125,reused_external,382,191,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L125_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L125_ART_.sam
Enterobacter_kobei,150,reused_external,318,159,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L150_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_kobei_L150_ART_.sam
Enterobacter_cloacae,50,generated,1002,501,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L50_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L50_ART_.sam
Enterobacter_cloacae,60,generated,836,418,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L60_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L60_ART_.sam
Enterobacter_cloacae,69,reused_external,726,363,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L69_ART_.fq,results/stage3/contract_v2/art_current_contract/fastq/Enterobacter_cloacae_L69_ART_.sam
