family,parameter,k,pattern,canonical,add_property,length,condition,n,observed_vocab_size,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95
k-mer,k=4,4,,False,False,75,N_3pct,240,256,0.9622608405336706,0.94761254760513,0.2717121499235678,0.3236895190993091
k-mer,k=5,5,,False,False,75,N_3pct,240,1023,0.9410959290964589,0.926906106128051,0.34060622095719906,0.38234511601941373
k-mer,k=6,6,,False,False,75,N_3pct,240,3812,0.9233820992527654,0.9102589898327998,0.3885029709918734,0.42365318402485913
k-mer,k=7,7,,False,False,75,N_3pct,240,9355,0.9077356135726311,0.892805381522403,0.4256733993776154,0.46302185364753096
k-mer,k=8,8,,False,False,75,N_3pct,240,13525,0.8940618081251809,0.8744746321952066,0.4558139678068581,0.5010496338783093
k-mer,k=9,9,,False,False,75,N_3pct,240,15165,0.8807823810836162,0.855186110494136,0.4830655796545037,0.5381707712350483
canonical k-mer,k=4,4,,True,False,75,N_3pct,240,136,0.9692800313589085,0.9542489091593985,0.24479140414051567,0.30249266297662125
canonical k-mer,k=5,5,,True,False,75,N_3pct,240,512,0.9457417792275861,0.9268971669235496,0.326192851304571,0.38236848167674187
canonical k-mer,k=6,6,,True,False,75,N_3pct,240,2050,0.9259892892829575,0.9102589898327998,0.38170288363428845,0.42365318402485913
canonical k-mer,k=7,7,,True,False,75,N_3pct,240,6352,0.9092999136678337,0.892805381522403,0.4219454506732606,0.46302185364753096
canonical k-mer,k=8,8,,True,False,75,N_3pct,240,11656,0.894798957736915,0.8744746321952066,0.4541955101140039,0.5010496338783093
canonical k-mer,k=9,9,,True,False,75,N_3pct,240,14428,0.881212189250355,0.855186110494136,0.4821446541134765,0.5381707712350483
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,75,N_3pct,240,136,0.9692800313589085,0.9542489091593985,0.24479140414051567,0.30249266297662125
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,75,N_3pct,240,147,0.9951156862292493,0.9936947666459001,0.09833301552653265,0.11229631095435923
