probe,genus,length,condition,method,parameter,k,pattern,canonical,add_property,n_samples,n_classes,accuracy,macro_f1,n_features,observed_vocab_size
within_genus_species,Escherichia,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.4166666666666667,0.4,147,147
within_genus_species,Escherichia,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.375,0.3739130434782609,136,136
within_genus_species,Escherichia,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.3541666666666667,0.35163398692810455,147,147
within_genus_species,Escherichia,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.3958333333333333,0.39346405228758174,136,136
within_genus_species,Escherichia,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.375,0.3706293706293706,147,147
within_genus_species,Escherichia,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.4375,0.4313295304958315,136,136
within_genus_species,Escherichia,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.4375,0.4313295304958315,147,147
target_background,Escherichia,75,clean,k-mer,k=4,4,,False,False,160,2,0.4583333333333333,0.4583333333333333,255,255
target_background,Escherichia,75,clean,k-mer,k=5,5,,False,False,160,2,0.5833333333333334,0.5826086956521739,1006,1006
target_background,Escherichia,75,clean,k-mer,k=6,6,,False,False,160,2,0.5,0.4991304347826087,3135,3135
target_background,Escherichia,75,clean,k-mer,k=7,7,,False,False,160,2,0.5625,0.5623100303951367,5679,5679
target_background,Escherichia,75,clean,k-mer,k=8,8,,False,False,160,2,0.5833333333333334,0.5833333333333334,6925,6925
target_background,Escherichia,75,clean,k-mer,k=9,9,,False,False,160,2,0.625,0.6190476190476191,7255,7255
target_background,Escherichia,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.4375,0.4313295304958315,135,135
target_background,Escherichia,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.4583333333333333,0.4497354497354497,508,508
target_background,Escherichia,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.5,0.4920634920634921,1882,1882
target_background,Escherichia,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.5625,0.5607843137254902,4453,4453
target_background,Escherichia,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.625,0.6190476190476191,6346,6346
target_background,Escherichia,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.625,0.6190476190476191,7049,7049
target_background,Escherichia,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.4375,0.4313295304958315,135,135
target_background,Escherichia,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.3541666666666667,0.34013303769401326,146,146
target_background,Escherichia,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.4166666666666667,0.4,136,136
target_background,Escherichia,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.4166666666666667,0.4,147,147
target_background,Escherichia,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.375,0.3739130434782609,136,136
target_background,Escherichia,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.3541666666666667,0.35163398692810455,147,147
target_background,Escherichia,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.3958333333333333,0.39346405228758174,136,136
target_background,Escherichia,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.375,0.3706293706293706,147,147
target_background,Escherichia,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.4375,0.4313295304958315,136,136
target_background,Escherichia,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.4375,0.4313295304958315,147,147
within_genus_species,Klebsiella,75,clean,k-mer,k=4,4,,False,False,160,3,0.5,0.5,256,256
within_genus_species,Klebsiella,75,clean,k-mer,k=5,5,,False,False,160,3,0.4791666666666667,0.4702530584883526,993,993
within_genus_species,Klebsiella,75,clean,k-mer,k=6,6,,False,False,160,3,0.5416666666666666,0.5275632775632776,3006,3006
within_genus_species,Klebsiella,75,clean,k-mer,k=7,7,,False,False,160,3,0.5,0.4898244693641112,5461,5461
within_genus_species,Klebsiella,75,clean,k-mer,k=8,8,,False,False,160,3,0.4791666666666667,0.45933994321091093,6832,6832
within_genus_species,Klebsiella,75,clean,k-mer,k=9,9,,False,False,160,3,0.4583333333333333,0.4359788359788359,7259,7259
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=4,4,,True,False,160,3,0.3958333333333333,0.39195402298850573,136,136
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=5,5,,True,False,160,3,0.375,0.3606407322654462,508,508
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=6,6,,True,False,160,3,0.4583333333333333,0.4313870411431387,1828,1828
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=7,7,,True,False,160,3,0.4375,0.41423021423021417,4224,4224
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=8,8,,True,False,160,3,0.4791666666666667,0.42987861811391226,6187,6187
within_genus_species,Klebsiella,75,clean,canonical k-mer,k=9,9,,True,False,160,3,0.4791666666666667,0.4472222222222222,7018,7018
within_genus_species,Klebsiella,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,3,0.3958333333333333,0.39195402298850573,136,136
within_genus_species,Klebsiella,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,3,0.3958333333333333,0.3936266633708236,147,147
within_genus_species,Klebsiella,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,3,0.3541666666666667,0.3148148148148148,136,136
within_genus_species,Klebsiella,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,3,0.3333333333333333,0.30089126559714796,147,147
within_genus_species,Klebsiella,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,3,0.2708333333333333,0.2710369827305311,136,136
within_genus_species,Klebsiella,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,3,0.25,0.2481875203649397,147,147
within_genus_species,Klebsiella,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,3,0.4166666666666667,0.4104380242311277,136,136
within_genus_species,Klebsiella,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,3,0.4166666666666667,0.4047619047619047,147,147
within_genus_species,Klebsiella,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,3,0.4166666666666667,0.4148148148148148,136,136
within_genus_species,Klebsiella,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,3,0.4375,0.4362079209949392,147,147
target_background,Klebsiella,75,clean,k-mer,k=4,4,,False,False,160,2,0.6041666666666666,0.5822262940907008,256,256
target_background,Klebsiella,75,clean,k-mer,k=5,5,,False,False,160,2,0.625,0.5901328273244781,1000,1000
target_background,Klebsiella,75,clean,k-mer,k=6,6,,False,False,160,2,0.6875,0.5428571428571429,3027,3027
target_background,Klebsiella,75,clean,k-mer,k=7,7,,False,False,160,2,0.6666666666666666,0.45299145299145294,5441,5441
target_background,Klebsiella,75,clean,k-mer,k=8,8,,False,False,160,2,0.6666666666666666,0.45299145299145294,6807,6807
target_background,Klebsiella,75,clean,k-mer,k=9,9,,False,False,160,2,0.7083333333333334,0.5213675213675213,7256,7256
target_background,Klebsiella,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.6041666666666666,0.5822262940907008,136,136
target_background,Klebsiella,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.5833333333333334,0.5644283121597096,507,507
target_background,Klebsiella,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6458333333333334,0.5619967793880838,1822,1822
target_background,Klebsiella,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.5833333333333334,0.3684210526315789,4193,4193
target_background,Klebsiella,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.625,0.38461538461538464,6168,6168
target_background,Klebsiella,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.6666666666666666,0.4,7006,7006
target_background,Klebsiella,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.6041666666666666,0.5822262940907008,136,136
target_background,Klebsiella,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.625,0.6079854809437386,147,147
target_background,Klebsiella,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5833333333333334,0.5445920303605313,136,136
target_background,Klebsiella,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.625,0.5901328273244781,147,147
target_background,Klebsiella,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5,0.45351043643263755,136,136
target_background,Klebsiella,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5208333333333334,0.482903981264637,147,147
target_background,Klebsiella,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.5,0.4375,136,136
target_background,Klebsiella,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.5,0.4666666666666667,147,147
target_background,Klebsiella,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.5625,0.5151515151515151,136,136
target_background,Klebsiella,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5833333333333334,0.5445920303605313,147,147
within_genus_species,Acinetobacter,150,clean,k-mer,k=4,4,,False,False,160,4,0.3125,0.30404116123756303,256,256
within_genus_species,Acinetobacter,150,clean,k-mer,k=5,5,,False,False,160,4,0.4375,0.39550679205851624,1024,1024
within_genus_species,Acinetobacter,150,clean,k-mer,k=6,6,,False,False,160,4,0.3333333333333333,0.2689638318670577,3725,3725
within_genus_species,Acinetobacter,150,clean,k-mer,k=7,7,,False,False,160,4,0.2916666666666667,0.21367521367521367,8797,8797
within_genus_species,Acinetobacter,150,clean,k-mer,k=8,8,,False,False,160,4,0.2916666666666667,0.23233618233618233,12916,12916
within_genus_species,Acinetobacter,150,clean,k-mer,k=9,9,,False,False,160,4,0.2916666666666667,0.26444557140652214,14726,14726
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=4,4,,True,False,160,4,0.3333333333333333,0.310207336523126,136,136
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=5,5,,True,False,160,4,0.2708333333333333,0.23729706936538056,512,512
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=6,6,,True,False,160,4,0.2916666666666667,0.21875,2021,2021
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=7,7,,True,False,160,4,0.2916666666666667,0.21666666666666667,6059,6059
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=8,8,,True,False,160,4,0.3333333333333333,0.26398026315789475,11024,11024
within_genus_species,Acinetobacter,150,clean,canonical k-mer,k=9,9,,True,False,160,4,0.2708333333333333,0.21662444882259124,13894,13894
within_genus_species,Acinetobacter,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,4,0.3333333333333333,0.310207336523126,136,136
within_genus_species,Acinetobacter,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,4,0.3541666666666667,0.3327294685990338,147,147
within_genus_species,Acinetobacter,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,4,0.25,0.2502164502164502,136,136
within_genus_species,Acinetobacter,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,4,0.2708333333333333,0.2657713803224639,147,147
within_genus_species,Acinetobacter,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,4,0.3333333333333333,0.3018840579710145,136,136
within_genus_species,Acinetobacter,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,4,0.375,0.35079244003729126,147,147
within_genus_species,Acinetobacter,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,4,0.1875,0.1757142857142857,136,136
within_genus_species,Acinetobacter,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,4,0.25,0.24297924297924295,147,147
within_genus_species,Acinetobacter,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,4,0.22916666666666666,0.21515524289137483,136,136
within_genus_species,Acinetobacter,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,4,0.2708333333333333,0.24792270531400964,147,147
within_genus_species,Burkholderia,150,clean,k-mer,k=4,4,,False,False,160,3,0.4375,0.41756613756613753,256,256
within_genus_species,Burkholderia,150,clean,k-mer,k=5,5,,False,False,160,3,0.3958333333333333,0.3780885780885781,990,990
within_genus_species,Burkholderia,150,clean,k-mer,k=6,6,,False,False,160,3,0.3958333333333333,0.3386338185890258,3113,3113
within_genus_species,Burkholderia,150,clean,k-mer,k=7,7,,False,False,160,3,0.4166666666666667,0.3746031746031746,6885,6885
within_genus_species,Burkholderia,150,clean,k-mer,k=8,8,,False,False,160,3,0.3541666666666667,0.2916448630734345,10921,10921
within_genus_species,Burkholderia,150,clean,k-mer,k=9,9,,False,False,160,3,0.3541666666666667,0.3067226890756303,13594,13594
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=4,4,,True,False,160,3,0.4583333333333333,0.3753021313996923,136,136
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=5,5,,True,False,160,3,0.4791666666666667,0.40900472796217624,508,508
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=6,6,,True,False,160,3,0.375,0.33189033189033185,1813,1813
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=7,7,,True,False,160,3,0.5,0.4688995215311005,4663,4663
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=8,8,,True,False,160,3,0.4375,0.41798941798941797,8684,8684
within_genus_species,Burkholderia,150,clean,canonical k-mer,k=9,9,,True,False,160,3,0.4583333333333333,0.42499104905119944,12114,12114
within_genus_species,Burkholderia,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,3,0.4583333333333333,0.3753021313996923,136,136
within_genus_species,Burkholderia,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,3,0.4583333333333333,0.40317460317460324,147,147
within_genus_species,Burkholderia,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,3,0.4166666666666667,0.3981571815718157,136,136
within_genus_species,Burkholderia,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,3,0.375,0.34761904761904766,147,147
within_genus_species,Burkholderia,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,3,0.4583333333333333,0.4602150537634409,136,136
within_genus_species,Burkholderia,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,3,0.4791666666666667,0.47959770114942524,147,147
within_genus_species,Burkholderia,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,3,0.3333333333333333,0.33466127191617384,136,136
within_genus_species,Burkholderia,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,3,0.3125,0.3120089786756453,147,147
within_genus_species,Burkholderia,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,3,0.3125,0.30389836841449747,136,136
within_genus_species,Burkholderia,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,3,0.3333333333333333,0.31979949874686714,147,147
target_background,Burkholderia,150,clean,k-mer,k=4,4,,False,False,160,2,0.6666666666666666,0.6515426497277677,256,256
target_background,Burkholderia,150,clean,k-mer,k=5,5,,False,False,160,2,0.6458333333333334,0.6075036075036075,995,995
target_background,Burkholderia,150,clean,k-mer,k=6,6,,False,False,160,2,0.6875,0.629439011837365,3128,3128
target_background,Burkholderia,150,clean,k-mer,k=7,7,,False,False,160,2,0.6041666666666666,0.37662337662337664,6934,6934
target_background,Burkholderia,150,clean,k-mer,k=8,8,,False,False,160,2,0.6666666666666666,0.4,10905,10905
target_background,Burkholderia,150,clean,k-mer,k=9,9,,False,False,160,2,0.6666666666666666,0.4,13585,13585
target_background,Burkholderia,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5833333333333334,0.5714285714285714,136,136
target_background,Burkholderia,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.6875,0.6426799007444168,510,510
target_background,Burkholderia,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6666666666666666,0.5780219780219781,1825,1825
target_background,Burkholderia,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6666666666666666,0.5282555282555282,4751,4751
target_background,Burkholderia,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6666666666666666,0.49473684210526314,8784,8784
target_background,Burkholderia,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.6875,0.4638868205510052,12206,12206
target_background,Burkholderia,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5833333333333334,0.5714285714285714,136,136
target_background,Burkholderia,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5625,0.5529933481152993,147,147
target_background,Burkholderia,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5416666666666666,0.5285714285714286,136,136
target_background,Burkholderia,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.5208333333333334,0.5104212860310421,147,147
target_background,Burkholderia,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5208333333333334,0.4942739349519011,136,136
target_background,Burkholderia,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5625,0.538250114521301,147,147
target_background,Burkholderia,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.4166666666666667,0.3901996370235935,136,136
target_background,Burkholderia,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.4166666666666667,0.3901996370235935,147,147
target_background,Burkholderia,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.5416666666666666,0.5208711433756805,136,136
target_background,Burkholderia,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5416666666666666,0.5208711433756805,147,147
within_genus_species,Candida,150,clean,k-mer,k=4,4,,False,False,160,4,0.2708333333333333,0.26761904761904765,256,256
within_genus_species,Candida,150,clean,k-mer,k=5,5,,False,False,160,4,0.25,0.24508665247795683,1016,1016
within_genus_species,Candida,150,clean,k-mer,k=6,6,,False,False,160,4,0.22916666666666666,0.221256038647343,3515,3515
within_genus_species,Candida,150,clean,k-mer,k=7,7,,False,False,160,4,0.1875,0.16785714285714287,8115,8115
within_genus_species,Candida,150,clean,k-mer,k=8,8,,False,False,160,4,0.2708333333333333,0.21263157894736842,12314,12314
within_genus_species,Candida,150,clean,k-mer,k=9,9,,False,False,160,4,0.3125,0.25120346598202825,14400,14400
within_genus_species,Candida,150,clean,canonical k-mer,k=4,4,,True,False,160,4,0.4166666666666667,0.372360248447205,136,136
within_genus_species,Candida,150,clean,canonical k-mer,k=5,5,,True,False,160,4,0.4166666666666667,0.39206349206349206,511,511
within_genus_species,Candida,150,clean,canonical k-mer,k=6,6,,True,False,160,4,0.4375,0.4094871794871795,1964,1964
within_genus_species,Candida,150,clean,canonical k-mer,k=7,7,,True,False,160,4,0.4166666666666667,0.3385217723453018,5480,5480
within_genus_species,Candida,150,clean,canonical k-mer,k=8,8,,True,False,160,4,0.3541666666666667,0.28248803827751195,10228,10228
within_genus_species,Candida,150,clean,canonical k-mer,k=9,9,,True,False,160,4,0.3333333333333333,0.25158084914182477,13411,13411
within_genus_species,Candida,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,4,0.4166666666666667,0.372360248447205,136,136
within_genus_species,Candida,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,4,0.3541666666666667,0.31769230769230766,147,147
within_genus_species,Candida,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,4,0.25,0.22764550264550265,136,136
within_genus_species,Candida,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,4,0.22916666666666666,0.2037037037037037,147,147
within_genus_species,Candida,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,4,0.3125,0.28263403263403264,136,136
within_genus_species,Candida,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,4,0.3333333333333333,0.2923757277205553,147,147
within_genus_species,Candida,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,4,0.3333333333333333,0.274294670846395,136,136
within_genus_species,Candida,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,4,0.3541666666666667,0.2863636363636364,147,147
within_genus_species,Candida,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,4,0.3958333333333333,0.34973966008448765,136,136
within_genus_species,Candida,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,4,0.3541666666666667,0.3048976885183782,147,147
target_background,Candida,150,clean,k-mer,k=4,4,,False,False,160,2,0.5416666666666666,0.44537815126050423,256,256
target_background,Candida,150,clean,k-mer,k=5,5,,False,False,160,2,0.6041666666666666,0.42095238095238097,1011,1011
target_background,Candida,150,clean,k-mer,k=6,6,,False,False,160,2,0.7083333333333334,0.4146341463414634,3461,3461
target_background,Candida,150,clean,k-mer,k=7,7,,False,False,160,2,0.7291666666666666,0.42168674698795183,8051,8051
target_background,Candida,150,clean,k-mer,k=8,8,,False,False,160,2,0.7291666666666666,0.42168674698795183,12304,12304
target_background,Candida,150,clean,k-mer,k=9,9,,False,False,160,2,0.7291666666666666,0.42168674698795183,14397,14397
target_background,Candida,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5625,0.5151515151515151,136,136
target_background,Candida,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.6875,0.5711733174508635,511,511
target_background,Candida,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6875,0.5078605604921395,1938,1938
target_background,Candida,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.7083333333333334,0.4146341463414634,5479,5479
target_background,Candida,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.7291666666666666,0.42168674698795183,10224,10224
target_background,Candida,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.7291666666666666,0.42168674698795183,13412,13412
target_background,Candida,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5625,0.5151515151515151,136,136
target_background,Candida,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5833333333333334,0.53125,147,147
target_background,Candida,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5833333333333334,0.4444444444444444,136,136
target_background,Candida,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.625,0.46928746928746934,147,147
target_background,Candida,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5833333333333334,0.5445920303605313,136,136
target_background,Candida,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.6041666666666666,0.5613275613275613,147,147
target_background,Candida,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.6666666666666666,0.5966386554621849,136,136
target_background,Candida,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.6875,0.5943661971830986,147,147
target_background,Candida,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.5,0.39495798319327735,136,136
target_background,Candida,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5416666666666666,0.44537815126050423,147,147
within_genus_species,Enterobacter,150,clean,k-mer,k=4,4,,False,False,160,5,0.2708333333333333,0.25907540735126944,255,255
within_genus_species,Enterobacter,150,clean,k-mer,k=5,5,,False,False,160,5,0.22916666666666666,0.1914361500568397,1016,1016
within_genus_species,Enterobacter,150,clean,k-mer,k=6,6,,False,False,160,5,0.2708333333333333,0.1544186046511628,3728,3728
within_genus_species,Enterobacter,150,clean,k-mer,k=7,7,,False,False,160,5,0.3333333333333333,0.18503401360544217,9039,9039
within_genus_species,Enterobacter,150,clean,k-mer,k=8,8,,False,False,160,5,0.25,0.1312169312169312,13251,13251
within_genus_species,Enterobacter,150,clean,k-mer,k=9,9,,False,False,160,5,0.2708333333333333,0.1348148148148148,14996,14996
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=4,4,,True,False,160,5,0.2708333333333333,0.2778371040723982,135,135
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=5,5,,True,False,160,5,0.2916666666666667,0.27421093848680056,508,508
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=6,6,,True,False,160,5,0.2916666666666667,0.2419020979020979,2014,2014
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=7,7,,True,False,160,5,0.3333333333333333,0.21756097560975612,6097,6097
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=8,8,,True,False,160,5,0.25,0.15203434117207912,11250,11250
within_genus_species,Enterobacter,150,clean,canonical k-mer,k=9,9,,True,False,160,5,0.2916666666666667,0.172715837621498,14216,14216
within_genus_species,Enterobacter,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,5,0.2708333333333333,0.2778371040723982,135,135
within_genus_species,Enterobacter,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,5,0.2708333333333333,0.2786149911469605,146,146
within_genus_species,Enterobacter,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,5,0.22916666666666666,0.22432748538011693,136,136
within_genus_species,Enterobacter,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,5,0.25,0.2439316239316239,147,147
within_genus_species,Enterobacter,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,5,0.3333333333333333,0.31699440909967225,136,136
within_genus_species,Enterobacter,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,5,0.3333333333333333,0.31699440909967225,147,147
within_genus_species,Enterobacter,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,5,0.20833333333333334,0.21638655462184872,136,136
within_genus_species,Enterobacter,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,5,0.20833333333333334,0.21638655462184872,147,147
within_genus_species,Enterobacter,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,5,0.3333333333333333,0.3014947797300739,136,136
within_genus_species,Enterobacter,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,5,0.3541666666666667,0.3276287906466935,147,147
target_background,Enterobacter,150,clean,k-mer,k=4,4,,False,False,160,2,0.6041666666666666,0.48619718309859156,256,256
target_background,Enterobacter,150,clean,k-mer,k=5,5,,False,False,160,2,0.7083333333333334,0.5213675213675213,1017,1017
