probe,genus,length,condition,method,parameter,k,pattern,canonical,add_property,n_samples,n_classes,accuracy,macro_f1,n_features,observed_vocab_size
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=4,4,,True,False,160,3,0.4166666666666667,0.4161616161616162,136,136
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=5,5,,True,False,160,3,0.3541666666666667,0.3470762429095762,510,510
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=6,6,,True,False,160,3,0.4375,0.4215167548500882,1820,1820
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=7,7,,True,False,160,3,0.4166666666666667,0.40311325818572197,3970,3970
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=8,8,,True,False,160,3,0.3958333333333333,0.3893162393162393,5637,5637
within_genus_species,Klebsiella,69,clean,canonical k-mer,k=9,9,,True,False,160,3,0.4166666666666667,0.3558974358974359,6336,6336
within_genus_species,Klebsiella,69,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,3,0.4166666666666667,0.4161616161616162,136,136
within_genus_species,Klebsiella,69,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,3,0.4375,0.43778510915607693,147,147
within_genus_species,Klebsiella,69,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,3,0.375,0.3759344598054275,136,136
within_genus_species,Klebsiella,69,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,3,0.3958333333333333,0.39420574917532325,147,147
within_genus_species,Klebsiella,69,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,3,0.4166666666666667,0.39840088227185005,136,136
within_genus_species,Klebsiella,69,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,3,0.4166666666666667,0.39840088227185005,147,147
within_genus_species,Klebsiella,69,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,3,0.3333333333333333,0.3223665223665224,136,136
within_genus_species,Klebsiella,69,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,3,0.3333333333333333,0.32042648709315374,147,147
within_genus_species,Klebsiella,69,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,3,0.4583333333333333,0.4450128415645657,136,136
within_genus_species,Klebsiella,69,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,3,0.4583333333333333,0.4458560193587417,147,147
target_background,Klebsiella,69,clean,k-mer,k=4,4,,False,False,160,2,0.5416666666666666,0.5285714285714286,256,256
target_background,Klebsiella,69,clean,k-mer,k=5,5,,False,False,160,2,0.6041666666666666,0.5728337236533958,1005,1005
target_background,Klebsiella,69,clean,k-mer,k=6,6,,False,False,160,2,0.5625,0.48121461657231085,3001,3001
target_background,Klebsiella,69,clean,k-mer,k=7,7,,False,False,160,2,0.6041666666666666,0.42095238095238097,5156,5156
target_background,Klebsiella,69,clean,k-mer,k=8,8,,False,False,160,2,0.6458333333333334,0.3924050632911392,6241,6241
target_background,Klebsiella,69,clean,k-mer,k=9,9,,False,False,160,2,0.6458333333333334,0.3924050632911392,6602,6602
target_background,Klebsiella,69,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5833333333333334,0.5714285714285714,136,136
target_background,Klebsiella,69,clean,canonical k-mer,k=5,5,,True,False,160,2,0.5833333333333334,0.5644283121597096,511,511
target_background,Klebsiella,69,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6041666666666666,0.5306227483273289,1855,1855
target_background,Klebsiella,69,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6666666666666666,0.5555555555555556,4069,4069
target_background,Klebsiella,69,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6666666666666666,0.45299145299145294,5710,5710
target_background,Klebsiella,69,clean,canonical k-mer,k=9,9,,True,False,160,2,0.625,0.38461538461538464,6397,6397
target_background,Klebsiella,69,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5833333333333334,0.5714285714285714,136,136
target_background,Klebsiella,69,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5833333333333334,0.5714285714285714,147,147
target_background,Klebsiella,69,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5,0.4666666666666667,136,136
target_background,Klebsiella,69,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.5,0.4666666666666667,147,147
target_background,Klebsiella,69,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5833333333333334,0.5445920303605313,136,136
target_background,Klebsiella,69,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5833333333333334,0.5445920303605313,147,147
target_background,Klebsiella,69,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.7083333333333334,0.6888888888888889,136,136
target_background,Klebsiella,69,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.7083333333333334,0.6888888888888889,147,147
target_background,Klebsiella,69,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.6666666666666666,0.5966386554621849,136,136
target_background,Klebsiella,69,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.6666666666666666,0.5966386554621849,147,147
within_genus_species,Acinetobacter,75,clean,k-mer,k=4,4,,False,False,160,4,0.25,0.25476190476190474,256,256
within_genus_species,Acinetobacter,75,clean,k-mer,k=5,5,,False,False,160,4,0.22916666666666666,0.24333333333333332,1001,1001
within_genus_species,Acinetobacter,75,clean,k-mer,k=6,6,,False,False,160,4,0.1875,0.14842047930283225,3069,3069
within_genus_species,Acinetobacter,75,clean,k-mer,k=7,7,,False,False,160,4,0.1875,0.18345312095312097,5542,5542
within_genus_species,Acinetobacter,75,clean,k-mer,k=8,8,,False,False,160,4,0.25,0.2378238446759025,6852,6852
within_genus_species,Acinetobacter,75,clean,k-mer,k=9,9,,False,False,160,4,0.22916666666666666,0.21324508824508825,7257,7257
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=4,4,,True,False,160,4,0.20833333333333334,0.20858058608058608,136,136
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=5,5,,True,False,160,4,0.16666666666666666,0.16256410256410253,510,510
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=6,6,,True,False,160,4,0.20833333333333334,0.19482098546614676,1844,1844
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=7,7,,True,False,160,4,0.125,0.1299537037037037,4346,4346
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=8,8,,True,False,160,4,0.16666666666666666,0.16633510167992926,6320,6320
within_genus_species,Acinetobacter,75,clean,canonical k-mer,k=9,9,,True,False,160,4,0.22916666666666666,0.215766620657925,7075,7075
within_genus_species,Acinetobacter,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,4,0.20833333333333334,0.20858058608058608,136,136
within_genus_species,Acinetobacter,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,4,0.22916666666666666,0.23293624652320305,147,147
within_genus_species,Acinetobacter,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,4,0.20833333333333334,0.22164188752424047,136,136
within_genus_species,Acinetobacter,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,4,0.20833333333333334,0.22207702709731109,147,147
within_genus_species,Acinetobacter,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,4,0.20833333333333334,0.21768518518518518,136,136
within_genus_species,Acinetobacter,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,4,0.20833333333333334,0.21746588693957117,147,147
within_genus_species,Acinetobacter,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,4,0.25,0.24305555555555555,136,136
within_genus_species,Acinetobacter,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,4,0.22916666666666666,0.22860160828676568,147,147
within_genus_species,Acinetobacter,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,4,0.375,0.39117083397643665,136,136
within_genus_species,Acinetobacter,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,4,0.3125,0.31666666666666665,147,147
within_genus_species,Burkholderia,75,clean,k-mer,k=4,4,,False,False,160,3,0.3541666666666667,0.35129068462401797,255,255
within_genus_species,Burkholderia,75,clean,k-mer,k=5,5,,False,False,160,3,0.3958333333333333,0.3861693861693862,911,911
within_genus_species,Burkholderia,75,clean,k-mer,k=6,6,,False,False,160,3,0.4375,0.42958466889449637,2364,2364
within_genus_species,Burkholderia,75,clean,k-mer,k=7,7,,False,False,160,3,0.4375,0.42705759255548875,4300,4300
within_genus_species,Burkholderia,75,clean,k-mer,k=8,8,,False,False,160,3,0.4166666666666667,0.409584214235377,5865,5865
within_genus_species,Burkholderia,75,clean,k-mer,k=9,9,,False,False,160,3,0.3333333333333333,0.3125164690382082,6760,6760
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=4,4,,True,False,160,3,0.375,0.3666666666666667,136,136
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=5,5,,True,False,160,3,0.3541666666666667,0.34829059829059833,490,490
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=6,6,,True,False,160,3,0.2708333333333333,0.2811239783485368,1490,1490
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=7,7,,True,False,160,3,0.3333333333333333,0.33562521065048867,3218,3218
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=8,8,,True,False,160,3,0.3125,0.32071632071632067,5033,5033
within_genus_species,Burkholderia,75,clean,canonical k-mer,k=9,9,,True,False,160,3,0.2708333333333333,0.23960511033681764,6276,6276
within_genus_species,Burkholderia,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,3,0.375,0.3666666666666667,136,136
within_genus_species,Burkholderia,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,3,0.3541666666666667,0.34807987711213517,147,147
within_genus_species,Burkholderia,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,3,0.22916666666666666,0.22020568663036902,136,136
within_genus_species,Burkholderia,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,3,0.22916666666666666,0.22020568663036902,147,147
within_genus_species,Burkholderia,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,3,0.25,0.2508349625285109,136,136
within_genus_species,Burkholderia,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,3,0.22916666666666666,0.22704248366013072,147,147
within_genus_species,Burkholderia,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,3,0.2708333333333333,0.27037037037037037,136,136
within_genus_species,Burkholderia,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,3,0.2708333333333333,0.27037037037037037,147,147
within_genus_species,Burkholderia,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,3,0.20833333333333334,0.21212121212121213,136,136
within_genus_species,Burkholderia,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,3,0.20833333333333334,0.21212121212121213,147,147
target_background,Burkholderia,75,clean,k-mer,k=4,4,,False,False,160,2,0.5625,0.5529933481152993,256,256
target_background,Burkholderia,75,clean,k-mer,k=5,5,,False,False,160,2,0.7083333333333334,0.6812144212523719,938,938
target_background,Burkholderia,75,clean,k-mer,k=6,6,,False,False,160,2,0.6666666666666666,0.6121212121212121,2505,2505
target_background,Burkholderia,75,clean,k-mer,k=7,7,,False,False,160,2,0.6458333333333334,0.4819047619047619,4588,4588
target_background,Burkholderia,75,clean,k-mer,k=8,8,,False,False,160,2,0.6666666666666666,0.45299145299145294,6160,6160
target_background,Burkholderia,75,clean,k-mer,k=9,9,,False,False,160,2,0.6666666666666666,0.45299145299145294,6934,6934
target_background,Burkholderia,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5208333333333334,0.5189542483660131,136,136
target_background,Burkholderia,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.5833333333333334,0.5714285714285714,495,495
target_background,Burkholderia,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.5625,0.5278688524590164,1564,1564
target_background,Burkholderia,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.5833333333333334,0.4725274725274725,3404,3404
target_background,Burkholderia,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.625,0.46928746928746934,5305,5305
target_background,Burkholderia,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.6041666666666666,0.45681953543776055,6497,6497
target_background,Burkholderia,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5208333333333334,0.5189542483660131,136,136
target_background,Burkholderia,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5,0.4991304347826087,147,147
target_background,Burkholderia,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5625,0.5278688524590164,136,136
target_background,Burkholderia,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.625,0.6079854809437386,147,147
target_background,Burkholderia,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.4583333333333333,0.44285714285714284,136,136
target_background,Burkholderia,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.4791666666666667,0.4601889338731444,147,147
target_background,Burkholderia,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.4166666666666667,0.4074074074074074,136,136
target_background,Burkholderia,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.4375,0.4313295304958315,147,147
target_background,Burkholderia,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.5,0.4920634920634921,136,136
target_background,Burkholderia,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5,0.4920634920634921,147,147
within_genus_species,Candida,75,clean,k-mer,k=4,4,,False,False,160,4,0.3333333333333333,0.32798136645962733,256,256
within_genus_species,Candida,75,clean,k-mer,k=5,5,,False,False,160,4,0.3125,0.30739348370927316,965,965
within_genus_species,Candida,75,clean,k-mer,k=6,6,,False,False,160,4,0.2916666666666667,0.2509090909090909,2788,2788
within_genus_species,Candida,75,clean,k-mer,k=7,7,,False,False,160,4,0.2916666666666667,0.24821428571428572,5117,5117
within_genus_species,Candida,75,clean,k-mer,k=8,8,,False,False,160,4,0.25,0.23844163083293518,6554,6554
within_genus_species,Candida,75,clean,k-mer,k=9,9,,False,False,160,4,0.375,0.34581105169340465,7115,7115
within_genus_species,Candida,75,clean,canonical k-mer,k=4,4,,True,False,160,4,0.3333333333333333,0.3244444444444444,136,136
within_genus_species,Candida,75,clean,canonical k-mer,k=5,5,,True,False,160,4,0.3541666666666667,0.3324420677361854,505,505
within_genus_species,Candida,75,clean,canonical k-mer,k=6,6,,True,False,160,4,0.4166666666666667,0.39947390572390573,1722,1722
within_genus_species,Candida,75,clean,canonical k-mer,k=7,7,,True,False,160,4,0.375,0.3491769740129935,3862,3862
within_genus_species,Candida,75,clean,canonical k-mer,k=8,8,,True,False,160,4,0.2916666666666667,0.25165898617511523,5829,5829
within_genus_species,Candida,75,clean,canonical k-mer,k=9,9,,True,False,160,4,0.3541666666666667,0.33080526558787426,6803,6803
within_genus_species,Candida,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,4,0.3333333333333333,0.3244444444444444,136,136
within_genus_species,Candida,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,4,0.3125,0.3071681619507706,147,147
within_genus_species,Candida,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,4,0.20833333333333334,0.20634920634920634,136,136
within_genus_species,Candida,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,4,0.22916666666666666,0.22109700644183403,147,147
within_genus_species,Candida,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,4,0.2708333333333333,0.2615581098339719,136,136
within_genus_species,Candida,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,4,0.2708333333333333,0.26044973544973543,147,147
within_genus_species,Candida,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,4,0.22916666666666666,0.19767875802358562,136,136
within_genus_species,Candida,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,4,0.16666666666666666,0.13020833333333331,147,147
within_genus_species,Candida,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,4,0.2916666666666667,0.27036556909515164,136,136
within_genus_species,Candida,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,4,0.2916666666666667,0.27952047952047954,147,147
target_background,Candida,75,clean,k-mer,k=4,4,,False,False,160,2,0.5208333333333334,0.3780281690140845,256,256
target_background,Candida,75,clean,k-mer,k=5,5,,False,False,160,2,0.6041666666666666,0.42095238095238097,970,970
target_background,Candida,75,clean,k-mer,k=6,6,,False,False,160,2,0.6666666666666666,0.45299145299145294,2793,2793
target_background,Candida,75,clean,k-mer,k=7,7,,False,False,160,2,0.7083333333333334,0.475,5079,5079
target_background,Candida,75,clean,k-mer,k=8,8,,False,False,160,2,0.7083333333333334,0.475,6530,6530
target_background,Candida,75,clean,k-mer,k=9,9,,False,False,160,2,0.7083333333333334,0.475,7102,7102
target_background,Candida,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5625,0.45893719806763283,136,136
target_background,Candida,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.5833333333333334,0.4103194103194103,504,504
target_background,Candida,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6666666666666666,0.45299145299145294,1733,1733
target_background,Candida,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6666666666666666,0.45299145299145294,3881,3881
target_background,Candida,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6666666666666666,0.45299145299145294,5856,5856
target_background,Candida,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.6875,0.4638868205510052,6828,6828
target_background,Candida,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5625,0.45893719806763283,136,136
target_background,Candida,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5833333333333334,0.4957983193277311,147,147
target_background,Candida,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.625,0.46928746928746934,136,136
target_background,Candida,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.6041666666666666,0.42095238095238097,147,147
target_background,Candida,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5625,0.4997518610421836,136,136
target_background,Candida,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5416666666666666,0.484375,147,147
target_background,Candida,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.6041666666666666,0.5613275613275613,136,136
target_background,Candida,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.5625,0.5151515151515151,147,147
target_background,Candida,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.5416666666666666,0.484375,136,136
target_background,Candida,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5625,0.4997518610421836,147,147
within_genus_species,Enterobacter,75,clean,k-mer,k=4,4,,False,False,160,5,0.25,0.21619047619047618,256,256
within_genus_species,Enterobacter,75,clean,k-mer,k=5,5,,False,False,160,5,0.3125,0.24629691876750703,1001,1001
within_genus_species,Enterobacter,75,clean,k-mer,k=6,6,,False,False,160,5,0.2708333333333333,0.2151348960636886,3060,3060
within_genus_species,Enterobacter,75,clean,k-mer,k=7,7,,False,False,160,5,0.25,0.13333333333333336,5493,5493
within_genus_species,Enterobacter,75,clean,k-mer,k=8,8,,False,False,160,5,0.3333333333333333,0.21523809523809523,6846,6846
within_genus_species,Enterobacter,75,clean,k-mer,k=9,9,,False,False,160,5,0.3125,0.19090909090909092,7279,7279
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=4,4,,True,False,160,5,0.2916666666666667,0.2741192141192141,136,136
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=5,5,,True,False,160,5,0.2708333333333333,0.2623033089313881,509,509
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=6,6,,True,False,160,5,0.2708333333333333,0.2560323886639676,1863,1863
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=7,7,,True,False,160,5,0.25,0.21989304812834223,4324,4324
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=8,8,,True,False,160,5,0.20833333333333334,0.15169544414395672,6266,6266
within_genus_species,Enterobacter,75,clean,canonical k-mer,k=9,9,,True,False,160,5,0.20833333333333334,0.13145057766367135,7067,7067
within_genus_species,Enterobacter,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,5,0.2916666666666667,0.2741192141192141,136,136
within_genus_species,Enterobacter,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,5,0.25,0.23809523809523808,147,147
within_genus_species,Enterobacter,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,5,0.22916666666666666,0.21583188741083478,136,136
within_genus_species,Enterobacter,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,5,0.22916666666666666,0.21238095238095234,147,147
within_genus_species,Enterobacter,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,5,0.20833333333333334,0.188213236039323,136,136
within_genus_species,Enterobacter,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,5,0.22916666666666666,0.20468227424749164,147,147
within_genus_species,Enterobacter,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,5,0.22916666666666666,0.225677205491447,136,136
within_genus_species,Enterobacter,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,5,0.22916666666666666,0.225677205491447,147,147
within_genus_species,Enterobacter,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,5,0.14583333333333334,0.13333333333333333,136,136
within_genus_species,Enterobacter,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,5,0.14583333333333334,0.12951231774761188,147,147
target_background,Enterobacter,75,clean,k-mer,k=4,4,,False,False,160,2,0.7291666666666666,0.5353685778108712,256,256
target_background,Enterobacter,75,clean,k-mer,k=5,5,,False,False,160,2,0.7916666666666666,0.4418604651162791,1005,1005
target_background,Enterobacter,75,clean,k-mer,k=6,6,,False,False,160,2,0.8125,0.4482758620689655,3061,3061
target_background,Enterobacter,75,clean,k-mer,k=7,7,,False,False,160,2,0.8125,0.4482758620689655,5468,5468
target_background,Enterobacter,75,clean,k-mer,k=8,8,,False,False,160,2,0.8125,0.4482758620689655,6790,6790
target_background,Enterobacter,75,clean,k-mer,k=9,9,,False,False,160,2,0.8125,0.4482758620689655,7229,7229
target_background,Enterobacter,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.6458333333333334,0.4819047619047619,136,136
target_background,Enterobacter,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.75,0.42857142857142855,510,510
target_background,Enterobacter,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.7916666666666666,0.4418604651162791,1860,1860
target_background,Enterobacter,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.8125,0.4482758620689655,4261,4261
target_background,Enterobacter,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.8125,0.4482758620689655,6192,6192
target_background,Enterobacter,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.8125,0.4482758620689655,7004,7004
target_background,Enterobacter,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.6458333333333334,0.4819047619047619,136,136
target_background,Enterobacter,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.6458333333333334,0.4819047619047619,147,147
target_background,Enterobacter,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.6041666666666666,0.45681953543776055,136,136
target_background,Enterobacter,75,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.6041666666666666,0.45681953543776055,147,147
target_background,Enterobacter,75,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5833333333333334,0.4957983193277311,136,136
target_background,Enterobacter,75,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5833333333333334,0.4957983193277311,147,147
target_background,Enterobacter,75,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.6875,0.5078605604921395,136,136
target_background,Enterobacter,75,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.6875,0.5078605604921395,147,147
target_background,Enterobacter,75,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.6666666666666666,0.49473684210526314,136,136
target_background,Enterobacter,75,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.6458333333333334,0.5139964264443121,147,147
within_genus_species,Escherichia,75,clean,k-mer,k=4,4,,False,False,160,2,0.4583333333333333,0.4583333333333333,255,255
within_genus_species,Escherichia,75,clean,k-mer,k=5,5,,False,False,160,2,0.5833333333333334,0.5826086956521739,1006,1006
within_genus_species,Escherichia,75,clean,k-mer,k=6,6,,False,False,160,2,0.5,0.4991304347826087,3135,3135
within_genus_species,Escherichia,75,clean,k-mer,k=7,7,,False,False,160,2,0.5625,0.5623100303951367,5679,5679
within_genus_species,Escherichia,75,clean,k-mer,k=8,8,,False,False,160,2,0.5833333333333334,0.5833333333333334,6925,6925
within_genus_species,Escherichia,75,clean,k-mer,k=9,9,,False,False,160,2,0.625,0.6190476190476191,7255,7255
within_genus_species,Escherichia,75,clean,canonical k-mer,k=4,4,,True,False,160,2,0.4375,0.4313295304958315,135,135
within_genus_species,Escherichia,75,clean,canonical k-mer,k=5,5,,True,False,160,2,0.4583333333333333,0.4497354497354497,508,508
within_genus_species,Escherichia,75,clean,canonical k-mer,k=6,6,,True,False,160,2,0.5,0.4920634920634921,1882,1882
within_genus_species,Escherichia,75,clean,canonical k-mer,k=7,7,,True,False,160,2,0.5625,0.5607843137254902,4453,4453
within_genus_species,Escherichia,75,clean,canonical k-mer,k=8,8,,True,False,160,2,0.625,0.6190476190476191,6346,6346
within_genus_species,Escherichia,75,clean,canonical k-mer,k=9,9,,True,False,160,2,0.625,0.6190476190476191,7049,7049
within_genus_species,Escherichia,75,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.4375,0.4313295304958315,135,135
within_genus_species,Escherichia,75,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.3541666666666667,0.34013303769401326,146,146
within_genus_species,Escherichia,75,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.4166666666666667,0.4,136,136
