retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features
1.0,0.9733730832504284,0.8888561538444544,0.1423861898099322,0.47147318571073993,0.3794130297294506,1.0,51,substitution_1pct,ck4,CK4,420,136
0.6333333333333333,0.9999797507196081,0.9999247664371781,0.0037316880634501058,0.012266453768134115,1.6530686078659805e-05,0.5761904761904761,51,substitution_1pct,p,P,420,11
1.0,0.999882118784285,0.9995756576283589,0.009417234098522081,0.029132192906345646,0.002172740146786171,1.0,51,substitution_1pct,msp,MSP,420,75
1.0,0.9866764169850182,0.9444234216343075,0.1007438944433301,0.33339575503901014,0.190403618726779,1.0,51,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9866276010173565,0.9442858466102041,0.1009692064822031,0.3338081636858043,0.19352469003829006,1.0,51,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999309347519465,0.999747032267837,0.007198725824301471,0.022492999239495583,0.0012490701617151243,1.0,51,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9910783175847739,0.9628541275481898,0.08247678147146027,0.27256452819362914,0.1294717560177933,1.0,51,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9465720412002911,0.9249161317696054,0.3231168934798551,0.38751480786428577,0.3630304996946603,1.0,51,N_3pct,ck4,CK4,420,136
0.02142857142857143,0.9966122452475484,0.9958615623969561,0.0822097684848804,0.09097733298074963,-0.0005552791847372063,0.01904761904761905,51,N_3pct,p,P,420,11
0.9523809523809523,0.9981908933400362,0.9965825295308705,0.05879177008094725,0.08267363231419304,0.0016712628997477459,0.9523809523809523,51,N_3pct,msp,MSP,420,75
1.0,0.9715921432239198,0.9608742703738106,0.23600986334371246,0.27973460516692356,0.1824430200459429,1.0,51,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9723814672701636,0.9615503910349592,0.2325485980630898,0.2773070815772658,0.18548512643967055,1.0,51,N_3pct,ck4_msp,CK4+MSP,420,211
0.8785714285714286,0.9974015692937922,0.9965027470005994,0.07180994742227438,0.08363314195686722,0.0008606402750008423,0.8785714285714286,51,N_3pct,p_msp,P+MSP,420,86
1.0,0.9804583932626253,0.9733172284235293,0.19590099989641954,0.23100980635908142,0.12426355986471017,1.0,51,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9646050531101503,0.954306387489224,0.26420802192301324,0.3023031830351186,0.37574594400158356,1.0,51,trim_5bp,ck4,CK4,420,136
