retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features
0.2119047619047619,0.9998891219436018,0.9997448074985045,0.014188187583937481,0.022591701951663212,-2.057471919406745e-05,0.20238095238095238,51,trim_5bp,p,P,420,11
0.5523809523809524,0.9977361459559602,0.9958364138961104,0.0655808240947899,0.09125334055610773,0.0003034016072222259,0.5523809523809524,51,trim_5bp,msp,MSP,420,75
1.0,0.9822470875268758,0.9770776255459289,0.18712663050045886,0.21411386479384298,0.1885479960064792,1.0,51,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9811705995330552,0.9754412186428353,0.1928258608710281,0.22162478864244084,0.19068912329031712,1.0,51,trim_5bp,ck4_msp,CK4+MSP,420,211
0.6738095238095239,0.998812633949781,0.9977989914593591,0.04754694718171936,0.06634768624814309,0.0002856553771886922,0.6738095238095239,51,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9874101070032374,0.9835203787873602,0.15768002758776054,0.18154680424195604,0.12756376371394162,1.0,51,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.921872449549594,0.8451887450652548,0.38169871226151686,0.5564185327468077,0.34017315208965876,1.0,51,substitution_1pct_N_3pct,ck4,CK4,420,136
0.030952380952380953,0.9965953593279124,0.9959240393508713,0.08241573938216866,0.09028799065992915,-0.0005695437101783263,0.030952380952380953,51,substitution_1pct_N_3pct,p,P,420,11
0.95,0.9980649634559942,0.9964077690920733,0.06105686858403917,0.08476108569147925,0.001540330279445982,0.95,51,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9592339044387533,0.9211590365019601,0.2765484635808292,0.3970781863807072,0.17099179306794327,1.0,51,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9599687065027941,0.9218894440713353,0.27369325744376277,0.39523472394896686,0.17388405075933008,1.0,51,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8785714285714286,0.9973301613919532,0.9964444128105809,0.07283040337450693,0.08432776936193476,0.0007938424495762819,0.8785714285714286,51,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9721775907778335,0.9468818446875844,0.22880323226710766,0.3259283755772597,0.11650986242773075,1.0,51,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8781653110827717,0.8319791692177266,0.49011436147826504,0.5796907594762897,0.2948726661555338,1.0,51,local_mismatch_6bp,ck4,CK4,420,136
0.04047619047619048,0.999757398914441,0.9992795090791499,0.019753685141454806,0.03796026125658895,-0.00020621214391325148,0.0380952380952381,51,local_mismatch_6bp,p,P,420,11
0.7904761904761904,0.9985370053326993,0.996138371513943,0.049731610796259214,0.08788204502518569,0.0009233054529344713,0.7904761904761904,51,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9389613549986063,0.9159451584409141,0.3469231679066328,0.4100116332814397,0.1480297571684764,1.0,51,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9383511582077353,0.9153851038670425,0.34869548226057084,0.4113754313059197,0.15091892666996293,1.0,51,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.7880952380952381,0.9991472021235702,0.9977373340164156,0.03797717289080534,0.06727048514532778,0.0005156722830441712,0.7880952380952381,51,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9588199051099707,0.9434247898107482,0.28499922759475166,0.33637837594970266,0.10100591925185458,1.0,51,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9826533109552256,0.9317989791138944,0.10940048998240223,0.36931414554259784,0.38896162139026874,1.0,51,short_indel,ck4,CK4,420,136
0.7690476190476191,0.9999931357222326,0.9999726280409515,0.0021341655193655696,0.007398912831753856,3.334038356913488e-05,0.7142857142857143,51,short_indel,p,P,420,11
1.0,0.9998550840116579,0.9994179313263261,0.01012463083661554,0.034119451404335824,0.0021491025927836936,1.0,51,short_indel,msp,MSP,420,75
1.0,0.9913232233387291,0.9658908722975278,0.07737596997594064,0.26117755539723814,0.19520530814592682,1.0,51,short_indel,ck4_p,CK4+P,420,147
1.0,0.9912541974834418,0.9656982962233583,0.07775759040632699,0.26191429235291674,0.19825511670548546,1.0,51,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999241098669454,0.99970008454313,0.007343137281552808,0.024491444129114547,0.001249123426250783,1.0,51,short_indel,p_msp,P+MSP,420,86
1.0,0.994167176896372,0.9771264526426254,0.06350347527086544,0.21387900404919133,0.13264212168515271,1.0,51,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9747963805114159,0.9043434161687426,0.14043098212848623,0.437392351753593,0.3799679965833211,1.0,52,substitution_1pct,ck4,CK4,420,136
0.6261904761904762,0.9999833099918116,0.9999350616387789,0.0035089520572658727,0.011396213570425794,2.3708483874600504e-05,0.5880952380952381,52,substitution_1pct,p,P,420,11
1.0,0.9998901937587279,0.9995937344936291,0.009155618201891593,0.02850491400187452,0.002123202917948376,1.0,52,substitution_1pct,msp,MSP,420,75
1.0,0.9873898452516138,0.9521603157915066,0.09933552570207164,0.3093199334445125,0.1906726749500682,1.0,52,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9873432871350717,0.95205925067656,0.09952881120327972,0.30964624863411766,0.19361517724618604,1.0,52,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999367518752696,0.9997695179398833,0.006968230269716385,0.02147006393132501,0.0012172046116302718,1.0,52,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9915566280873185,0.9680319055891298,0.08129408529778952,0.25285514443065155,0.1295211451628582,1.0,52,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9478093030005927,0.9249972215548831,0.3198547549660129,0.38730550846874773,0.3630429519004375,1.0,52,N_3pct,ck4,CK4,420,136
0.0380952380952381,0.9967490375262641,0.9961442159490782,0.08054516692706024,0.08781549238576349,-0.0005144561849956047,0.030952380952380953,52,N_3pct,p,P,420,11
0.9476190476190476,0.9982459971819767,0.9965737910634012,0.05799953000810451,0.08277932580518588,0.0016234477536941653,0.9476190476190476,52,N_3pct,msp,MSP,420,75
1.0,0.9722791702634285,0.9610084937147086,0.23343063127720964,0.2792543764544881,0.18244715543052115,1.0,52,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9730276500912847,0.9619206092994046,0.23015701706436287,0.2759688051139039,0.1853833066031233,1.0,52,N_3pct,ck4_msp,CK4+MSP,420,211
0.8952380952380953,0.9974975173541204,0.996653620821816,0.07050388679075122,0.08180926462469354,0.0008553858748301562,0.8952380952380953,52,N_3pct,p_msp,P+MSP,420,86
1.0,0.9809347792362779,0.9736101424787114,0.19373498527612143,0.22973833785703376,0.12419443140266719,1.0,52,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9655044952446896,0.9551338658818388,0.26077207713478034,0.29955344804612566,0.37520015313559985,1.0,52,trim_5bp,ck4,CK4,420,136
0.21428571428571427,0.9998891611877175,0.9997506418274874,0.014234720589951603,0.022331950427290394,-1.8889858678271585e-05,0.1976190476190476,52,trim_5bp,p,P,420,11
0.5714285714285714,0.9977232193714285,0.9959360134993048,0.06590219497228318,0.09015524840700506,0.0002685861751341921,0.5714285714285714,52,trim_5bp,msp,MSP,420,75
1.0,0.9826968282162034,0.9775231628139638,0.18470080856823298,0.21202281444354046,0.18826010307030175,1.0,52,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9816138573080591,0.9762285168754334,0.19050430567416635,0.21804348816568714,0.19030813066152547,1.0,52,trim_5bp,ck4_msp,CK4+MSP,420,211
0.6452380952380953,0.9988061902795731,0.997826707496139,0.0477741970866859,0.06592863068214795,0.0002781150722859063,0.6452380952380953,52,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9877056252679451,0.9841376781522646,0.1557872594959103,0.17811411959426468,0.1272992072447579,1.0,52,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9238513178848395,0.836366402320048,0.377713785248054,0.572071602528927,0.3425106783029157,1.0,52,substitution_1pct_N_3pct,ck4,CK4,420,136
0.02857142857142857,0.9966863308461519,0.9959452566410468,0.08129025048898073,0.09005263299381241,-0.0005750812422249687,0.02619047619047619,52,substitution_1pct_N_3pct,p,P,420,11
0.9047619047619048,0.9981394359490406,0.9962751399897165,0.05980640138327691,0.08631175690399491,0.0014740618466634588,0.9047619047619048,52,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9602688243654958,0.9163882246456709,0.27362278064951984,0.408929069105608,0.17204641953791291,1.0,52,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9609953769169403,0.9173128520947107,0.27079593094515947,0.40666187078739796,0.17492859763979804,1.0,52,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8452380952380952,0.9974128833975963,0.9964142847231391,0.0716691644133138,0.0846842817141715,0.0007448506929911933,0.8452380952380952,52,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9728923615600108,0.943680196744954,0.22634957728350022,0.33561791406072705,0.11714213506663376,1.0,52,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8811089251082387,0.8427292611727744,0.48451576423575554,0.5608399171096242,0.2993523657342361,1.0,52,local_mismatch_6bp,ck4,CK4,420,136
0.05952380952380952,0.9997812139176685,0.9992946496019219,0.018400138402207198,0.037559297066034975,-0.00017867804061366622,0.05714285714285714,52,local_mismatch_6bp,p,P,420,11
0.8261904761904761,0.9986181506067188,0.996307656344445,0.04784375292234371,0.08593420315147435,0.0009560355903074376,0.8261904761904761,52,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9404450695129535,0.9213510450880688,0.3429343720854642,0.39660794723156134,0.15022177456277616,1.0,52,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9398635378574787,0.9204227425279433,0.3446275722004797,0.3989414933624479,0.15277772957794414,1.0,52,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.8261904761904761,0.9991996822621937,0.9977621673261515,0.03642416607491553,0.06690035873270461,0.0005326317028224355,0.8261904761904761,52,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9598360965442085,0.9468986639206934,0.2816535985773498,0.32588729109172315,0.10221425155823034,1.0,52,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9826278116633256,0.9345468066483994,0.11044528438764083,0.36180987341841975,0.38829703564323353,1.0,52,short_indel,ck4,CK4,420,136
0.7642857142857142,0.9999927616112555,0.9999693390983934,0.0021916085240043844,0.007830811876085832,3.393028572010287e-05,0.7095238095238096,52,short_indel,p,P,420,11
1.0,0.9998667608091317,0.9994761454870418,0.00983023220742783,0.03236829159178715,0.002124532404373738,1.0,52,short_indel,msp,MSP,420,75
1.0,0.9913102866372905,0.9672686285318358,0.07811456328415287,0.2558568777616619,0.19484073771156715,1.0,52,short_indel,ck4_p,CK4+P,420,147
1.0,0.9912472862362287,0.9671932294454776,0.07849636412972195,0.2561513860446257,0.19773349342484092,1.0,52,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999297612101936,0.999713515136883,0.007150230646266529,0.023936772060632844,0.001227170510140549,1.0,52,short_indel,p_msp,P+MSP,420,86
1.0,0.9941624446945709,0.9781256364354088,0.06410656505037188,0.20916195054098316,0.13227606173319664,1.0,52,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9733353273456847,0.9017517302963558,0.14768424973071725,0.44327818620046383,0.3776593609876363,1.0,53,substitution_1pct,ck4,CK4,420,136
0.5952380952380952,0.9999815638187685,0.9999289994047209,0.0036829504375182494,0.011916030005576745,2.155538821220242e-05,0.5476190476190477,53,substitution_1pct,p,P,420,11
1.0,0.9998834558046048,0.9995678212179459,0.009626278139672373,0.029399937510871103,0.002094753235091586,1.0,53,substitution_1pct,msp,MSP,420,75
1.0,0.9866584455822266,0.9508757412438992,0.1044663355215871,0.31344540691601863,0.18953576921090295,1.0,53,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9866093915751448,0.9507284580010689,0.1046642716249573,0.31391484635379907,0.19251171369663878,1.0,53,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999325098116867,0.9997372296338503,0.0073278616499063125,0.022924653194511403,0.0011932315754557394,1.0,53,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9910667823230194,0.9671522227311933,0.08548879193512118,0.25631072120202886,0.12879915318894702,1.0,53,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9496375837974964,0.9286701033841573,0.31382247458420687,0.3777033137684745,0.36433121469505797,1.0,53,N_3pct,ck4,CK4,420,136
0.030952380952380953,0.9968338413447655,0.9961867369034574,0.07947947890335605,0.08732997926014763,-0.0005164801436535875,0.030952380952380953,53,N_3pct,p,P,420,11
0.9404761904761905,0.9983492720237512,0.9968443982406981,0.0563450719129367,0.07944307582161665,0.0015701948296774507,0.9404761904761905,53,N_3pct,msp,MSP,420,75
1.0,0.9732357125711308,0.9628422454486026,0.22914087053868382,0.27260870036784957,0.18299846689022461,1.0,53,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9739934279106237,0.9635061524037536,0.22573960268951948,0.2701623385659088,0.18584560769283437,1.0,53,N_3pct,ck4_msp,CK4+MSP,420,211
0.8690476190476191,0.9975915566842583,0.9968556571829559,0.06917618776322014,0.07930116016354372,0.0008112759177603359,0.8690476190476191,53,N_3pct,p_msp,P+MSP,420,86
1.0,0.9816068990553376,0.974614842012478,0.1901051786220603,0.2253226899872052,0.12442052518918043,1.0,53,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9662729863557756,0.9559252603882156,0.2578520661790123,0.29689977976342596,0.3750443605355127,1.0,53,trim_5bp,ck4,CK4,420,136
0.2261904761904762,0.9998925970230069,0.9997380927265189,0.013989230277583833,0.022886994333043684,-1.7587551429358914e-05,0.22142857142857142,53,trim_5bp,p,P,420,11
0.7428571428571429,0.9982775861060166,0.9964926454130304,0.05685703025220392,0.08375386065092709,0.000739774268125541,0.7428571428571429,53,trim_5bp,msp,MSP,420,75
1.0,0.9830827916893913,0.9779411570823828,0.1826291856229989,0.2100421018191467,0.18819437240155804,1.0,53,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9822752862308961,0.9768992228687348,0.18698975641500848,0.21494546647665058,0.1905037558451373,1.0,53,trim_5bp,ck4_msp,CK4+MSP,420,211
0.7976190476190477,0.9990850915645118,0.9981311713277478,0.04151506982413922,0.061136353345457764,0.000513121352769721,0.7976190476190477,53,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9881477231615996,0.9845749779993257,0.15291423835196208,0.1756417942003706,0.12742486955890128,1.0,53,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9226409346969682,0.8402182345198852,0.3812884174972502,0.565299093647993,0.33901710253085615,1.0,53,substitution_1pct_N_3pct,ck4,CK4,420,136
0.030952380952380953,0.996785304489876,0.9960704518127133,0.08005435483784505,0.08865148225890047,-0.0005563816841912597,0.030952380952380953,53,substitution_1pct_N_3pct,p,P,420,11
0.9166666666666666,0.9981428997763946,0.9962893709679032,0.05960689386573423,0.08614663204011343,0.001428317683452708,0.9166666666666666,53,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9597131195934221,0.9184892085185491,0.27588038927219943,0.40375897203729966,0.17034379257500373,1.0,53,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9603919172366814,0.9179887765617725,0.27324164630642966,0.4049968370201894,0.17306618682697267,1.0,53,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8404761904761905,0.9974641021331353,0.9964283035136933,0.07091885961852123,0.08451857671265386,0.0007189761764268787,0.8404761904761905,53,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9725230463210796,0.9441919282917617,0.22813037746343193,0.33409001827618556,0.11592224256354193,1.0,53,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8853792696001167,0.845154254728517,0.4756800087936203,0.5564993176482491,0.29905075809306303,1.0,53,local_mismatch_6bp,ck4,CK4,420,136
0.04523809523809524,0.9997616220289816,0.9993240560324416,0.01940286031457755,0.036767998998786265,-0.00020675761715912804,0.04523809523809524,53,local_mismatch_6bp,p,P,420,11
0.7857142857142857,0.99855590050318,0.9958077488863691,0.049099521367969516,0.09156692011440735,0.0008598018915771047,0.7857142857142857,53,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9425704458145491,0.9225543775134064,0.3367189747787377,0.39356224654669286,0.15002396017092204,1.0,53,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9419675850516483,0.9220552413179817,0.33851042619343863,0.3948284590587688,0.15270289043489418,1.0,53,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.7595238095238095,0.9991587612660807,0.9975546522925391,0.037481156891326035,0.06993349952057519,0.0004690107562116852,0.7595238095238095,53,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9612322640440927,0.9479685629855398,0.27668504984517134,0.3225877767430825,0.10211811302299112,1.0,53,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9819931914653762,0.93766327647953,0.11698744297818882,0.35309110712618047,0.3847314701229588,1.0,53,short_indel,ck4,CK4,420,136
0.7476190476190476,0.9999925889482976,0.9999666460198259,0.0023175900336930453,0.008167482219373507,3.433033077906777e-05,0.7,53,short_indel,p,P,420,11
1.0,0.99984397207778,0.9993332217401564,0.010746507862091493,0.03651781759872807,0.00205423374463773,1.0,53,short_indel,msp,MSP,420,75
1.0,0.9909928902068368,0.968820008050049,0.08274107629242757,0.2497196898930114,0.19305293333913465,1.0,53,short_indel,ck4_p,CK4+P,420,147
1.0,0.990918581771578,0.9686476930064548,0.08313625364844558,0.25040883242026,0.19596612652577425,1.0,53,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999182805130388,0.9996611221359974,0.007805167958052529,0.0260336888245663,0.0011859361950858716,1.0,53,short_indel,p_msp,P+MSP,420,86
1.0,0.9939432508304846,0.9790907085444928,0.06789543424813096,0.20449587185340012,0.1310895447854179,1.0,53,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9745649441474493,0.899167288089316,0.14367909422304842,0.4490717191579838,0.37580599852437546,1.0,54,substitution_1pct,ck4,CK4,420,136
0.6047619047619047,0.9999813398027759,0.9999238136431305,0.0037428004772600484,0.012343760356838315,1.9522498367259753e-05,0.5857142857142857,54,substitution_1pct,p,P,420,11
1.0,0.9998903484442097,0.9996209929975695,0.009364073302852447,0.02753201857199518,0.0020541395730065875,1.0,54,substitution_1pct,msp,MSP,420,75
1.0,0.9872731419751127,0.9495430454271522,0.10163732627861605,0.31766949044030773,0.1886033460738553,1.0,54,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9872276462958294,0.9494631232153816,0.10183409494016236,0.3179209584079279,0.19151237939239435,1.0,54,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999358441234928,0.9997692701935527,0.007164993475216543,0.02148161103671374,0.001179183945111831,1.0,54,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9914788774648116,0.9662816830652509,0.08318042340506708,0.2596856287206065,0.12812026146440322,1.0,54,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9504507116989598,0.9238958811312591,0.31120093779458174,0.39013869400602474,0.3619476699224235,1.0,54,N_3pct,ck4,CK4,420,136
0.03333333333333333,0.996929728093025,0.9963579629200889,0.07825792651559055,0.08534667829519853,-0.0005037594575129134,0.03333333333333333,54,N_3pct,p,P,420,11
0.9357142857142857,0.9983338727049049,0.996579931269575,0.05649107549112101,0.08270502187012367,0.001557210880285014,0.9357142857142857,54,N_3pct,msp,MSP,420,75
1.0,0.9736902198959924,0.9605253110493908,0.22712641132685335,0.2809792428461985,0.1818422174999984,1.0,54,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9743922922019324,0.9608852582576204,0.2239949998584454,0.2796953316904994,0.18466370091075435,1.0,54,N_3pct,ck4_msp,CK4+MSP,420,211
0.8785714285714286,0.997631800398965,0.9966680046276915,0.0685634332170186,0.08163326942731498,0.0008033125676780809,0.8785714285714286,54,N_3pct,p_msp,P+MSP,420,86
1.0,0.9819047708322967,0.9729493198579842,0.18854458484636666,0.23259697885187916,0.12367812068570841,1.0,54,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9671421015844052,0.956851024919294,0.25466966386439466,0.2937651004114931,0.37348558684118394,1.0,54,trim_5bp,ck4,CK4,420,136
0.25476190476190474,0.9999020668188415,0.9997677569082333,0.01344236494657869,0.02155194132911176,-1.5312961065311855e-05,0.24523809523809523,54,trim_5bp,p,P,420,11
0.5595238095238095,0.9977990895291488,0.9957494482147486,0.06442176009810706,0.09220142926848277,0.00023217974678949857,0.5595238095238095,54,trim_5bp,msp,MSP,420,75
1.0,0.9835220842016235,0.9784060938876586,0.1803554796897277,0.20781675257459098,0.1874515761160751,1.0,54,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9824705955567767,0.9773680939917614,0.18610570410458815,0.21275293394460815,0.18951062708852423,1.0,54,trim_5bp,ck4_msp,CK4+MSP,420,211
0.6166666666666667,0.9988505781739951,0.9978237047723362,0.04662512042357852,0.06597416393046304,0.0002577828158060212,0.6166666666666667,54,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9882810859774651,0.984899458762558,0.15217221511942444,0.17378458164530444,0.12679976672445306,1.0,54,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9280423480714625,0.8631440732485098,0.3693264571920131,0.5231747219451377,0.3426136104002264,1.0,54,substitution_1pct_N_3pct,ck4,CK4,420,136
0.02857142857142857,0.996894481626608,0.996203529309728,0.07870274144916052,0.08713747550505634,-0.000533358510715399,0.02857142857142857,54,substitution_1pct_N_3pct,p,P,420,11
0.9023809523809524,0.9982661618203541,0.9966762026915389,0.05758380181913694,0.08153209606307948,0.0014557825033268891,0.9023809523809524,54,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9624684148490351,0.9299536207856449,0.2673533765271249,0.3742896695013227,0.17214985788262668,1.0,54,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9631542549459082,0.9301063718385815,0.26456047157378404,0.37388131264252095,0.17492650712703373,1.0,54,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8476190476190476,0.9975803217234811,0.9966847234668952,0.06929164291039329,0.08142809810425321,0.0007402106353082381,0.8476190476190476,54,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9744009971728083,0.9524709879387194,0.22099902993928877,0.3083147846216802,0.11714932900816073,1.0,54,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8865507360338664,0.8438075229975491,0.4727406793622609,0.5589139723218874,0.3005392262946144,1.0,54,local_mismatch_6bp,ck4,CK4,420,136
0.0761904761904762,0.9998031783950989,0.9994158632212808,0.01764477227002582,0.03418000076140391,-0.00015864459657123379,0.07142857142857142,54,local_mismatch_6bp,p,P,420,11
0.819047619047619,0.9987668501411235,0.9965800602090151,0.0452697421097193,0.08270347057800857,0.0009656916104441749,0.819047619047619,54,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9431769572144827,0.921872026700901,0.33457644474382114,0.3952920715782585,0.1508625312883128,1.0,54,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.942658793087495,0.9215219225487368,0.33612200542245346,0.396176381154462,0.1533605087068118,1.0,54,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.819047619047619,0.9992850142681112,0.9980447016654562,0.03447808268700845,0.06253473282337627,0.0005432075471552436,0.819047619047619,54,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9617069215233629,0.9476065636810699,0.27468360826743565,0.32370763874790953,0.10261307186648344,1.0,54,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9795651139286832,0.9265628014592258,0.13336543188161462,0.3832419455698782,0.38016802526653287,1.0,54,short_indel,ck4,CK4,420,136
0.7261904761904762,0.9999921238008288,0.9999694913143454,0.0025783130932913088,0.007811333263686736,3.0089158862660138e-05,0.6952380952380952,54,short_indel,p,P,420,11
1.0,0.9998244698802937,0.9993186082413902,0.01223690451623629,0.03691588591581881,0.0019873042759400634,1.0,54,short_indel,msp,MSP,420,75
1.0,0.989778618864756,0.9632676723574686,0.094324386613015,0.2710436350725785,0.19076754275160324,1.0,54,short_indel,ck4_p,CK4+P,420,147
1.0,0.9896947919044884,0.963009458280676,0.09478105064446604,0.2719946308697849,0.1937088638597031,1.0,54,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999082968405612,0.999651691572767,0.008876962163500346,0.02639349095010307,0.0011495355878242389,1.0,54,short_indel,p_msp,P+MSP,420,86
1.0,0.9931272358699352,0.9753304866056879,0.07740524755210587,0.22212389474027422,0.12957944230204496,1.0,54,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9721498250536672,0.8977310580745097,0.15482618816668267,0.45225864707154056,0.3707491115166214,1.0,55,substitution_1pct,ck4,CK4,420,136
0.6071428571428571,0.9999813333619191,0.9999259821780898,0.0037796437668011274,0.012166989331967366,1.995991643905224e-05,0.580952380952381,55,substitution_1pct,p,P,420,11
1.0,0.9998892906294424,0.9995885232840408,0.00963676079589005,0.02868716360516864,0.002023305348893139,1.0,55,substitution_1pct,msp,MSP,420,75
1.0,0.9860655792077931,0.9488636735543143,0.1095169579791474,0.31980095724056296,0.18598500948797428,1.0,55,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9860195578415548,0.9487197235713143,0.10970278179383913,0.32025076393662655,0.18882072459740337,1.0,55,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999353119956808,0.9997612435343266,0.007368347754837095,0.021852049581365416,0.0011616399993775361,1.0,55,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9906734830150096,0.9658119120589158,0.08960314338456522,0.26148838150225245,0.12628026435650616,1.0,55,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9529831542568823,0.9332565252573838,0.3034019646873045,0.3653586586974976,0.36127437692811065,1.0,55,N_3pct,ck4,CK4,420,136
0.05238095238095238,0.9970246050065877,0.996486457087187,0.07705175360099738,0.08382763930861606,-0.00048636932971954556,0.047619047619047616,55,N_3pct,p,P,420,11
0.919047619047619,0.9983417794505136,0.9965587230811499,0.05618556334649412,0.08296112784683389,0.0015236856444044546,0.919047619047619,55,N_3pct,msp,MSP,420,75
1.0,0.975003879631735,0.9652460006522393,0.22155596209447473,0.2636436829305798,0.18146067762811433,1.0,55,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9756624668536981,0.9658497680966646,0.218517385742456,0.261343574129395,0.18419905803987152,1.0,55,N_3pct,ck4_msp,CK4+MSP,420,211
0.8690476190476191,0.9976831922285505,0.9966017330732503,0.0677857938150211,0.08244108970062858,0.0007872849789734478,0.8690476190476191,55,N_3pct,p_msp,P+MSP,420,86
1.0,0.9827831795713278,0.9763123953869319,0.1840294111762755,0.2176584649195096,0.12334262532719192,1.0,55,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9678069928642615,0.9561170443467157,0.2517428445940136,0.2962530831825665,0.3726228786183777,1.0,55,trim_5bp,ck4,CK4,420,136
0.22857142857142856,0.999901561869633,0.9997791536338515,0.013490656462673235,0.021016483241666627,-1.3790977551907444e-05,0.21904761904761905,55,trim_5bp,p,P,420,11
0.6547619047619048,0.9981788040408536,0.996589481237111,0.05872163783416973,0.08258956899966433,0.0005165871817165198,0.6547619047619048,55,trim_5bp,msp,MSP,420,75
