split,classifier,accuracy,macro_f1,length,local_mode,representation,representation_label,n_triplets,n_features,accuracy_std,macro_f1_std
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,54,center,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038736,0.010402379395098641
holdout,logistic,0.95,0.949874686716792,54,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9583333333333334,0.9582715708420381,54,jittered,ck4,CK4,180,136,0.012422599874998838,0.012465926149078781
holdout,logistic,0.5583333333333333,0.5568253083408822,54,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.611111111111111,0.6092193448443448,54,jittered,p,P,180,11,0.0464811125852264,0.04851134402688946
holdout,logistic,0.8416666666666667,0.8397863818424566,54,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.8833333333333332,0.8829547711877911,54,jittered,msp,MSP,180,75,0.045304184528611346,0.045463951905818575
holdout,logistic,0.9416666666666667,0.9415652173913043,54,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9555555555555555,0.9555125783052937,54,jittered,ck4_p,CK4+P,180,147,0.016197088596792492,0.01622024600338891
holdout,logistic,0.9666666666666667,0.9666295884315907,54,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777573871994261,54,jittered,ck4_msp,CK4+MSP,180,211,0.01111111111111112,0.011137414317014526
holdout,logistic,0.85,0.8493303571428572,54,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.8777777777777779,0.8776028202115158,54,jittered,p_msp,P+MSP,180,86,0.045133546692422005,0.04515189072140511
holdout,logistic,0.9666666666666667,0.9666295884315907,54,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.975,0.9749758553575043,54,jittered,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038736,0.010417882915794707
holdout,logistic,0.925,0.9247439202843007,54,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.963840011330778,54,left,ck4,CK4,180,136,0.02078698548207746,0.020825958917337097
holdout,logistic,0.6083333333333333,0.6080883885761934,54,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6194444444444444,0.6171094241239169,54,left,p,P,180,11,0.050154083570188294,0.04882283907213333
holdout,logistic,0.9916666666666667,0.9916660879227724,54,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,54,left,msp,MSP,180,75,0.010393492741038724,0.010400659235583804
holdout,logistic,0.925,0.9247439202843007,54,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9555555555555555,0.9554662529849832,54,left,ck4_p,CK4+P,180,147,0.013608276348795427,0.013723150368683596
holdout,logistic,0.9916666666666667,0.9916660879227724,54,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,54,left,ck4_msp,CK4+MSP,180,211,0.006804138174397693,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,54,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,54,left,p_msp,P+MSP,180,86,0.0152145154862546,0.01524097914422085
holdout,logistic,0.9916666666666667,0.9916660879227724,54,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,54,left,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397693,0.0068054509542886
holdout,logistic,0.9333333333333333,0.9331662489557226,54,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9555555555555555,0.9554502126205641,54,right,ck4,CK4,180,136,0.038689967436622584,0.03881788370125052
holdout,logistic,0.65,0.65,54,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6166666666666666,0.6132457588720579,54,right,p,P,180,11,0.05386310952684811,0.05239983674539375
holdout,logistic,0.9666666666666667,0.9666295884315907,54,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860923283531978,54,right,msp,MSP,180,75,0.017568209223157653,0.01759451859249831
holdout,logistic,0.925,0.9247439202843007,54,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.961111111111111,0.9610100831053362,54,right,ck4_p,CK4+P,180,147,0.029658550700086998,0.02975612054111451
holdout,logistic,0.975,0.9749843652282677,54,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,54,right,ck4_msp,CK4+MSP,180,211,0.012422599874998837,0.012432193032727345
holdout,logistic,0.975,0.9749843652282677,54,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888803088803089,54,right,p_msp,P+MSP,180,86,0.013608276348795441,0.01361878467030031
holdout,logistic,0.975,0.9749843652282677,54,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,54,right,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998837,0.012432193032727345
holdout,logistic,0.9583333333333334,0.9583072753804461,55,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9444444444444443,0.9443563661420218,55,center,ck4,CK4,180,136,0.02635231383473653,0.026411865769551547
holdout,logistic,0.6666666666666666,0.660633484162896,55,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.5694444444444445,0.5632092842892095,55,center,p,P,180,11,0.07453559924999298,0.0764057084502413
holdout,logistic,0.9916666666666667,0.9916660879227724,55,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,55,center,msp,MSP,180,75,0.01111111111111111,0.011118887025293532
holdout,logistic,0.9666666666666667,0.9666295884315907,55,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.95,0.949936672074363,55,center,ck4_p,CK4+P,180,147,0.01111111111111112,0.011134763944585247
holdout,logistic,0.9916666666666667,0.9916660879227724,55,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,55,center,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833287024173382,55,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,55,center,p_msp,P+MSP,180,86,0.010393492741038724,0.010400659235583804
holdout,logistic,0.9916666666666667,0.9916660879227724,55,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,55,center,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9416666666666667,0.9416301855326246,55,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9416666666666667,0.9413647225251731,55,jittered,ck4,CK4,180,136,0.03447131568330794,0.034915950008270254
holdout,logistic,0.6083333333333333,0.6076521739130435,55,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6222222222222222,0.6202939740901099,55,jittered,p,P,180,11,0.03868996743662254,0.04079669027321424
holdout,logistic,0.9333333333333333,0.9333148096693527,55,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9111111111111111,0.9108804802243521,55,jittered,msp,MSP,180,75,0.03356401659331827,0.03371639808259176
holdout,logistic,0.9333333333333333,0.9332591768631813,55,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9416666666666667,0.9413808380195494,55,jittered,ck4_p,CK4+P,180,147,0.03557291243018249,0.03601316760148035
holdout,logistic,0.9583333333333334,0.9582608695652174,55,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9721781706085476,55,jittered,ck4_msp,CK4+MSP,180,211,0.023240556292613235,0.023291324402424065
holdout,logistic,0.95,0.95,55,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.913888888888889,0.9137011305021439,55,jittered,p_msp,P+MSP,180,86,0.02389534796400729,0.024075821950196464
holdout,logistic,0.9666666666666667,0.9666295884315907,55,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777638358846155,55,jittered,ck4_p_msp,CK4P-MSP,180,222,0.01883980550868132,0.018855777438734435
holdout,logistic,0.9333333333333333,0.9330357142857143,55,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9444444444444444,0.9442981529940397,55,left,ck4,CK4,180,136,0.008784104611578835,0.00888813000375502
holdout,logistic,0.5916666666666667,0.5868175110673881,55,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6388888888888888,0.6366177723462625,55,left,p,P,180,11,0.05826715823167509,0.05943529796736701
holdout,logistic,0.975,0.9749843652282677,55,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,55,left,msp,MSP,180,75,0.008784104611578835,0.008790888587498947
holdout,logistic,0.9416666666666667,0.9414674935544561,55,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9416666666666667,0.9414993937583749,55,left,ck4_p,CK4+P,180,147,0.02389534796400729,0.024045897665339395
holdout,logistic,0.975,0.9749843652282677,55,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9833333333333334,0.983314014635274,55,left,ck4_msp,CK4+MSP,180,211,0.016197088596792496,0.016222313124866064
holdout,logistic,0.975,0.9749843652282677,55,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,55,left,p_msp,P+MSP,180,86,0.008784104611578835,0.008790888587498947
holdout,logistic,0.9666666666666667,0.9666295884315907,55,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860923283531978,55,left,ck4_p_msp,CK4P-MSP,180,222,0.017568209223157653,0.01759451859249831
holdout,logistic,0.9666666666666667,0.9666574048346763,55,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666666,0.9665633549496441,55,right,ck4,CK4,180,136,0.02421610524189265,0.02434676276644276
holdout,logistic,0.6083333333333333,0.6069960281513483,55,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.5944444444444443,0.5936228815655393,55,right,p,P,180,11,0.046811943184313115,0.04755613623196773
holdout,logistic,0.9916666666666667,0.9916660879227724,55,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333334,0.983314014635274,55,right,msp,MSP,180,75,0.016197088596792496,0.016222313124866064
holdout,logistic,0.9666666666666667,0.9666574048346763,55,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9721490202257119,55,right,ck4_p,CK4+P,180,147,0.02151657414559677,0.021645885736566506
holdout,logistic,1.0,1.0,55,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805324827933524,55,right,ck4_msp,CK4+MSP,180,211,0.01666666666666666,0.016690284664815674
holdout,logistic,0.9916666666666667,0.9916660879227724,55,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860923283531978,55,right,p_msp,P+MSP,180,86,0.017568209223157653,0.01759451859249831
holdout,logistic,1.0,1.0,55,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,55,right,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998838,0.012432193032727345
holdout,logistic,0.975,0.9749843652282677,56,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9416666666666667,0.9414193472242351,56,center,ck4,CK4,180,136,0.029658550700086998,0.029875584439016785
holdout,logistic,0.5666666666666667,0.5647321428571428,56,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.55,0.5392504376848332,56,center,p,P,180,11,0.033564016593318285,0.038793339122235995
holdout,logistic,0.9666666666666667,0.9666295884315907,56,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,56,center,msp,MSP,180,75,0.01416394309331329,0.014186894319585907
holdout,logistic,0.975,0.9749843652282677,56,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9416666666666667,0.9413519593427665,56,center,ck4_p,CK4+P,180,147,0.03447131568330794,0.03478385085626649
holdout,logistic,0.975,0.9749843652282677,56,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,56,center,ck4_msp,CK4+MSP,180,211,0.0152145154862546,0.01524097914422085
holdout,logistic,0.9416666666666667,0.9414674935544561,56,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.975,0.9749661885483174,56,center,p_msp,P+MSP,180,86,0.016197088596792492,0.016227286797398356
holdout,logistic,0.975,0.9749843652282677,56,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,56,center,ck4_p_msp,CK4P-MSP,180,222,0.0152145154862546,0.01524097914422085
holdout,logistic,0.9416666666666667,0.9416626154594069,56,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9361111111111111,0.9359101063448889,56,jittered,ck4,CK4,180,136,0.027216552697590875,0.027480430509979614
holdout,logistic,0.5833333333333334,0.5804195804195804,56,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6361111111111111,0.633724634112018,56,jittered,p,P,180,11,0.04681194318431309,0.04800521744199593
holdout,logistic,0.85,0.8499583217560434,56,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.8722222222222221,0.8714689519072328,56,jittered,msp,MSP,180,75,0.05371966557170477,0.054737739499801076
holdout,logistic,0.95,0.949944382647386,56,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9305555555555557,0.9303828958377547,56,jittered,ck4_p,CK4+P,180,147,0.023240556292613207,0.02338423388636226
holdout,logistic,0.9583333333333334,0.9583304396138621,56,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9694444444444444,0.969412779236467,56,jittered,ck4_msp,CK4+MSP,180,211,0.013608276348795441,0.013631963214440861
holdout,logistic,0.875,0.8749218261413383,56,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.888888888888889,0.8881870512882635,56,jittered,p_msp,P+MSP,180,86,0.03828902431136172,0.038945439241943686
holdout,logistic,0.975,0.9749982637683172,56,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777584590797183,56,jittered,ck4_p_msp,CK4P-MSP,180,222,0.01416394309331329,0.014185217511861189
holdout,logistic,0.925,0.9247439202843007,56,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9472222222222223,0.9471464954536938,56,left,ck4,CK4,180,136,0.016197088596792492,0.016220770303103316
holdout,logistic,0.575,0.5725958516656191,56,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.5611111111111111,0.5604245474610199,56,left,p,P,180,11,0.04530418452861136,0.04513868054454465
holdout,logistic,0.9833333333333333,0.9833287024173382,56,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,56,left,msp,MSP,180,75,0.012422599874998837,0.012432193032727346
holdout,logistic,0.9333333333333333,0.9330357142857143,56,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9416666666666668,0.9415554707833614,56,left,ck4_p,CK4+P,180,147,0.022222222222222213,0.022271798215125854
holdout,logistic,0.9833333333333333,0.9833287024173382,56,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,left,ck4_msp,CK4+MSP,180,211,0.010393492741038736,0.010402379395098641
holdout,logistic,0.9916666666666667,0.9916660879227724,56,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,left,p_msp,P+MSP,180,86,0.010393492741038736,0.010402379395098641
holdout,logistic,0.9916666666666667,0.9916660879227724,56,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,left,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038736,0.010402379395098641
holdout,logistic,0.95,0.949944382647386,56,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9583333333333334,0.958238130454912,56,right,ck4,CK4,180,136,0.019641855032959663,0.019739454894509297
holdout,logistic,0.6583333333333333,0.6564005866331448,56,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6555555555555556,0.6547292272244583,56,right,p,P,180,11,0.05076574134026963,0.05163821527842836
holdout,logistic,0.9833333333333333,0.9833287024173382,56,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,right,msp,MSP,180,75,0.010393492741038736,0.010402379395098641
holdout,logistic,0.95,0.9499861072520144,56,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638367932067805,56,right,ck4_p,CK4+P,180,147,0.01666666666666669,0.01671185652326516
holdout,logistic,0.975,0.9749843652282677,56,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,right,ck4_msp,CK4+MSP,180,211,0.010393492741038736,0.010402379395098641
holdout,logistic,0.9916666666666667,0.9916660879227724,56,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,56,right,p_msp,P+MSP,180,86,0.010393492741038736,0.010402379395098641
holdout,logistic,0.9666666666666667,0.9666295884315907,56,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,56,right,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998837,0.012432193032727346
holdout,logistic,0.9833333333333333,0.9833287024173382,57,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9637915273295683,57,center,ck4,CK4,180,136,0.020786985482077462,0.020901564667290533
holdout,logistic,0.65,0.6499027507641011,57,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6416666666666667,0.6401352966252926,57,center,p,P,180,11,0.03093202423794454,0.03065202518944194
holdout,logistic,0.9833333333333333,0.9833287024173382,57,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,57,center,msp,MSP,180,75,0.006804138174397693,0.0068054509542886
holdout,logistic,0.975,0.9749843652282677,57,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638022660190476,57,center,ck4_p,CK4+P,180,147,0.0188398055086813,0.018960675535042215
holdout,logistic,0.9916666666666667,0.9916660879227724,57,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,57,center,ck4_msp,CK4+MSP,180,211,0.01111111111111111,0.011118887025293534
holdout,logistic,0.975,0.9749843652282677,57,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861084314103801,57,center,p_msp,P+MSP,180,86,1.1102230246251565e-16,0.0
holdout,logistic,0.9916666666666667,0.9916660879227724,57,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,57,center,ck4_p_msp,CK4P-MSP,180,222,0.01111111111111111,0.011118887025293534
holdout,logistic,0.9666666666666667,0.9666295884315907,57,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693934082054343,57,jittered,ck4,CK4,180,136,0.020412414523193156,0.020462916589252696
holdout,logistic,0.7,0.6999166435120867,57,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.625,0.6210943492429765,57,jittered,p,P,180,11,0.05555555555555554,0.055923817664626084
holdout,logistic,0.9333333333333333,0.9330357142857143,57,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9111111111111111,0.9107269565935588,57,jittered,msp,MSP,180,75,0.028598972613852778,0.028914687970245687
holdout,logistic,0.975,0.9749843652282677,57,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,57,jittered,ck4_p,CK4+P,180,147,0.01416394309331329,0.014186894319585907
holdout,logistic,0.95,0.949874686716792,57,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9555555555555555,0.9555212230840413,57,jittered,ck4_msp,CK4+MSP,180,211,0.016197088596792492,0.016195810409835816
holdout,logistic,0.925,0.9247439202843007,57,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9166666666666666,0.9163600607176118,57,jittered,p_msp,P+MSP,180,86,0.012422599874998838,0.012707183023535854
holdout,logistic,0.95,0.949874686716792,57,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9583333333333334,0.958302754925963,57,jittered,ck4_p_msp,CK4P-MSP,180,222,0.019641855032959663,0.01964793491275876
holdout,logistic,0.9583333333333334,0.9582608695652174,57,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9555555555555555,0.9554631848162606,57,left,ck4,CK4,180,136,0.005555555555555581,0.005595369497913572
holdout,logistic,0.5666666666666667,0.5647321428571428,57,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6194444444444445,0.6159119885391158,57,left,p,P,180,11,0.03239417719358499,0.0350333388872676
holdout,logistic,1.0,1.0,57,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,57,left,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9666666666666667,0.9666295884315907,57,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9583333333333334,0.9582220149605357,57,left,ck4_p,CK4+P,180,147,0.01756820922315767,0.017673843131106655
holdout,logistic,1.0,1.0,57,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,57,left,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,1.0,1.0,57,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,57,left,p_msp,P+MSP,180,86,0.01111111111111111,0.011118887025293532
holdout,logistic,0.9916666666666667,0.9916660879227724,57,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,57,left,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9333333333333333,0.9333148096693527,57,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.95,0.949962449404488,57,right,ck4,CK4,180,136,0.018839805508681317,0.018857998630215655
holdout,logistic,0.6666666666666666,0.6662958843159066,57,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6166666666666666,0.6152864596247907,57,right,p,P,180,11,0.048591265790377494,0.04855584434134059
holdout,logistic,1.0,1.0,57,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,57,right,msp,MSP,180,75,0.0152145154862546,0.01524097914422085
holdout,logistic,0.9166666666666666,0.9165739710789766,57,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9527777777777778,0.9527214344774763,57,right,ck4_p,CK4+P,180,147,0.018839805508681317,0.018870680425254575
holdout,logistic,0.9916666666666667,0.9916660879227724,57,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888803088803089,57,right,ck4_msp,CK4+MSP,180,211,0.01360827634879544,0.01361878467030031
holdout,logistic,1.0,1.0,57,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888738601951195,57,right,p_msp,P+MSP,180,86,0.016197088596792485,0.01622452312114707
holdout,logistic,0.9916666666666667,0.9916660879227724,57,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,57,right,ck4_p_msp,CK4P-MSP,180,222,0.01111111111111111,0.011118887025293532
holdout,logistic,0.975,0.9749843652282677,58,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.975,0.9749629205744668,58,center,ck4,CK4,180,136,0.020412414523193163,0.020464681872511437
holdout,logistic,0.5833333333333334,0.5833333333333334,58,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.5972222222222221,0.5947931807328034,58,center,p,P,180,11,0.06573421981221794,0.06696546469290321
holdout,logistic,0.9916666666666667,0.9916660879227724,58,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,58,center,msp,MSP,180,75,0.012422599874998838,0.012432193032727346
holdout,logistic,0.9666666666666667,0.9666295884315907,58,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693685602640827,58,center,ck4_p,CK4+P,180,147,0.022222222222222213,0.022339009324186483
holdout,logistic,0.9916666666666667,0.9916660879227724,58,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,58,center,ck4_msp,CK4+MSP,180,211,0.01111111111111111,0.011118887025293534
holdout,logistic,0.9916666666666667,0.9916660879227724,58,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9805555555555555,0.980526034108163,58,center,p_msp,P+MSP,180,86,0.018839805508681286,0.01887383881991974
holdout,logistic,0.9916666666666667,0.9916660879227724,58,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,58,center,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038724,0.010400659235583804
holdout,logistic,0.9666666666666667,0.9666295884315907,58,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9694444444444447,0.9693998943032824,58,jittered,ck4,CK4,180,136,0.013608276348795441,0.013642463420249237
holdout,logistic,0.625,0.6249739565247587,58,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6222222222222221,0.6202951276822143,58,jittered,p,P,180,11,0.06297657804863685,0.06362877214692564
holdout,logistic,0.9666666666666667,0.9666666666666667,58,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.913888888888889,0.9137540319630635,58,jittered,msp,MSP,180,75,0.020412414523193156,0.020429891649207912
holdout,logistic,0.9666666666666667,0.9666295884315907,58,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638335626455886,58,jittered,ck4_p,CK4+P,180,147,0.014163943093313307,0.014214170357569465
holdout,logistic,0.9833333333333333,0.9833287024173382,58,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,58,jittered,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833333333333333,58,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9444444444444444,0.9443143433137337,58,jittered,p_msp,P+MSP,180,86,0.030429030972509232,0.03051255378741027
holdout,logistic,0.9833333333333333,0.9833287024173382,58,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,58,jittered,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038726,0.010400659235583804
holdout,logistic,0.975,0.9749843652282677,58,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,58,left,ck4,CK4,180,136,0.01416394309331329,0.014186894319585907
holdout,logistic,0.5333333333333333,0.5332036676854682,58,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.5944444444444444,0.5910460657352868,58,left,p,P,180,11,0.07973722274670733,0.08061575204211056
