split,classifier,accuracy,macro_f1,length,local_mode,representation,representation_label,n_triplets,n_features,accuracy_std,macro_f1_std
holdout,logistic,0.9833333333333333,0.9833287024173382,58,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,58,left,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749843652282677,58,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,58,left,ck4_p,CK4+P,180,147,0.01416394309331329,0.014186894319585907
holdout,logistic,0.9916666666666667,0.9916660879227724,58,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,58,left,ck4_msp,CK4+MSP,180,211,0.005555555555555536,0.005556627435847972
holdout,logistic,1.0,1.0,58,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,58,left,p_msp,P+MSP,180,86,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,58,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,58,left,ck4_p_msp,CK4P-MSP,180,222,0.005555555555555536,0.005556627435847972
holdout,logistic,0.9833333333333333,0.9833287024173382,58,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9527777777777778,0.9525874897245711,58,right,ck4,CK4,180,136,0.025760051376376974,0.02597735725752439
holdout,logistic,0.5833333333333334,0.5804195804195804,58,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6666666666666666,0.6662842786516072,58,right,p,P,180,11,0.008784104611578835,0.008636487277946272
holdout,logistic,0.9916666666666667,0.9916660879227724,58,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888738601951195,58,right,msp,MSP,180,75,0.016197088596792485,0.016224523121147066
holdout,logistic,0.9833333333333333,0.9833287024173382,58,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.975,0.9749176671344488,58,right,ck4_p,CK4+P,180,147,0.026931554763424043,0.027051420281043202
holdout,logistic,0.9916666666666667,0.9916660879227724,58,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,58,right,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,58,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888738601951195,58,right,p_msp,P+MSP,180,86,0.016197088596792485,0.016224523121147066
holdout,logistic,0.9916666666666667,0.9916660879227724,58,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,58,right,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9583333333333334,0.9582608695652174,59,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666668,0.9666118763635125,59,center,ck4,CK4,180,136,0.0188398055086813,0.01888628852694933
holdout,logistic,0.5916666666666667,0.5916383082158483,59,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.5722222222222222,0.5700084751662775,59,center,p,P,180,11,0.060476502936325664,0.060973944485672144
holdout,logistic,0.9916666666666667,0.9916660879227724,59,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,59,center,msp,MSP,180,75,0.01416394309331329,0.014186894319585907
holdout,logistic,0.9666666666666667,0.9666295884315907,59,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638238958364017,59,center,ck4_p,CK4+P,180,147,0.0188398055086813,0.018884379006912443
holdout,logistic,0.9833333333333333,0.9833287024173382,59,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,59,center,ck4_msp,CK4+MSP,180,211,0.010393492741038724,0.010400659235583802
holdout,logistic,1.0,1.0,59,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,59,center,p_msp,P+MSP,180,86,0.010393492741038736,0.010402379395098641
holdout,logistic,0.9916666666666667,0.9916660879227724,59,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,59,center,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038724,0.010400659235583802
holdout,logistic,0.975,0.9749843652282677,59,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.975,0.9749908840512738,59,jittered,ck4,CK4,180,136,0.005555555555555581,0.005558781956613961
holdout,logistic,0.625,0.6247654784240151,59,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6555555555555556,0.6549668288367979,59,jittered,p,P,180,11,0.06712803318663649,0.06721844420895669
holdout,logistic,0.9333333333333333,0.9331662489557226,59,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9416666666666668,0.9414593336797719,59,jittered,msp,MSP,180,75,0.026931554763424084,0.027088085554883033
holdout,logistic,0.9666666666666667,0.9666295884315907,59,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666666,0.9666419860840249,59,jittered,ck4_p,CK4+P,180,147,0.006804138174397694,0.006816886665028167
holdout,logistic,0.975,0.9749843652282677,59,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694009287709161,59,jittered,ck4_msp,CK4+MSP,180,211,0.013608276348795453,0.013669083678448907
holdout,logistic,0.9416666666666667,0.9414674935544561,59,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9361111111111112,0.9359696180160647,59,jittered,p_msp,P+MSP,180,86,0.0188398055086813,0.01898664496555128
holdout,logistic,0.975,0.9749843652282677,59,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9722050622050622,59,jittered,ck4_p_msp,CK4P-MSP,180,222,1.1102230246251565e-16,8.580008580016952e-06
holdout,logistic,0.975,0.9749843652282677,59,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.975,0.9749241158196382,59,left,ck4,CK4,180,136,0.025458753860865768,0.025577245410715897
holdout,logistic,0.5666666666666667,0.5666666666666667,59,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.5777777777777777,0.5756635093838094,59,left,p,P,180,11,0.0898386757155346,0.09031988786838646
holdout,logistic,0.9833333333333333,0.9833287024173382,59,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,59,left,msp,MSP,180,75,0.01416394309331329,0.014186894319585907
holdout,logistic,0.975,0.9749843652282677,59,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9721393534165248,59,left,ck4_p,CK4+P,180,147,0.024845199749997663,0.024965621737234205
holdout,logistic,0.9916666666666667,0.9916660879227724,59,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9804839613794837,59,left,ck4_msp,CK4+MSP,180,211,0.02721655269759086,0.027341548484728393
holdout,logistic,0.9833333333333333,0.9833287024173382,59,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,59,left,p_msp,P+MSP,180,86,0.01416394309331329,0.014186894319585907
holdout,logistic,0.9916666666666667,0.9916660879227724,59,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805163298863171,59,left,ck4_p_msp,CK4P-MSP,180,222,0.020786985482077462,0.02084833822373336
holdout,logistic,0.9666666666666667,0.9666574048346763,59,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.961111111111111,0.9609970306324109,59,right,ck4,CK4,180,136,0.030932024237944576,0.031108636249726082
holdout,logistic,0.6833333333333333,0.6811188811188811,59,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6527777777777779,0.6504428021966016,59,right,p,P,180,11,0.039283710065919325,0.03937375422660174
holdout,logistic,0.9833333333333333,0.9833287024173382,59,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,59,right,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749982637683172,59,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666668,0.966606504532054,59,right,ck4_p,CK4+P,180,147,0.02421610524189265,0.02428241792465326
holdout,logistic,0.9916666666666667,0.9916660879227724,59,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,59,right,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749843652282677,59,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,59,right,p_msp,P+MSP,180,86,0.008784104611578835,0.008790888587498949
holdout,logistic,0.9916666666666667,0.9916660879227724,59,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,59,right,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749982637683172,60,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833268995684584,60,center,ck4,CK4,180,136,0.005555555555555581,0.005563063683843161
holdout,logistic,0.5,0.49310053506054635,60,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.5972222222222222,0.5944143523065508,60,center,p,P,180,11,0.0674719877860618,0.06709535215340717
holdout,logistic,0.975,0.9749843652282677,60,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,60,center,msp,MSP,180,75,0.010393492741038736,0.010402379395098641
holdout,logistic,0.975,0.9749982637683172,60,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,60,center,ck4_p,CK4+P,180,147,0.008784104611578835,0.008790888587498947
holdout,logistic,1.0,1.0,60,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,60,center,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833287024173382,60,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,60,center,p_msp,P+MSP,180,86,0.008784104611578835,0.008790888587498947
holdout,logistic,1.0,1.0,60,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,60,center,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749843652282677,60,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9722222222222223,0.9721943235155827,60,jittered,ck4,CK4,180,136,0.019641855032959663,0.01966386429325812
holdout,logistic,0.6166666666666667,0.6165601555987774,60,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6333333333333333,0.626081054148818,60,jittered,p,P,180,11,0.06549903401417556,0.06886430094703401
holdout,logistic,0.9,0.899888765294772,60,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9,0.8998291928425427,60,jittered,msp,MSP,180,75,0.026931554763424036,0.026936154075090108
holdout,logistic,0.9583333333333334,0.9583072753804461,60,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,60,jittered,ck4_p,CK4+P,180,147,0.01416394309331329,0.014186894319585907
holdout,logistic,0.9666666666666667,0.9666295884315907,60,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9805555555555557,0.9805357009173499,60,jittered,ck4_msp,CK4+MSP,180,211,0.01416394309331329,0.014188789501230384
holdout,logistic,0.925,0.9248695652173913,60,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9305555555555556,0.9304388403686371,60,jittered,p_msp,P+MSP,180,86,0.0152145154862546,0.015182603171172553
holdout,logistic,0.9666666666666667,0.9666295884315907,60,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,60,jittered,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998837,0.012432193032727345
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777638358846155,60,left,ck4,CK4,180,136,0.0068041381743977475,0.006813333716011712
holdout,logistic,0.7166666666666667,0.7127569698676429,60,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6666666666666666,0.6658856862189955,60,left,p,P,180,11,0.023240556292613207,0.022988049394159313
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,60,left,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,60,left,ck4_p,CK4+P,180,147,0.008784104611578835,0.008790888587498947
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,60,left,ck4_msp,CK4+MSP,180,211,0.005555555555555536,0.005556627435847972
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,60,left,p_msp,P+MSP,180,86,0.01111111111111111,0.011118887025293534
holdout,logistic,0.9916666666666667,0.9916660879227724,60,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,60,left,ck4_p_msp,CK4P-MSP,180,222,0.010393492741038726,0.010400659235583804
holdout,logistic,0.9666666666666667,0.9666574048346763,60,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694063429884718,60,right,ck4,CK4,180,136,0.020412414523193156,0.020438271526829373
holdout,logistic,0.575,0.5725958516656191,60,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6055555555555555,0.6052805171381023,60,right,p,P,180,11,0.061864048475889104,0.061716763917044636
holdout,logistic,0.975,0.9749843652282677,60,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,60,right,msp,MSP,180,75,0.0152145154862546,0.01524097914422085
holdout,logistic,0.975,0.9749982637683172,60,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693934082054343,60,right,ck4_p,CK4+P,180,147,0.020412414523193156,0.020462916589252696
holdout,logistic,0.9833333333333333,0.9833287024173382,60,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.9944401544401543,60,right,ck4_msp,CK4+MSP,180,211,0.011111111111111117,0.011119691119691133
holdout,logistic,0.9833333333333333,0.9833287024173382,60,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,60,right,p_msp,P+MSP,180,86,0.005555555555555536,0.005556627435847972
holdout,logistic,0.9833333333333333,0.9833287024173382,60,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.9944401544401543,60,right,ck4_p_msp,CK4P-MSP,180,222,0.011111111111111117,0.011119691119691133
holdout,logistic,0.9416666666666667,0.9414674935544561,61,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9583333333333334,0.9582457511258158,61,center,ck4,CK4,180,136,0.012422599874998837,0.012494727755283208
holdout,logistic,0.6,0.5998888580161156,61,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.625,0.6183546058738486,61,center,p,P,180,11,0.0421270858002864,0.04442118328400093
holdout,logistic,0.9666666666666667,0.9666295884315907,61,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9721943235155827,61,center,msp,MSP,180,75,0.008784104611578835,0.008806175813048878
holdout,logistic,0.9666666666666667,0.9666295884315907,61,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693966761792849,61,center,ck4_p,CK4+P,180,147,0.016197088596792485,0.016226182238659827
holdout,logistic,0.9833333333333333,0.9833287024173382,61,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,61,center,ck4_msp,CK4+MSP,180,211,0.008784104611578835,0.008790888587498949
holdout,logistic,0.975,0.9749843652282677,61,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.975,0.9749823040426937,61,center,p_msp,P+MSP,180,86,0.005555555555555581,0.005563063683843162
holdout,logistic,0.9833333333333333,0.9833287024173382,61,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,61,center,ck4_p_msp,CK4P-MSP,180,222,0.008784104611578835,0.008790888587498949
holdout,logistic,0.9833333333333333,0.9833287024173382,61,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638174346634798,61,jittered,ck4,CK4,180,136,0.025760051376376984,0.02585545947443161
holdout,logistic,0.6583333333333333,0.6577391304347826,61,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6222222222222222,0.6207288828903048,61,jittered,p,P,180,11,0.0433902759772592,0.0438714530658095
holdout,logistic,0.875,0.8747826086956522,61,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9166666666666666,0.916406877475171,61,jittered,msp,MSP,180,75,0.03402069087198857,0.03433102474382279
holdout,logistic,0.9833333333333333,0.9833287024173382,61,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9583333333333334,0.958238130454912,61,jittered,ck4_p,CK4+P,180,147,0.019641855032959663,0.019739454894509297
holdout,logistic,0.9916666666666667,0.9916660879227724,61,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,61,jittered,ck4_msp,CK4+MSP,180,211,0.012422599874998838,0.012432193032727346
holdout,logistic,0.8916666666666667,0.8910538445422167,61,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9305555555555556,0.9303355185886403,61,jittered,p_msp,P+MSP,180,86,0.039283710065919325,0.039401015093741894
holdout,logistic,0.9833333333333333,0.9833287024173382,61,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,61,jittered,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998838,0.012432193032727346
holdout,logistic,0.9416666666666667,0.9414674935544561,61,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693848182499778,61,left,ck4,CK4,180,136,0.02693155476342406,0.026997719730976335
holdout,logistic,0.625,0.6228786926461345,61,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6388888888888888,0.6357610008669274,61,left,p,P,180,11,0.04392052305789415,0.04400293580832322
holdout,logistic,1.0,1.0,61,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,61,left,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.95,0.949874686716792,61,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222223,0.9721856787368353,61,left,ck4_p,CK4+P,180,147,0.019641855032959663,0.019691316234607424
holdout,logistic,1.0,1.0,61,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,61,left,ck4_msp,CK4+MSP,180,211,0.005555555555555537,0.005556627435847972
holdout,logistic,1.0,1.0,61,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,61,left,p_msp,P+MSP,180,86,0.006804138174397694,0.0068054509542886
holdout,logistic,1.0,1.0,61,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,61,left,ck4_p_msp,CK4P-MSP,180,222,0.005555555555555537,0.005556627435847972
holdout,logistic,0.95,0.949874686716792,61,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9611111111111112,0.9610391458704826,61,right,ck4,CK4,180,136,0.020412414523193156,0.02045149288519478
holdout,logistic,0.6083333333333333,0.6083061323703034,61,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6638888888888889,0.6629640695124343,61,right,p,P,180,11,0.07317744373510826,0.0741408405345664
holdout,logistic,0.9916666666666667,0.9916660879227724,61,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,61,right,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9583333333333334,0.9582608695652174,61,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9638888888888889,0.963820677712404,61,right,ck4_p,CK4+P,180,147,0.014163943093313305,0.014219185995723693
holdout,logistic,1.0,1.0,61,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,61,right,ck4_msp,CK4+MSP,180,211,0.005555555555555537,0.005556627435847972
holdout,logistic,0.9916666666666667,0.9916660879227724,61,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,61,right,p_msp,P+MSP,180,86,0.005555555555555537,0.005556627435847972
holdout,logistic,1.0,1.0,61,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,61,right,ck4_p_msp,CK4P-MSP,180,222,0.005555555555555537,0.005556627435847972
holdout,logistic,0.9583333333333334,0.9582608695652174,62,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.975,0.9749758553575043,62,center,ck4,CK4,180,136,0.010393492741038736,0.010417882915794707
holdout,logistic,0.6583333333333333,0.6564005866331448,62,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6416666666666667,0.6410057639611011,62,center,p,P,180,11,0.02693155476342404,0.026383338305816198
holdout,logistic,0.9833333333333333,0.9833287024173382,62,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,62,center,msp,MSP,180,75,0.01416394309331329,0.014186894319585907
holdout,logistic,0.975,0.9749843652282677,62,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9805555555555557,0.9805399909216399,62,center,ck4_p,CK4+P,180,147,0.01416394309331329,0.0141862717923657
holdout,logistic,1.0,1.0,62,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,62,center,ck4_msp,CK4+MSP,180,211,0.01416394309331329,0.014186894319585907
holdout,logistic,0.9916666666666667,0.9916660879227724,62,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,62,center,p_msp,P+MSP,180,86,0.010393492741038736,0.010402379395098641
holdout,logistic,1.0,1.0,62,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,62,center,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998837,0.012432193032727345
holdout,logistic,0.9583333333333334,0.9582608695652174,62,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805324827933524,62,jittered,ck4,CK4,180,136,0.01666666666666666,0.016690284664815674
holdout,logistic,0.6583333333333333,0.6571667479618145,62,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6277777777777778,0.6255683177270891,62,jittered,p,P,180,11,0.07264831572567788,0.07563226917461788
holdout,logistic,0.9,0.899972214504029,62,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9194444444444445,0.9192524784657785,62,jittered,msp,MSP,180,75,0.04063538566202165,0.04070113563719504
holdout,logistic,0.9583333333333334,0.9582608695652174,62,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222221,0.9721685037993606,62,jittered,ck4_p,CK4+P,180,147,0.019641855032959663,0.01970039159291396
holdout,logistic,0.975,0.9749843652282677,62,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,62,jittered,ck4_msp,CK4+MSP,180,211,0.010393492741038726,0.010400659235583804
holdout,logistic,0.9333333333333333,0.9332591768631813,62,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9333333333333332,0.9332203272180459,62,jittered,p_msp,P+MSP,180,86,0.033333333333333354,0.03341182657732628
holdout,logistic,0.9833333333333333,0.9833287024173382,62,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,62,jittered,ck4_p_msp,CK4P-MSP,180,222,0.01111111111111111,0.011118887025293532
holdout,logistic,0.9666666666666667,0.9666574048346763,62,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.963808714704237,62,left,ck4,CK4,180,136,0.016666666666666653,0.016794842058459315
holdout,logistic,0.5583333333333333,0.5575652173913044,62,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.5916666666666667,0.5897507416902711,62,left,p,P,180,11,0.0417591566065914,0.04280560365586358
holdout,logistic,1.0,1.0,62,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.9944401544401543,62,left,msp,MSP,180,75,0.011111111111111117,0.011119691119691133
holdout,logistic,0.975,0.9749982637683172,62,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666668,0.9665859565418685,62,left,ck4_p,CK4+P,180,147,0.0188398055086813,0.01896448519806723
holdout,logistic,0.9916666666666667,0.9916660879227724,62,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,62,left,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,1.0,1.0,62,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,62,left,p_msp,P+MSP,180,86,0.01111111111111111,0.011118887025293534
holdout,logistic,0.9916666666666667,0.9916660879227724,62,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,62,left,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833287024173382,62,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638314587879805,62,right,ck4,CK4,180,136,0.02256677334621099,0.022608006054531355
holdout,logistic,0.6166666666666667,0.6127946127946128,62,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6166666666666666,0.6118794239899075,62,right,p,P,180,11,0.04444444444444445,0.045786318509971315
holdout,logistic,1.0,1.0,62,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,62,right,msp,MSP,180,75,0.005555555555555537,0.005556627435847972
holdout,logistic,0.9666666666666667,0.9666295884315907,62,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666668,0.9666280292705478,62,right,ck4_p,CK4+P,180,147,0.01666666666666669,0.016691359967121993
holdout,logistic,1.0,1.0,62,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,62,right,ck4_msp,CK4+MSP,180,211,0.006804138174397693,0.0068054509542886
