length,local_mode,binset,bins,max_bin_count,gamma,n_triplets,noise_l2_mean,local_l2_mean,local_minus_noise_l2_mean,selective_sensitivity_ratio_mean,k_dim,p_dim,m_dim,total_dim,split,classifier,accuracy,macro_f1,accuracy_std,macro_f1_std
51,jittered,2_3,2+3,3,1.0,180,0.37140036967343,0.2699076348802778,-0.1014927347931522,0.7336235330328638,136,11,25,172,5fold_grouped_cv,logistic,0.9111111111111111,0.9109607294543467,0.03888888888888891,0.03900020881904223
51,jittered,2_3_4,2+3+4,4,1.0,180,0.37153148683191994,0.27015709186642645,-0.10137439496549362,0.7340324495578227,136,11,45,192,holdout,logistic,0.9083333333333333,0.9078147915357218,,
51,jittered,2_3_4,2+3+4,4,1.0,180,0.37153148683191994,0.27015709186642645,-0.10137439496549362,0.7340324495578227,136,11,45,192,5fold_grouped_cv,logistic,0.9333333333333333,0.9332678666205496,0.013608276348795453,0.013631562335692014
51,jittered,2_3_4_6,2+3+4+6,6,1.0,180,0.3717748758025053,0.27058423316160035,-0.10119064264090491,0.7346930744315437,136,11,75,222,holdout,logistic,0.9583333333333334,0.9582608695652174,,
51,jittered,2_3_4_6,2+3+4+6,6,1.0,180,0.3717748758025053,0.27058423316160035,-0.10119064264090491,0.7346930744315437,136,11,75,222,5fold_grouped_cv,logistic,0.9555555555555555,0.9555093601812962,0.010393492741038736,0.01043868327420116
51,left,2,2,2,1.0,180,0.37290132699613615,0.2684169511692785,-0.1044843758268577,0.7263004213656075,136,11,10,157,holdout,logistic,0.9916666666666667,0.9916660879227724,,
51,left,2,2,2,1.0,180,0.37290132699613615,0.2684169511692785,-0.1044843758268577,0.7263004213656075,136,11,10,157,5fold_grouped_cv,logistic,0.9805555555555555,0.9805421496025393,0.01111111111111112,0.011120496087229157
51,left,2_3,2+3,3,1.0,180,0.3730316615061336,0.268659863439272,-0.1043717980668617,0.7267049375045348,136,11,25,172,holdout,logistic,0.975,0.9749843652282677,,
51,left,2_3,2+3,3,1.0,180,0.3730316615061336,0.268659863439272,-0.1043717980668617,0.7267049375045348,136,11,25,172,5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,0.01416394309331329,0.014186894319585907
51,left,2_3_4,2+3+4,4,1.0,180,0.37316501772005733,0.26888090062521613,-0.10428411709484116,0.7270331822488544,136,11,45,192,holdout,logistic,0.9833333333333333,0.9833287024173382,,
51,left,2_3_4,2+3+4,4,1.0,180,0.37316501772005733,0.26888090062521613,-0.10428411709484116,0.7270331822488544,136,11,45,192,5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,0.010393492741038736,0.010402379395098641
51,left,2_3_4_6,2+3+4+6,6,1.0,180,0.3733889327403449,0.269269248315334,-0.10411968442501096,0.7276391971672644,136,11,75,222,holdout,logistic,0.9916666666666667,0.9916660879227724,,
51,left,2_3_4_6,2+3+4+6,6,1.0,180,0.3733889327403449,0.269269248315334,-0.10411968442501096,0.7276391971672644,136,11,75,222,5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,0.010393492741038726,0.010400659235583804
51,right,2,2,2,1.0,180,0.36931967207478383,0.27038478696746177,-0.09893488510732217,0.7390101047190576,136,11,10,157,holdout,logistic,0.9583333333333334,0.9583304396138621,,
51,right,2,2,2,1.0,180,0.36931967207478383,0.27038478696746177,-0.09893488510732217,0.7390101047190576,136,11,10,157,5fold_grouped_cv,logistic,0.9638888888888889,0.9638206777124042,0.014163943093313307,0.014219185995723693
51,right,2_3,2+3,3,1.0,180,0.3694378586857902,0.2706440181548281,-0.09879384053096205,0.7394754035633047,136,11,25,172,holdout,logistic,0.975,0.9749843652282677,,
51,right,2_3,2+3,3,1.0,180,0.3694378586857902,0.2706440181548281,-0.09879384053096205,0.7394754035633047,136,11,25,172,5fold_grouped_cv,logistic,0.9805555555555557,0.9805421496025393,0.011111111111111122,0.011120496087229157
51,right,2_3_4,2+3+4,4,1.0,180,0.369564966454872,0.2708595166994135,-0.09870544975545853,0.7398019787917952,136,11,45,192,holdout,logistic,0.9666666666666667,0.9666295884315907,,
