retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,binset,bins,max_bin_count,gamma,n_pairs,k_dim,p_dim,m_dim,total_dim
1.0,0.9883156718547554,0.9848286487736235,0.15179943751297242,0.17419156699333976,0.12638460560846773,1.0,52,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9882116337510668,0.9846001133365424,0.15248938974446374,0.17549864194863285,0.1267248982645446,1.0,52,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9880369646960533,0.9845618198369032,0.15364056656664493,0.17571670322031577,0.1269228315223482,1.0,52,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9877056252679453,0.9841376781522646,0.1557872594959103,0.1781141195942647,0.12729920724475793,1.0,52,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.973299247397608,0.9441353909041063,0.22441599810088084,0.3342584927125807,0.11566708054771105,1.0,52,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9731933802310443,0.9439574139736232,0.22492926400961583,0.33479076459071605,0.11607041974351999,1.0,52,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9730858462411056,0.9438947295252943,0.225437327350774,0.3349779833863657,0.116464130553491,1.0,52,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9728923615600108,0.9436801967449541,0.22634957728350022,0.33561791406072705,0.11714213506663378,1.0,52,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9601096820711271,0.9472249744791167,0.28067592375150713,0.32488467038707736,0.10092449391010654,1.0,52,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9600382072116964,0.9471021225863546,0.2809327225606939,0.3252625877608421,0.1012629463276622,1.0,52,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.959965190582387,0.9470156327711904,0.28119296286659734,0.3255283173390391,0.10161542667228685,1.0,52,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9598360965442085,0.9468986639206938,0.28165359857734984,0.3258872910917231,0.10221425155823034,1.0,52,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9941965292071597,0.9781728074846446,0.06384680599870807,0.20893631665922557,0.13084884992807735,1.0,52,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9941893996624718,0.9781461331703355,0.063916169464442,0.20906394496261638,0.13123540851301213,1.0,52,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.994180023632917,0.9781394352798749,0.06398428531444668,0.20909597353132256,0.13160401016894877,1.0,52,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9941624446945709,0.9781256364354088,0.06410656505037189,0.20916195054098316,0.13227606173319664,1.0,52,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9910897857471584,0.9672105399246808,0.08537445116376136,0.25608324896801354,0.12739654151266025,1.0,53,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9910838192178391,0.9671949563290556,0.08540405548582147,0.2561440084627113,0.1277474858947487,1.0,53,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9910772733864449,0.9671798490093676,0.08543613052546362,0.2562029455631643,0.1281411863151681,1.0,53,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9910667823230194,0.9671522227311933,0.08548879193512118,0.25631072120202886,0.128799153188947,1.0,53,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.981955650822751,0.9751134947047432,0.18820149636339534,0.22309865253985298,0.12294062134211836,1.0,53,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9818574570352783,0.9749764213018384,0.18873968494608043,0.22371221355375834,0.12334453242151634,1.0,53,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9817670992153327,0.9748752541009088,0.18922918560098298,0.2241639728192196,0.12373189426117082,1.0,53,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9816068990553376,0.974614842012478,0.1901051786220603,0.22532268998720523,0.12442052518918044,1.0,53,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9886122970055096,0.9850936642961021,0.14985016043429575,0.17266339821776056,0.12639681123962324,1.0,53,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9885190752116272,0.9850113974062266,0.15047745394868217,0.17313921532675483,0.1267170413066118,1.0,53,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9884100042731692,0.9848284990923357,0.15119868803590422,0.17419242724276837,0.1270071721252399,1.0,53,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9881477231615998,0.9845749779993256,0.15291423835196208,0.17564179420037065,0.12742486955890128,1.0,53,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9729226335850267,0.9451140025316047,0.2262770159511674,0.33131851785496447,0.11452588691053063,1.0,53,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9728136589340648,0.9447860046681243,0.226789316397074,0.332307058971868,0.11490162394235982,1.0,53,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9727090305069496,0.9448395881519788,0.2272701687088805,0.33214569436905417,0.11530076884083637,1.0,53,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9725230463210797,0.9441919282917618,0.22813037746343193,0.33409001827618556,0.11592224256354193,1.0,53,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9615148582974616,0.9482010743473103,0.2756550644255921,0.32186617145422175,0.10082873538858828,1.0,53,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9614381777875607,0.948143517499905,0.27593395436862306,0.32204495511340314,0.10115301420776807,1.0,53,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9613618202050788,0.9480740515033858,0.2762119250105517,0.3222605958818562,0.10152956776472004,1.0,53,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9612322640440927,0.9479685629855399,0.27668504984517134,0.32258777674308253,0.10211811302299112,1.0,53,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9939837622643993,0.9792016172414424,0.06763273566041283,0.2039527570577591,0.12970042828713488,1.0,53,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9939775765548448,0.9791835800056025,0.0676705760315453,0.20404115573364237,0.13008616657805933,1.0,53,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.99396562318436,0.9791848782590488,0.06774721856479654,0.20403480157961976,0.13045321675107488,1.0,53,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9939432508304846,0.9790907085444926,0.06789543424813096,0.20449587185340007,0.13108954478541787,1.0,53,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9915000570492497,0.9663291038314358,0.08306687280060455,0.2595029615810074,0.12673619692101942,1.0,54,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9914950671424922,0.9663184135767802,0.08309463566593583,0.2595441582110731,0.12708135896525763,1.0,54,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9914887969937934,0.9663042769999729,0.08312711515963406,0.2595986147485091,0.12746381269611468,1.0,54,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9914788774648116,0.9662816830652508,0.08318042340506708,0.2596856287206065,0.12812026146440322,1.0,54,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9822580852691658,0.9734552325168095,0.1865840614833651,0.23041163608694726,0.12226536576685863,1.0,54,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9821653246578269,0.9733524935912223,0.18710251978808898,0.23085705684017738,0.122617459521062,1.0,54,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9820723634213095,0.9731558330863636,0.18761473504056259,0.23170741422554822,0.12301637677541692,1.0,54,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9819047708322967,0.9729493198579843,0.18854458484636666,0.2325969788518792,0.12367812068570841,1.0,54,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9888903955540487,0.9855164054704084,0.14810490528710887,0.17019744119006694,0.1259134622222958,1.0,54,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9887668196271596,0.9854150070402694,0.14894646717676263,0.17079223024891588,0.12622124387258546,1.0,54,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9886416270405418,0.9853195004383417,0.14978103174404345,0.17135040063293555,0.12646673745068807,1.0,54,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9882810859774651,0.9848994587625579,0.15217221511942447,0.17378458164530447,0.1267997667244531,1.0,54,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9747639088271253,0.952913443680425,0.21931736761789222,0.30687635929636975,0.11572711670288632,1.0,54,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9746771107013802,0.952812876230445,0.21971899453234137,0.3072039058438701,0.11609829653639381,1.0,54,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9745792269229274,0.9526107799139794,0.22017654006057552,0.3078610452183908,0.11646893750311131,1.0,54,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9744009971728081,0.9524709879387195,0.22099902993928874,0.3083147846216802,0.11714932900816073,1.0,54,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.961950954975534,0.9478658077310753,0.273790934491755,0.32290593936211665,0.10138832310877453,1.0,54,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9618885267030775,0.9478403203736607,0.2740199120163706,0.3229846507309316,0.10169747176490729,1.0,54,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9618251056923584,0.9476642370474851,0.27425176257795875,0.3235296183198174,0.10205413928612837,1.0,54,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9617069215233629,0.9476065636810701,0.27468360826743565,0.3237076387479095,0.10261307186648344,1.0,54,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9931741925446455,0.9754805262575572,0.07709120487570573,0.2214473877470684,0.1282034655706819,1.0,54,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9931650480203863,0.9754243911903867,0.07715057842316002,0.221700737699701,0.1285715976961668,1.0,54,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9931565736131234,0.9753946392944041,0.0772068364842453,0.22183489435487455,0.1289443518746613,1.0,54,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9931272358699353,0.975330486605688,0.07740524755210587,0.22212389474027422,0.129579442302045,1.0,54,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9906966374809716,0.9659063192924799,0.0894888182080245,0.2611270895307378,0.12493889950918868,1.0,55,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9906908316382613,0.9659052962573786,0.08951815639986312,0.26113100231629105,0.12528820565491786,1.0,55,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9906847119753939,0.9658568122544225,0.08954801201642498,0.26131661330178857,0.12563793842751275,1.0,55,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9906734830150096,0.9658119120589157,0.08960314338456522,0.26148838150225245,0.12628026435650616,1.0,55,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9831395996236392,0.9765733790598788,0.1820143682454966,0.2164560900773299,0.1219736899539324,1.0,55,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9830458295997349,0.9765689427057395,0.18254874588700618,0.2164765593424377,0.12233890221453238,1.0,55,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9829522020109075,0.976336203240259,0.18308006595422863,0.21754905972913188,0.12271654009712518,1.0,55,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9827831795713278,0.9763123953869319,0.1840294111762755,0.21765846491950963,0.12334262532719192,1.0,55,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9891335947895691,0.9851187261244277,0.14628480959053966,0.17251824007003003,0.12560694371778874,1.0,55,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9890331341791184,0.9850728484253417,0.14697268683974526,0.17278396372047267,0.1259202878188085,1.0,55,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9889201209632774,0.9849828172608573,0.14773696149431348,0.17330425387006823,0.12614937924848094,1.0,55,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9886291195915826,0.984678783394445,0.14971164237542417,0.17504980188166097,0.1265505998248331,1.0,55,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9747539142901499,0.9490540350625376,0.21763862970626702,0.3192051497179875,0.11465686624111548,1.0,55,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9746647367431129,0.9491759292390254,0.21806823796019628,0.3188228766072531,0.1150191084827284,1.0,55,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9745680474814341,0.9490688462248713,0.21854019633975083,0.3191585604546046,0.11541173306898647,1.0,55,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9743955315268522,0.9488217190333158,0.21937952186921267,0.3199319475458162,0.11605775919319129,1.0,55,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.963216836698602,0.9494166693481225,0.2693355590221669,0.3180670675860971,0.1004334579386906,1.0,55,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9631530345309992,0.9493185692424866,0.269573000708406,0.31837534435725734,0.10073482813612206,1.0,55,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9630892460381009,0.9492797300071468,0.26980722376769517,0.31849726613697077,0.10111676739118768,1.0,55,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9629687437635025,0.949214153000472,0.2702555242430658,0.31870306739706783,0.10165975558578057,1.0,55,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9941306266481948,0.9767215664738798,0.06546074056456866,0.21576991758885902,0.1287600301988818,1.0,55,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9941248435603259,0.9767170987677858,0.06549582314947267,0.21579061503620564,0.12913454805968208,1.0,55,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9941155769696477,0.9767027658408816,0.06556190821671061,0.21585703822632432,0.12947670912753656,1.0,55,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9940945344284615,0.9766756717282508,0.06570240689213008,0.21598253421932512,0.13010038163518753,1.0,55,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.991131242932305,0.9662554147536847,0.08583170927292873,0.2597867770190656,0.12403905032924774,1.0,56,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9911255999107355,0.9662435595620529,0.08585999026417467,0.2598324066754249,0.12439059381141722,1.0,56,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9911199966761355,0.966228950933674,0.08588806443775364,0.2598886230996614,0.12476545296956124,1.0,56,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9911096538271157,0.9662038859293464,0.08594003180576912,0.2599850483294323,0.12536719278850939,1.0,56,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9831118791563267,0.9760331551344342,0.18206714636914825,0.21893763848378242,0.12218572757663393,1.0,56,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9830294875722283,0.9759307177602836,0.1825269057882794,0.21940502328970793,0.1225614473851424,1.0,56,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9829381793611902,0.9758180894933257,0.18303856120979692,0.21991775964273338,0.12295801214598223,1.0,56,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9827863858083893,0.9757878708464037,0.18388085604261517,0.22005507073875274,0.12356587631099383,1.0,56,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.989462078427244,0.985722833271408,0.1441288239285322,0.1689801991575066,0.12514616713483273,1.0,56,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9893949825562511,0.9856837643876,0.14459570014714246,0.16921127740024453,0.1254675426210603,1.0,56,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9892464940349068,0.9856680779088373,0.14561625972307204,0.1693039320127033,0.1256964191948057,1.0,56,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9889741380934045,0.9853727033966199,0.1474985630310941,0.17103967595430727,0.12609765537686352,1.0,56,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9736595552169183,0.945207813350308,0.222329691197971,0.3310351021003973,0.11267605333983424,1.0,56,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9735761034642103,0.9451354167230737,0.22272528533003777,0.3312533966744006,0.11302742328831274,1.0,56,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9734868611875435,0.9448475083236522,0.223146156492749,0.33212180904344873,0.11341592962806842,1.0,56,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9733233819969863,0.9447683932712252,0.22391136891974275,0.3323598357922243,0.11406488054262454,1.0,56,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9640549124247192,0.9513268054420483,0.2662726329215618,0.3120038147074904,0.10049124281791427,1.0,56,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9640002587933116,0.9512441163942689,0.26647849036347965,0.3122687392632812,0.10082565948387637,1.0,56,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9639308338346655,0.9512941973323861,0.2667397248849884,0.31210831005643774,0.10115707381511539,1.0,56,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9638241195946894,0.9511149188942257,0.2671386530286881,0.3126820174409512,0.10173172264313919,1.0,56,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9939743750847697,0.9759573948699501,0.06943645221724391,0.2192833976148616,0.12733683808825866,1.0,56,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.993969161841765,0.9759341526672402,0.06945788919005431,0.21938936612052262,0.12771740027337158,1.0,56,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9939557816873763,0.9759114636985059,0.06957072595973346,0.2194927175223208,0.1280710196121283,1.0,56,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9939387122210622,0.9758376076227774,0.0696934417082217,0.21982887164592127,0.12868354914493324,1.0,56,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9916839200364894,0.9663902210986168,0.08089184880432439,0.2592669193009582,0.12414248890692718,1.0,57,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9916790062572687,0.9663794562329283,0.08091730006218541,0.2593084258786697,0.12449618445181108,1.0,57,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9916740512883084,0.9663691361279345,0.08094296145727978,0.2593482087666485,0.12487588412133477,1.0,57,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9916642586554109,0.9662651181709674,0.08099235397222339,0.259749080323064,0.1255091694144098,1.0,57,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9837589346954173,0.9777666373994268,0.17862609256863776,0.21087131999642855,0.12152330578831406,1.0,57,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9836832166206482,0.9777069253276516,0.179067748122069,0.21115432417057511,0.12191019856407084,1.0,57,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.983595018068028,0.9775293158976067,0.17956649386085036,0.21199377276153833,0.12230561121170827,1.0,57,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9834480880239443,0.9775347023331776,0.18041148530150405,0.21196830473798098,0.12293927516084857,1.0,57,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9898378268636036,0.9859007618354099,0.1415622388405906,0.16792399778498562,0.12472810342369353,1.0,57,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9897129575796133,0.9857723989052447,0.14244788048098736,0.16868669819188792,0.12496721414694943,1.0,57,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9896435260770773,0.9857446943295678,0.14293089222746574,0.16885084965455144,0.12529158831156623,1.0,57,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9893296103588567,0.9856077860822804,0.14510945257780763,0.16965961508783242,0.12565924832329217,1.0,57,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9748603608984735,0.9493953082041529,0.21750434067716606,0.3181342222665016,0.11324363626536624,1.0,57,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9747831012399059,0.9494902347715715,0.2178809903406669,0.3178356292642822,0.1135787895186604,1.0,57,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9746960448129017,0.9491672246624179,0.2183016027428639,0.31885035780772253,0.11392999284814914,1.0,57,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9745379697076105,0.9490753930276012,0.21905144752338385,0.3191382360469599,0.11455102598330232,1.0,57,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9638891600029749,0.952456156213557,0.26709907114024084,0.30836289485127116,0.10051382940448032,1.0,57,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.963820246899628,0.9522659002035709,0.2673557713582453,0.3089792828227065,0.10084247053717306,1.0,57,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9637522307324724,0.9521469327677209,0.2676101610820488,0.3093640634500635,0.1011814351227042,1.0,57,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9636379924621042,0.9519535988123811,0.2680386263426934,0.3099883824961525,0.1017366722494828,1.0,57,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9942552176515148,0.9766775909308396,0.06564350939494297,0.2159723523231087,0.12653824085744653,1.0,57,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9942477357692479,0.9766023619899359,0.06569849330128436,0.21632069355952807,0.1268855294327449,1.0,57,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9942409394159047,0.9766265161081154,0.06574476290261351,0.21620883836560384,0.1272482272154645,1.0,57,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9942247131569242,0.9765499793504115,0.06586472274386247,0.21656283268292528,0.12786223632332608,1.0,57,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9917563229059256,0.9692594791068381,0.08346645010961241,0.2479525723297135,0.12357792713617363,1.0,58,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9917513139384561,0.9691966142570416,0.08349448316349295,0.24820610863540052,0.12390501097361341,1.0,58,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.991746079628592,0.9691619384705293,0.08352360049777521,0.24834582879313627,0.12424603478411547,1.0,58,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9917369561944991,0.9691202452324706,0.08357466361043792,0.24851368960201606,0.1248683607787981,1.0,58,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9837445428825291,0.9764185358658873,0.17866486917412383,0.21717009509260465,0.12149698113552986,1.0,58,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9836576010394756,0.9764643943484037,0.17916150745247855,0.21695868165645968,0.12183741393702456,1.0,58,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.983576894472713,0.9763935216097328,0.17962567630407023,0.2172851225283976,0.12221600941610417,1.0,58,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9834339684203417,0.976325471920838,0.18044646828360658,0.21759803214671386,0.1228260153776456,1.0,58,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9901416113595111,0.9868591851920745,0.13944033930241337,0.16211609699382445,0.12399900083244472,1.0,58,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9900583698352662,0.986786384862208,0.14004443472786332,0.16256454074221652,0.12423497447425379,1.0,58,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9899452211739128,0.9865717210376465,0.14084667197737633,0.16387970430332222,0.12450483420906659,1.0,58,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9896495517541103,0.9863837803500788,0.14292507160299628,0.1650225298858967,0.12486889455500234,1.0,58,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9767030390724539,0.951731744059254,0.2099234425047862,0.3107031563392991,0.11409839335734887,1.0,58,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9766297787126145,0.9516652360847648,0.2102934288044296,0.31091714069088006,0.1144392314536054,1.0,58,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9765390192412812,0.9514935140574385,0.21074752166017446,0.3114689791695604,0.11480603978418968,1.0,58,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9763911375981958,0.9512496537896833,0.21148396728716506,0.3122509149911573,0.11543197034695327,1.0,58,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9653745337962216,0.9530401864220954,0.2612774915742807,0.3064629840217383,0.10172058613506402,1.0,58,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9653186289732362,0.9530079963223066,0.2614915636004295,0.30656772727918485,0.10200052203413326,1.0,58,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9652533968012812,0.9529913052232604,0.26174160333374774,0.30662217100817285,0.10231834503275021,1.0,58,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
