retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,binset,bins,max_bin_count,gamma,n_pairs,k_dim,p_dim,m_dim,total_dim
1.0,0.987768602641705,0.9841874736232955,0.15538604944712003,0.1778342446487676,0.12719570232839686,1.0,51,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9874101070032374,0.9835203787873602,0.1576800275877606,0.18154680424195604,0.1275637637139416,1.0,51,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9726007471644017,0.9473483324255806,0.22684404516798679,0.32449379418352614,0.11504137646523466,1.0,51,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9724903363395004,0.9472369805938162,0.2273583937947502,0.3248369938181202,0.11542971451840174,1.0,51,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9723815636720602,0.9471260897129902,0.22786827035874785,0.3251780888037856,0.11582453759097801,1.0,51,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9721775907778335,0.9468818446875845,0.2288032322671077,0.32592837557725973,0.11650986242773075,1.0,51,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9591058404019023,0.9437955632177402,0.28398145864751856,0.33527422404060697,0.09964614557897639,1.0,51,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9590312967329188,0.9438690565383964,0.28424770401583194,0.33505488197652034,0.10000595673856037,1.0,51,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9589570602974101,0.9434937878583323,0.2845116774029687,0.3361731902738854,0.10037370312550585,1.0,51,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9588199051099706,0.9434247898107486,0.28499922759475166,0.33637837594970277,0.10100591925185459,1.0,51,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9942054380194829,0.9772253450013167,0.06324485834285744,0.213415975179129,0.13120649180927313,1.0,51,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9941970722227818,0.9771924458131045,0.06329988440312227,0.21356990303691573,0.13157456350904007,1.0,51,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9941877726108803,0.9771560522547516,0.06336250093766015,0.21374071956924878,0.1319507191102258,1.0,51,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.994167176896372,0.9771264526426258,0.06350347527086544,0.21387900404919136,0.13264212168515274,1.0,51,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.991579276240904,0.9680871319643931,0.08117888646444651,0.25263670568336244,0.12806717656653765,1.0,52,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.991573325615334,0.9680821646138296,0.08120897542122739,0.2526563240878835,0.1284611193688318,1.0,52,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9915674037659885,0.9680184956289171,0.08123884898270153,0.2529082899245363,0.12884166963033403,1.0,52,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9915566280873185,0.96803190558913,0.08129408529778952,0.2528551444306516,0.1295211451628582,1.0,52,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9813130326549199,0.973859105859523,0.19171018120825195,0.22865210298250827,0.12269737500297664,1.0,52,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9812084008905323,0.9738040799670219,0.1922740750993554,0.22889263606361487,0.12309935528720119,1.0,52,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9811124346392641,0.9737332675474025,0.19278257990808212,0.22920178222723325,0.12350214916936901,1.0,52,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9809347792362779,0.9736101424787112,0.19373498527612135,0.22973833785703376,0.12419443140266719,1.0,52,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
