split,classifier,accuracy,macro_f1,n_features,task,group_col,group,label_col,length,condition,representation,n_samples,n_classes
holdout,nearest_centroid,0.2777777777777778,0.2789432789432789,136,all_labels,genus,Klebsiella,label,150,clean,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3055555555555556,0.304981684981685,147,all_labels,genus,Klebsiella,label,150,clean,cspaced_property_l2,240,3
holdout,nearest_centroid,0.4027777777777778,0.3930609811008481,2304,all_labels,genus,Klebsiella,label,150,clean,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.4166666666666667,0.4181818181818182,2400,all_labels,genus,Klebsiella,label,150,clean,rope_property,240,3
holdout,nearest_centroid,0.2291666666666666,0.2247031172686788,512,all_labels,genus,Acinetobacter,label,150,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.1770833333333333,0.1668819982773471,136,all_labels,genus,Acinetobacter,label,150,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.21875,0.2129393570912038,147,all_labels,genus,Acinetobacter,label,150,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.375,0.3721945907906498,2304,all_labels,genus,Acinetobacter,label,150,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.3541666666666667,0.3517116115767529,2400,all_labels,genus,Acinetobacter,label,150,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.3194444444444444,0.3158578987150416,509,all_labels,genus,Burkholderia,label,150,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.4027777777777778,0.402124183006536,136,all_labels,genus,Burkholderia,label,150,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3891156462585035,147,all_labels,genus,Burkholderia,label,150,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3055555555555556,0.3056100217864924,2304,all_labels,genus,Burkholderia,label,150,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.2916666666666667,0.2902057523595315,2400,all_labels,genus,Burkholderia,label,150,N_3pct,rope_property,240,3
holdout,nearest_centroid,0.3645833333333333,0.349322864507993,511,all_labels,genus,Candida,label,150,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.375,0.3593569533884805,136,all_labels,genus,Candida,label,150,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.3958333333333333,0.3721180780004309,147,all_labels,genus,Candida,label,150,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.25,0.247132708155726,2304,all_labels,genus,Candida,label,150,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2083333333333333,0.2093562273891583,2400,all_labels,genus,Candida,label,150,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.2166666666666666,0.2222488429947754,512,all_labels,genus,Enterobacter,label,150,N_3pct,ckmer5_count_l2,400,5
holdout,nearest_centroid,0.1833333333333333,0.1811136591546887,136,all_labels,genus,Enterobacter,label,150,N_3pct,cspaced_count_l2,400,5
holdout,nearest_centroid,0.1833333333333333,0.1815421010112314,147,all_labels,genus,Enterobacter,label,150,N_3pct,cspaced_property_l2,400,5
holdout,nearest_centroid,0.225,0.2215872303666115,2304,all_labels,genus,Enterobacter,label,150,N_3pct,spaced_kmer_phase,400,5
holdout,nearest_centroid,0.2333333333333333,0.2252670603614944,2400,all_labels,genus,Enterobacter,label,150,N_3pct,rope_property,400,5
holdout,nearest_centroid,0.4166666666666667,0.4074074074074074,508,all_labels,genus,Escherichia,label,150,N_3pct,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.3125,0.3122014763352149,136,all_labels,genus,Escherichia,label,150,N_3pct,cspaced_count_l2,160,2
holdout,nearest_centroid,0.3125,0.3122014763352149,147,all_labels,genus,Escherichia,label,150,N_3pct,cspaced_property_l2,160,2
holdout,nearest_centroid,0.3541666666666667,0.3516339869281045,2304,all_labels,genus,Escherichia,label,150,N_3pct,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.3541666666666667,0.3401330376940132,2400,all_labels,genus,Escherichia,label,150,N_3pct,rope_property,160,2
holdout,nearest_centroid,0.3611111111111111,0.3514894922534131,512,all_labels,genus,Klebsiella,label,150,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.2916666666666667,0.294314381270903,136,all_labels,genus,Klebsiella,label,150,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.2916666666666667,0.2928812323398049,147,all_labels,genus,Klebsiella,label,150,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3472222222222222,0.3414163614163614,2304,all_labels,genus,Klebsiella,label,150,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.375,0.3754330594402423,2400,all_labels,genus,Klebsiella,label,150,N_3pct,rope_property,240,3
holdout,nearest_centroid,0.3333333333333333,0.3285549261613091,512,all_labels,genus,Acinetobacter,label,300,clean,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.25,0.2511861803110009,136,all_labels,genus,Acinetobacter,label,300,clean,cspaced_count_l2,320,4
holdout,nearest_centroid,0.25,0.2514075019252194,147,all_labels,genus,Acinetobacter,label,300,clean,cspaced_property_l2,320,4
holdout,nearest_centroid,0.2083333333333333,0.2095078055027992,4704,all_labels,genus,Acinetobacter,label,300,clean,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2708333333333333,0.266322083713388,4800,all_labels,genus,Acinetobacter,label,300,clean,rope_property,320,4
holdout,nearest_centroid,0.4027777777777778,0.4009259259259259,510,all_labels,genus,Burkholderia,label,300,clean,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3333333333333333,0.3228260518583099,136,all_labels,genus,Burkholderia,label,300,clean,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3333333333333333,0.3228260518583099,147,all_labels,genus,Burkholderia,label,300,clean,cspaced_property_l2,240,3
holdout,nearest_centroid,0.4027777777777778,0.3975757575757575,4704,all_labels,genus,Burkholderia,label,300,clean,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.3194444444444444,0.3146853146853147,4800,all_labels,genus,Burkholderia,label,300,clean,rope_property,240,3
holdout,nearest_centroid,0.3541666666666667,0.3226969467003321,512,all_labels,genus,Candida,label,300,clean,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.3541666666666667,0.3297601727896978,136,all_labels,genus,Candida,label,300,clean,cspaced_count_l2,320,4
holdout,nearest_centroid,0.3541666666666667,0.3255151098901099,147,all_labels,genus,Candida,label,300,clean,cspaced_property_l2,320,4
holdout,nearest_centroid,0.3020833333333333,0.2964814294512131,4704,all_labels,genus,Candida,label,300,clean,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2708333333333333,0.2649577167019027,4800,all_labels,genus,Candida,label,300,clean,rope_property,320,4
holdout,nearest_centroid,0.2333333333333333,0.2307132941289887,512,all_labels,genus,Enterobacter,label,300,clean,ckmer5_count_l2,400,5
holdout,nearest_centroid,0.1666666666666666,0.154509650540506,136,all_labels,genus,Enterobacter,label,300,clean,cspaced_count_l2,400,5
holdout,nearest_centroid,0.1666666666666666,0.154509650540506,147,all_labels,genus,Enterobacter,label,300,clean,cspaced_property_l2,400,5
holdout,nearest_centroid,0.0833333333333333,0.0833603178430764,4704,all_labels,genus,Enterobacter,label,300,clean,spaced_kmer_phase,400,5
holdout,nearest_centroid,0.225,0.2225810482442387,4800,all_labels,genus,Enterobacter,label,300,clean,rope_property,400,5
holdout,nearest_centroid,0.4166666666666667,0.4074074074074074,510,all_labels,genus,Escherichia,label,300,clean,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5208333333333334,0.5206252713851498,136,all_labels,genus,Escherichia,label,300,clean,cspaced_count_l2,160,2
holdout,nearest_centroid,0.5208333333333334,0.5206252713851498,147,all_labels,genus,Escherichia,label,300,clean,cspaced_property_l2,160,2
holdout,nearest_centroid,0.5625,0.5607843137254902,4704,all_labels,genus,Escherichia,label,300,clean,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.5208333333333334,0.5189542483660131,4800,all_labels,genus,Escherichia,label,300,clean,rope_property,160,2
holdout,nearest_centroid,0.3055555555555556,0.3062753135216903,512,all_labels,genus,Klebsiella,label,300,clean,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3860544217687074,136,all_labels,genus,Klebsiella,label,300,clean,cspaced_count_l2,240,3
holdout,nearest_centroid,0.375,0.3701079622132253,147,all_labels,genus,Klebsiella,label,300,clean,cspaced_property_l2,240,3
holdout,nearest_centroid,0.4722222222222222,0.4715151515151515,4704,all_labels,genus,Klebsiella,label,300,clean,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.3055555555555556,0.3069474350084546,4800,all_labels,genus,Klebsiella,label,300,clean,rope_property,240,3
holdout,nearest_centroid,0.3125,0.3116192937123169,512,all_labels,genus,Acinetobacter,label,300,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.2708333333333333,0.2705691668457626,136,all_labels,genus,Acinetobacter,label,300,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.2604166666666667,0.2598245794360503,147,all_labels,genus,Acinetobacter,label,300,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.21875,0.2160522381085879,4704,all_labels,genus,Acinetobacter,label,300,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2604166666666667,0.2573619961818719,4800,all_labels,genus,Acinetobacter,label,300,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.4027777777777778,0.4060791826309067,510,all_labels,genus,Burkholderia,label,300,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3472222222222222,0.3373853577477391,136,all_labels,genus,Burkholderia,label,300,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3472222222222222,0.3338624338624338,147,all_labels,genus,Burkholderia,label,300,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3864975845410628,4704,all_labels,genus,Burkholderia,label,300,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.3472222222222222,0.3309523809523809,4800,all_labels,genus,Burkholderia,label,300,N_3pct,rope_property,240,3
holdout,nearest_centroid,0.3333333333333333,0.315239448051948,512,all_labels,genus,Candida,label,300,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.3541666666666667,0.3179121471804398,136,all_labels,genus,Candida,label,300,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.3541666666666667,0.3191276462682794,147,all_labels,genus,Candida,label,300,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.34375,0.3398314922638805,4704,all_labels,genus,Candida,label,300,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2708333333333333,0.2652073655395914,4800,all_labels,genus,Candida,label,300,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.2166666666666666,0.2180298032455369,512,all_labels,genus,Enterobacter,label,300,N_3pct,ckmer5_count_l2,400,5
holdout,nearest_centroid,0.2166666666666666,0.2122806895040937,136,all_labels,genus,Enterobacter,label,300,N_3pct,cspaced_count_l2,400,5
holdout,nearest_centroid,0.2333333333333333,0.2292158968850698,147,all_labels,genus,Enterobacter,label,300,N_3pct,cspaced_property_l2,400,5
holdout,nearest_centroid,0.1083333333333333,0.1086118251959042,4704,all_labels,genus,Enterobacter,label,300,N_3pct,spaced_kmer_phase,400,5
holdout,nearest_centroid,0.2333333333333333,0.2332835424417293,4800,all_labels,genus,Enterobacter,label,300,N_3pct,rope_property,400,5
holdout,nearest_centroid,0.4375,0.4372557533651758,510,all_labels,genus,Escherichia,label,300,N_3pct,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5625,0.5623100303951367,136,all_labels,genus,Escherichia,label,300,N_3pct,cspaced_count_l2,160,2
holdout,nearest_centroid,0.5416666666666666,0.5416666666666666,147,all_labels,genus,Escherichia,label,300,N_3pct,cspaced_property_l2,160,2
holdout,nearest_centroid,0.5625,0.5607843137254902,4704,all_labels,genus,Escherichia,label,300,N_3pct,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.5416666666666666,0.5408695652173914,4800,all_labels,genus,Escherichia,label,300,N_3pct,rope_property,160,2
holdout,nearest_centroid,0.2916666666666667,0.2898981403607139,512,all_labels,genus,Klebsiella,label,300,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.375,0.369570905285191,136,all_labels,genus,Klebsiella,label,300,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.375,0.3701079622132253,147,all_labels,genus,Klebsiella,label,300,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.4305555555555556,0.4276913637060899,4704,all_labels,genus,Klebsiella,label,300,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.3194444444444444,0.3231924333284579,4800,all_labels,genus,Klebsiella,label,300,N_3pct,rope_property,240,3
holdout,nearest_centroid,0.3020833333333333,0.2966550357854705,512,all_labels,genus,Acinetobacter,label,100,clean,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.28125,0.2802792998806288,136,all_labels,genus,Acinetobacter,label,100,clean,cspaced_count_l2,320,4
holdout,nearest_centroid,0.28125,0.2809532980701549,147,all_labels,genus,Acinetobacter,label,100,clean,cspaced_property_l2,320,4
holdout,nearest_centroid,0.25,0.2469753858990404,1504,all_labels,genus,Acinetobacter,label,100,clean,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2708333333333333,0.260064935064935,1600,all_labels,genus,Acinetobacter,label,100,clean,rope_property,320,4
holdout,nearest_centroid,0.3472222222222222,0.3491156462585034,506,all_labels,genus,Burkholderia,label,100,clean,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3611111111111111,0.3622385549217493,136,all_labels,genus,Burkholderia,label,100,clean,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3906512483124721,147,all_labels,genus,Burkholderia,label,100,clean,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3887060601628394,1504,all_labels,genus,Burkholderia,label,100,clean,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.4444444444444444,0.4432653061224489,1600,all_labels,genus,Burkholderia,label,100,clean,rope_property,240,3
holdout,nearest_centroid,0.34375,0.3227583586626139,512,all_labels,genus,Candida,label,100,clean,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.4270833333333333,0.4121045835010281,136,all_labels,genus,Candida,label,100,clean,cspaced_count_l2,320,4
holdout,nearest_centroid,0.3958333333333333,0.3774542739828294,147,all_labels,genus,Candida,label,100,clean,cspaced_property_l2,320,4
holdout,nearest_centroid,0.2708333333333333,0.2622825362187064,1504,all_labels,genus,Candida,label,100,clean,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.25,0.2529924242424242,1600,all_labels,genus,Candida,label,100,clean,rope_property,320,4
holdout,nearest_centroid,0.2583333333333333,0.2550550044579235,511,all_labels,genus,Enterobacter,label,100,clean,ckmer5_count_l2,400,5
holdout,nearest_centroid,0.2,0.196442108312436,136,all_labels,genus,Enterobacter,label,100,clean,cspaced_count_l2,400,5
holdout,nearest_centroid,0.1916666666666666,0.1853830227743271,147,all_labels,genus,Enterobacter,label,100,clean,cspaced_property_l2,400,5
holdout,nearest_centroid,0.2,0.1977835547615717,1504,all_labels,genus,Enterobacter,label,100,clean,spaced_kmer_phase,400,5
holdout,nearest_centroid,0.2416666666666666,0.2372003660560767,1600,all_labels,genus,Enterobacter,label,100,clean,rope_property,400,5
holdout,nearest_centroid,0.5208333333333334,0.5189542483660131,511,all_labels,genus,Escherichia,label,100,clean,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5833333333333334,0.5826086956521739,136,all_labels,genus,Escherichia,label,100,clean,cspaced_count_l2,160,2
holdout,nearest_centroid,0.5625,0.5607843137254902,147,all_labels,genus,Escherichia,label,100,clean,cspaced_property_l2,160,2
holdout,nearest_centroid,0.3541666666666667,0.3401330376940132,1504,all_labels,genus,Escherichia,label,100,clean,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.4583333333333333,0.457391304347826,1600,all_labels,genus,Escherichia,label,100,clean,rope_property,160,2
holdout,nearest_centroid,0.4305555555555556,0.4299019607843137,511,all_labels,genus,Klebsiella,label,100,clean,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3333333333333333,0.3333877995642701,136,all_labels,genus,Klebsiella,label,100,clean,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3333333333333333,0.3328798679508806,147,all_labels,genus,Klebsiella,label,100,clean,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3611111111111111,0.359568406376917,1504,all_labels,genus,Klebsiella,label,100,clean,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.2083333333333333,0.207531239446133,1600,all_labels,genus,Klebsiella,label,100,clean,rope_property,240,3
holdout,nearest_centroid,0.28125,0.2756008359456635,512,all_labels,genus,Acinetobacter,label,100,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.2916666666666667,0.2915678524374177,136,all_labels,genus,Acinetobacter,label,100,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.28125,0.2796606132503126,147,all_labels,genus,Acinetobacter,label,100,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.25,0.2520096660310748,1504,all_labels,genus,Acinetobacter,label,100,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.2604166666666667,0.2522988505747127,1600,all_labels,genus,Acinetobacter,label,100,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.3194444444444444,0.3206867853524388,505,all_labels,genus,Burkholderia,label,100,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.3333333333333333,0.3306100217864924,136,all_labels,genus,Burkholderia,label,100,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.3472222222222222,0.3428515928515929,147,all_labels,genus,Burkholderia,label,100,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3892929512230424,1504,all_labels,genus,Burkholderia,label,100,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.4166666666666667,0.4160544217687074,1600,all_labels,genus,Burkholderia,label,100,N_3pct,rope_property,240,3
holdout,nearest_centroid,0.3333333333333333,0.2983573896216653,512,all_labels,genus,Candida,label,100,N_3pct,ckmer5_count_l2,320,4
holdout,nearest_centroid,0.3958333333333333,0.3793019789969847,136,all_labels,genus,Candida,label,100,N_3pct,cspaced_count_l2,320,4
holdout,nearest_centroid,0.40625,0.3878974640186284,147,all_labels,genus,Candida,label,100,N_3pct,cspaced_property_l2,320,4
holdout,nearest_centroid,0.2916666666666667,0.2817337929366231,1504,all_labels,genus,Candida,label,100,N_3pct,spaced_kmer_phase,320,4
holdout,nearest_centroid,0.25,0.250834879406308,1600,all_labels,genus,Candida,label,100,N_3pct,rope_property,320,4
holdout,nearest_centroid,0.2416666666666666,0.242525373785878,511,all_labels,genus,Enterobacter,label,100,N_3pct,ckmer5_count_l2,400,5
holdout,nearest_centroid,0.1833333333333333,0.1731202465037051,136,all_labels,genus,Enterobacter,label,100,N_3pct,cspaced_count_l2,400,5
holdout,nearest_centroid,0.2,0.1888798457690315,147,all_labels,genus,Enterobacter,label,100,N_3pct,cspaced_property_l2,400,5
holdout,nearest_centroid,0.1916666666666666,0.1844620864554419,1504,all_labels,genus,Enterobacter,label,100,N_3pct,spaced_kmer_phase,400,5
holdout,nearest_centroid,0.2416666666666666,0.2392216607725945,1600,all_labels,genus,Enterobacter,label,100,N_3pct,rope_property,400,5
holdout,nearest_centroid,0.4791666666666667,0.4789405123751628,511,all_labels,genus,Escherichia,label,100,N_3pct,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5833333333333334,0.5833333333333334,136,all_labels,genus,Escherichia,label,100,N_3pct,cspaced_count_l2,160,2
holdout,nearest_centroid,0.6041666666666666,0.6039947894051237,147,all_labels,genus,Escherichia,label,100,N_3pct,cspaced_property_l2,160,2
holdout,nearest_centroid,0.3541666666666667,0.3401330376940132,1504,all_labels,genus,Escherichia,label,100,N_3pct,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.4375,0.4252771618625277,1600,all_labels,genus,Escherichia,label,100,N_3pct,rope_property,160,2
holdout,nearest_centroid,0.3055555555555556,0.3008345194214323,511,all_labels,genus,Klebsiella,label,100,N_3pct,ckmer5_count_l2,240,3
holdout,nearest_centroid,0.2777777777777778,0.2750544662309368,136,all_labels,genus,Klebsiella,label,100,N_3pct,cspaced_count_l2,240,3
holdout,nearest_centroid,0.2777777777777778,0.2750544662309368,147,all_labels,genus,Klebsiella,label,100,N_3pct,cspaced_property_l2,240,3
holdout,nearest_centroid,0.3888888888888889,0.3881350412505428,1504,all_labels,genus,Klebsiella,label,100,N_3pct,spaced_kmer_phase,240,3
holdout,nearest_centroid,0.25,0.2491638795986621,1600,all_labels,genus,Klebsiella,label,100,N_3pct,rope_property,240,3
