retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
1.0,0.9585133731090982,0.8629227225899937,0.19964316512245453,0.5235971587161837,0.5973620247944388,1.0,69,substitution_1pct,ckmer5_count_l2,400,512,0.11314453125,57.93
1.0,0.9316521203609017,0.7777777777777783,0.2563460807779272,0.6666666666666667,0.8161297051213485,1.0,69,substitution_1pct,ckmer7_count_l2,400,7379,0.008405441116682478,62.02375
1.0,0.9747273261123434,0.9134716869694677,0.15440920438865852,0.4160006171097924,0.37934237826882117,1.0,69,substitution_1pct,cspaced_count_l2,400,136,0.35301470588235295,48.01
1.0,0.9972510092814207,0.9906143176471817,0.05090584194656747,0.1370086071332905,0.04157819513847991,1.0,69,substitution_1pct,cspaced_property_l2,400,147,0.39462585034013603,58.01
1.0,0.9778821911952597,0.9268181823186082,0.14575468631848387,0.38257498955433583,0.3269447017152139,1.0,69,substitution_1pct,hybrid_ckmer5_csp,400,659,0.1759332321699545,115.94
1.0,0.9644515648211612,0.8841869150564428,0.18485097426023284,0.4812755562640997,0.43650458643397017,1.0,69,substitution_1pct,hybrid_ckmer7_csp,400,7526,0.015949209407387723,120.03375
0.9975,0.9630570929419079,0.8596495950230377,0.1805453584814193,0.5298106603899013,0.2530797439795393,0.9975,69,substitution_1pct,minhash_k5_s128,400,128,1.0,128.0
1.0,0.9418538067808763,0.790740605651527,0.23221714294646895,0.6469288896416959,0.27896632919853,1.0,69,substitution_1pct,minhash_k7_s128,400,128,1.0,128.0
1.0,0.9995634659561885,0.9984105501454664,0.016343177808104903,0.056368587055963454,0.017170180551280455,1.0,69,substitution_1pct,eiip_l2,400,69,1.0,69.0
0.665,0.9999779990841142,0.9998776753069641,0.003197038432541006,0.015641056390236736,-1.3894940717282812e-05,0.665,69,substitution_1pct,eiip_summary_l2,400,8,1.0,8.0
1.0,0.9391468409741088,0.9192754070086769,0.34592191671002837,0.40180739868445275,0.5804969077195506,1.0,69,N_3pct,ckmer5_count_l2,400,512,0.10571533203125,54.12625
1.0,0.9001343727207572,0.8818282901938376,0.44322487024755525,0.4861509948040474,0.781842002581255,1.0,69,N_3pct,ckmer7_count_l2,400,7253,0.007729387839514683,56.06125
1.0,0.9626575151328635,0.9467204687293077,0.27047568472172245,0.3264338314252564,0.37634061235127475,1.0,69,N_3pct,cspaced_count_l2,400,136,0.3374448529411765,45.8925
1.0,0.994199759142161,0.992626528655824,0.10722230814571518,0.12143688358592733,0.04172867610544946,1.0,69,N_3pct,cspaced_property_l2,400,147,0.38362244897959186,56.3925
1.0,0.966673300058135,0.9566694466171163,0.2562113606341861,0.29438257236546783,0.3188426895202434,1.0,69,N_3pct,hybrid_ckmer5_csp,400,659,0.1677067526555387,110.51875
1.0,0.947167065931459,0.9365755233578652,0.32253768702193514,0.35615854945273223,0.41930963362953344,1.0,69,N_3pct,hybrid_ckmer7_csp,400,7400,0.015196452702702703,112.45375
1.0,0.9388099874300968,0.8792218963655831,0.3351487177336495,0.49148357924901936,0.23104638253318613,1.0,69,N_3pct,minhash_k5_s128,400,128,1.0,128.0
1.0,0.9128457261130825,0.8302398976270112,0.40472080184266884,0.5826835882371817,0.2504094038317841,1.0,69,N_3pct,minhash_k7_s128,400,128,1.0,128.0
1.0,0.9853562466429215,0.9812521559073166,0.16985376542377378,0.19363803377659702,0.014224263165528201,1.0,69,N_3pct,eiip_l2,400,69,0.9855072463768116,68.0
0.0025,0.9845313213742805,0.9774849825435242,0.17456582175028104,0.2122027972962398,-0.01132352429468413,0.0025,69,N_3pct,eiip_summary_l2,400,8,1.0,8.0
0.9975,0.967414015099225,0.9576887325581287,0.2543517995380886,0.29089932451062844,0.607278696920664,0.9975,69,trim_5bp,ckmer5_count_l2,400,512,0.108916015625,55.765
0.9975,0.9605561439794493,0.9594972228385664,0.280722391402527,0.28461474719850377,0.8422096516633732,0.9975,69,trim_5bp,ckmer7_count_l2,400,7253,0.008206776506273267,59.52375
0.9975,0.974039955752097,0.9659100719873466,0.22694300760147962,0.2611126193889688,0.3840704388887574,0.9975,69,trim_5bp,cspaced_count_l2,400,136,0.34177389705882355,46.48125
1.0,0.9971358369124681,0.9962319189892587,0.07536167944775829,0.0868110470859868,0.04205803685559477,1.0,69,trim_5bp,cspaced_property_l2,400,147,0.3842261904761905,56.48125
1.0,0.9822749260058466,0.977398099692929,0.1876456572664797,0.2126116424952808,0.3322830180540379,1.0,69,trim_5bp,hybrid_ckmer5_csp,400,659,0.1703281487101669,112.24625
1.0,0.9788459904459589,0.9779432602276447,0.205578244954584,0.21003209163445657,0.44981430238038345,1.0,69,trim_5bp,hybrid_ckmer7_csp,400,7400,0.015676351351351352,116.005
1.0,0.9666734573830067,0.921433655938926,0.23942174688836532,0.39639951731939227,0.2584574130836591,1.0,69,trim_5bp,minhash_k5_s128,400,128,1.0,128.0
1.0,0.9617898772138166,0.9135710525636576,0.26100700987760445,0.4157616953737935,0.2988745580047764,1.0,69,trim_5bp,minhash_k7_s128,400,128,1.0,128.0
0.9325,0.9630449147448767,0.9557355368246669,0.2712483482021213,0.2975381015197957,0.009044322109616167,0.9325,69,trim_5bp,eiip_l2,400,69,0.9637681159420289,66.5
0.0025,0.9143436766638531,0.8737190922119483,0.41079984432497346,0.5025552851391258,-0.03390907189604074,0.0025,69,trim_5bp,eiip_summary_l2,400,8,1.0,8.0
1.0,0.8958090372353824,0.783517405798405,0.4418403037250805,0.6580007944196667,0.544038448988021,1.0,69,substitution_1pct_N_3pct,ckmer5_count_l2,400,512,0.10595703125,54.25
1.0,0.834045254832747,0.6599436095813099,0.5585136426460022,0.8246894578616158,0.7195784961383069,1.0,69,substitution_1pct_N_3pct,ckmer7_count_l2,400,7372,0.0076007189365165494,56.0325
1.0,0.934132376377995,0.8598244627654742,0.34935721818423227,0.5294817840130907,0.3522168128850268,1.0,69,substitution_1pct_N_3pct,cspaced_count_l2,400,136,0.33755514705882356,45.9075
1.0,0.9910722318957937,0.9831266096536094,0.13038850451848355,0.1837029675008515,0.03898897257882874,1.0,69,substitution_1pct_N_3pct,cspaced_property_l2,400,147,0.3837244897959184,56.4075
1.0,0.943440634565588,0.883777966603875,0.3259274864201426,0.48212380704160684,0.2993671944689665,1.0,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,400,659,0.1679172989377845,110.6575
1.0,0.9125587433642705,0.8216353234327634,0.4056769681684214,0.5972680790961374,0.38715792782736685,1.0,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,400,7519,0.01495411623886155,112.44
1.0,0.9064130716099386,0.8016008244741654,0.41119199604585,0.6299187740010913,0.20033925748435152,1.0,69,substitution_1pct_N_3pct,minhash_k5_s128,400,128,1.0,128.0
0.9925,0.8638153490006865,0.7330252194788823,0.5022340895613793,0.7307172613940527,0.2019080381415775,0.9925,69,substitution_1pct_N_3pct,minhash_k7_s128,400,128,1.0,128.0
0.9975,0.9848658684476722,0.9802742000959248,0.1726561585609121,0.19862405760940344,0.013697446456723385,0.9975,69,substitution_1pct_N_3pct,eiip_l2,400,69,0.9855072463768116,68.0
0.0025,0.9845421647321504,0.9778069069791385,0.17443498905029287,0.21068027314340398,-0.011285200013497483,0.0025,69,substitution_1pct_N_3pct,eiip_summary_l2,400,8,1.0,8.0
1.0,0.968637989424211,0.890343401590226,0.16873107377852534,0.46830844920729825,0.6063073913835274,1.0,69,short_indel,ckmer5_count_l2,400,512,0.11309814453125,57.90625
1.0,0.9441873213274394,0.8087932792883882,0.2261098482052914,0.6183953077458997,0.8271970274052205,1.0,69,short_indel,ckmer7_count_l2,400,7368,0.008416972041259501,62.01625
