split,classifier,accuracy,macro_f1,length,local_mode,representation,n_samples,n_features,accuracy_std,macro_f1_std
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,center,ckmer4_count_l2,500,136,,
holdout,logistic,0.9821428571428571,0.9821371610845295,150,center,ckmer4_count_l2,500,136,,
5fold_grouped_cv,nearest_centroid,0.966,0.9659243757368274,150,center,ckmer4_count_l2,500,136,0.018547236990991423,0.018627019164258362
5fold_grouped_cv,logistic,0.968,0.9679442335490933,150,center,ckmer4_count_l2,500,136,0.014696938456699083,0.014776768256046876
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,center,ckmer4_property_l2,500,147,,
holdout,logistic,0.9642857142857143,0.9642654566080544,150,center,ckmer4_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.9620000000000001,0.9618878251395648,150,center,ckmer4_property_l2,500,147,0.02315167380558047,0.02324658667651767
5fold_grouped_cv,logistic,0.97,0.9699625269743464,150,center,ckmer4_property_l2,500,147,0.010954451150103331,0.010998751513354381
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,center,ck4p_msp,500,222,,
holdout,logistic,0.9940476190476191,0.9940474081422952,150,center,ck4p_msp,500,222,,
5fold_grouped_cv,nearest_centroid,0.968,0.9679366178806486,150,center,ck4p_msp,500,222,0.01720465053408527,0.017279195451306482
5fold_grouped_cv,logistic,0.9880000000000001,0.9879927944753639,150,center,ck4p_msp,500,222,0.011661903789690611,0.011671310656271255
holdout,nearest_centroid,0.8273809523809523,0.827227915883542,150,center,cspaced_property_l2,500,147,,
holdout,logistic,0.875,0.8748891804673924,150,center,cspaced_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.8460000000000001,0.8457175785293873,150,center,cspaced_property_l2,500,147,0.03136877428271624,0.03138171930326353
5fold_grouped_cv,logistic,0.8560000000000001,0.855966777942373,150,center,cspaced_property_l2,500,147,0.028705400188814637,0.028680000542703796
holdout,nearest_centroid,1.0,1.0,150,center,property_channels,500,750,,
holdout,logistic,1.0,1.0,150,center,property_channels,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,center,property_channels,500,750,0.0,0.0
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,center,property_channels,500,750,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,1.0,1.0,150,center,one_hot,500,750,,
holdout,logistic,1.0,1.0,150,center,one_hot,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,center,one_hot,500,750,0.0,0.0
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,center,one_hot,500,750,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,1.0,1.0,150,center,base_property,500,1500,,
holdout,logistic,1.0,1.0,150,center,base_property,500,1500,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,center,base_property,500,1500,0.0,0.0
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,center,base_property,500,1500,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,0.9642857142857143,0.9642654566080544,150,center,kmer_property,500,2336,,
holdout,logistic,0.9940476190476191,0.9940474081422952,150,center,kmer_property,500,2336,,
5fold_grouped_cv,nearest_centroid,0.9460000000000001,0.9459296027524502,150,center,kmer_property,500,2336,0.02154065922853799,0.02158485929734501
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,center,kmer_property,500,2336,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,0.9880952380952381,0.9880935506732813,150,jittered,ckmer4_count_l2,500,136,,
holdout,logistic,0.9880952380952381,0.9880935506732813,150,jittered,ckmer4_count_l2,500,136,,
5fold_grouped_cv,nearest_centroid,0.974,0.9739661311784662,150,jittered,ckmer4_count_l2,500,136,0.013564659966250548,0.013608952784753667
5fold_grouped_cv,logistic,0.982,0.9819729366630984,150,jittered,ckmer4_count_l2,500,136,0.017204650534085267,0.01725127338534565
holdout,nearest_centroid,0.9880952380952381,0.9880935506732813,150,jittered,ckmer4_property_l2,500,147,,
holdout,logistic,0.9880952380952381,0.9880935506732813,150,jittered,ckmer4_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.97,0.969954911305902,150,jittered,ckmer4_property_l2,500,147,0.014142135623730963,0.014185238507376336
5fold_grouped_cv,logistic,0.984,0.9839743372833525,150,jittered,ckmer4_property_l2,500,147,0.01743559577416271,0.01748426557337887
holdout,nearest_centroid,0.9880952380952381,0.9880935506732813,150,jittered,ck4p_msp,500,222,,
holdout,logistic,1.0,1.0,150,jittered,ck4p_msp,500,222,,
5fold_grouped_cv,nearest_centroid,0.974,0.9739661311784662,150,jittered,ck4p_msp,500,222,0.013564659966250548,0.013608952784753667
5fold_grouped_cv,logistic,0.9960000000000001,0.9959995999599961,150,jittered,ck4p_msp,500,222,0.00489897948556636,0.004899469432509571
holdout,nearest_centroid,0.8154761904761905,0.8151552795031056,150,jittered,cspaced_property_l2,500,147,,
holdout,logistic,0.7380952380952381,0.7379466817923993,150,jittered,cspaced_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.792,0.7910316385837506,150,jittered,cspaced_property_l2,500,147,0.03124099870362661,0.031930218633657886
5fold_grouped_cv,logistic,0.79,0.7897553354236522,150,jittered,cspaced_property_l2,500,147,0.02097617696340305,0.020966440159721426
holdout,nearest_centroid,0.8630952380952381,0.8627012045624134,150,jittered,property_channels,500,750,,
holdout,logistic,0.9523809523809523,0.9522727272727273,150,jittered,property_channels,500,750,,
5fold_grouped_cv,nearest_centroid,0.8719999999999999,0.8718052421450562,150,jittered,property_channels,500,750,0.03487119154832542,0.03494213290848906
5fold_grouped_cv,logistic,0.952,0.9518566602328897,150,jittered,property_channels,500,750,0.014696938456699048,0.014814971539052212
holdout,nearest_centroid,0.8511904761904762,0.8511430090377459,150,jittered,one_hot,500,750,,
holdout,logistic,0.8869047619047619,0.8862234895740511,150,jittered,one_hot,500,750,,
5fold_grouped_cv,nearest_centroid,0.7899999999999999,0.7894697784179607,150,jittered,one_hot,500,750,0.026076809620810586,0.02634825695123787
5fold_grouped_cv,logistic,0.876,0.8755275898971464,150,jittered,one_hot,500,750,0.03200000000000003,0.032117742975379907
holdout,nearest_centroid,0.8690476190476191,0.8688803746275011,150,jittered,base_property,500,1500,,
holdout,logistic,0.9345238095238095,0.9344099378881987,150,jittered,base_property,500,1500,,
5fold_grouped_cv,nearest_centroid,0.85,0.8497648929720848,150,jittered,base_property,500,1500,0.0340587727318528,0.03418983246646729
5fold_grouped_cv,logistic,0.9259999999999999,0.9257976072826093,150,jittered,base_property,500,1500,0.033823069050575506,0.0339094039106003
holdout,nearest_centroid,0.8452380952380952,0.8448863636363637,150,jittered,kmer_property,500,2336,,
holdout,logistic,0.9345238095238095,0.9345214895652483,150,jittered,kmer_property,500,2336,,
5fold_grouped_cv,nearest_centroid,0.8400000000000001,0.8390909083640625,150,jittered,kmer_property,500,2336,0.016733200530681527,0.016458527872980418
5fold_grouped_cv,logistic,0.9400000000000001,0.9399543064341136,150,jittered,kmer_property,500,2336,0.026076809620810576,0.026067789729159234
holdout,nearest_centroid,0.9821428571428571,0.9821371610845295,150,left,ckmer4_count_l2,500,136,,
holdout,logistic,0.9880952380952381,0.9880935506732813,150,left,ckmer4_count_l2,500,136,,
5fold_grouped_cv,nearest_centroid,0.9800000000000001,0.979987189590984,150,left,ckmer4_count_l2,500,136,0.008944271909999166,0.008955910618377909
5fold_grouped_cv,logistic,0.984,0.9839887902312402,150,left,ckmer4_count_l2,500,136,0.01200000000000001,0.012012411864062525
holdout,nearest_centroid,0.9761904761904762,0.9761769710720363,150,left,ckmer4_property_l2,500,147,,
holdout,logistic,0.9880952380952381,0.9880935506732813,150,left,ckmer4_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.9719999999999999,0.9719707648740437,150,left,ckmer4_property_l2,500,147,0.00979795897113272,0.009816606108209457
5fold_grouped_cv,logistic,0.9879999999999999,0.9879963986794837,150,left,ckmer4_property_l2,500,147,0.007483314773547889,0.0074866303087065015
holdout,nearest_centroid,0.9821428571428571,0.9821371610845295,150,left,ck4p_msp,500,222,,
holdout,logistic,1.0,1.0,150,left,ck4p_msp,500,222,,
5fold_grouped_cv,nearest_centroid,0.9800000000000001,0.979987189590984,150,left,ck4p_msp,500,222,0.008944271909999166,0.008955910618377909
5fold_grouped_cv,logistic,0.9960000000000001,0.9959995999599961,150,left,ck4p_msp,500,222,0.00489897948556636,0.004899469432509571
holdout,nearest_centroid,0.8273809523809523,0.8268841274917387,150,left,cspaced_property_l2,500,147,,
holdout,logistic,0.8333333333333334,0.8333097094259391,150,left,cspaced_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.8220000000000001,0.8215594015025477,150,left,cspaced_property_l2,500,147,0.04915282290977803,0.04914380522130296
5fold_grouped_cv,logistic,0.826,0.8257061795211049,150,left,cspaced_property_l2,500,147,0.01496662954709574,0.015136290316922573
holdout,nearest_centroid,1.0,1.0,150,left,property_channels,500,750,,
holdout,logistic,1.0,1.0,150,left,property_channels,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,left,property_channels,500,750,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,left,property_channels,500,750,0.0,0.0
holdout,nearest_centroid,1.0,1.0,150,left,one_hot,500,750,,
holdout,logistic,0.9940476190476191,0.9940474081422952,150,left,one_hot,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,left,one_hot,500,750,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,left,one_hot,500,750,0.0,0.0
holdout,nearest_centroid,1.0,1.0,150,left,base_property,500,1500,,
holdout,logistic,1.0,1.0,150,left,base_property,500,1500,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,left,base_property,500,1500,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,left,base_property,500,1500,0.0,0.0
holdout,nearest_centroid,0.9642857142857143,0.9642806520198441,150,left,kmer_property,500,2336,,
holdout,logistic,1.0,1.0,150,left,kmer_property,500,2336,,
5fold_grouped_cv,nearest_centroid,0.9560000000000001,0.9559647508070566,150,left,kmer_property,500,2336,0.02059126028197398,0.02063831150528709
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,left,kmer_property,500,2336,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,0.9702380952380952,0.9702117096350934,150,right,ckmer4_count_l2,500,136,,
holdout,logistic,0.9821428571428571,0.9821371610845295,150,right,ckmer4_count_l2,500,136,,
5fold_grouped_cv,nearest_centroid,0.966,0.9659171601083868,150,right,ckmer4_count_l2,500,136,0.021540659228538036,0.021614163437918693
5fold_grouped_cv,logistic,0.9799999999999999,0.9799715360428441,150,right,ckmer4_count_l2,500,136,0.016733200530681527,0.01677802477367111
holdout,nearest_centroid,0.9642857142857143,0.9642401021711366,150,right,ckmer4_property_l2,500,147,,
holdout,logistic,0.9702380952380952,0.9702117096350934,150,right,ckmer4_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.968,0.9679511070817801,150,right,ckmer4_property_l2,500,147,0.013266499161421611,0.01330628454411024
5fold_grouped_cv,logistic,0.9799999999999999,0.9799715360428441,150,right,ckmer4_property_l2,500,147,0.016733200530681527,0.01677802477367111
holdout,nearest_centroid,0.9702380952380952,0.9702117096350934,150,right,ck4p_msp,500,222,,
holdout,logistic,0.9940476190476191,0.9940474081422952,150,right,ck4p_msp,500,222,,
5fold_grouped_cv,nearest_centroid,0.968,0.9679354535336401,150,right,ck4p_msp,500,222,0.019390719429665332,0.019441557907647924
5fold_grouped_cv,logistic,0.998,0.9979997999799981,150,right,ck4p_msp,500,222,0.0040000000000000036,0.004000400040003971
holdout,nearest_centroid,0.8035714285714286,0.8027256876490054,150,right,cspaced_property_l2,500,147,,
holdout,logistic,0.7797619047619048,0.779128024730839,150,right,cspaced_property_l2,500,147,,
5fold_grouped_cv,nearest_centroid,0.8160000000000001,0.8151820660048645,150,right,cspaced_property_l2,500,147,0.022449944320643615,0.023274294393992607
5fold_grouped_cv,logistic,0.8320000000000001,0.8317650863524468,150,right,cspaced_property_l2,500,147,0.02712931993250106,0.027169896467448825
holdout,nearest_centroid,1.0,1.0,150,right,property_channels,500,750,,
holdout,logistic,1.0,1.0,150,right,property_channels,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,right,property_channels,500,750,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,right,property_channels,500,750,0.0,0.0
holdout,nearest_centroid,1.0,1.0,150,right,one_hot,500,750,,
holdout,logistic,1.0,1.0,150,right,one_hot,500,750,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,right,one_hot,500,750,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,right,one_hot,500,750,0.0,0.0
holdout,nearest_centroid,1.0,1.0,150,right,base_property,500,1500,,
holdout,logistic,1.0,1.0,150,right,base_property,500,1500,,
5fold_grouped_cv,nearest_centroid,1.0,1.0,150,right,base_property,500,1500,0.0,0.0
5fold_grouped_cv,logistic,1.0,1.0,150,right,base_property,500,1500,0.0,0.0
holdout,nearest_centroid,0.9642857142857143,0.9642857142857143,150,right,kmer_property,500,2336,,
holdout,logistic,1.0,1.0,150,right,kmer_property,500,2336,,
5fold_grouped_cv,nearest_centroid,0.9579999999999999,0.9579485179287162,150,right,kmer_property,500,2336,0.018330302779823376,0.018366338826836984
5fold_grouped_cv,logistic,1.0,1.0,150,right,kmer_property,500,2336,0.0,0.0
