sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features,density,avg_nnz_per_read
L150_center_00094,150,center,kmer_property,0.9763327150481402,0.967170298152362,0.21756509348633277,0.2562409094880709,0.03867581600173811,1.1777666416150883,2336,1.0,2336.0
L150_center_00095,150,center,kmer_property,0.9835560486356195,0.9844226524154762,0.18135022119854902,0.1765069266885857,-0.0048432945099633196,0.9732931425285625,2336,1.0,2336.0
L150_center_00096,150,center,kmer_property,0.9807178313133919,0.9915154145165129,0.19637804707557052,0.1302657705115694,-0.06611227656400112,0.6633418167227232,2336,1.0,2336.0
L150_center_00097,150,center,kmer_property,0.9859207492721798,0.9821660926154061,0.16780495062911407,0.18885924591924805,0.021054295290133973,1.1254688566171602,2336,1.0,2336.0
L150_center_00098,150,center,kmer_property,0.9850247980834921,0.9721356969094626,0.17306184973302227,0.23606907078453648,0.06300722105151421,1.3640734289429688,2336,1.0,2336.0
L150_center_00099,150,center,kmer_property,0.9851323829040767,0.9741476436254374,0.1724390738546355,0.22738670310535336,0.05494762925071786,1.318649526597656,2336,1.0,2336.0
L150_center_00100,150,center,kmer_property,0.985060530241902,0.9915378510517536,0.17285525596925588,0.13009341988161613,-0.042761836087639754,0.7526147767514493,2336,1.0,2336.0
L150_center_00101,150,center,kmer_property,0.9906518483794168,0.9762381470724371,0.13673442595471624,0.21799932535474928,0.08126489940003304,1.594326548216514,2336,1.0,2336.0
L150_center_00102,150,center,kmer_property,0.9798281161888456,0.9844760568691278,0.2008575804452208,0.17620410398666236,-0.02465347645855845,0.8772589194596909,2336,1.0,2336.0
L150_center_00103,150,center,kmer_property,0.9910392712412834,0.9622854551894182,0.13387104809269026,0.2746435683229527,0.14077252023026246,2.051553134422267,2336,1.0,2336.0
L150_center_00104,150,center,kmer_property,0.9833963670780734,0.9917796909610757,0.18222860874147304,0.1282209736269713,-0.05400763511450174,0.7036270238383802,2336,1.0,2336.0
L150_center_00105,150,center,kmer_property,0.9911900958527108,0.9913274107777085,0.13273962593956865,0.13170109507737957,-0.0010385308621890799,0.9921761805878383,2336,1.0,2336.0
L150_center_00106,150,center,kmer_property,0.9863982728070639,0.9820904007043378,0.16493469733767283,0.18925960633828434,0.024324909000611517,1.1474820604351723,2336,1.0,2336.0
L150_center_00107,150,center,kmer_property,0.9894738533881309,0.986037477226773,0.1450940840411428,0.16710788594932716,0.02201380190818436,1.151720878584837,2336,1.0,2336.0
L150_center_00108,150,center,kmer_property,0.9900489649448269,0.9863126617142451,0.1410746969174382,0.16545294367738014,0.024378246759941935,1.1728038216109649,2336,1.0,2336.0
L150_center_00109,150,center,kmer_property,0.9929217017781193,0.9913475195577206,0.11898149622425344,0.1315483214813462,0.012566825257092767,1.1056199968557054,2336,1.0,2336.0
L150_center_00110,150,center,kmer_property,0.9883773065127706,0.9825467832686342,0.15246437936271745,0.18683263489747004,0.03436825553475259,1.225418262799532,2336,1.0,2336.0
L150_center_00111,150,center,kmer_property,0.9904167518021596,0.9917317783596608,0.13844311610072835,0.1285941028223229,-0.009849013278405455,0.9288587720660699,2336,1.0,2336.0
L150_center_00112,150,center,kmer_property,0.9859433150574829,0.9964864599843111,0.1676704204236276,0.08382768057974332,-0.08384273984388427,0.4999550926630264,2336,1.0,2336.0
L150_center_00113,150,center,kmer_property,0.9812869557553185,0.9856235154886612,0.19345823448320817,0.16956700452232568,-0.0238912299608825,0.8765044557306957,2336,1.0,2336.0
L150_center_00114,150,center,kmer_property,0.9892174303352627,0.9676751261383948,0.14685073826670456,0.25426314660841487,0.10741240834171031,1.7314393486169073,2336,1.0,2336.0
L150_center_00115,150,center,kmer_property,0.9877160702378139,0.9869962188917097,0.1567413778310327,0.1612686026992832,0.004527224868250496,1.028883406097979,2336,1.0,2336.0
L150_center_00116,150,center,kmer_property,0.9914735239081979,0.9920815929731412,0.13058695257797906,0.12584440414145195,-0.004742548436527105,0.9636828309191523,2336,1.0,2336.0
L150_center_00117,150,center,kmer_property,0.9834299386298655,0.9889983843405472,0.18204428785399754,0.14833486211577304,-0.0337094257382245,0.8148284346869482,2336,1.0,2336.0
L150_center_00118,150,center,kmer_property,0.9841655601128717,0.9891946298777778,0.177957522387382,0.14700591907961727,-0.030951603307764725,0.8260730825393907,2336,1.0,2336.0
L150_center_00119,150,center,kmer_property,0.9851036176316827,0.9930344439959922,0.17260580736648187,0.1180301317800549,-0.05457567558642697,0.6838132133610647,2336,1.0,2336.0
L150_center_00120,150,center,kmer_property,0.9850206431002105,0.9732423345372718,0.17308585672890694,0.2313338084358999,0.058247951706992956,1.3365263506088942,2336,1.0,2336.0
L150_center_00121,150,center,kmer_property,0.9824209712702727,0.9889123780390106,0.18750481982992045,0.1489135451259369,-0.03859127470398355,0.7941851588722443,2336,1.0,2336.0
L150_center_00122,150,center,kmer_property,0.9878689789485742,0.9875616221488723,0.1557627750871536,0.1577236688079987,0.001960893720845097,1.0125889752525783,2336,1.0,2336.0
L150_center_00123,150,center,kmer_property,0.9894449228597426,0.9915399633324183,0.14529333873415698,0.13007718222335088,-0.0152161565108061,0.895272855291411,2336,1.0,2336.0
L150_center_00124,150,center,kmer_property,0.9779085879069426,0.98661891863092,0.21019710793946725,0.16359145068786812,-0.046605657251599125,0.7782764106106509,2336,1.0,2336.0
L150_center_00125,150,center,kmer_property,0.9862531968589086,0.9741388266073943,0.16581196061256487,0.22742547523356138,0.06161351462099651,1.3715866719950454,2336,1.0,2336.0
L150_center_00126,150,center,kmer_property,0.9846747717678788,0.9726073871220641,0.17507271764681956,0.23406243986567224,0.05898972221885268,1.3369441167746923,2336,1.0,2336.0
L150_center_00127,150,center,kmer_property,0.9880674986278035,0.9722106574193004,0.154483017656934,0.23575132059311874,0.08126830293618473,1.5260662574358832,2336,1.0,2336.0
L150_center_00128,150,center,kmer_property,0.9857785770349763,0.9747197562200822,0.16865006946351305,0.22485659332080232,0.056206523857289276,1.3332730548886575,2336,1.0,2336.0
L150_center_00129,150,center,kmer_property,0.9808667436640857,0.989119945111714,0.19561828307145857,0.1475130834081118,-0.048105199663346754,0.7540863823767735,2336,1.0,2336.0
L150_center_00130,150,center,kmer_property,0.9894060455622871,0.979880306791762,0.1455606707714176,0.20059757330654876,0.05503690253513116,1.3781028367309383,2336,1.0,2336.0
L150_center_00131,150,center,kmer_property,0.9853556690138189,0.9926780793977059,0.17113930574932673,0.12101173994529212,-0.050127565804034616,0.7070949564475967,2336,1.0,2336.0
L150_center_00132,150,center,kmer_property,0.9868249275348424,0.9838184386145812,0.16232727722202184,0.17989753408770517,0.017570256865683337,1.1082397066369305,2336,1.0,2336.0
L150_center_00133,150,center,kmer_property,0.9879993274181138,0.9904091266264697,0.15492367528486628,0.13849818319046378,-0.0164254920944025,0.8939768756182676,2336,1.0,2336.0
L150_center_00134,150,center,kmer_property,0.9806211855819724,0.9882629036476062,0.19686957315963147,0.15321289992943926,-0.043656673230192206,0.7782457058776003,2336,1.0,2336.0
L150_center_00135,150,center,kmer_property,0.990384002023634,0.9807343498648644,0.13867947199470737,0.19629391297304788,0.05761444097834051,1.4154503918253982,2336,1.0,2336.0
L150_center_00136,150,center,kmer_property,0.9846528263304617,0.9912256758263278,0.1751980232168071,0.13247131141249108,-0.04272671180431603,0.756123322513509,2336,1.0,2336.0
L150_center_00137,150,center,kmer_property,0.9909641129876988,0.9915146168917399,0.13443129853051397,0.13027189342493709,-0.0041594051055768855,0.9690592507024489,2336,1.0,2336.0
L150_center_00138,150,center,kmer_property,0.989116876183243,0.971597225784883,0.1475338863905916,0.23833914582005367,0.09080525942946208,1.6154874764774911,2336,1.0,2336.0
L150_center_00139,150,center,kmer_property,0.9843080920133347,0.9860674463874244,0.17715477970782956,0.16692844941815305,-0.01022633028967651,0.9422746013032097,2336,1.0,2336.0
L150_center_00140,150,center,kmer_property,0.9849345758730115,0.9907240253141774,0.17358239615229798,0.13620554089919157,-0.03737685525310641,0.7846736991675547,2336,1.0,2336.0
L150_center_00141,150,center,kmer_property,0.9888047503476092,0.9889282939129889,0.14963455250970378,0.14880662678127132,-0.0008279257284324604,0.9944670150406687,2336,1.0,2336.0
L150_center_00142,150,center,kmer_property,0.9908357244350378,0.9853619574599064,0.13538297946908093,0.1711025571994423,0.035719577730361385,1.2638409781675628,2336,1.0,2336.0
L150_center_00143,150,center,kmer_property,0.9866268030675944,0.9956728144641954,0.16354324768945086,0.09302887224733501,-0.07051437544211585,0.568833464919235,2336,1.0,2336.0
L150_center_00144,150,center,kmer_property,0.9885171299503459,0.9847846240643586,0.1515445152399292,0.1744441224899242,0.022899607249994985,1.1511081230075515,2336,1.0,2336.0
L150_center_00145,150,center,kmer_property,0.9864666538764695,0.9760597096226404,0.16451958013276727,0.21881631738679846,0.0542967372540312,1.3300320679776458,2336,1.0,2336.0
L150_center_00146,150,center,kmer_property,0.9853899762985998,0.9790481063335839,0.17093872411715516,0.20470414586137048,0.03376542174421532,1.197529389075548,2336,1.0,2336.0
L150_center_00147,150,center,kmer_property,0.9772646760746116,0.9884518004405638,0.21323847647826985,0.15197499504481055,-0.061263481433459305,0.7126996851353776,2336,1.0,2336.0
L150_center_00148,150,center,kmer_property,0.9828473955327047,0.9909920788871893,0.18521665404220616,0.1342231061539725,-0.050993547888233653,0.7246816267579614,2336,1.0,2336.0
L150_center_00149,150,center,kmer_property,0.9873767068079341,0.9858204625358609,0.15889174422899524,0.16840152887749812,0.009509784648502884,1.0598507159364892,2336,1.0,2336.0
L150_center_00150,150,center,kmer_property,0.991321109281,0.9829500335307612,0.13174893334673146,0.18466167154685373,0.05291273820012227,1.4016179627114602,2336,1.0,2336.0
L150_center_00151,150,center,kmer_property,0.9895743739159399,0.9970498228550431,0.14439962662042458,0.07681376367495918,-0.0675858629454654,0.5319526474737731,2336,1.0,2336.0
L150_center_00152,150,center,kmer_property,0.9909016547554226,0.985202433405637,0.13489510921139714,0.17203236087645318,0.03713725166505605,1.275304656204084,2336,1.0,2336.0
