retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,binset,bins,max_bin_count,gamma,n_pairs,k_dim,p_dim,m_dim,total_dim
1.0,0.9719787579280402,0.9360319796118917,0.2278258181857755,0.3576808837967906,0.1626983403229428,1.0,75,substitution_1pct_N_3pct,2_3_4,2+3+4,4,0.0,250,136,11,45,192
1.0,0.9728087762865119,0.9379276497072438,0.22443729352634123,0.3523411140933076,0.15789303599069535,1.0,75,substitution_1pct_N_3pct,2_3_4,2+3+4,4,0.25,250,136,11,45,192
1.0,0.9750221585757701,0.9429827699615156,0.2151403466382851,0.33768917511949953,0.14507858038975485,1.0,75,substitution_1pct_N_3pct,2_3_4,2+3+4,4,0.5,250,136,11,45,192
1.0,0.9811089598712303,0.9568843506607629,0.1872065785146641,0.2936505652991619,0.10981703732313122,1.0,75,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,250,136,11,45,192
1.0,0.9902391618144204,0.9779037473509696,0.13484657466965927,0.21021973049101172,0.056818994172150424,1.0,75,substitution_1pct_N_3pct,2_3_4,2+3+4,4,2.0,250,136,11,45,192
1.0,0.9719787579280402,0.9360319796118917,0.22782581818577552,0.3576808837967906,0.1626983403229428,1.0,75,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,0.0,250,136,11,75,222
1.0,0.9728005031674115,0.9379158882028743,0.22447613001406258,0.3523744322681473,0.15794109112933416,1.0,75,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,0.25,250,136,11,75,222
1.0,0.9749918238057358,0.9429396444454945,0.21528877227824775,0.3378165872664146,0.14525457838886616,1.0,75,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,0.5,250,136,11,75,222
1.0,0.9810179555611271,0.9567549741127003,0.1877165886969337,0.2940893745598476,0.11033195823631768,1.0,75,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,250,136,11,75,222
1.0,0.9900571531942144,0.9778983875727095,0.13624604772701912,0.21024504422271312,0.057811750747879635,1.0,75,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,2.0,250,136,11,75,222
1.0,0.9653603834911728,0.9522547798143464,0.26116572529717363,0.3090135281748018,0.15388600982311465,1.0,75,local_mismatch_6bp,2,2,2,0.0,250,136,11,10,157
1.0,0.966401714648595,0.953692766172655,0.257211086120339,0.30432452561729123,0.14928758330624992,1.0,75,local_mismatch_6bp,2,2,2,0.25,250,136,11,10,157
1.0,0.9691785977350548,0.9575273964614778,0.24635519268867356,0.2914519405534168,0.13702374948367183,1.0,75,local_mismatch_6bp,2,2,2,0.5,250,136,11,10,157
1.0,0.9768150262228184,0.9680726297557408,0.21367595514221613,0.2526934494228601,0.10329256096552036,1.0,75,local_mismatch_6bp,2,2,2,1.0,250,136,11,10,157
1.0,0.9882696689544639,0.9838516813645409,0.1520068421658161,0.17971254347831472,0.05261081598591363,1.0,75,local_mismatch_6bp,2,2,2,2.0,250,136,11,10,157
1.0,0.9653603834911728,0.9522547798143464,0.26116572529717363,0.3090135281748018,0.15388600982311465,1.0,75,local_mismatch_6bp,2_3,2+3,3,0.0,250,136,11,25,172
1.0,0.9663984320319499,0.9536898927539621,0.2572239249973967,0.3043339509697204,0.14931327110745793,1.0,75,local_mismatch_6bp,2_3,2+3,3,0.25,250,136,11,25,172
1.0,0.969166561474022,0.957516860592937,0.24640431253899026,0.29148802414712843,0.1371175733689505,1.0,75,local_mismatch_6bp,2_3,2+3,3,0.5,250,136,11,25,172
1.0,0.9767789174397205,0.9680410221501187,0.21384543746187323,0.25281827035480064,0.10356845960182323,1.0,75,local_mismatch_6bp,2_3,2+3,3,1.0,250,136,11,25,172
1.0,0.9881974513882679,0.9838767355155108,0.15247897444929379,0.17957277397877852,0.053149296926272765,1.0,75,local_mismatch_6bp,2_3,2+3,3,2.0,250,136,11,25,172
1.0,0.9653603834911728,0.9522547798143464,0.26116572529717363,0.3090135281748018,0.15388600982311465,1.0,75,local_mismatch_6bp,2_3_4,2+3+4,4,0.0,250,136,11,45,192
1.0,0.9663948239339464,0.9536857484102402,0.2572382235573492,0.3043475600559653,0.1493425127111681,1.0,75,local_mismatch_6bp,2_3_4,2+3+4,4,0.25,250,136,11,45,192
1.0,0.9691533317813423,0.9575016646659578,0.24645900473030113,0.29154011903158417,0.1372250837340007,1.0,75,local_mismatch_6bp,2_3_4,2+3+4,4,0.5,250,136,11,45,192
1.0,0.9767392283616813,0.9679954343691811,0.21403398092971831,0.252998401674542,0.10388682411403494,1.0,75,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,250,136,11,45,192
1.0,0.9881180732321897,0.9837539177304044,0.15300247880830073,0.18025561678340896,0.05374909097620801,1.0,75,local_mismatch_6bp,2_3_4,2+3+4,4,2.0,250,136,11,45,192
1.0,0.9653603834911728,0.9522547798143464,0.26116572529717363,0.3090135281748018,0.15388600982311465,1.0,75,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,0.0,250,136,11,75,222
1.0,0.9663890624137658,0.9536793344907692,0.25726111605548935,0.304368612559969,0.14938617089302447,1.0,75,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,0.25,250,136,11,75,222
1.0,0.9691322062073466,0.9574781469612296,0.24654653328843912,0.2916206915087148,0.1373843148471098,1.0,75,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,0.5,250,136,11,75,222
1.0,0.9766758516396937,0.9679248812549968,0.21433525043949683,0.2532767894777702,0.10436291404213627,1.0,75,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,250,136,11,75,222
1.0,0.9879913197882143,0.9835295076112236,0.15383438699587862,0.18149647286323245,0.05468284744076757,1.0,75,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,2.0,250,136,11,75,222
1.0,0.9922738638746232,0.9727090215029426,0.08472946192115413,0.2336253497811784,0.1761189035994765,1.0,75,short_indel,2,2,2,0.0,250,136,11,10,157
1.0,0.9925072968887504,0.97353264437689,0.08344030975329059,0.23007301477301031,0.17085711733345949,1.0,75,short_indel,2,2,2,0.25,250,136,11,10,157
1.0,0.9931297849264228,0.97572897204075,0.0799009441102902,0.22032028269774498,0.15682292334468292,1.0,75,short_indel,2,2,2,0.5,250,136,11,10,157
1.0,0.994841627030022,0.9817688731163636,0.06924096925599368,0.19094887471511066,0.11821531026416725,1.0,75,short_indel,2,2,2,1.0,250,136,11,10,157
1.0,0.9974093901854207,0.9908287247297851,0.04908651343934186,0.13543316146613418,0.06020994521223416,1.0,75,short_indel,2,2,2,2.0,250,136,11,10,157
1.0,0.9922738638746232,0.9727090215029426,0.08472946192115413,0.23362534978117844,0.1761189035994765,1.0,75,short_indel,2_3,2+3,3,0.0,250,136,11,25,172
1.0,0.9925068062681403,0.9735322457027941,0.08344336501235367,0.2300747278453043,0.17088804661481588,1.0,75,short_indel,2_3,2+3,3,0.25,250,136,11,25,172
1.0,0.9931279859841857,0.9757275102357317,0.07991263936734717,0.22032684138148748,0.1569363817119758,1.0,75,short_indel,2_3,2+3,3,0.5,250,136,11,25,172
1.0,0.9948362302033102,0.9817644877013089,0.06928140795020923,0.19097156861328907,0.11855641153365523,1.0,75,short_indel,2_3,2+3,3,1.0,250,136,11,25,172
1.0,0.9973985965319976,0.9908199538996753,0.04920009470881627,0.13549705713011911,0.06084322807011774,1.0,75,short_indel,2_3,2+3,3,2.0,250,136,11,25,172
1.0,0.9922738638746232,0.9727090215029426,0.08472946192115413,0.23362534978117844,0.1761189035994765,1.0,75,short_indel,2_3_4,2+3+4,4,0.0,250,136,11,45,192
1.0,0.9925061763982203,0.9735295805482179,0.0834476890520212,0.23008629613922468,0.1709151942202917,1.0,75,short_indel,2_3_4,2+3+4,4,0.25,250,136,11,45,192
1.0,0.9931256764611462,0.9757177380022863,0.07992918709011897,0.22037113074045675,0.15703521202653836,1.0,75,short_indel,2_3_4,2+3+4,4,0.5,250,136,11,45,192
1.0,0.9948293016341924,0.9817351710009723,0.06933856622773604,0.19112480025232825,0.11885128310348193,1.0,75,short_indel,2_3_4,2+3+4,4,1.0,250,136,11,45,192
1.0,0.9973847393937615,0.990767433972525,0.049360008687915104,0.1358836055392516,0.061439307600922775,1.0,75,short_indel,2_3_4,2+3+4,4,2.0,250,136,11,45,192
1.0,0.9922738638746232,0.9727090215029426,0.08472946192115413,0.23362534978117844,0.1761189035994765,1.0,75,short_indel,2_3_4_6,2+3+4+6,6,0.0,250,136,11,75,222
1.0,0.9925048977034187,0.9735265748119675,0.08345605805896582,0.23009934643203656,0.1709623752505121,1.0,75,short_indel,2_3_4_6,2+3+4+6,6,0.25,250,136,11,75,222
1.0,0.9931209879135401,0.9757067169693672,0.07996118726464865,0.22042108584190778,0.15720860638942838,1.0,75,short_indel,2_3_4_6,2+3+4+6,6,0.5,250,136,11,75,222
1.0,0.9948152359913738,0.9817021079022152,0.06944874688548071,0.1912975224449455,0.11937256435437786,1.0,75,short_indel,2_3_4_6,2+3+4+6,6,1.0,250,136,11,75,222
1.0,0.9973566081081247,0.9907027830736891,0.0496650936916921,0.13635792847727646,0.06243128824223499,1.0,75,short_indel,2_3_4_6,2+3+4+6,6,2.0,250,136,11,75,222
