retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,binset,bins,max_bin_count,gamma,n_pairs,k_dim,p_dim,m_dim,total_dim
1.0,0.9941891547730078,0.9918116880567155,0.10697073813768757,0.12796938850188214,0.06031943896455363,1.0,75,N_3pct,2_3_4,2+3+4,4,2.0,250,136,11,45,192
1.0,0.9837871361327755,0.976773147574114,0.17841892733376558,0.2155309857798086,0.17295456433910522,1.0,75,N_3pct,2_3_4_6,2+3+4+6,6,0.0,250,136,11,75,222
1.0,0.9842514634543118,0.9774496991537686,0.17585308428636084,0.21236882886835098,0.16789310488881334,1.0,75,N_3pct,2_3_4_6,2+3+4+6,6,0.25,250,136,11,75,222
1.0,0.9854896696450751,0.979253836699513,0.16881991852468997,0.20369654694111422,0.15439086335294885,1.0,75,N_3pct,2_3_4_6,2+3+4+6,6,0.5,250,136,11,75,222
1.0,0.9888947366696739,0.984213530013156,0.14775801911725495,0.17768775351179775,0.11723217753324837,1.0,75,N_3pct,2_3_4_6,2+3+4+6,6,1.0,250,136,11,75,222
1.0,0.994002337206572,0.9915596665071267,0.10872833470334486,0.12992561782078765,0.06131782434844078,1.0,75,N_3pct,2_3_4_6,2+3+4+6,6,2.0,250,136,11,75,222
1.0,0.9719787579280402,0.9360319796118917,0.2278258181857755,0.3576808837967906,0.1626983403229428,1.0,75,substitution_1pct_N_3pct,2,2,2,0.0,250,136,11,10,157
1.0,0.9728181927728633,0.9379532161086439,0.22439274050160662,0.3522685601714526,0.1578392193017733,1.0,75,substitution_1pct_N_3pct,2,2,2,0.25,250,136,11,10,157
1.0,0.975056685692392,0.9430765134333166,0.2149699446173322,0.33741151990207324,0.14487875386843221,1.0,75,substitution_1pct_N_3pct,2,2,2,0.5,250,136,11,10,157
1.0,0.981212541221096,0.9571655810761664,0.1866193302128898,0.29269156492369347,0.10921734601204591,1.0,75,substitution_1pct_N_3pct,2,2,2,1.0,250,136,11,10,157
1.0,0.9904463245141519,0.9782991825404413,0.13321796524057958,0.20832890702446075,0.05565790991102083,1.0,75,substitution_1pct_N_3pct,2,2,2,2.0,250,136,11,10,157
1.0,0.9719787579280402,0.9360319796118917,0.22782581818577546,0.3576808837967905,0.1626983403229428,1.0,75,substitution_1pct_N_3pct,2_3,2+3,3,0.0,250,136,11,25,172
1.0,0.9728138478458775,0.9379407221752686,0.22441315625387812,0.3523040102490555,0.15786628057887048,1.0,75,substitution_1pct_N_3pct,2_3,2+3,3,0.25,250,136,11,25,172
1.0,0.9750407542934441,0.943030702344273,0.2150480559416868,0.3375472022778303,0.1449799000769755,1.0,75,substitution_1pct_N_3pct,2_3,2+3,3,0.5,250,136,11,25,172
1.0,0.9811647470242522,0.9570281478090358,0.18688888904801926,0.29316046428467113,0.10951904151412069,1.0,75,substitution_1pct_N_3pct,2_3,2+3,3,1.0,250,136,11,25,172
1.0,0.9903507361204642,0.978162053534749,0.1339693304746216,0.20898707837686173,0.056249364955918445,1.0,75,substitution_1pct_N_3pct,2_3,2+3,3,2.0,250,136,11,25,172
