sample_id,length,local_mode,representation,representation_label,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features
L69_center_00021,69,center,ck4,CK4,0.4216370213557839,0.3698959174898306,-0.05174110386595332,0.8772851973491831,136
L69_center_00022,69,center,ck4,CK4,0.38098285131231924,0.29735621972151605,-0.08362663159080319,0.7804976489027103,136
L69_center_00023,69,center,ck4,CK4,0.37216960114423925,0.31092795673025947,-0.06124164441397978,0.8354469461619334,136
L69_center_00024,69,center,ck4,CK4,0.41949419718211917,0.33637626868090725,-0.08311792850121191,0.8018615536054076,136
L69_center_00025,69,center,ck4,CK4,0.2879535632686286,0.31966374033321343,0.031710177064584844,1.1101225374835968,136
L69_center_00026,69,center,ck4,CK4,0.4129041493992052,0.2696799449852969,-0.14322420441390832,0.6531296558237397,136
L69_center_00027,69,center,ck4,CK4,0.3494033329852303,0.27618802989947494,-0.07321530308575536,0.7904561972542767,136
L69_center_00028,69,center,ck4,CK4,0.39402139690762195,0.3095185065884909,-0.08450289031913105,0.7855373058866072,136
L69_center_00029,69,center,ck4,CK4,0.44250157343361185,0.30846670096033313,-0.13403487247327872,0.6970974104493487,136
L69_center_00030,69,center,ck4,CK4,0.36115755925730764,0.3335959356230092,-0.027561623634298427,0.92368531980619,136
L69_center_00031,69,center,ck4,CK4,0.47710321788357757,0.3277460420430778,-0.1493571758404998,0.6869499717418678,136
L69_center_00032,69,center,ck4,CK4,0.3969923420930044,0.3194382824999699,-0.07755405959303446,0.8046459556772365,136
L69_center_00033,69,center,ck4,CK4,0.41026768295872545,0.31881883467423466,-0.09144884828449079,0.7770995569892574,136
L69_center_00034,69,center,ck4,CK4,0.40189845597485996,0.30212482735353363,-0.09977362862132633,0.7517441852835397,136
L69_center_00035,69,center,ck4,CK4,0.4211029323752248,0.325506096812002,-0.09559683556322279,0.772984635789615,136
L69_center_00036,69,center,ck4,CK4,0.47718561127048176,0.3484140633988152,-0.12877154787166656,0.7301436907772239,136
L69_center_00037,69,center,ck4,CK4,0.3277460420430778,0.31695088621397555,-0.010795155829102232,0.9670624372401014,136
