sample_id,length,local_mode,representation,representation_label,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features
L69_center_00023,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2202509806558463,0.19309448059405748,-0.027156500061788824,0.8767020242955363,222
L69_center_00024,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25194420455961586,0.20697269306537971,-0.044971511494236144,0.8215020997492528,222
L69_center_00025,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.17896447304184282,0.1916704491060364,0.012705976064193575,1.0709971976461654,222
L69_center_00026,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24863359041429808,0.15901812292072473,-0.08961546749357335,0.6395681398307963,222
L69_center_00027,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2277753874171627,0.19183292631974258,-0.03594246109742011,0.8422021733560143,222
L69_center_00028,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23762044905750265,0.1906219528708453,-0.04699849618665736,0.8022119040130085,222
L69_center_00029,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2596235543293865,0.18387629271580896,-0.07574726161357753,0.7082419512773622,222
L69_center_00030,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22370967770440714,0.211292012088926,-0.012417665615481133,0.9444920499510581,222
L69_center_00031,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2845536159493052,0.1987462395790518,-0.08580737637025343,0.6984491794841908,222
L69_center_00032,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24135833227220627,0.1980744096927286,-0.04328392257947766,0.8206653063435091,222
L69_center_00033,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2446189556406438,0.1936845358541752,-0.05093441978646859,0.7917805688726203,222
L69_center_00034,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.239088017763599,0.18049585523452097,-0.058592162529078035,0.75493475968749,222
L69_center_00035,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.249388186630646,0.19280334820845063,-0.05658483842219536,0.7731053776576843,222
L69_center_00036,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.27965804536873895,0.21447034172208995,-0.065187703646649,0.7669020980222588,222
L69_center_00037,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19601092798290157,0.19203328664741023,-0.003977641335491333,0.9797070429877343,222
L69_center_00038,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20867342869082758,0.18985977029747036,-0.01881365839335722,0.9098416194558642,222
L69_center_00039,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.17773227683349016,0.1848764308813635,0.00714415404787333,1.04019615443607,222
L69_center_00040,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22228255144290315,0.20576051000686382,-0.01652204143603933,0.9256709924877604,222
L69_center_00041,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22430382209934652,0.1889290038202095,-0.03537481827913702,0.8422906130263391,222
L69_center_00042,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.28283054437286953,0.2050589376398468,-0.07777160673302272,0.725024017807311,222
L69_center_00043,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23569512173627982,0.2236272746402077,-0.012067847096072115,0.9487989101888377,222
L69_center_00044,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20216514915544231,0.18454955021485048,-0.017615598940591837,0.9128653033711195,222
L69_center_00045,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20472685081113945,0.17145302803102175,-0.0332738227801177,0.8374721115071867,222
L69_center_00046,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.16390896488164594,0.20283446684256567,0.038925501960919734,1.2374824463629963,222
L69_center_00047,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24375815015649552,0.22975007306978854,-0.014008077086706983,0.9425328872995071,222
L69_center_00048,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24063637395777387,0.1969935745517921,-0.043642799405981786,0.8186358999340636,222
L69_center_00049,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.259746065141776,0.1836021689221411,-0.07614389621963491,0.7068525516331744,222
L69_center_00050,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2575039060051147,0.18862280726543287,-0.06888109873968182,0.7325046450428847,222
L69_center_00051,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2389654805576669,0.19231453064582402,-0.046650949911842876,0.804779544715099,222
L69_center_00052,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2584716569764792,0.19699479520365376,-0.061476861772825464,0.762152405830633,222
L69_center_00053,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23752829538787293,0.19082058974392282,-0.046707705643950104,0.8033594036968162,222
L69_center_00054,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2098071994241637,0.20684472719560967,-0.0029624722285540306,0.9858800258681074,222
L69_center_00055,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23143859173916298,0.19217479949234204,-0.039263792246820944,0.8303489839280036,222
L69_center_00056,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21964103244768646,0.18897009205225596,-0.0306709403954305,0.8603587860900461,222
L69_center_00057,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23356117806461305,0.19202673456760003,-0.04153444349701302,0.8221688902188924,222
L69_center_00058,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2345579025291654,0.19971276823199088,-0.03484513429717451,0.8514433582435288,222
L69_center_00059,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23465407391385243,0.19543526671468728,-0.03921880719916515,0.8328654323147895,222
L69_center_00060,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.26202001589926216,0.19189358054734038,-0.07012643535192178,0.7323622964022602,222
L69_center_00061,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2353360711032098,0.2012499926885661,-0.0340860784146437,0.8551599920281885,222
L69_center_00062,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2373812106305216,0.19225660617365803,-0.04512460445686356,0.8099065872273312,222
L69_center_00063,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23491625983534928,0.18752406123679574,-0.04739219859855354,0.7982591812428381,222
L69_center_00064,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2595194101061248,0.19865854011869516,-0.06086086998742962,0.7654862502864741,222
L69_center_00065,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.1115845548817373,0.1671045555762419,0.055520000694504607,1.4975599065063026,222
L69_center_00066,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2579640545535814,0.2213791234837127,-0.03658493106986871,0.8581781824867786,222
L69_center_00067,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23578327525953208,0.05839387883313824,-0.17738939642639384,0.2476591215762134,222
L69_center_00068,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23853674622919893,0.18500981827079452,-0.05352692795840441,0.7756030095800298,222
L69_center_00069,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24807029064920819,0.19700632382466973,-0.051063966824538454,0.7941552505505501,222
L69_center_00070,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22983808658679475,0.19371201812391567,-0.03612606846287908,0.8428194865378126,222
L69_center_00071,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.28194818142986905,0.2028704776789872,-0.07907770375088186,0.7195310735829257,222
L69_center_00072,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2591036256581899,0.2017432183639856,-0.0573604072942043,0.7786198199716654,222
L69_center_00073,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23184037256839732,0.20298068609021794,-0.02885968647817938,0.875519150705017,222
L69_center_00074,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22113937619732751,0.18124903089600414,-0.03989034530132338,0.8196144622126077,222
L69_center_00075,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2620142072296289,0.18720829186587118,-0.07480591536375775,0.7144967207896558,222
L69_center_00076,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20532850735090735,0.17391476052307675,-0.0314137468278306,0.8470073774308193,222
L69_center_00077,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24337810396930604,0.21420508169200655,-0.029173022277299482,0.8801329215672636,222
L69_center_00078,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25866696493693997,0.19893901305455575,-0.05972795188238422,0.7690932357870082,222
L69_center_00079,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23742113551461197,0.19638098031715062,-0.04104015519746135,0.8271419471206448,222
L69_center_00080,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21520251518036843,0.18280301413801184,-0.03239950104235659,0.8494464573743412,222
L69_center_00081,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23920620579306662,0.21302857648751583,-0.026177629305550787,0.8905645895817743,222
L69_center_00082,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20598993321461284,0.21312701581928054,0.007137082604667694,1.0346477252227266,222
L69_center_00083,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.16963992039766196,0.1919807124531676,0.022340792055505654,1.1316953698347383,222
L69_center_00084,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.18699804285183577,0.19367451338842112,0.006676470536585349,1.0357034246710022,222
L69_center_00085,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.253406894769013,0.20397934804258191,-0.0494275467264311,0.8049479009973837,222
L69_center_00086,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.26092078062788954,0.2067315146498925,-0.05418926597799703,0.792315254279119,222
L69_center_00087,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22202808161487084,0.19709979478745793,-0.02492828682741291,0.8877246218311545,222
L69_center_00088,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19026983885405177,0.1846968132480446,-0.00557302560600717,0.970709884238237,222
L69_center_00089,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23750128027435502,0.19722014155968165,-0.04028113871467337,0.8303961196834742,222
L69_center_00090,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25396034000928475,0.2133104757007113,-0.04064986430857345,0.839936171501868,222
L69_center_00091,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.1777359297254806,0.2513120602293626,0.07357613050388198,1.4139631790686493,222
L69_center_00092,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24312445800929408,0.19016707518886727,-0.05295738282042681,0.782179944979446,222
L69_center_00093,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2328244771280462,0.20049599159255113,-0.032328485535495055,0.861146534358089,222
L69_center_00094,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24898884691108503,0.20197343398124254,-0.04701541292984249,0.8111746228270542,222
L69_center_00095,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2123462552593101,0.19555075481880133,-0.016795500440508787,0.9209051253576443,222
L69_center_00096,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2579695722384751,0.20771104516541947,-0.05025852707305564,0.8051765305615382,222
L69_center_00097,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.26608836746613324,0.19572383336694707,-0.07036453409918617,0.7355595256972596,222
L69_center_00098,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.257540888464644,0.19659648895112777,-0.06094439951351624,0.7633602963908278,222
L69_center_00099,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24434809595925278,0.19466130220927924,-0.049686793749973535,0.7966556950038225,222
L69_center_00100,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24892608298493193,0.19130453684385096,-0.057621546141080976,0.7685194518383638,222
L69_center_00101,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23324538803020312,0.195186407737424,-0.03805898029277913,0.836828583775252,222
L69_center_00102,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23114735737073744,0.1924638724942573,-0.03868348487648013,0.8326457835534081,222
L69_center_00103,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2466198197393765,0.19686007398051708,-0.049759745758859414,0.7982329813903658,222
L69_center_00104,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2586224653032106,0.20232448745866527,-0.05629797784454532,0.7823159802512082,222
L69_center_00105,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2326804280220941,0.19052246395242703,-0.04215796406966707,0.8188160283697605,222
L69_center_00106,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24945092632104945,0.18226376617064935,-0.0671871601504001,0.7306598089600654,222
L69_center_00107,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.16178233010255688,0.23130917460906789,0.069526844506511,1.4297554897524138,222
L69_center_00108,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.27450130294234387,0.2064430583125435,-0.06805824462980037,0.7520658594320214,222
L69_center_00109,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19679524828654962,0.18277405137207167,-0.014021196914477951,0.9287523604530229,222
L69_center_00110,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2660145371063816,0.21191843076222575,-0.054096106344155875,0.7966422928137857,222
L69_center_00111,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2053436150188183,0.17472164377180657,-0.030621971247011714,0.8508744903307297,222
L69_center_00112,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2416062162079487,0.18806998234413924,-0.05353623386380946,0.7784153292739322,222
L69_center_00113,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2405687759472889,0.19865971236586233,-0.04190906358142657,0.8257917578189395,222
L69_center_00114,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19519910492556516,0.17299457925135675,-0.022204525674208414,0.8862467853903551,222
L69_center_00115,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21907318020340236,0.1945838521236208,-0.024489328079781547,0.8882139381139946,222
L69_center_00116,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25417682246529666,0.2014588017062388,-0.05271802075905785,0.7925931237642426,222
L69_center_00117,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23883906113378742,0.17744782685735125,-0.06139123427643617,0.7429598241384502,222
L69_center_00118,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25931483462592286,0.22857735875152718,-0.03073747587439568,0.8814665735620705,222
L69_center_00119,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2428390489081367,0.20103825836643183,-0.04180079054170488,0.8278662730328941,222
L69_center_00120,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.1999166193899689,0.27402418494480213,0.07410756555483322,1.3706923705541194,222
L69_center_00121,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24376304771829096,0.22692594360004395,-0.016837104118247015,0.9309283983940622,222
L69_center_00122,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24383796973915714,0.18882846733851488,-0.05500950240064226,0.7744014090197353,222
L69_center_00123,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24250230506364961,0.19137678493655993,-0.05112552012708968,0.7891751168564325,222
L69_center_00124,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.18552897129789275,0.1986767171481999,0.013147745850307146,1.0708662682616645,222
L69_center_00125,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24964042478588944,0.20116997762446232,-0.04847044716142712,0.8058389493488523,222
L69_center_00126,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22813065668254884,0.18879425704271338,-0.039336399639835457,0.8275707429599287,222
L69_center_00127,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24327562943246622,0.2035050272034308,-0.03977060222903542,0.8365204014811692,222
L69_center_00128,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23605926955022757,0.1633247507337828,-0.07273451881644477,0.6918802682265834,222
L69_center_00129,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22710084656659107,0.1247329205509765,-0.10236792601561458,0.5492402271358421,222
L69_center_00130,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24585862576055653,0.19351018018473476,-0.05234844557582177,0.7870790767910486,222
L69_center_00131,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23836047255478454,0.19698901970398483,-0.04137145285079971,0.8264332487372001,222
L69_center_00132,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25642503541384165,0.19496444858215486,-0.061460586831686786,0.7603175262021659,222
L69_center_00133,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2397098336982829,0.1989954706858083,-0.04071436301247458,0.8301514694481796,222
L69_center_00134,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24114366035231477,0.21191467185108487,-0.029228988501229902,0.8787901433588348,222
L69_center_00135,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23675691332751092,0.21206714420252448,-0.024689769124986438,0.8957167975457065,222
L69_center_00136,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23152001590455643,0.2033109494131493,-0.028209066491407114,0.8781571157845971,222
L69_center_00137,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25677668572063816,0.21069601850711303,-0.046080667213525134,0.8205418568893794,222
L69_center_00138,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2443903342539205,0.20318155508596,-0.04120877916796051,0.831381305264124,222
L69_center_00139,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22313495524393984,0.19528820634346714,-0.0278467489004727,0.8752022117286395,222
L69_center_00140,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2635577074490857,0.1347656048617974,-0.1287921025872883,0.5113324370824235,222
L69_center_00141,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23497656492501673,0.20360762747958167,-0.03136893744543506,0.8665018468737715,222
L69_center_00142,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21073970626715435,0.19178257419630507,-0.018957132070849286,0.9100448016814764,222
L69_center_00143,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22751105971415608,0.20668003260443252,-0.020831027109723566,0.9084394968055813,222
L69_center_00144,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19245217963431618,0.19175933108141185,-0.0006928485529043293,0.996399892408489,222
L69_center_00145,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.250586770556591,0.19971373684013263,-0.05087303371645838,0.7969843595355744,222
L69_center_00146,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23300316354626255,0.21874353029958515,-0.014259633246677395,0.9388006882411013,222
L69_center_00147,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.1865727158416641,0.1752453444111829,-0.011327371430481209,0.9392870957611281,222
L69_center_00148,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25877236595714415,0.2256006678931095,-0.03317169806403464,0.8718112811569367,222
L69_center_00149,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2407856014791602,0.19514406978243973,-0.04564153169672047,0.810447421206493,222
L69_center_00150,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22778233911461238,0.19876041841763997,-0.029021920696972403,0.8725892410720677,222
L69_center_00151,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23744370965484482,0.21830802242928746,-0.019135687225557363,0.9194095844721532,222
L69_center_00152,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.20114833981560004,0.1852369853834864,-0.01591135443211364,0.9208974111011796,222
L69_center_00153,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24920380112661228,0.2148357821191054,-0.034368019007506884,0.8620887046981854,222
L69_center_00154,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23855123630172623,0.20914323458387754,-0.029408001717848686,0.8767224929379421,222
L69_center_00155,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24657182898537333,0.19619296291871396,-0.05037886606665937,0.7956827985014953,222
L69_center_00156,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2584337596655645,0.195924944652857,-0.06250881501270747,0.7581244219269214,222
L69_center_00157,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24989811519856164,0.1927027349946075,-0.05719538020395415,0.7711252037314952,222
L69_center_00158,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2653926173332101,0.22212970633083345,-0.04326291100237667,0.8369852506181116,222
L69_center_00159,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22922416222428602,0.2348856540022962,0.005661491778010175,1.0246984947968558,222
L69_center_00160,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21968046419073842,0.18416555503622628,-0.035514909154512136,0.8383337850029479,222
L69_center_00161,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2858648966673192,0.21402072996255875,-0.07184416670476043,0.7486778980478653,222
L69_center_00162,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21079991497530823,0.1918786272017168,-0.018921287773591422,0.9102405341301597,222
L69_center_00163,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23885671451818957,0.192535062214994,-0.04632165230319557,0.8060692897135698,222
L69_center_00164,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2301233361401042,0.1904218269566528,-0.03970150918345139,0.8274772569815335,222
L69_center_00165,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23520688286565658,0.19205149900020535,-0.04315538386545123,0.8165215943527454,222
L69_center_00166,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2586050213510403,0.20244081260740804,-0.05616420874363226,0.7828185684476991,222
L69_center_00167,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2715886404498939,0.18262662712560762,-0.08896201332428627,0.6724383863149861,222
L69_center_00168,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2311988335448005,0.17113788118357373,-0.06006095236122677,0.7402194836351176,222
L69_center_00169,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2520093930540966,0.18275526335324613,-0.06925412970085046,0.7251922681866692,222
L69_center_00170,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25504729602282916,0.18550977752834458,-0.06953751849448458,0.7273544178713414,222
L69_center_00171,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2332342005549539,0.19309892044914176,-0.04013528010581213,0.8279185470642176,222
L69_center_00172,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21311720752993693,0.17094720648715359,-0.042170001042783345,0.8021276576793563,222
L69_center_00173,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23232752015460958,0.2022805908011932,-0.03004692935341638,0.8706699519134853,222
L69_center_00174,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.25482996322684764,0.20391752059071783,-0.05091244263612982,0.8002101401599782,222
L69_center_00175,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24733266481892538,0.20314883395948233,-0.04418383085944305,0.8213586915752092,222
L69_center_00176,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2393300543118659,0.17637142105050918,-0.06295863326135673,0.7369380396357715,222
L69_center_00177,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2457605522814703,0.20285083928107195,-0.042909713000398364,0.8254003231924147,222
L69_center_00178,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21117136057116345,0.20719578031252905,-0.003975580258634398,0.9811736769234166,222
L69_center_00179,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24088533223809566,0.18047927411641154,-0.06040605812168412,0.7492331410947943,222
L69_center_00180,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2052985392814684,0.18758137586439713,-0.017717163417071274,0.9137004896426434,222
L69_center_00181,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2475679130558423,0.1952475830756595,-0.052320329980182795,0.7886627174969107,222
L69_center_00182,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21634961736382485,0.17185883387727946,-0.04449078348654539,0.7943570040536408,222
L69_center_00183,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2459195753738018,0.19704965605942426,-0.048869919314377536,0.8012768229609438,222
L69_center_00184,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.19055803804139768,0.17689079665148566,-0.013667241389912016,0.9282778017112934,222
L69_center_00185,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.21710822750736494,0.1951559724556446,-0.021952255051720354,0.8988879633731262,222
L69_center_00186,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.26344487420379786,0.1871760733702504,-0.07626880083354745,0.710494269193688,222
L69_center_00187,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2335529633620504,0.19324874711706713,-0.04030421624498326,0.8274300798208917,222
L69_center_00188,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24325667552123556,0.21059922927081023,-0.032657446250425326,0.8657490234113866,222
L69_center_00189,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2140735464617098,0.17488164169347514,-0.03919190476823467,0.8169231770295134,222
L69_center_00190,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.27332003133350613,0.1972013194266778,-0.07611871190682834,0.7215033543811211,222
L69_center_00191,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23746799063514537,0.2108599915269738,-0.026607999108171576,0.8879512180273041,222
L69_center_00192,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24833395735726194,0.20429663596034736,-0.044037321396914575,0.822668950047935,222
L69_center_00193,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.22736004303408602,0.1893566322817609,-0.038003410752325134,0.8328492102430345,222
L69_center_00194,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.244595535138505,0.20661889351475082,-0.037976641623754165,0.8447369793473561,222
L69_center_00195,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2360005065315439,0.19602156356705455,-0.03997894296448934,0.8305980628937941,222
L69_center_00196,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23786080895633502,0.20569312394527078,-0.032167685011064234,0.8647625678555169,222
L69_center_00197,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.24349888339245118,0.20373467310296756,-0.039764210289483626,0.836696539485173,222
L69_center_00198,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2374927368750543,0.13176549745564892,-0.10572723941940537,0.5548190617929136,222
L69_center_00199,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.23412276537973548,0.1946846603723793,-0.03943810500735617,0.8315494653269214,222
L69_center_00200,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.2517042406355738,0.19759252827448542,-0.05411171236108836,0.7850186702279951,222
L69_center_00201,69,center,ck4_permuted_pmsp,CK4 + permuted P/MSP,0.18985955370533494,0.20351258866258892,0.013653034957253979,1.0719112348617637,222
