ck4_distance_mi_bits,p_distance_mi_bits,msp_distance_mi_bits,pmsp_joint_mi_bits,joint_ck4_pmsp_mi_bits,pmsp_conditional_on_ck4_mi_bits,joint_minus_ck4_mi_bits,pmsp_conditional_perm_p,joint_minus_ck4_perm_p,n_triplets
0.727494121224188,0.2561729646398341,0.3241571506840745,0.5693687491350949,0.871633427109079,0.22246822835090893,0.14413930588489113,0.004975124378109453,0.004975124378109453,250.0
