retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features
1.0,0.9808978533372206,0.9659012173102317,0.191645671037844,0.26114663050121206,0.09828731719656113,1.0,100,substitution_1pct_N_3pct,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9548002456858323,0.9389282272659472,0.29873088732986725,0.34948979310057154,0.2913235031781739,1.0,100,local_mismatch_6bp,ck4,CK4,250,136
1.0,0.9847966945325617,0.9795026557686007,0.1732567105875222,0.20247138880528076,0.09851567844706105,1.0,100,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222
1.0,0.9823029123877998,0.9760844613381869,0.18706041923582284,0.21870314561193238,0.09709751774505958,1.0,100,local_mismatch_6bp,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
0.148,0.5330708072872625,0.24333110470904992,0.9520901507898032,1.2301771179184005,-0.13488020989819802,0.148,100,local_mismatch_6bp,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9859755313478213,0.9607263767195577,0.1315616624652042,0.2802614648543793,0.31489790033815734,1.0,100,short_indel,ck4,CK4,250,136
1.0,0.9952995947627671,0.9868415075209178,0.07619381736488542,0.16222414090290288,0.10648675426875104,1.0,100,short_indel,ck4p_msp,CK4P-MSP,250,222
1.0,0.9926338209368906,0.9836913675886976,0.11418397236476101,0.1806017129361794,0.10485342918561616,1.0,100,short_indel,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
0.2,0.5500344678421507,0.28126160971550324,0.9355151022405079,1.1989449131704348,-0.1156337441308384,0.2,100,short_indel,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9848227139657154,0.9609468135246619,0.1502137361109151,0.27947453060401356,0.2540739094410049,1.0,150,substitution_1pct,ck4,CK4,250,136
1.0,0.9949263573421587,0.9869381899818304,0.08685647475144762,0.16162777729661693,0.08585816812784365,1.0,150,substitution_1pct,ck4p_msp,CK4P-MSP,250,222
1.0,0.992750634744786,0.9847580351781148,0.11433303782529948,0.1745961061247134,0.08456814606077659,1.0,150,substitution_1pct,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
0.152,0.5555625236645587,0.236019672141115,0.9267111306830537,1.2361068906015344,-0.13721607472505803,0.152,150,substitution_1pct,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9786693404210064,0.9689488819345982,0.2049147852858274,0.24920274319080396,0.2542960781333227,1.0,150,N_3pct,ck4,CK4,250,136
1.0,0.9921967995679247,0.9889914197128975,0.12413568040330916,0.1483816932551613,0.08603113724441126,1.0,150,N_3pct,ck4p_msp,CK4P-MSP,250,222
1.0,0.9902544316935563,0.9860385642992382,0.1385116647288287,0.16710119236111282,0.08456632831612981,1.0,150,N_3pct,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
1.0,0.9904647461872176,0.9871268431155779,0.13738495628243577,0.16045644633833675,0.0847275330299942,1.0,150,N_3pct,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9619261178138584,0.9308204774732772,0.2697165499095064,0.3719566600537918,0.2409797994659207,1.0,150,substitution_1pct_N_3pct,ck4,CK4,250,136
1.0,0.9866120361552217,0.9761824734467472,0.16033850160187574,0.21824980077252798,0.08154025377597096,1.0,150,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,250,222
1.0,0.9847587586083759,0.9747050659324039,0.17163216354668734,0.22491781573834682,0.08008827825607795,1.0,150,substitution_1pct_N_3pct,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
1.0,0.9848970845901461,0.9743939955981156,0.17104958509861984,0.22627806192945452,0.08034375182793713,1.0,150,substitution_1pct_N_3pct,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9759788396496748,0.9678021484935695,0.2175096534172672,0.25376046405499797,0.24702652146240614,1.0,150,local_mismatch_6bp,ck4,CK4,250,136
1.0,0.9919271868113196,0.9892329431361506,0.12610999616088525,0.14674303208551523,0.08348467827344132,1.0,150,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222
1.0,0.9899412657652958,0.9856431708778755,0.14071150759724685,0.16945099514696,0.08227092947849768,1.0,150,local_mismatch_6bp,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
0.124,0.5502913797388002,0.26269851234004615,0.9355629816149826,1.214330674319153,-0.1433597060583502,0.124,150,local_mismatch_6bp,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
1.0,0.9895446041235408,0.972088023858269,0.11897014856541224,0.23626934351158818,0.2574273423330991,1.0,150,short_indel,ck4,CK4,250,136
1.0,0.9964986023981023,0.9906491654242822,0.06887554855247115,0.13675300664917084,0.0869304728852612,1.0,150,short_indel,ck4p_msp,CK4P-MSP,250,222
1.0,0.9943249838288047,0.9881511584026568,0.10078033889457867,0.15394014538044462,0.08563821056245241,1.0,150,short_indel,ck4_permuted_pmsp,CK4 + permuted P/MSP,250,222
0.148,0.5498790724948465,0.23878018745609939,0.9345211002410182,1.2338716180635254,-0.14666995536210048,0.148,150,short_indel,ck4_gaussian_pmsp,CK4 + Gaussian P/MSP,250,222
