representation,representation_label,route,candidate_weight,n_features,wgs_l2,wgs_retrieval,local_macro_f1,motif_macro_f1,art_l2,cami_mean_retention,runtime_seconds,runtime_source,motif_gain_vs_main,wgs_l2_change_vs_main,wgs_retrieval_change_vs_main,local_f1_change_vs_main,art_l2_change_vs_main,cami_retention_change_vs_main,runtime_ratio_vs_main,pass_motif,pass_wgs_l2,pass_retrieval,pass_local,pass_art,pass_cami,pass_runtime,eligible_scientific_confirmation,eligible_main_confirmation
ck4p_msp,CK4P-MSP,main,0.0,222,0.12863613354737416,0.9998333333333332,0.8882007720066482,0.6322556705654582,0.15811727414253243,1.0008277921426658,0.7829607999883592,direct route extraction; fixed weight does not change extraction cost,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,True,True,True,True,True,False,False
ck4p_msp_pkm_w025,CK4P-MSP-PKM,pkm,0.25,297,0.13761860716705315,0.9999166666666667,0.9282803916805178,0.710275154004627,0.16621170268839475,1.0008296199646678,1.444785050000064,direct route extraction; fixed weight does not change extraction cost,0.07801948343916887,0.008982473619678993,8.333333333343518e-05,0.04007961967386964,0.008094428545862314,1.827822001976287e-06,1.8452840168007705,True,True,True,True,True,True,True,True,True
cpkm_weight_w025,CPKM weight=0.25,cpkm,0.25,297,0.13906834973298207,0.9999166666666667,0.9233616437533452,0.7119603110043191,0.16735218635204832,0.9978135653276736,17.15287064993754,direct route extraction; fixed weight does not change extraction cost,0.07970464043886094,0.010432216185607912,8.333333333343518e-05,0.03516087174669702,0.009234912209515889,-0.0030142268149921936,21.907700424073035,True,False,True,True,True,True,False,False,False
