sample_id,length,local_mode,weight_name,weight_label,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,selective_sensitivity_ratio_valid,n_features
L69_center_00076,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3411818255496272,0.2911112548697911,-0.05007057067983611,0.8532437341901935,True,222
L69_center_00077,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4127209777175639,0.3202398321303794,-0.09248114558718451,0.7759233220985635,True,222
L69_center_00078,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4416736827483285,0.32092362434488714,-0.12075005840344138,0.7266079843107919,True,222
L69_center_00079,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3956113366690471,0.3100868364730211,-0.08552450019602598,0.7838168619834764,True,222
L69_center_00080,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3615855260900683,0.3022796208131548,-0.059305905276913484,0.835983741057874,True,222
L69_center_00081,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.40311994578646426,0.3313245784203318,-0.07179536736613246,0.82190073173863,True,222
L69_center_00082,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3269640522775952,0.35940409932696826,0.03244004704937309,1.0992159438427538,True,222
L69_center_00083,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.27939555409096345,0.3162277660168379,0.036832211925874436,1.131828196213469,True,222
L69_center_00084,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.31252758143820664,0.3176684061121656,0.005140824673958988,1.016449187141505,True,222
L69_center_00085,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4275831619678998,0.32901153193317956,-0.09857163003472025,0.7694679332528993,True,222
L69_center_00086,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.44521858017661076,0.34099716973523675,-0.10422141044137401,0.7659095664874742,True,222
L69_center_00087,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3736681527275063,0.3194382824999699,-0.05422987022753639,0.85487157567029,True,222
L69_center_00088,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.30448011492172583,0.30448011492172583,0.0,1.0,True,222
L69_center_00089,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3979014577296566,0.31966374033321343,-0.0782377173964432,0.8033741372980853,True,222
L69_center_00090,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.426401432711221,0.3370999312316211,-0.08930150147959992,0.7905694150420947,True,222
L69_center_00091,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.2917299829957891,0.414653261313358,0.12292327831756888,1.4213597692471096,True,222
L69_center_00092,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.41005401672542535,0.3073437246524405,-0.10271029207298488,0.7495200927594856,True,222
L69_center_00093,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.39402139690762195,0.3073437246524404,-0.08667767225518153,0.7800178545240195,True,222
L69_center_00094,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4050557759856631,0.313980133053945,-0.0910756429317181,0.7751528349149088,True,222
L69_center_00095,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3476823960556043,0.31311214554257477,-0.03457025051302953,0.9005694538888855,True,222
L69_center_00096,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.41363171738187027,0.3373733902729019,-0.07625832710896835,0.8156371382938082,True,222
L69_center_00097,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.43712683758568205,0.3209236243448871,-0.11620321324079497,0.73416591421702,True,222
L69_center_00098,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.437126837585682,0.320923624344887,-0.11620321324079497,0.7341659142170199,True,222
L69_center_00099,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4136317173818702,0.33637626868090736,-0.07725544870096285,0.8132264875866867,True,222
L69_center_00100,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4196664666314054,0.30846670096033324,-0.11119976567107215,0.7350282319107967,True,222
L69_center_00101,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.388090424468096,0.30557270180277796,-0.08251772266531804,0.7873750098874145,True,222
L69_center_00102,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3917967387935116,0.30846670096033324,-0.08333003783317838,0.7873130897164109,True,222
L69_center_00103,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3960590171906697,0.3156261807296516,-0.08043283646101812,0.7969170427388695,True,222
L69_center_00104,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.42386362352677354,0.33502296205323323,-0.0888406614735403,0.7904027226155003,True,222
L69_center_00105,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3822128687116125,0.3071475584169756,-0.07506531029463687,0.803603393711803,True,222
L69_center_00106,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.40824829046386296,0.2943154558805195,-0.11393283458334347,0.7209226903218876,True,222
L69_center_00107,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.2120131132374661,0.3605452221938311,0.148532108956365,1.7005798211641798,True,222
L69_center_00108,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.46592586823507853,0.33637626868090736,-0.12954959955417117,0.7219523353684922,True,222
L69_center_00109,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.32901153193317956,0.2900075508907818,-0.03900398104239777,0.8814510214483325,True,222
L69_center_00110,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.4275831619678998,0.34024913510999044,-0.08733402685790936,0.7957496117107019,True,222
L69_center_00111,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3445572061999557,0.2767081128517001,-0.06784909334825562,0.8030832264501211,True,222
L69_center_00112,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.40761108095372894,0.3123475237772121,-0.09526355717651686,0.7662881073948749,True,222
L69_center_00113,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3942636878361688,0.31943828249996997,-0.0748254053361988,0.8102148190545726,True,222
L69_center_00114,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3138123222000537,0.2773500981126146,-0.0364622240874391,0.8838088197690509,True,222
L69_center_00115,69,center,identity_only,"identity_only (k=1, P=0, MSP=0)",0.3645164704201642,0.33132457842033186,-0.03319189199983236,0.9089426824484136,True,222
