retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,weight_name,weight_label,count_weight,property_weight,msp_weight,n_pairs,n_features
1.0,0.999106653003158,0.998851660638078,0.04196414158025818,0.047923666465879707,0.031010385857124304,1.0,150,trim_5bp,property_dominant,"property_dominant (k=1, P=2, MSP=2)",1.0,2.0,2.0,250,222
1.0,0.9634500831252292,0.936504500371498,0.2647712010290414,0.3563570294256761,0.24527029174141296,1.0,150,substitution_1pct_N_3pct,identity_only,"identity_only (k=1, P=0, MSP=0)",1.0,0.0,0.0,250,222
0.892,0.9989417034067023,0.9986864186683718,0.04591347767626991,0.0512557537495212,0.0003918193302226354,0.892,150,substitution_1pct_N_3pct,property_only,"property_only (k=0, P=1, MSP=1)",0.0,1.0,1.0,250,222
1.0,0.980908569672326,0.9674793427482576,0.19171936626418823,0.25503086908432815,0.1229766962956754,1.0,150,substitution_1pct_N_3pct,ck4_plus_p,"ck4_plus_p (k=1, P=1, MSP=0)",1.0,1.0,0.0,250,222
1.0,0.987111163312878,0.9781962107272412,0.15760686958728826,0.20882247580216354,0.08294708636091697,1.0,150,substitution_1pct_N_3pct,ck4p_msp,"ck4p_msp (k=1, P=1, MSP=1)",1.0,1.0,1.0,250,222
1.0,0.9752806232190536,0.9573503555493701,0.21788445570247064,0.29205930166370525,0.1641139875505017,1.0,150,substitution_1pct_N_3pct,identity_dominant,"identity_dominant (k=2, P=1, MSP=1)",2.0,1.0,1.0,250,222
1.0,0.9949981900420941,0.9920599724031615,0.09867830565605246,0.12601487024446667,0.02874946977514761,1.0,150,substitution_1pct_N_3pct,property_dominant,"property_dominant (k=1, P=2, MSP=2)",1.0,2.0,2.0,250,222
1.0,0.9760571743044356,0.968549794467714,0.21726750753546123,0.2507995364548814,0.24928363655086344,1.0,150,local_mismatch_6bp,identity_only,"identity_only (k=1, P=0, MSP=0)",1.0,0.0,0.0,250,222
0.992,0.9999049410491787,0.9997412107339085,0.012360676441173071,0.022748139803065743,0.00046146408488858046,0.992,150,local_mismatch_6bp,property_only,"property_only (k=0, P=1, MSP=1)",0.0,1.0,1.0,250,222
1.0,0.9880165214017324,0.9842737373893949,0.15371080709484503,0.1773485918334856,0.12490178101245149,1.0,150,local_mismatch_6bp,ck4_plus_p,"ck4_plus_p (k=1, P=1, MSP=0)",1.0,1.0,0.0,250,222
1.0,0.9919556854675977,0.9894986343388215,0.12594855712612607,0.14492319111234245,0.08418425345408766,1.0,150,local_mismatch_6bp,ck4p_msp,"ck4p_msp (k=1, P=1, MSP=1)",1.0,1.0,1.0,250,222
1.0,0.9840064298860167,0.9790242204565225,0.17757872364789204,0.20482079424785798,0.16674466589503129,1.0,150,local_mismatch_6bp,identity_dominant,"identity_dominant (k=2, P=1, MSP=1)",2.0,1.0,1.0,250,222
1.0,0.9972551891886516,0.9963982537012751,0.07358447463588834,0.08487331181800482,0.029086305317121433,1.0,150,local_mismatch_6bp,property_dominant,"property_dominant (k=1, P=2, MSP=2)",1.0,2.0,2.0,250,222
1.0,0.9893404566791703,0.9713934576641494,0.12320717670553522,0.23919078911056815,0.2610879985147364,1.0,150,short_indel,identity_only,"identity_only (k=1, P=0, MSP=0)",1.0,0.0,0.0,250,222
1.0,0.9999751094846818,0.9999388218873232,0.005984865674861793,0.01106145704676292,0.0005421021863350113,1.0,150,short_indel,property_only,"property_only (k=0, P=1, MSP=1)",0.0,1.0,1.0,250,222
1.0,0.9946683010914883,0.9856926973166642,0.08713801958017246,0.16915720670203518,0.13078822503122078,1.0,150,short_indel,ck4_plus_p,"ck4_plus_p (k=1, P=1, MSP=0)",1.0,1.0,0.0,250,222
1.0,0.996430225216178,0.9904457125517272,0.07132448355867663,0.13823272227006916,0.08814731934186393,1.0,150,short_indel,ck4p_msp,"ck4p_msp (k=1, P=1, MSP=1)",1.0,1.0,1.0,250,222
1.0,0.9928853409476741,0.9809195851079383,0.10066582038037444,0.1953465115107068,0.17462224645917496,1.0,150,short_indel,identity_dominant,"identity_dominant (k=2, P=1, MSP=1)",2.0,1.0,1.0,250,222
1.0,0.9987934813951804,0.9967964641809195,0.04150645061749243,0.08004354680434132,0.03043571192403165,1.0,150,short_indel,property_dominant,"property_dominant (k=1, P=2, MSP=2)",1.0,2.0,2.0,250,222
