length,local_mode,representation,representation_label,target,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,n_templates,n_features,cv_folds
69,center,ck4,CK4,spatial_pattern,0.774,0.028530685235374192,0.7736862971217914,0.028569209135329832,250,136,5
69,center,ck4,CK4,chemistry,0.488,0.036138621999185314,0.4868209803693069,0.036014257040632366,250,136,5
69,center,p,P,spatial_pattern,0.493,0.01860107523773829,0.48758560347256175,0.02015584212350127,250,11,5
69,center,p,P,chemistry,0.643,0.03443835071544516,0.6400732029482086,0.031794858696285976,250,11,5
69,center,p_property_only,P property coordinates,spatial_pattern,0.488,0.027856776554368246,0.48614019583966206,0.027931286821205503,250,8,5
69,center,p_property_only,P property coordinates,chemistry,0.639,0.04374928570845472,0.6355376437515599,0.04310202994251571,250,8,5
69,center,p_auxiliary_only,P auxiliary coordinates,spatial_pattern,0.48200000000000004,0.012884098726725137,0.47604410722486695,0.015235455435861545,250,3,5
69,center,p_auxiliary_only,P auxiliary coordinates,chemistry,0.5290000000000001,0.018814887722226753,0.5241037222648861,0.020892902770853233,250,3,5
69,center,msp,MSP,spatial_pattern,0.959,0.01907878402833893,0.9589268271779089,0.019128283905226813,250,75,5
69,center,msp,MSP,chemistry,0.8770000000000001,0.018601075237738292,0.8767382422796002,0.01871443591605745,250,75,5
69,center,ck4_p,CK4+P,spatial_pattern,0.775,0.03781534080237807,0.7746333148915847,0.037808725868491516,250,147,5
69,center,ck4_p,CK4+P,chemistry,0.611,0.011575836902790236,0.6089909773921663,0.013639565939020265,250,147,5
69,center,ck4_p_property_only,CK4+P property coordinates,spatial_pattern,0.775,0.03082207001484487,0.7746747892264156,0.030846876398607437,250,144,5
69,center,ck4_p_property_only,CK4+P property coordinates,chemistry,0.601,0.026532998322843185,0.5992756230028524,0.027569986407256473,250,144,5
69,center,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,spatial_pattern,0.773,0.03828837943815328,0.7727201213537596,0.03843312229998848,250,139,5
69,center,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,chemistry,0.497,0.023790754506740647,0.4964884790902458,0.024027998002751013,250,139,5
69,center,ck4_msp,CK4+MSP,spatial_pattern,0.9559999999999998,0.026532998322843192,0.9558522106789769,0.026733156795690646,250,211,5
69,center,ck4_msp,CK4+MSP,chemistry,0.791,0.01319090595827293,0.7903890839822139,0.01374953301754063,250,211,5
69,center,p_msp,P+MSP,spatial_pattern,0.96,0.015811388300841913,0.9599371748579699,0.015857387458067494,250,86,5
69,center,p_msp,P+MSP,chemistry,0.8640000000000001,0.01319090595827293,0.8637308704083552,0.013302420197042336,250,86,5
69,center,ck4p_msp,CK4P-MSP,spatial_pattern,0.959,0.02745906043549195,0.9588618445562076,0.027667902902434767,250,222,5
69,center,ck4p_msp,CK4P-MSP,chemistry,0.788,0.019899748742132385,0.7875383516153068,0.02023738111614293,250,222,5
69,center,ck4p_msp_property_only,CK4P-MSP property coordinates,spatial_pattern,0.958,0.025999999999999985,0.9578484428650194,0.02621200479524991,250,219,5
69,center,ck4p_msp_property_only,CK4P-MSP property coordinates,chemistry,0.7940000000000002,0.022226110770892857,0.7934432022559483,0.02292523642992329,250,219,5
69,center,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,spatial_pattern,0.9559999999999998,0.026532998322843192,0.9558522106789769,0.026733156795690646,250,214,5
69,center,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,chemistry,0.7860000000000001,0.018275666882497082,0.7855405092872145,0.018631627030805887,250,214,5
69,jittered,ck4,CK4,spatial_pattern,0.8009999999999999,0.016552945357246825,0.8009843724338627,0.016562014726699503,250,136,5
69,jittered,ck4,CK4,chemistry,0.496,0.03184336665618132,0.49586045765486164,0.03174943976864333,250,136,5
69,jittered,p,P,spatial_pattern,0.509,0.035128336140500586,0.5063313677277712,0.03607069081948231,250,11,5
69,jittered,p,P,chemistry,0.622,0.02039607805437116,0.6165728871248018,0.021086526682001273,250,11,5
69,jittered,p_property_only,P property coordinates,spatial_pattern,0.46099999999999997,0.023108440016582684,0.45115502026651544,0.017323764925791216,250,8,5
69,jittered,p_property_only,P property coordinates,chemistry,0.5860000000000001,0.0315277655408689,0.5840510752812741,0.03066352656805159,250,8,5
69,jittered,p_auxiliary_only,P auxiliary coordinates,spatial_pattern,0.511,0.030232432915661973,0.5040996480854887,0.031666845087173254,250,3,5
69,jittered,p_auxiliary_only,P auxiliary coordinates,chemistry,0.5269999999999999,0.04202380277890138,0.5195075967989475,0.04734533925129389,250,3,5
69,jittered,msp,MSP,spatial_pattern,0.8959999999999999,0.023537204591879662,0.8955135257793426,0.024023687629120237,250,75,5
69,jittered,msp,MSP,chemistry,0.6020000000000001,0.020149441679609904,0.6016068967152151,0.019836090233870517,250,75,5
69,jittered,ck4_p,CK4+P,spatial_pattern,0.806,0.016552945357246825,0.8059028153126568,0.016590231139316323,250,147,5
69,jittered,ck4_p,CK4+P,chemistry,0.593,0.01029563014098701,0.5926006224611026,0.010387631993765146,250,147,5
69,jittered,ck4_p_property_only,CK4+P property coordinates,spatial_pattern,0.8029999999999999,0.01122497216032179,0.8029068224656918,0.011224041200865996,250,144,5
69,jittered,ck4_p_property_only,CK4+P property coordinates,chemistry,0.578,0.0193907194296653,0.5778803570633173,0.019426538716991848,250,144,5
69,jittered,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,spatial_pattern,0.8,0.016733200530681485,0.7999872477457581,0.0167428607932964,250,139,5
69,jittered,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,chemistry,0.497,0.037629775444453575,0.4965345332944457,0.03754492440966303,250,139,5
69,jittered,ck4_msp,CK4+MSP,spatial_pattern,0.917,0.01886796226411319,0.9168472144975176,0.019069749346029185,250,211,5
69,jittered,ck4_msp,CK4+MSP,chemistry,0.5740000000000001,0.03023243291566193,0.5735209039452054,0.03060645376989349,250,211,5
69,jittered,p_msp,P+MSP,spatial_pattern,0.901,0.021771541057077258,0.9005029631288366,0.02231818761010954,250,86,5
69,jittered,p_msp,P+MSP,chemistry,0.6799999999999999,0.0320936130717624,0.678765728004495,0.03264300490981585,250,86,5
69,jittered,ck4p_msp,CK4P-MSP,spatial_pattern,0.9200000000000002,0.01303840481040531,0.9198816020746288,0.01320060357283217,250,222,5
69,jittered,ck4p_msp,CK4P-MSP,chemistry,0.636,0.017720045146669368,0.6352911539135692,0.01767358715980531,250,222,5
69,jittered,ck4p_msp_property_only,CK4P-MSP property coordinates,spatial_pattern,0.9200000000000002,0.010488088481701525,0.9198833536948381,0.01067416408723604,250,219,5
69,jittered,ck4p_msp_property_only,CK4P-MSP property coordinates,chemistry,0.628,0.026000000000000023,0.6275914922139357,0.02601178145465983,250,219,5
69,jittered,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,spatial_pattern,0.917,0.01886796226411319,0.9168454143174996,0.01907039605043398,250,214,5
69,jittered,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,chemistry,0.579,0.031685959035509706,0.5778625629030726,0.032389222905345266,250,214,5
69,left,ck4,CK4,spatial_pattern,0.825,0.013416407864998717,0.8247227747850701,0.013512320642590295,250,136,5
69,left,ck4,CK4,chemistry,0.516,0.028879058156387326,0.5157164479039504,0.02902324937270275,250,136,5
69,left,p,P,spatial_pattern,0.48599999999999993,0.01743559577416269,0.48211785717497174,0.01665308462568544,250,11,5
69,left,p,P,chemistry,0.6050000000000001,0.02097617696340305,0.6040827577281661,0.02033047460616889,250,11,5
69,left,p_property_only,P property coordinates,spatial_pattern,0.507,0.029427877939124332,0.5003351018593463,0.03281872225136346,250,8,5
69,left,p_property_only,P property coordinates,chemistry,0.5780000000000001,0.0300998338865848,0.5765463094444822,0.029353112781355935,250,8,5
69,left,p_auxiliary_only,P auxiliary coordinates,spatial_pattern,0.538,0.031240998703626604,0.5332314732301301,0.031189765611028788,250,3,5
69,left,p_auxiliary_only,P auxiliary coordinates,chemistry,0.518,0.022715633383201116,0.5130538138376532,0.021788156395863244,250,3,5
69,left,msp,MSP,spatial_pattern,0.9850000000000001,0.007745966692414841,0.984993319923707,0.007756046006176358,250,75,5
69,left,msp,MSP,chemistry,0.8870000000000001,0.020149441679609904,0.8867547013166435,0.020283594461297304,250,75,5
69,left,ck4_p,CK4+P,spatial_pattern,0.82,0.01612451549659708,0.8198594359803628,0.01610588335942893,250,147,5
69,left,ck4_p,CK4+P,chemistry,0.583,0.026570660511172826,0.5805372519401161,0.02829891798401022,250,147,5
69,left,ck4_p_property_only,CK4+P property coordinates,spatial_pattern,0.825,0.01140175425099136,0.8248727521612509,0.011336514974848555,250,144,5
69,left,ck4_p_property_only,CK4+P property coordinates,chemistry,0.5800000000000001,0.014832396974191309,0.5788405966310496,0.015012411924330999,250,144,5
69,left,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,spatial_pattern,0.8240000000000001,0.015297058540778332,0.8237820166926033,0.015406927915352768,250,139,5
69,left,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,chemistry,0.514,0.034985711369071804,0.5138464687002642,0.034967286621870604,250,139,5
69,left,ck4_msp,CK4+MSP,spatial_pattern,0.9730000000000001,0.008717797887081356,0.9729776980202862,0.0087382190088705,250,211,5
69,left,ck4_msp,CK4+MSP,chemistry,0.8290000000000001,0.02083266665599964,0.8287171294973354,0.020896981764650175,250,211,5
69,left,p_msp,P+MSP,spatial_pattern,0.9860000000000001,0.0058309518948453055,0.9859955978337386,0.0058365550805944575,250,86,5
69,left,p_msp,P+MSP,chemistry,0.876,0.02059126028197402,0.875765046197276,0.020634644682073967,250,86,5
69,left,ck4p_msp,CK4P-MSP,spatial_pattern,0.9709999999999999,0.009695359714832668,0.9709767483728783,0.00971373723366381,250,222,5
69,left,ck4p_msp,CK4P-MSP,chemistry,0.8160000000000001,0.024779023386727713,0.8156215457740918,0.024939859625338352,250,222,5
69,left,ck4p_msp_property_only,CK4P-MSP property coordinates,spatial_pattern,0.9709999999999999,0.009695359714832668,0.9709767483728783,0.00971373723366381,250,219,5
69,left,ck4p_msp_property_only,CK4P-MSP property coordinates,chemistry,0.8160000000000001,0.02457641145488899,0.8156886971168955,0.02474258253217616,250,219,5
69,left,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,spatial_pattern,0.9730000000000001,0.007483314773547889,0.9729816525933531,0.007504382887627489,250,214,5
69,left,ck4p_msp_auxiliary_only,CK4P-MSP auxiliary coordinates,chemistry,0.8220000000000001,0.02785677655436823,0.8218204604384839,0.02792661551150763,250,214,5
69,right,ck4,CK4,spatial_pattern,0.845,0.021213203435596444,0.8447969696804124,0.02128447006042285,250,136,5
69,right,ck4,CK4,chemistry,0.48,0.01897366596101027,0.4788001984510619,0.019819057303042266,250,136,5
69,right,p,P,spatial_pattern,0.4959999999999999,0.020346989949375824,0.4949990217553893,0.02096818823295397,250,11,5
69,right,p,P,chemistry,0.641,0.037067505985701264,0.640861728846378,0.03705417970690676,250,11,5
69,right,p_property_only,P property coordinates,spatial_pattern,0.513,0.02249444375840401,0.511929129872491,0.021870317243491533,250,8,5
69,right,p_property_only,P property coordinates,chemistry,0.626,0.03215587038162704,0.6255981649974856,0.03234770793909879,250,8,5
69,right,p_auxiliary_only,P auxiliary coordinates,spatial_pattern,0.5110000000000001,0.023108440016582705,0.5054684735704351,0.02639409517592235,250,3,5
69,right,p_auxiliary_only,P auxiliary coordinates,chemistry,0.496,0.026153393661244053,0.49027768327111715,0.030662323767001176,250,3,5
69,right,msp,MSP,spatial_pattern,0.982,0.011224972160321832,0.9819878399674258,0.01123616840763472,250,75,5
69,right,msp,MSP,chemistry,0.857,0.013266499161421611,0.8565915708822491,0.013512260545908992,250,75,5
69,right,ck4_p,CK4+P,spatial_pattern,0.8390000000000001,0.018275666882497047,0.8388217534599904,0.018467319693892745,250,147,5
69,right,ck4_p,CK4+P,chemistry,0.591,0.016552945357246864,0.5902215239996016,0.01659508261817618,250,147,5
69,right,ck4_p_property_only,CK4+P property coordinates,spatial_pattern,0.836,0.023537204591879628,0.8358829287763243,0.023574307877364486,250,144,5
69,right,ck4_p_property_only,CK4+P property coordinates,chemistry,0.567,0.025999999999999978,0.5664708675204084,0.026118232346556726,250,144,5
69,right,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,spatial_pattern,0.845,0.018165902124584965,0.8448629254678741,0.01817077847736252,250,139,5
69,right,ck4_p_auxiliary_only,CK4+P auxiliary coordinates,chemistry,0.483,0.01568438714135812,0.48212127530544413,0.01570314117257407,250,139,5
69,right,ck4_msp,CK4+MSP,spatial_pattern,0.9709999999999999,0.012409673645990868,0.9709775027844447,0.012428924963398726,250,211,5
69,right,ck4_msp,CK4+MSP,chemistry,0.788,0.026191601707417564,0.7875872015653892,0.026306247888051613,250,211,5
69,right,p_msp,P+MSP,spatial_pattern,0.983,0.01029563014098701,0.9829901178774574,0.010304623155752143,250,86,5
69,right,p_msp,P+MSP,chemistry,0.8550000000000001,0.016431676725154998,0.8546882711463993,0.01665696870857265,250,86,5
69,right,ck4p_msp,CK4P-MSP,spatial_pattern,0.9719999999999999,0.014696938456699083,0.9719777812035634,0.014709770058180733,250,222,5
69,right,ck4p_msp,CK4P-MSP,chemistry,0.7740000000000001,0.03136877428271627,0.7734607924783514,0.031517312543152196,250,222,5
69,right,ck4p_msp_property_only,CK4P-MSP property coordinates,spatial_pattern,0.9710000000000001,0.014966629547095779,0.9709786068094928,0.014978218168271395,250,219,5
69,right,ck4p_msp_property_only,CK4P-MSP property coordinates,chemistry,0.7819999999999999,0.033704599092705415,0.7815355931030153,0.033773821349713386,250,219,5
