target_label,length,condition,comparator,absolute_f1_difference,absolute_ci_low,absolute_ci_high,relative_drop_difference,relative_drop_ci_low,relative_drop_ci_high
tax_247639,69,substitution_1pct,pseknc_k3_l3,0.0010072859577547888,-0.015075735714454485,0.01615706523662683,-0.01951295070142456,-0.036745024777598785,-0.002632439750707347
tax_247639,69,substitution_1pct,ncp_anf,0.19921481993354806,0.17344649286211308,0.22528742264360133,-0.04755749397143583,-0.0718963963625754,-0.024490576033234884
tax_247639,69,substitution_1pct,pseeiip,0.014839122686492234,-0.002589299322975932,0.03134993058051525,0.002266959085544973,-0.017750277430466133,0.02094214987833524
tax_247639,69,substitution_1pct,hash_k15_d222,0.20674677385985485,0.18158431674235365,0.23305736162050886,-0.07247841190425519,-0.09738904416912833,-0.046581152721550785
tax_247639,75,N_3pct,ck4,0.010034242127914483,-0.00014042559239798024,0.019652601445569545,0.015876182067575795,0.0048318719200138305,0.027438691007455315
tax_247639,75,N_3pct,ck4_p,0.002859765777579626,-0.002341130647984996,0.008386337140650752,0.006213074039587929,-0.001013146381297869,0.013367602205447507
tax_247639,75,N_3pct,ck4_msp,0.006858995308320126,-8.985384150988483e-05,0.013557515343925677,0.008946420940848188,0.001084246707303946,0.017142607147032304
tax_247639,75,N_3pct,ck5,-0.002556904407356786,-0.01626512694452998,0.012333479537282048,-0.0120945752602577,-0.027317028206363513,0.0035057979641887915
tax_247639,75,N_3pct,pseknc_k3_l3,-0.00400717545973428,-0.0194737522341989,0.011844221219044455,-0.024527412118913627,-0.04251172857613129,-0.007888096993815517
tax_247639,75,N_3pct,ncp_anf,0.183646434266156,0.15541117900846568,0.20891214229861568,-0.06312587963882788,-0.08650738033838946,-0.03855671344379044
tax_247639,75,N_3pct,pseeiip,0.031332050296235425,0.015382777588985309,0.04810114587290697,0.018759886695288164,-0.00026705121836982887,0.0385233244672355
tax_247639,75,N_3pct,hash_k15_d222,0.21712370292010952,0.19005154528205126,0.24415217303148423,-0.06210148284400052,-0.08835077219445579,-0.035683772706827724
tax_247639,75,clean,ck4,-0.00183359123366178,-0.010256253325308723,0.006411302318560661,0.0040083487059995315,-0.005558650974109064,0.01423763072445594
tax_247639,75,clean,ck4_p,-0.0027062905291166395,-0.0073839678374364864,0.001967512855339703,0.0006470177328916638,-0.006244584138206729,0.0073764077164365
tax_247639,75,clean,ck4_msp,-0.002564728189456189,-0.0075465726742268814,0.002163617225211112,-0.0004773025569281275,-0.006791540456509601,0.005737574762508659
tax_247639,75,clean,ck5,-0.0014097395273935387,-0.014407353305531435,0.01116890141008444,-0.010947410380294453,-0.02578436266098063,0.004428145055586858
tax_247639,75,clean,pseknc_k3_l3,0.005802793042358312,-0.009532443059098285,0.021705296036528335,-0.014717443616821035,-0.030642791934548462,0.0012577179375180367
tax_247639,75,clean,ncp_anf,0.20044050508014033,0.17244222822117175,0.22615118449860436,-0.04633180882484356,-0.06830269235466084,-0.02549211835021789
