task,length,condition,model,family,input_name,macro_f1,accuracy,clean_macro_f1,clean_accuracy,macro_f1_drop_vs_clean,accuracy_drop_vs_clean
within_genus_species:Enterobacter,150,N_3pct,cnn_property,cnn1d,property,0.1693333333333333,0.2264150943396226,0.1102167182662538,0.2075471698113207,-0.059116615067079506,-0.018867924528301883
within_genus_species:Enterobacter,150,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,0.2069039085168117,0.2264150943396226,0.1301098901098901,0.2264150943396226,-0.0767940184069216,0.0
within_genus_species:Enterobacter,150,N_3pct,tiny_transformer_property,tiny_transformer,property,0.145,0.2264150943396226,0.06875,0.2075471698113207,-0.07624999999999998,-0.018867924528301883
target_background,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,0.538250114521301,0.5625,0.5514529914529914,0.5729166666666666,0.013202876931690422,0.01041666666666663
target_background,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,0.50779971637395,0.5104166666666666,0.5516454871293581,0.5520833333333334,0.043845770755408076,0.04166666666666674
target_background,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,0.549689102214465,0.5520833333333334,0.5724991854024112,0.5729166666666666,0.022810083187946195,0.02083333333333326
target_background,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,0.5933528836754643,0.59375,0.3142857142857143,0.4583333333333333,-0.27906716938975007,-0.13541666666666669
target_background,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,0.5926449787835926,0.59375,0.4909862142099682,0.53125,-0.10165876457362438,-0.0625
target_background,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,0.6111658456486042,0.6145833333333334,0.5189542483660131,0.5208333333333334,-0.0922115972825911,-0.09375
target_background,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,0.5408695652173914,0.5416666666666666,0.5516454871293581,0.5520833333333334,0.010775921911966746,0.01041666666666674
global_species,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,0.1035272466474512,0.1266968325791855,0.1583162045580184,0.171945701357466,0.054788957910567204,0.04524886877828052
global_species,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,0.1153145633722075,0.1402714932126696,0.0852507079128791,0.0950226244343891,-0.030063855459328395,-0.04524886877828051
global_species,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,0.1544875300138458,0.171945701357466,0.1312785749235569,0.1312217194570135,-0.02320895509028889,-0.04072398190045251
global_species,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,0.0327436024915016,0.090497737556561,0.0377650159162764,0.1040723981900452,0.005021413424774801,0.013574660633484198
global_species,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,0.0818156346244831,0.1402714932126696,0.0368246087929824,0.090497737556561,-0.044991025831500706,-0.0497737556561086
global_species,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,0.0481632653061224,0.1266968325791855,0.0621293900971969,0.1176470588235294,0.013966124791074501,-0.00904977375565609
global_species,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,0.041304149041409,0.0950226244343891,0.0563053440779121,0.1221719457013574,0.015001195036503101,0.027149321266968313
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,0.182034632034632,0.2264150943396226,0.206060606060606,0.2264150943396226,0.024025974025974006,0.0
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,0.2069711943035926,0.2452830188679245,0.208110275689223,0.2264150943396226,0.0011390813856304027,-0.01886792452830191
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,0.2019535163293929,0.2264150943396226,0.2386031746031745,0.2452830188679245,0.03664965827378161,0.01886792452830191
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,0.1295238095238095,0.1886792452830188,0.1734496124031007,0.2452830188679245,0.04392580287929118,0.0566037735849057
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,0.0889510489510489,0.1698113207547169,0.1102167182662538,0.2075471698113207,0.021265669315204905,0.03773584905660382
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,0.06875,0.2075471698113207,0.1301098901098901,0.2264150943396226,0.0613598901098901,0.018867924528301883
within_genus_species:Enterobacter,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,0.0666666666666666,0.1886792452830188,0.06875,0.2075471698113207,0.002083333333333409,0.01886792452830191
