task,label_col,length,condition,model,family,input_name,input_kind,seed,combo_seed,input_shape,n_features,density,n_samples,n_train,n_val,n_test,n_classes,epochs_ran,best_val_loss,final_train_loss,final_val_loss,accuracy,macro_f1
global_species,label,75,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2238,147,147,0.3925624820187283,733,384,129,220,21,22,2.49391770362854,1.2848091622193654,2.5254085063934326,0.1,0.0907934269824289
global_species,label,75,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2241,659,659,0.1712607675857628,733,384,129,220,21,10,2.673553705215454,0.1905694777766863,2.8368825912475586,0.1227272727272727,0.1038112556916683
global_species,label,75,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2241,5x75,375,0.2,733,384,129,220,21,24,2.6545143127441406,2.3811368147532144,2.6588799953460693,0.0954545454545454,0.0713628830088457
global_species,label,75,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,2243,5x75,375,0.5913778990450205,733,384,129,220,21,24,2.6190109252929688,2.487309575080872,2.6190109252929688,0.109090909090909,0.0931017216270672
global_species,label,75,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2254,5x75,375,0.2,733,384,129,220,21,24,2.500258207321167,2.444997032483419,2.513239622116089,0.1590909090909091,0.1018121936858996
global_species,label,75,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2256,5x75,375,0.5913778990450205,733,384,129,220,21,24,2.51794695854187,2.471669614315033,2.51794695854187,0.1272727272727272,0.0627944369077374
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2488,511,511,0.1102488118535085,175,91,31,53,5,6,1.639311671257019,0.687230388323466,1.6785181760787964,0.2452830188679245,0.2225518341307815
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2485,147,147,0.4026433430515063,175,91,31,53,5,8,1.6895376443862915,1.2681788206100464,1.7038116455078125,0.1698113207547169,0.1264957264957265
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2488,658,658,0.1755709943551889,175,91,31,53,5,6,1.640212059020996,0.5158046384652456,1.679457426071167,0.1698113207547169,0.1356313861577019
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2488,5x75,375,0.2,175,91,31,53,5,24,1.606167554855347,1.5139122009277344,1.606167554855347,0.2452830188679245,0.1638888888888889
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,2490,5x75,375,0.6009904761904762,175,91,31,53,5,7,1.607483148574829,1.59063454469045,1.6083091497421265,0.1320754716981132,0.0509090909090909
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2501,5x75,375,0.2,175,91,31,53,5,11,1.614663004875183,1.6165600220362346,1.6179227828979492,0.1886792452830188,0.064516129032258
within_genus_species:Enterobacter,label,75,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2503,5x75,375,0.6009904761904762,175,91,31,53,5,18,1.6070456504821775,1.5989460547765095,1.607812523841858,0.1132075471698113,0.0809523809523809
target_background,target_binary,100,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2572,512,512,0.15740966796875,320,168,56,96,2,6,0.6835908889770508,0.1396392360329628,0.7965803146362305,0.65625,0.6498286724881177
target_background,target_binary,100,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2569,147,147,0.4920918367346938,320,168,56,96,2,6,0.7091215252876282,0.5356511225303014,0.7272607684135437,0.5208333333333334,0.52
target_background,target_binary,100,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2572,659,659,0.2320656297420333,320,168,56,96,2,6,0.7304501533508301,0.1150164815286795,0.8877431750297546,0.6666666666666666,0.6665219279201042
target_background,target_binary,100,clean,cnn_onehot,cnn1d,onehot,channels,606,2572,5x100,500,0.2,320,168,56,96,2,24,0.6909149885177612,0.584115078051885,0.6920508146286011,0.6770833333333334,0.6767676767676767
target_background,target_binary,100,clean,cnn_property,cnn1d,property,channels,606,2574,5x100,500,0.60209375,320,168,56,96,2,24,0.6817907094955444,0.6382607320944468,0.6824749112129211,0.6354166666666666,0.6350602802215706
target_background,target_binary,100,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2585,5x100,500,0.2,320,168,56,96,2,14,0.6795998811721802,0.6490867336591085,0.6829176545143127,0.5729166666666666,0.5728703201302224
target_background,target_binary,100,clean,tiny_transformer_property,tiny_transformer,property,channels,606,2587,5x100,500,0.60209375,320,168,56,96,2,24,0.6111107468605042,0.6873876750469208,0.6111107468605042,0.5729166666666666,0.5724991854024112
global_species,label,100,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2533,512,512,0.1584874574829932,735,385,129,221,21,12,2.5740981101989746,0.2834729093771714,2.6766483783721924,0.1312217194570135,0.1191021410305675
global_species,label,100,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2530,147,147,0.494960433152853,735,385,129,221,21,22,2.544622898101806,1.6119826848690326,2.580452442169189,0.090497737556561,0.0620386308669516
global_species,label,100,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2533,659,659,0.2335428860466796,735,385,129,221,21,10,2.501080274581909,0.3067851868959573,2.547454357147217,0.1583710407239819,0.1349156798845061
global_species,label,100,clean,cnn_onehot,cnn1d,onehot,channels,606,2533,5x100,500,0.2,735,385,129,221,21,24,2.686580181121826,2.649434419778677,2.686580181121826,0.1040723981900452,0.0425031973075882
global_species,label,100,clean,cnn_property,cnn1d,property,channels,606,2535,5x100,500,0.6009551020408164,735,385,129,221,21,24,2.6515133380889893,2.629133903063261,2.6515133380889893,0.1085972850678733,0.0617868623599476
global_species,label,100,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2546,5x100,500,0.2,735,385,129,221,21,24,2.555335283279419,2.5497192786290097,2.571747303009033,0.1266968325791855,0.0637243625308416
global_species,label,100,clean,tiny_transformer_property,tiny_transformer,property,channels,606,2548,5x100,500,0.6009551020408164,735,385,129,221,21,24,2.603076219558716,2.526388791891245,2.626430034637451,0.1357466063348416,0.0697393273767176
within_genus_species:Enterobacter,label,100,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2780,510,510,0.1639103641456582,175,91,31,53,5,12,1.5378005504608154,0.1603338569402694,1.555148959159851,0.2075471698113207,0.2012005012531328
within_genus_species:Enterobacter,label,100,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2777,147,147,0.5084936831875607,175,91,31,53,5,13,1.6630388498306274,1.110097924868266,1.6708879470825195,0.2641509433962264,0.2659405779405779
within_genus_species:Enterobacter,label,100,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2780,657,657,0.2410089149815177,175,91,31,53,5,6,1.6292835474014282,0.4989313582579295,1.654498815536499,0.2452830188679245,0.2446886446886447
within_genus_species:Enterobacter,label,100,clean,cnn_onehot,cnn1d,onehot,channels,606,2780,5x100,500,0.2,175,91,31,53,5,6,1.6070261001586914,1.5864157279332478,1.608843445777893,0.2075471698113207,0.1252279635258358
within_genus_species:Enterobacter,label,100,clean,cnn_property,cnn1d,property,channels,606,2782,5x100,500,0.6121257142857143,175,91,31,53,5,6,1.6095900535583496,1.590086579322815,1.610992193222046,0.2075471698113207,0.06875
within_genus_species:Enterobacter,label,100,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2793,5x100,500,0.2,175,91,31,53,5,6,1.6189764738082886,1.6047865947087605,1.6200082302093506,0.2264150943396226,0.1548107615139078
within_genus_species:Enterobacter,label,100,clean,tiny_transformer_property,tiny_transformer,property,channels,606,2795,5x100,500,0.6121257142857143,175,91,31,53,5,18,1.6151634454727173,1.5989349683125813,1.6195095777511597,0.1698113207547169,0.1216450216450216
target_background,target_binary,100,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2579,512,512,0.137835693359375,320,168,56,96,2,6,0.6841391324996948,0.1372379573682944,0.7744938135147095,0.6145833333333334,0.6049382716049383
target_background,target_binary,100,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2576,147,147,0.4667304421768707,320,168,56,96,2,9,0.6446584463119507,0.4682523806889851,0.6813985705375671,0.5625,0.5623100303951367
target_background,target_binary,100,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2579,659,659,0.2112006828528072,320,168,56,96,2,6,0.6502262949943542,0.1085051087041695,0.8137603998184204,0.53125,0.5195195195195195
target_background,target_binary,100,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2579,5x100,500,0.2,320,168,56,96,2,24,0.6593960523605347,0.5555405914783478,0.6593960523605347,0.59375,0.5937059142702116
target_background,target_binary,100,N_3pct,cnn_property,cnn1d,property,channels,606,2581,5x100,500,0.5899875,320,168,56,96,2,24,0.6632580161094666,0.5886922478675842,0.6641842126846313,0.5520833333333334,0.5338226990400904
target_background,target_binary,100,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2592,5x100,500,0.2,320,168,56,96,2,22,0.6364558339118958,0.6674395799636841,0.6427747011184692,0.5625,0.5607843137254902
target_background,target_binary,100,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2594,5x100,500,0.5899875,320,168,56,96,2,24,0.6213456988334656,0.6816210349400839,0.6213456988334656,0.59375,0.5915784880549798
global_species,label,100,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2540,512,512,0.1386027848639456,735,385,129,221,21,13,2.557248115539551,0.2162875134784441,2.633399724960327,0.1402714932126696,0.1260441046151888
global_species,label,100,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2537,147,147,0.468351149983803,735,385,129,221,21,22,2.4915859699249268,1.6891035116635835,2.516956329345703,0.1628959276018099,0.1422868550048454
global_species,label,100,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2540,659,659,0.212158186491592,735,385,129,221,21,11,2.477349042892456,0.236890184191557,2.560194969177246,0.1266968325791855,0.1223722018521077
global_species,label,100,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2540,5x100,500,0.2,735,385,129,221,21,24,2.675074577331543,2.5469577679267297,2.675074577331543,0.1176470588235294,0.068894414720186
global_species,label,100,N_3pct,cnn_property,cnn1d,property,channels,606,2542,5x100,500,0.5890122448979592,735,385,129,221,21,24,2.7874324321746826,2.7004522543687086,2.7874324321746826,0.1131221719457013,0.0482420792588213
global_species,label,100,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2553,5x100,500,0.2,735,385,129,221,21,24,2.5555615425109863,2.505577564239502,2.587770938873291,0.1493212669683258,0.0894173662867838
global_species,label,100,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2555,5x100,500,0.5890122448979592,735,385,129,221,21,24,2.5450363159179688,2.535166318599994,2.575201749801636,0.1266968325791855,0.0623126751578132
within_genus_species:Enterobacter,label,100,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2787,510,510,0.1426330532212885,175,91,31,53,5,6,1.6869844198226929,0.6178981264432272,1.7258079051971436,0.1698113207547169,0.1601098901098901
within_genus_species:Enterobacter,label,100,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2784,147,147,0.4793002915451895,175,91,31,53,5,6,1.6953555345535278,1.4244832595189412,1.7297160625457764,0.2452830188679245,0.1898717948717948
within_genus_species:Enterobacter,label,100,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2787,657,657,0.2179604261796042,175,91,31,53,5,6,1.669967770576477,0.4970870713392893,1.71168315410614,0.2264150943396226,0.2053886469329002
within_genus_species:Enterobacter,label,100,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2787,5x100,500,0.2,175,91,31,53,5,12,1.609148383140564,1.5630618731180828,1.6122097969055176,0.2075471698113207,0.1774688057040997
within_genus_species:Enterobacter,label,100,N_3pct,cnn_property,cnn1d,property,channels,606,2789,5x100,500,0.5997942857142857,175,91,31,53,5,7,1.6095255613327026,1.584145148595174,1.6128240823745728,0.1886792452830188,0.0634920634920634
within_genus_species:Enterobacter,label,100,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2800,5x100,500,0.2,175,91,31,53,5,13,1.6151913404464722,1.606941779454549,1.6191967725753784,0.2264150943396226,0.1696428571428571
within_genus_species:Enterobacter,label,100,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2802,5x100,500,0.5997942857142857,175,91,31,53,5,24,1.6087677478790283,1.6053082545598347,1.613220453262329,0.1320754716981132,0.0809523809523809
target_background,target_binary,100,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2705,512,512,0.138116455078125,320,168,56,96,2,6,0.6692605018615723,0.1719517012437184,0.8084086775779724,0.5104166666666666,0.4747992084739844
target_background,target_binary,100,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2702,147,147,0.4655612244897959,320,168,56,96,2,6,0.7166484594345093,0.5354733020067215,0.8020882606506348,0.5833333333333334,0.5714285714285714
target_background,target_binary,100,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2705,659,659,0.211158004552352,320,168,56,96,2,6,0.7225398421287537,0.1090913278361161,0.9421018958091736,0.6145833333333334,0.6142065819485174
target_background,target_binary,100,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2705,5x100,500,0.2,320,168,56,96,2,24,0.6735478043556213,0.5753906865914663,0.6742727160453796,0.6145833333333334,0.6145415084102008
target_background,target_binary,100,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,2707,5x100,500,0.5899125,320,168,56,96,2,24,0.6824327111244202,0.6259451905886332,0.6905900239944458,0.6354166666666666,0.6205533596837944
target_background,target_binary,100,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2718,5x100,500,0.2,320,168,56,96,2,15,0.691614031791687,0.6683715184529623,0.6964209675788879,0.6354166666666666,0.6350602802215706
target_background,target_binary,100,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2720,5x100,500,0.5899125,320,168,56,96,2,22,0.6359887719154358,0.6669696569442749,0.6480485796928406,0.6354166666666666,0.6334678738954947
global_species,label,100,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2666,512,512,0.1386639030612245,735,385,129,221,21,12,2.621689796447754,0.2829230920626567,2.7262072563171387,0.1447963800904977,0.126035120425444
global_species,label,100,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2663,147,147,0.4685640242491554,735,385,129,221,21,23,2.5713679790496826,1.5105943496410663,2.595854520797729,0.1402714932126696,0.1163457587841824
global_species,label,100,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2666,659,659,0.2122531561941923,735,385,129,221,21,10,2.581498622894287,0.2930532636550756,2.708284378051758,0.1447963800904977,0.1314445841032337
global_species,label,100,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2666,5x100,500,0.2,735,385,129,221,21,24,2.665654182434082,2.547719350227943,2.665654182434082,0.0814479638009049,0.0269156551509492
global_species,label,100,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,2668,5x100,500,0.5889931972789115,735,385,129,221,21,24,2.925337314605713,2.806829929351806,2.925337314605713,0.0814479638009049,0.0356059061052913
global_species,label,100,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2679,5x100,500,0.2,735,385,129,221,21,24,2.57330060005188,2.48322661106403,2.582291603088379,0.1131221719457013,0.0464590553128852
global_species,label,100,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2681,5x100,500,0.5889931972789115,735,385,129,221,21,24,2.514631986618042,2.524244785308838,2.514631986618042,0.1176470588235294,0.0424305493176217
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,2913,511,511,0.1433715403969807,175,91,31,53,5,10,1.60041606426239,0.2591487814982732,1.638971924781799,0.1698113207547169,0.1398717948717948
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,2910,147,147,0.481399416909621,175,91,31,53,5,8,1.6494065523147583,1.289812088012695,1.6624284982681274,0.2075471698113207,0.1605860805860806
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,2913,658,658,0.2188884064264003,175,91,31,53,5,8,1.6094025373458862,0.2819769779841105,1.6532450914382937,0.1886792452830188,0.1667216428167192
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,2913,5x100,500,0.2,175,91,31,53,5,19,1.6092015504837036,1.5389195680618286,1.6102584600448608,0.1698113207547169,0.0590163934426229
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,2915,5x100,500,0.5995771428571428,175,91,31,53,5,8,1.6072503328323364,1.5837506850560503,1.608811616897583,0.2264150943396226,0.1542929292929293
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,2926,5x100,500,0.2,175,91,31,53,5,6,1.607661247253418,1.60408616065979,1.613880634307861,0.1886792452830188,0.064516129032258
within_genus_species:Enterobacter,label,100,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,2928,5x100,500,0.5995771428571428,175,91,31,53,5,8,1.6108139753341677,1.611388882001241,1.6138643026351929,0.1886792452830188,0.0634920634920634
target_background,target_binary,150,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3422,512,512,0.22510986328125,320,168,56,96,2,6,0.7384796738624573,0.1640875190496444,0.8187670111656189,0.5729166666666666,0.5514529914529914
target_background,target_binary,150,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3419,147,147,0.6143920068027211,320,168,56,96,2,6,0.7014687657356262,0.5093119541803995,0.7081896066665649,0.5520833333333334,0.5516454871293581
target_background,target_binary,150,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3422,659,659,0.3119451820940819,320,168,56,96,2,8,0.7224764227867126,0.0493763840446869,0.9051442742347716,0.5729166666666666,0.5724991854024112
target_background,target_binary,150,clean,cnn_onehot,cnn1d,onehot,channels,606,3422,5x150,750,0.2,320,168,56,96,2,8,0.6923613548278809,0.6825368503729502,0.692970335483551,0.4583333333333333,0.3142857142857143
target_background,target_binary,150,clean,cnn_property,cnn1d,property,channels,606,3424,5x150,750,0.5989416666666667,320,168,56,96,2,10,0.6933823823928833,0.6740578512350718,0.6944767832756042,0.53125,0.4909862142099682
target_background,target_binary,150,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3435,5x150,750,0.2,320,168,56,96,2,8,0.6828807592391968,0.6787970463434855,0.6868090629577637,0.5208333333333334,0.5189542483660131
target_background,target_binary,150,clean,tiny_transformer_property,tiny_transformer,property,channels,606,3437,5x150,750,0.5989416666666667,320,168,56,96,2,24,0.6762481331825256,0.6917267541090647,0.6762481331825256,0.5520833333333334,0.5516454871293581
global_species,label,150,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3383,512,512,0.2254278273809523,735,385,129,221,21,12,2.432004928588867,0.2875396173733931,2.5136563777923584,0.171945701357466,0.1583162045580184
global_species,label,150,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3380,147,147,0.6179462261094915,735,385,129,221,21,24,2.5025746822357178,1.4333969400479245,2.530416250228882,0.0950226244343891,0.0852507079128791
global_species,label,150,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3383,659,659,0.3129850422718404,735,385,129,221,21,11,2.441823720932007,0.2853531413353406,2.515650510787964,0.1312217194570135,0.1312785749235569
global_species,label,150,clean,cnn_onehot,cnn1d,onehot,channels,606,3383,5x150,750,0.2,735,385,129,221,21,24,2.6424522399902344,2.523815842775198,2.6424522399902344,0.1040723981900452,0.0377650159162764
global_species,label,150,clean,cnn_property,cnn1d,property,channels,606,3385,5x150,750,0.6004934240362811,735,385,129,221,21,24,2.8495748043060303,2.816324710845948,2.8495748043060303,0.090497737556561,0.0368246087929824
global_species,label,150,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3396,5x150,750,0.2,735,385,129,221,21,24,2.45591688156128,2.50949292916518,2.45591688156128,0.1176470588235294,0.0621293900971969
global_species,label,150,clean,tiny_transformer_property,tiny_transformer,property,channels,606,3398,5x150,750,0.6004934240362811,735,385,129,221,21,24,2.543808460235596,2.631691785959097,2.6083996295928955,0.1221719457013574,0.0563053440779121
within_genus_species:Enterobacter,label,150,clean,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3630,511,511,0.2335476656415991,175,91,31,53,5,11,1.6058754920959473,0.2308113078276316,1.6223008632659912,0.2264150943396226,0.206060606060606
within_genus_species:Enterobacter,label,150,clean,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3627,147,147,0.6382896015549077,175,91,31,53,5,24,1.5434597730636597,0.6415138641993204,1.547585368156433,0.2264150943396226,0.208110275689223
within_genus_species:Enterobacter,label,150,clean,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3630,658,658,0.3239687364307425,175,91,31,53,5,11,1.6367859840393066,0.127086562414964,1.6721887588500977,0.2452830188679245,0.2386031746031745
within_genus_species:Enterobacter,label,150,clean,cnn_onehot,cnn1d,onehot,channels,606,3630,5x150,750,0.2,175,91,31,53,5,9,1.602025270462036,1.5761957168579102,1.6022480726242063,0.2452830188679245,0.1734496124031007
within_genus_species:Enterobacter,label,150,clean,cnn_property,cnn1d,property,channels,606,3632,5x150,750,0.6107809523809524,175,91,31,53,5,14,1.6116647720336914,1.5797282059987383,1.6123279333114624,0.2075471698113207,0.1102167182662538
within_genus_species:Enterobacter,label,150,clean,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3643,5x150,750,0.2,175,91,31,53,5,7,1.613706111907959,1.6149969498316448,1.6147085428237915,0.2264150943396226,0.1301098901098901
within_genus_species:Enterobacter,label,150,clean,tiny_transformer_property,tiny_transformer,property,channels,606,3645,5x150,750,0.6107809523809524,175,91,31,53,5,8,1.608134627342224,1.6134392420450847,1.6090599298477173,0.2075471698113207,0.06875
target_background,target_binary,150,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3429,512,512,0.20137939453125,320,168,56,96,2,6,0.7196728587150574,0.1277049096922079,0.99297034740448,0.6041666666666666,0.6034782608695652
target_background,target_binary,150,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3426,147,147,0.5890731292517006,320,168,56,96,2,7,0.6982321739196777,0.5171794792016348,0.7176039814949036,0.5625,0.5529933481152993
target_background,target_binary,150,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3429,659,659,0.2878603945371775,320,168,56,96,2,6,0.8672507405281067,0.0980727138618628,1.1308637857437134,0.5416666666666666,0.5317073170731708
target_background,target_binary,150,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3429,5x150,750,0.2,320,168,56,96,2,11,0.6922732591629028,0.6536024113496145,0.6941828727722168,0.59375,0.588345244639912
target_background,target_binary,150,N_3pct,cnn_property,cnn1d,property,channels,606,3431,5x150,750,0.5882125,320,168,56,96,2,19,0.6908689141273499,0.6420884430408478,0.690937876701355,0.6875,0.6761133603238867
target_background,target_binary,150,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3442,5x150,750,0.2,320,168,56,96,2,18,0.6653884649276733,0.6547614435354868,0.6673392653465271,0.46875,0.4682306940371457
target_background,target_binary,150,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3444,5x150,750,0.5882125,320,168,56,96,2,13,0.6909282803535461,0.6751050551732382,0.6930323839187622,0.5833333333333334,0.5816993464052287
global_species,label,150,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3390,512,512,0.2016794217687074,735,385,129,221,21,14,2.386049270629883,0.211297075335796,2.4686527252197266,0.1764705882352941,0.1705365844956509
global_species,label,150,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3387,147,147,0.5925771669211902,735,385,129,221,21,21,2.523323774337769,1.695752767416147,2.547238111495972,0.1357466063348416,0.1187359362646719
global_species,label,150,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3390,659,659,0.2888751251638743,735,385,129,221,21,11,2.4164392948150635,0.2568103751310935,2.5100882053375244,0.1493212669683258,0.1300526971351861
global_species,label,150,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3390,5x150,750,0.2,735,385,129,221,21,24,2.769465923309326,2.687779664993286,2.769465923309326,0.0995475113122171,0.0470657162386485
global_species,label,150,N_3pct,cnn_property,cnn1d,property,channels,606,3392,5x150,750,0.5899083900226757,735,385,129,221,21,24,2.8526175022125244,2.770816601239718,2.852735757827759,0.1221719457013574,0.04672698961802
global_species,label,150,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3403,5x150,750,0.2,735,385,129,221,21,24,2.5498952865600586,2.5378239154815674,2.5767080783843994,0.1357466063348416,0.0794637719264276
global_species,label,150,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3405,5x150,750,0.5899083900226757,735,385,129,221,21,24,2.497570753097534,2.511873850455651,2.497570753097534,0.1357466063348416,0.048202655446415
within_genus_species:Enterobacter,label,150,N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3637,511,511,0.2082974559686888,175,91,31,53,5,6,1.6299480199813845,0.6470301946004232,1.6665514707565308,0.1698113207547169,0.1667958656330749
within_genus_species:Enterobacter,label,150,N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3634,147,147,0.6107288629737609,175,91,31,53,5,13,1.640905499458313,1.129608432451884,1.6546711921691897,0.2075471698113207,0.1507777777777777
within_genus_species:Enterobacter,label,150,N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3637,658,658,0.2982023447676943,175,91,31,53,5,6,1.70612633228302,0.4886383811632792,1.7780970335006714,0.2075471698113207,0.1949936143039591
within_genus_species:Enterobacter,label,150,N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3637,5x150,750,0.2,175,91,31,53,5,12,1.611040472984314,1.5684154431025188,1.611391544342041,0.1886792452830188,0.0634920634920634
within_genus_species:Enterobacter,label,150,N_3pct,cnn_property,cnn1d,property,channels,606,3639,5x150,750,0.5998628571428571,175,91,31,53,5,6,1.6034553050994873,1.5883833169937134,1.6039718389511108,0.2264150943396226,0.1693333333333333
within_genus_species:Enterobacter,label,150,N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3650,5x150,750,0.2,175,91,31,53,5,24,1.5856831073760986,1.5752115646998088,1.5856831073760986,0.2264150943396226,0.2069039085168117
