task,label_col,length,condition,model,family,input_name,input_kind,seed,combo_seed,input_shape,n_features,density,n_samples,n_train,n_val,n_test,n_classes,epochs_ran,best_val_loss,final_train_loss,final_val_loss,accuracy,macro_f1
within_genus_species:Enterobacter,label,150,N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3652,5x150,750,0.5998628571428571,175,91,31,53,5,24,1.59161114692688,1.585981051127116,1.59161114692688,0.2264150943396226,0.145
target_background,target_binary,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3555,512,512,0.20103759765625,320,168,56,96,2,6,0.6933579444885254,0.142217884461085,0.8750255703926086,0.5625,0.538250114521301
target_background,target_binary,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3552,147,147,0.5921130952380952,320,168,56,96,2,17,0.6034649014472961,0.2746349597970645,0.62083899974823,0.5104166666666666,0.50779971637395
target_background,target_binary,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3555,659,659,0.2882729514415781,320,168,56,96,2,6,0.733707070350647,0.0984714552760124,0.9247244596481324,0.5520833333333334,0.549689102214465
target_background,target_binary,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3555,5x150,750,0.2,320,168,56,96,2,24,0.6841869354248047,0.5785348812739054,0.6846255660057068,0.59375,0.5933528836754643
target_background,target_binary,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,3557,5x150,750,0.5885833333333333,320,168,56,96,2,24,0.6837124824523926,0.6011055509249369,0.6915813088417053,0.59375,0.5926449787835926
target_background,target_binary,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3568,5x150,750,0.2,320,168,56,96,2,16,0.6760912537574768,0.6701969603697459,0.676750123500824,0.6145833333333334,0.6111658456486042
target_background,target_binary,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3570,5x150,750,0.5885833333333333,320,168,56,96,2,24,0.6600461602210999,0.663577268520991,0.6654305458068848,0.5416666666666666,0.5408695652173914
global_species,label,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3516,512,512,0.2021178784013605,735,385,129,221,21,12,2.550123453140259,0.2875939653469966,2.636975049972534,0.1266968325791855,0.1035272466474512
global_species,label,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3513,147,147,0.5943542042667407,735,385,129,221,21,18,2.634852886199951,1.723653609936054,2.685817003250122,0.1402714932126696,0.1153145633722075
global_species,label,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3516,659,659,0.2896121726384028,735,385,129,221,21,10,2.4524285793304443,0.3108298400273689,2.555361270904541,0.171945701357466,0.1544875300138458
global_species,label,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3516,5x150,750,0.2,735,385,129,221,21,24,2.757707118988037,2.6884464667393613,2.757707118988037,0.090497737556561,0.0327436024915016
global_species,label,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,3518,5x150,750,0.5899664399092971,735,385,129,221,21,24,2.848139524459839,2.7892905382009654,2.848139524459839,0.1402714932126696,0.0818156346244831
global_species,label,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3529,5x150,750,0.2,735,385,129,221,21,24,2.582894325256348,2.516451597213745,2.582894325256348,0.1266968325791855,0.0481632653061224
global_species,label,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3531,5x150,750,0.5899664399092971,735,385,129,221,21,24,2.595822095870972,2.545914649963379,2.597973108291626,0.0950226244343891,0.041304149041409
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,mlp_ckmer5,tabular_mlp,ckmer5_count_l2,vector,606,3763,511,511,0.2077383282079955,175,91,31,53,5,7,1.6212726831436155,0.5132766664028168,1.670653223991394,0.2264150943396226,0.182034632034632
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,mlp_csp,tabular_mlp,cspaced_property_l2,vector,606,3760,147,147,0.6123226433430515,175,91,31,53,5,6,1.6216819286346436,1.359905481338501,1.633033275604248,0.2452830188679245,0.2069711943035926
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,mlp_hybrid,tabular_mlp,hybrid_ckmer5_csp,vector,606,3763,658,658,0.2981241858445506,175,91,31,53,5,7,1.631884217262268,0.4035166005293528,1.693026065826416,0.2264150943396226,0.2019535163293929
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,cnn_onehot,cnn1d,onehot,channels,606,3763,5x150,750,0.2,175,91,31,53,5,10,1.606550693511963,1.565528074900309,1.6078978776931765,0.1886792452830188,0.1295238095238095
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,cnn_property,cnn1d,property,channels,606,3765,5x150,750,0.5999923809523809,175,91,31,53,5,13,1.6057101488113403,1.5708128213882446,1.6060761213302612,0.1698113207547169,0.0889510489510489
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,tiny_transformer_onehot,tiny_transformer,onehot,channels,606,3776,5x150,750,0.2,175,91,31,53,5,9,1.6248196363449097,1.6231292883555095,1.6249083280563354,0.2075471698113207,0.06875
within_genus_species:Enterobacter,label,150,substitution_1pct_N_3pct,tiny_transformer_property,tiny_transformer,property,channels,606,3778,5x150,750,0.5999923809523809,175,91,31,53,5,24,1.5991973876953125,1.6005502144495647,1.5991973876953125,0.18867924528301888,0.06666666666666667
