motif_position,length,observed_layout,representation,anchor_visible_rate,class_motif_visible_rate,any_class_motif_visible_rate,pair_visible_rate,partial_class_prefix_visible_rate,mi_label_pair_visible,mi_label_any_class_visible,mean_context_distance,base_tokens,k5_tokens,full_attention_base_pairs,full_attention_k5_pairs,classifier,accuracy,macro_f1,n_features
120,125,SE125,property_channels,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,1.0,1.0,625
120,125,SE125,rope_property,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,1.0,1.0,2000
120,125,SE125,spaced_kmer_phase,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.9166666666666666,0.9166460739546961,1904
120,125,SE125,cspaced_property_l2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.4722222222222222,0.4754274768909598,147
120,125,SE125,oracle_motif_pair,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.3333333333333333,0.16666666666666666,11
120,130,SE130,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,0.9814814814814815,0.9814671814671815,1024
120,130,SE130,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,0.9907407407407407,0.9907389542735867,512
120,130,SE130,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,1.0,1.0,650
120,130,SE130,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,1.0,1.0,2080
120,130,SE130,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,1.0,1.0,1984
120,130,SE130,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,0.7685185185185185,0.7710979456908428,147
120,130,SE130,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,130,126,16900,15876,nearest_linear_probe,1.0,1.0,11
120,135,SE135,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,0.9814814814814815,0.9814671814671815,1024
120,135,SE135,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,0.9907407407407407,0.9907389542735867,512
120,135,SE135,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,1.0,1.0,675
120,135,SE135,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,1.0,1.0,2160
120,135,SE135,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,1.0,1.0,2064
120,135,SE135,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,0.7037037037037037,0.7032786210868402,147
120,135,SE135,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,135,131,18225,17161,nearest_linear_probe,1.0,1.0,11
120,138,SE138,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,0.9722222222222222,0.972211350293542,1024
120,138,SE138,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,0.9907407407407407,0.9907389542735867,512
120,138,SE138,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,1.0,1.0,690
120,138,SE138,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,1.0,1.0,2208
120,138,SE138,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,1.0,1.0,2112
120,138,SE138,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,0.7037037037037037,0.7037894541270964,147
120,138,SE138,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,138,134,19044,17956,nearest_linear_probe,1.0,1.0,11
120,140,SE140,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,0.9814814814814815,0.9814796950143275,1024
120,140,SE140,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,0.9722222222222222,0.9722079222079222,512
120,140,SE140,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,1.0,1.0,700
120,140,SE140,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,1.0,1.0,2240
120,140,SE140,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,1.0,1.0,2144
120,140,SE140,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,0.6851851851851852,0.6859903381642511,147
120,140,SE140,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,140,136,19600,18496,nearest_linear_probe,1.0,1.0,11
120,142,SE142,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,0.9907407407407407,0.9907389542735867,1024
120,142,SE142,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,0.9722222222222222,0.9722079222079222,512
120,142,SE142,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,1.0,1.0,710
120,142,SE142,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,1.0,1.0,2272
120,142,SE142,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,1.0,1.0,2176
120,142,SE142,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,0.7037037037037037,0.7048775623507598,147
120,142,SE142,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,142,138,20164,19044,nearest_linear_probe,1.0,1.0,11
120,145,SE145,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,0.9907407407407407,0.9907389542735867,1024
120,145,SE145,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,0.9814814814814815,0.9816013196294886,512
120,145,SE145,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,1.0,1.0,725
120,145,SE145,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,1.0,1.0,2320
120,145,SE145,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,1.0,1.0,2224
120,145,SE145,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,0.6759259259259259,0.6759406465288818,147
120,145,SE145,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,145,141,21025,19881,nearest_linear_probe,1.0,1.0,11
120,148,SE148,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,0.9814814814814815,0.9814671814671815,1024
120,148,SE148,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,1.0,1.0,512
120,148,SE148,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,1.0,1.0,740
120,148,SE148,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,1.0,1.0,2368
120,148,SE148,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,1.0,1.0,2272
120,148,SE148,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,0.6759259259259259,0.6757252608645797,147
120,148,SE148,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,148,144,21904,20736,nearest_linear_probe,1.0,1.0,11
120,150,SE150,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,0.9814814814814815,0.9814671814671815,1024
120,150,SE150,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,1.0,1.0,512
120,150,SE150,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,1.0,1.0,750
120,150,SE150,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,1.0,1.0,2400
120,150,SE150,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,1.0,1.0,2304
120,150,SE150,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,0.6666666666666666,0.6666004161250237,147
120,150,SE150,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,150,146,22500,21316,nearest_linear_probe,1.0,1.0,11
120,155,SE155,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,0.9814814814814815,0.9814671814671815,1024
120,155,SE155,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,0.9907407407407407,0.9907389542735867,512
120,155,SE155,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,1.0,1.0,775
120,155,SE155,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,1.0,1.0,2480
120,155,SE155,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,1.0,1.0,2384
120,155,SE155,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,0.6296296296296297,0.6294011544011544,147
120,155,SE155,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,155,151,24025,22801,nearest_linear_probe,1.0,1.0,11
120,160,SE160,kmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,0.9907407407407407,0.9907389542735867,1024
120,160,SE160,ckmer5_count_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,0.9814814814814815,0.9814796950143275,512
120,160,SE160,property_channels,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,1.0,1.0,800
120,160,SE160,rope_property,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,1.0,1.0,2560
120,160,SE160,spaced_kmer_phase,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,1.0,1.0,2464
120,160,SE160,cspaced_property_l2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,0.6481481481481481,0.6489199026512459,147
120,160,SE160,oracle_motif_pair,1.0,1.0,1.0,1.0,1.0,0.0,0.0,102.02777777777777,160,156,25600,24336,nearest_linear_probe,1.0,1.0,11
130,110,SE110,kmer5_count_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.2962962962962963,0.29211918685602895,1024
130,110,SE110,ckmer5_count_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.3425925925925926,0.34107793285008475,512
130,110,SE110,property_channels,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.28703703703703703,0.28287115638558763,550
130,110,SE110,rope_property,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.3333333333333333,0.33324936937709465,1760
130,110,SE110,spaced_kmer_phase,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.32407407407407407,0.3247863247863248,1664
130,110,SE110,cspaced_property_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.39814814814814814,0.396682769726248,147
130,110,SE110,oracle_motif_pair,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,110,106,12100,11236,nearest_linear_probe,0.3333333333333333,0.16666666666666666,11
130,115,SE115,kmer5_count_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.3333333333333333,0.33240930609351665,1024
130,115,SE115,ckmer5_count_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.3333333333333333,0.3330136466263062,512
130,115,SE115,property_channels,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.28703703703703703,0.28667953667953666,575
130,115,SE115,rope_property,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.37962962962962965,0.379552811542007,1840
130,115,SE115,spaced_kmer_phase,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.37037037037037035,0.37012982361894525,1744
130,115,SE115,cspaced_property_l2,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.37962962962962965,0.381256038647343,147
130,115,SE115,oracle_motif_pair,1.0,0.0,0.0,0.0,0.15,0.0,0.0,,115,111,13225,12321,nearest_linear_probe,0.3333333333333333,0.16666666666666666,11
130,120,SE120,kmer5_count_l2,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.3055555555555556,0.296386645988443,1024
130,120,SE120,ckmer5_count_l2,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.26851851851851855,0.2672636267621803,512
130,120,SE120,property_channels,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.32407407407407407,0.323209840173556,600
130,120,SE120,rope_property,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.37037037037037035,0.36896929824561403,1920
130,120,SE120,spaced_kmer_phase,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.3333333333333333,0.33181457431457434,1824
130,120,SE120,cspaced_property_l2,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.4166666666666667,0.41756435215228205,147
130,120,SE120,oracle_motif_pair,1.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,,120,116,14400,13456,nearest_linear_probe,0.3333333333333333,0.16666666666666666,11
130,125,SE125,kmer5_count_l2,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.2777777777777778,0.2747075257551947,1024
130,125,SE125,ckmer5_count_l2,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.25,0.24804413693302582,512
130,125,SE125,property_channels,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.32407407407407407,0.3205772649124341,625
130,125,SE125,rope_property,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.3425925925925926,0.34208856744068017,2000
130,125,SE125,spaced_kmer_phase,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.3148148148148148,0.3147151768195791,1904
130,125,SE125,cspaced_property_l2,1.0,0.0,0.0,0.0,0.16111111111111112,0.0,0.0,,125,121,15625,14641,nearest_linear_probe,0.37962962962962965,0.3790544564814964,147
