retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,task,length,condition,representation,n_pairs,n_features,density
0.09444444444444444,0.9973562492194978,0.9970193888099914,0.07264184471649314,0.07720895271934047,-4.031829355047836e-05,0.002777777777777778,arg_allele,69,trim_5bp,cspaced_property_l2,360,78,0.7048967236467236
0.1,0.9837852515174333,0.9824863536933071,0.18001278206371982,0.18715579706015392,-2.9294903175278165e-05,0.002777777777777778,arg_allele,69,trim_5bp,hybrid_ckmer5_csp,360,173,0.626461143224149
0.09444444444444444,0.9801899452326637,0.9795045880787248,0.1990339789218842,0.20246190713946888,-2.0159146775248278e-05,0.002777777777777778,arg_allele,69,trim_5bp,hybrid_ckmer7_csp,360,194,0.5806557846506301
0.10277777777777777,0.9034523493190979,0.7959745425365099,0.4250190364742107,0.6387886015026752,-2.9040891378446295e-05,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,ckmer5_count_l2,360,378,0.1381687242798354
0.1,0.840791346029384,0.6803401986951031,0.5463484754684261,0.7995727742924288,-8.20602573999953e-05,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,ckmer7_count_l2,360,925,0.05887537537537538
0.11388888888888889,0.9457918601153125,0.8902348999178336,0.32029040097582284,0.4685403042241651,-0.0006876763355120457,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,cspaced_count_l2,360,67,0.657276119402985
0.11666666666666667,0.9923935577848652,0.98629713172461,0.1212849153634638,0.16554660876245283,-7.510576748251705e-05,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,cspaced_property_l2,360,78,0.6991987179487179
0.11944444444444445,0.9479229535519814,0.8917773769349855,0.31276653434010826,0.46523668569283333,-2.545634100604124e-05,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,360,456,0.23413438109161794
0.11666666666666667,0.9165924519071246,0.8349296571178858,0.3959075561390596,0.5745731994950948,-5.662811381011774e-05,0.002777777777777778,arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,360,1003,0.10867120859643292
0.12777777777777777,0.8756034043993117,0.8377191568046787,0.49697159701308935,0.5697031563811481,-0.00025624520998012064,0.0,arg_allele,69,local_mismatch_6bp,ckmer5_count_l2,360,511,0.10984453141987388
0.12777777777777777,0.8241510496986684,0.7849870641173372,0.5908399927334493,0.6557635791696012,-9.237650904538257e-05,0.0,arg_allele,69,local_mismatch_6bp,ckmer7_count_l2,360,2953,0.020455657147157316
0.11666666666666667,0.9097925142173441,0.8717935355735279,0.4209484789409738,0.5063723163951748,-0.0016259259989781646,0.0,arg_allele,69,local_mismatch_6bp,cspaced_count_l2,360,67,0.6608830845771144
0.11944444444444445,0.9900931793274651,0.9859243887199267,0.13949795190978645,0.1677832381348206,-0.00018390970230777612,0.0,arg_allele,69,local_mismatch_6bp,cspaced_property_l2,360,78,0.6958867521367521
0.13333333333333333,0.9328482918633886,0.9126676123950526,0.36511767189061406,0.41792915016140003,-0.00015665581522635987,0.0,arg_allele,69,local_mismatch_6bp,hybrid_ckmer5_csp,360,589,0.18745283908696472
0.1361111111111111,0.9071221145130668,0.8859574069308034,0.4293566957580863,0.4775826244382437,-9.472236272791393e-05,0.0,arg_allele,69,local_mismatch_6bp,hybrid_ckmer7_csp,360,3031,0.0378372557645075
0.1361111111111111,0.961099706936066,0.8809884125738465,0.1978172008820368,0.4878761311291725,-0.00013356903944578127,0.0,arg_allele,75,substitution_1pct,ckmer5_count_l2,360,408,0.15061614923747277
0.12777777777777777,0.9359080582643208,0.8031138791177834,0.25380191740784275,0.627512724181441,-3.0839528461809905e-19,0.0,arg_allele,75,substitution_1pct,ckmer7_count_l2,360,1116,0.05924183592194345
0.11944444444444445,0.9825579082832181,0.9440561513205388,0.13145618364305522,0.3344936666944982,-7.049340733508559e-05,0.0,arg_allele,75,substitution_1pct,cspaced_count_l2,360,70,0.7084325396825397
0.13333333333333333,0.9980764496989856,0.9938151072141458,0.04367067364918514,0.1112195369634993,-8.302592191710948e-06,0.0,arg_allele,75,substitution_1pct,cspaced_property_l2,360,81,0.7356824417009602
0.13333333333333333,0.9795880783175257,0.937429412300861,0.14333487197060252,0.35375298629516905,-6.449471998490299e-05,0.0,arg_allele,75,substitution_1pct,hybrid_ckmer5_csp,360,489,0.2475289706884799
0.13333333333333333,0.966992253981653,0.8988021137006282,0.18215982830448105,0.44988417612783055,-3.6527459525515565e-06,0.0,arg_allele,75,substitution_1pct,hybrid_ckmer7_csp,360,1197,0.10501601225285435
0.12222222222222222,0.944583086016357,0.9219738837374455,0.3309265115444892,0.39503447004674297,-4.556381113830838e-05,0.0,arg_allele,75,N_3pct,ckmer5_count_l2,360,100,0.5776805555555555
0.10277777777777777,0.9073538589774218,0.8717797887081356,0.42744122648891836,0.5063994693754433,-7.093091546216277e-18,0.0,arg_allele,75,N_3pct,ckmer7_count_l2,360,122,0.49314663023679417
