task,length,condition,representation,classifier,n_samples,n_classes,n_features,accuracy,macro_f1
arg_family,150,N_3pct,cspaced_count_l2,logistic,360,3,126,1.0,1.0
arg_family,150,N_3pct,cspaced_property_l2,nearest_centroid,360,3,137,1.0,1.0
arg_family,150,N_3pct,cspaced_property_l2,logistic,360,3,137,1.0,1.0
arg_family,150,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,438,1.0,1.0
arg_family,150,N_3pct,hybrid_ckmer5_csp,logistic,360,3,438,1.0,1.0
arg_family,150,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,586,1.0,1.0
arg_family,150,N_3pct,hybrid_ckmer7_csp,logistic,360,3,586,1.0,1.0
arg_family,150,trim_5bp,ckmer5_count_l2,nearest_centroid,360,3,293,1.0,1.0
arg_family,150,trim_5bp,ckmer5_count_l2,logistic,360,3,293,1.0,1.0
arg_family,150,trim_5bp,ckmer7_count_l2,nearest_centroid,360,3,435,1.0,1.0
arg_family,150,trim_5bp,ckmer7_count_l2,logistic,360,3,435,1.0,1.0
arg_family,150,trim_5bp,cspaced_count_l2,nearest_centroid,360,3,126,1.0,1.0
arg_family,150,trim_5bp,cspaced_count_l2,logistic,360,3,126,1.0,1.0
arg_family,150,trim_5bp,cspaced_property_l2,nearest_centroid,360,3,137,1.0,1.0
arg_family,150,trim_5bp,cspaced_property_l2,logistic,360,3,137,1.0,1.0
arg_family,150,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,3,430,1.0,1.0
arg_family,150,trim_5bp,hybrid_ckmer5_csp,logistic,360,3,430,1.0,1.0
arg_family,150,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,3,572,1.0,1.0
arg_family,150,trim_5bp,hybrid_ckmer7_csp,logistic,360,3,572,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,3,503,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,3,503,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,3,2416,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,3,2416,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,3,136,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,3,136,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,3,147,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,3,147,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,650,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,3,650,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,2563,1.0,1.0
arg_family,150,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,3,2563,1.0,1.0
arg_family,150,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,3,512,1.0,1.0
arg_family,150,local_mismatch_6bp,ckmer5_count_l2,logistic,360,3,512,1.0,1.0
arg_family,150,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,3,3426,1.0,1.0
arg_family,150,local_mismatch_6bp,ckmer7_count_l2,logistic,360,3,3426,1.0,1.0
arg_family,150,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,3,136,1.0,1.0
arg_family,150,local_mismatch_6bp,cspaced_count_l2,logistic,360,3,136,1.0,1.0
arg_family,150,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,3,147,1.0,1.0
arg_family,150,local_mismatch_6bp,cspaced_property_l2,logistic,360,3,147,1.0,1.0
arg_family,150,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,3,659,1.0,1.0
arg_family,150,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,3,659,1.0,1.0
arg_family,150,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,3,3573,1.0,1.0
arg_family,150,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,3,3573,1.0,1.0
resistance_snp,69,clean,ckmer5_count_l2,nearest_centroid,360,2,63,1.0,1.0
resistance_snp,69,clean,ckmer5_count_l2,logistic,360,2,63,1.0,1.0
resistance_snp,69,clean,ckmer7_count_l2,nearest_centroid,360,2,75,1.0,1.0
resistance_snp,69,clean,ckmer7_count_l2,logistic,360,2,75,1.0,1.0
resistance_snp,69,clean,cspaced_count_l2,nearest_centroid,360,2,45,1.0,1.0
resistance_snp,69,clean,cspaced_count_l2,logistic,360,2,45,1.0,1.0
resistance_snp,69,clean,cspaced_property_l2,nearest_centroid,360,2,56,1.0,1.0
resistance_snp,69,clean,cspaced_property_l2,logistic,360,2,56,1.0,1.0
resistance_snp,69,clean,hybrid_ckmer5_csp,nearest_centroid,360,2,119,1.0,1.0
resistance_snp,69,clean,hybrid_ckmer5_csp,logistic,360,2,119,1.0,1.0
resistance_snp,69,clean,hybrid_ckmer7_csp,nearest_centroid,360,2,131,1.0,1.0
resistance_snp,69,clean,hybrid_ckmer7_csp,logistic,360,2,131,1.0,1.0
resistance_snp,69,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,2,353,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct,ckmer5_count_l2,logistic,360,2,353,0.9722222222222222,0.9680567879325643
resistance_snp,69,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,2,861,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct,ckmer7_count_l2,logistic,360,2,861,0.9722222222222222,0.9685284118504127
resistance_snp,69,substitution_1pct,cspaced_count_l2,nearest_centroid,360,2,126,0.9907407407407407,0.9895094706168043
resistance_snp,69,substitution_1pct,cspaced_count_l2,logistic,360,2,126,0.9814814814814815,0.9791666666666667
resistance_snp,69,substitution_1pct,cspaced_property_l2,nearest_centroid,360,2,137,0.9907407407407407,0.9895094706168043
resistance_snp,69,substitution_1pct,cspaced_property_l2,logistic,360,2,137,0.9907407407407407,0.9895094706168043
resistance_snp,69,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,2,490,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct,hybrid_ckmer5_csp,logistic,360,2,490,0.9907407407407407,0.9895094706168043
resistance_snp,69,substitution_1pct,hybrid_ckmer7_csp,nearest_centroid,360,2,998,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct,hybrid_ckmer7_csp,logistic,360,2,998,0.9814814814814815,0.9791666666666667
resistance_snp,69,N_3pct,ckmer5_count_l2,nearest_centroid,360,2,63,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,ckmer5_count_l2,logistic,360,2,63,0.9629629629629629,0.9570747217806042
resistance_snp,69,N_3pct,ckmer7_count_l2,nearest_centroid,360,2,75,0.9629629629629629,0.9570747217806042
resistance_snp,69,N_3pct,ckmer7_count_l2,logistic,360,2,75,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,cspaced_count_l2,nearest_centroid,360,2,45,0.9814814814814815,0.9788649706457926
resistance_snp,69,N_3pct,cspaced_count_l2,logistic,360,2,45,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,cspaced_property_l2,nearest_centroid,360,2,56,0.9814814814814815,0.9788649706457926
resistance_snp,69,N_3pct,cspaced_property_l2,logistic,360,2,56,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,2,119,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,hybrid_ckmer5_csp,logistic,360,2,119,0.9722222222222222,0.9680567879325643
resistance_snp,69,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,2,131,0.9629629629629629,0.9570747217806042
resistance_snp,69,N_3pct,hybrid_ckmer7_csp,logistic,360,2,131,0.9722222222222222,0.9680567879325643
resistance_snp,69,trim_5bp,ckmer5_count_l2,nearest_centroid,360,2,61,1.0,1.0
resistance_snp,69,trim_5bp,ckmer5_count_l2,logistic,360,2,61,1.0,1.0
resistance_snp,69,trim_5bp,ckmer7_count_l2,nearest_centroid,360,2,70,1.0,1.0
resistance_snp,69,trim_5bp,ckmer7_count_l2,logistic,360,2,70,1.0,1.0
resistance_snp,69,trim_5bp,cspaced_count_l2,nearest_centroid,360,2,44,1.0,1.0
resistance_snp,69,trim_5bp,cspaced_count_l2,logistic,360,2,44,1.0,1.0
resistance_snp,69,trim_5bp,cspaced_property_l2,nearest_centroid,360,2,55,1.0,1.0
resistance_snp,69,trim_5bp,cspaced_property_l2,logistic,360,2,55,1.0,1.0
resistance_snp,69,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,2,116,1.0,1.0
resistance_snp,69,trim_5bp,hybrid_ckmer5_csp,logistic,360,2,116,1.0,1.0
resistance_snp,69,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,2,125,1.0,1.0
resistance_snp,69,trim_5bp,hybrid_ckmer7_csp,logistic,360,2,125,1.0,1.0
resistance_snp,69,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,2,346,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,2,346,0.9629629629629629,0.9570747217806042
resistance_snp,69,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,2,807,0.9629629629629629,0.9570747217806042
resistance_snp,69,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,2,807,0.9722222222222222,0.9680567879325643
resistance_snp,69,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,2,121,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,2,121,0.9444444444444444,0.9375
resistance_snp,69,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,2,132,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,2,132,0.9537037037037037,0.9475473530840214
resistance_snp,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,2,478,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,2,478,0.9814814814814815,0.9788649706457926
resistance_snp,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,2,939,0.9722222222222222,0.9680567879325643
resistance_snp,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,2,939,0.9722222222222222,0.9680567879325643
resistance_snp,69,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,2,511,0.9722222222222222,0.9680567879325643
resistance_snp,69,local_mismatch_6bp,ckmer5_count_l2,logistic,360,2,511,0.9537037037037037,0.9459080436742462
resistance_snp,69,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,2,2740,0.9629629629629629,0.9570747217806042
resistance_snp,69,local_mismatch_6bp,ckmer7_count_l2,logistic,360,2,2740,0.9444444444444444,0.9345454545454546
resistance_snp,69,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,2,136,0.9629629629629629,0.9577299412915852
resistance_snp,69,local_mismatch_6bp,cspaced_count_l2,logistic,360,2,136,0.9444444444444444,0.9365949119373776
resistance_snp,69,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,2,147,0.9629629629629629,0.9577299412915852
resistance_snp,69,local_mismatch_6bp,cspaced_property_l2,logistic,360,2,147,0.9444444444444444,0.9365949119373776
resistance_snp,69,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,2,658,0.9722222222222222,0.9680567879325643
resistance_snp,69,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,2,658,0.9629629629629629,0.9570747217806042
resistance_snp,69,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,2,2887,0.9629629629629629,0.9570747217806042
resistance_snp,69,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,2,2887,0.9537037037037037,0.9459080436742462
resistance_snp,75,clean,ckmer5_count_l2,nearest_centroid,360,2,66,1.0,1.0
resistance_snp,75,clean,ckmer5_count_l2,logistic,360,2,66,1.0,1.0
resistance_snp,75,clean,ckmer7_count_l2,nearest_centroid,360,2,79,1.0,1.0
resistance_snp,75,clean,ckmer7_count_l2,logistic,360,2,79,1.0,1.0
resistance_snp,75,clean,cspaced_count_l2,nearest_centroid,360,2,46,1.0,1.0
resistance_snp,75,clean,cspaced_count_l2,logistic,360,2,46,1.0,1.0
resistance_snp,75,clean,cspaced_property_l2,nearest_centroid,360,2,57,1.0,1.0
resistance_snp,75,clean,cspaced_property_l2,logistic,360,2,57,1.0,1.0
resistance_snp,75,clean,hybrid_ckmer5_csp,nearest_centroid,360,2,123,1.0,1.0
resistance_snp,75,clean,hybrid_ckmer5_csp,logistic,360,2,123,1.0,1.0
resistance_snp,75,clean,hybrid_ckmer7_csp,nearest_centroid,360,2,136,1.0,1.0
resistance_snp,75,clean,hybrid_ckmer7_csp,logistic,360,2,136,1.0,1.0
resistance_snp,75,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,2,355,0.9907407407407407,0.9895094706168043
resistance_snp,75,substitution_1pct,ckmer5_count_l2,logistic,360,2,355,1.0,1.0
resistance_snp,75,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,2,930,0.9907407407407407,0.9895094706168043
resistance_snp,75,substitution_1pct,ckmer7_count_l2,logistic,360,2,930,1.0,1.0
resistance_snp,75,substitution_1pct,cspaced_count_l2,nearest_centroid,360,2,123,1.0,1.0
resistance_snp,75,substitution_1pct,cspaced_count_l2,logistic,360,2,123,1.0,1.0
resistance_snp,75,substitution_1pct,cspaced_property_l2,nearest_centroid,360,2,134,1.0,1.0
resistance_snp,75,substitution_1pct,cspaced_property_l2,logistic,360,2,134,1.0,1.0
resistance_snp,75,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,2,489,0.9907407407407407,0.9895094706168043
resistance_snp,75,substitution_1pct,hybrid_ckmer5_csp,logistic,360,2,489,1.0,1.0
resistance_snp,75,substitution_1pct,hybrid_ckmer7_csp,nearest_centroid,360,2,1064,0.9907407407407407,0.9895094706168043
resistance_snp,75,substitution_1pct,hybrid_ckmer7_csp,logistic,360,2,1064,1.0,1.0
resistance_snp,75,N_3pct,ckmer5_count_l2,nearest_centroid,360,2,66,0.9629629629629629,0.9570747217806042
resistance_snp,75,N_3pct,ckmer5_count_l2,logistic,360,2,66,0.9814814814814815,0.9788649706457926
resistance_snp,75,N_3pct,ckmer7_count_l2,nearest_centroid,360,2,79,0.9537037037037037,0.9459080436742462
resistance_snp,75,N_3pct,ckmer7_count_l2,logistic,360,2,79,0.9814814814814815,0.9788649706457926
resistance_snp,75,N_3pct,cspaced_count_l2,nearest_centroid,360,2,46,0.9814814814814815,0.9788649706457926
resistance_snp,75,N_3pct,cspaced_count_l2,logistic,360,2,46,0.9907407407407407,0.9895094706168043
resistance_snp,75,N_3pct,cspaced_property_l2,nearest_centroid,360,2,57,0.9907407407407407,0.9895094706168043
resistance_snp,75,N_3pct,cspaced_property_l2,logistic,360,2,57,0.9907407407407407,0.9895094706168043
resistance_snp,75,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,2,123,0.9814814814814815,0.9788649706457926
resistance_snp,75,N_3pct,hybrid_ckmer5_csp,logistic,360,2,123,0.9814814814814815,0.9788649706457926
resistance_snp,75,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,2,136,0.9537037037037037,0.9459080436742462
resistance_snp,75,N_3pct,hybrid_ckmer7_csp,logistic,360,2,136,0.9814814814814815,0.9788649706457926
resistance_snp,75,trim_5bp,ckmer5_count_l2,nearest_centroid,360,2,62,1.0,1.0
resistance_snp,75,trim_5bp,ckmer5_count_l2,logistic,360,2,62,1.0,1.0
resistance_snp,75,trim_5bp,ckmer7_count_l2,nearest_centroid,360,2,74,1.0,1.0
resistance_snp,75,trim_5bp,ckmer7_count_l2,logistic,360,2,74,1.0,1.0
resistance_snp,75,trim_5bp,cspaced_count_l2,nearest_centroid,360,2,46,1.0,1.0
resistance_snp,75,trim_5bp,cspaced_count_l2,logistic,360,2,46,1.0,1.0
resistance_snp,75,trim_5bp,cspaced_property_l2,nearest_centroid,360,2,57,1.0,1.0
resistance_snp,75,trim_5bp,cspaced_property_l2,logistic,360,2,57,1.0,1.0
resistance_snp,75,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,2,119,1.0,1.0
resistance_snp,75,trim_5bp,hybrid_ckmer5_csp,logistic,360,2,119,1.0,1.0
resistance_snp,75,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,2,131,1.0,1.0
resistance_snp,75,trim_5bp,hybrid_ckmer7_csp,logistic,360,2,131,1.0,1.0
resistance_snp,75,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,2,328,0.9537037037037037,0.9459080436742462
resistance_snp,75,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,2,328,0.9444444444444444,0.9345454545454546
resistance_snp,75,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,2,807,0.9259259259259259,0.9111842105263157
resistance_snp,75,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,2,807,0.9537037037037037,0.9459080436742462
resistance_snp,75,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,2,125,0.9537037037037037,0.9467613132209405
resistance_snp,75,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,2,125,0.9537037037037037,0.9467613132209405
resistance_snp,75,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,2,136,0.9537037037037037,0.9467613132209405
resistance_snp,75,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,2,136,0.9444444444444444,0.9356120826709062
resistance_snp,75,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,2,464,0.9537037037037037,0.9459080436742462
resistance_snp,75,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,2,464,0.9537037037037037,0.9459080436742462
resistance_snp,75,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,2,943,0.9259259259259259,0.9111842105263157
resistance_snp,75,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,2,943,0.9537037037037037,0.9459080436742462
resistance_snp,75,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,2,506,0.9537037037037037,0.9482709071750167
resistance_snp,75,local_mismatch_6bp,ckmer5_count_l2,logistic,360,2,506,0.9259259259259259,0.9141494435612083
resistance_snp,75,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,2,2740,0.9537037037037037,0.9467613132209405
resistance_snp,75,local_mismatch_6bp,ckmer7_count_l2,logistic,360,2,2740,0.9074074074074074,0.886887306242145
resistance_snp,75,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,2,136,0.9351851851851852,0.9265662943176299
resistance_snp,75,local_mismatch_6bp,cspaced_count_l2,logistic,360,2,136,0.9074074074074074,0.8943248532289627
resistance_snp,75,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,2,147,0.9351851851851852,0.9265662943176299
resistance_snp,75,local_mismatch_6bp,cspaced_property_l2,logistic,360,2,147,0.8981481481481481,0.8809976960833417
resistance_snp,75,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,2,653,0.9537037037037037,0.9482709071750167
resistance_snp,75,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,2,653,0.9351851851851852,0.9242712611439448
resistance_snp,75,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,2,2887,0.9537037037037037,0.9467613132209405
resistance_snp,75,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,2,2887,0.9259259259259259,0.9111842105263157
