sample_id,length,representation,representation_label,variant,spatial_pattern,chemistry,l2_drift,paired_cosine,n_features
Acinetobacter_calcoaceticus_L69_R0009,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.23317877166983764,0.972813830221273,64
Acinetobacter_calcoaceticus_L69_R0009,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21580227930706875,0.9767146881229369,64
Candida_tropicalis_L69_R0002,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24994952924946698,0.9687626164139849,64
Candida_tropicalis_L69_R0002,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.24994952924946698,0.9687626164139849,64
Candida_tropicalis_L69_R0002,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.21091479882721909,0.977757473817837,64
Candida_tropicalis_L69_R0002,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21091479882721909,0.977757473817837,64
Enterobacter_kobei_L69_R0044,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.27283005884836187,0.9627818794943998,64
Enterobacter_kobei_L69_R0044,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2799556113845517,0.9608124278271508,64
Enterobacter_kobei_L69_R0044,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24663577170528692,0.969585398057669,64
Enterobacter_kobei_L69_R0044,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24302321960571172,0.970469857366237,64
Klebsiella_pneumoniae_L69_R0067,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.257130432625898,0.9669419703088094,64
Klebsiella_pneumoniae_L69_R0067,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2096347300907482,0.9780266399698898,64
Klebsiella_pneumoniae_L69_R0067,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.21278291856947848,0.9773617147825273,64
Klebsiella_pneumoniae_L69_R0067,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.1994944967821103,0.9801009728768265,64
Acinetobacter_pittii_L69_R0029,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3327557892626884,0.9446367923560827,64
Acinetobacter_pittii_L69_R0029,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3318926571261039,0.9449236320728873,64
Acinetobacter_pittii_L69_R0029,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2302564532701897,0.9734909828637166,64
Acinetobacter_pittii_L69_R0029,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.23545729747604693,0.9722799305326382,64
Klebsiella_quasipneumoniae_L69_R0063,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24515651321816995,0.9699491420133546,64
Klebsiella_quasipneumoniae_L69_R0063,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.26305052479761715,0.965402210701849,64
Klebsiella_quasipneumoniae_L69_R0063,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.21009775401893882,0.9779294668780987,64
Klebsiella_quasipneumoniae_L69_R0063,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.23052992481777318,0.973427976881756,64
Candida_parapsilosis_L69_R0013,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2901761243727422,0.9578989084220074,64
Candida_parapsilosis_L69_R0013,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.279922471424981,0.9608217049956653,64
Candida_parapsilosis_L69_R0013,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2190424374120768,0.9760102053062885,64
Candida_parapsilosis_L69_R0013,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2311965417131277,0.9732740795499453,64
Enterobacter_kobei_L69_R0045,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.32403434995305314,0.9475008700252512,64
Enterobacter_kobei_L69_R0045,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.29754389622350624,0.9557338149100678,64
Enterobacter_kobei_L69_R0045,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24950726783598562,0.968873061648511,64
Enterobacter_kobei_L69_R0045,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24718786257244932,0.9694490802984321,64
Candida_tropicalis_L69_R0032,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2623265044935907,0.9655924025200872,64
Candida_tropicalis_L69_R0032,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.31270229493455404,0.9511086373713318,64
Candida_tropicalis_L69_R0032,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2462576280276636,0.9696785903190945,64
Candida_tropicalis_L69_R0032,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2386915659069771,0.9715131681824377,64
Acinetobacter_pittii_L69_R0065,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2472866055662997,0.9694246673537488,64
Acinetobacter_pittii_L69_R0065,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2472866055662997,0.9694246673537488,64
Acinetobacter_pittii_L69_R0065,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.19114535250312217,0.9817317271082288,64
Acinetobacter_pittii_L69_R0065,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2042559241200508,0.9791397587309321,64
Acinetobacter_calcoaceticus_L69_R0030,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.30540790436869003,0.9533630059745627,64
Acinetobacter_calcoaceticus_L69_R0030,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3035996815957074,0.9539136166674927,64
Acinetobacter_calcoaceticus_L69_R0030,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2491263402706773,0.9689680332916695,64
Acinetobacter_calcoaceticus_L69_R0030,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.249606413226679,0.9688483192380564,64
Enterobacter_asburiae_L69_R0072,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.31280279105617514,0.9510772069537335,64
Enterobacter_asburiae_L69_R0072,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.31280279105617514,0.9510772069537335,64
Enterobacter_asburiae_L69_R0072,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2944571062434767,0.9566475062913591,64
Enterobacter_asburiae_L69_R0072,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24966655824300238,0.9688333048475469,64
Klebsiella_quasipneumoniae_L69_R0031,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3382486092008565,0.9427939391868432,64
Klebsiella_quasipneumoniae_L69_R0031,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.34221758161204074,0.941443563417803,64
Klebsiella_quasipneumoniae_L69_R0031,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.20909870247329765,0.9781388663119917,64
Klebsiella_quasipneumoniae_L69_R0031,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.23010149997038543,0.9735266498556893,64
Burkholderia_cenocepacia_L69_R0023,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24521529337608586,0.9699347299472403,64
Burkholderia_cenocepacia_L69_R0023,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.24628200581574564,0.9696725868056868,64
Burkholderia_cenocepacia_L69_R0023,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.25113966170472907,0.9684644351594173,64
Burkholderia_cenocepacia_L69_R0023,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.25001162750620576,0.9687470930558493,64
Enterobacter_kobei_L69_R0039,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2466849369257233,0.969573270946976,64
Enterobacter_kobei_L69_R0039,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2584521501074588,0.9666012430524158,64
Enterobacter_kobei_L69_R0039,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.25849361674930926,0.9665905250499305,64
Enterobacter_kobei_L69_R0039,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.258269396659736,0.966648459374508,64
Candida_albicans_L69_R0006,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.18678707929789626,0.982555293503681,64
Candida_albicans_L69_R0006,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.19772704283216047,0.9804520082664246,64
Candida_albicans_L69_R0006,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.18302491581798938,0.983250940094909,64
Candida_albicans_L69_R0006,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.19041413543544375,0.9818712285131863,64
Burkholderia_cenocepacia_L69_R0040,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.21053929458248086,0.9778366027183558,64
Burkholderia_cenocepacia_L69_R0040,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.20778439579344626,0.9784128224323764,64
Burkholderia_cenocepacia_L69_R0040,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.19603403858614668,0.9807853278578027,64
Burkholderia_cenocepacia_L69_R0040,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21391371469841883,0.9771204613319618,64
Acinetobacter_calcoaceticus_L69_R0050,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.27194779899347243,0.963022197311303,64
Acinetobacter_calcoaceticus_L69_R0050,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.27708842838445913,0.9616110014277154,64
Acinetobacter_calcoaceticus_L69_R0050,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2969861342408437,0.9558996180343399,64
Acinetobacter_calcoaceticus_L69_R0050,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.254106537287189,0.9677149338539573,64
Candida_tropicalis_L69_R0077,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.26449408564425775,0.965021439329604,64
Candida_tropicalis_L69_R0077,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2948660948594693,0.9565269930511633,64
Candida_tropicalis_L69_R0077,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.22303488975347127,0.9751277189763287,64
Candida_tropicalis_L69_R0077,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.1470158847225809,0.9891931648196187,64
Klebsiella_pneumoniae_L69_R0049,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3646779315880803,0.9335050031063198,64
Klebsiella_pneumoniae_L69_R0049,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.33235083340771265,0.9447714617665997,64
Klebsiella_pneumoniae_L69_R0049,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.25443656579263396,0.9676310169938255,64
Klebsiella_pneumoniae_L69_R0049,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.267648865411597,0.9641820424219426,64
Enterobacter_cloacae_L69_R0017,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2315144658903384,0.9732005260417558,64
Enterobacter_cloacae_L69_R0017,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2315144658903384,0.9732005260417558,64
Enterobacter_cloacae_L69_R0017,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24103208819492145,0.9709517662301979,64
Enterobacter_cloacae_L69_R0017,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.23918979751977273,0.9713941203812252,64
Klebsiella_quasipneumoniae_L69_R0027,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3456923231072651,0.9402484088723512,64
Klebsiella_quasipneumoniae_L69_R0027,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2830225930538664,0.959949105910533,64
Klebsiella_quasipneumoniae_L69_R0027,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.23552816440957958,0.9722632418849271,64
Klebsiella_quasipneumoniae_L69_R0027,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.22354556943866774,0.975013689192171,64
Burkholderia_cenocepacia_L69_R0058,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.20434626085148186,0.979121302838009,64
Burkholderia_cenocepacia_L69_R0058,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.29103596532576614,0.9576490334434498,64
Burkholderia_cenocepacia_L69_R0058,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.21599068221961948,0.9766740125971518,64
Burkholderia_cenocepacia_L69_R0058,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.22031690680863403,0.975730230287138,64
Acinetobacter_nosocomialis_L69_R0070,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2495491045116884,0.9688626222187071,64
Acinetobacter_nosocomialis_L69_R0070,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.29311928567941203,0.9570405421813956,64
Acinetobacter_nosocomialis_L69_R0070,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2032359921640949,0.9793475657445381,64
Acinetobacter_nosocomialis_L69_R0070,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2220309042329859,0.9753511387827414,64
Burkholderia_cenocepacia_L69_R0054,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2562881220408899,0.967158199250377,64
Burkholderia_cenocepacia_L69_R0054,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.24722698238128896,0.969439409591321,64
Burkholderia_cenocepacia_L69_R0054,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2516506527761722,0.9683359744786633,64
Burkholderia_cenocepacia_L69_R0054,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2516506527761722,0.9683359744786633,64
Candida_tropicalis_L69_R0008,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24388011835422968,0.9702612439357634,64
Candida_tropicalis_L69_R0008,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3017542051722242,0.9544721998304397,64
Candida_tropicalis_L69_R0008,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.20047218437723288,0.9799054516455105,64
Candida_tropicalis_L69_R0008,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.192636465472071,0.981445596085214,64
Enterobacter_bugandensis_L69_R0032,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24360937240586245,0.9703272368380109,64
Enterobacter_bugandensis_L69_R0032,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2797472421288144,0.9608707402606613,64
Enterobacter_bugandensis_L69_R0032,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.19590061083579866,0.9808114753370807,64
Enterobacter_bugandensis_L69_R0032,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21997834274657793,0.9758047643612346,64
Acinetobacter_pittii_L69_R0000,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.34319340682077193,0.9411091427573759,64
Acinetobacter_pittii_L69_R0000,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.34319340682077193,0.9411091427573759,64
Acinetobacter_pittii_L69_R0000,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2540883698201187,0.9677195501610774,64
Acinetobacter_pittii_L69_R0000,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2359155597723884,0.9721719243286405,64
Enterobacter_asburiae_L69_R0052,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24755187711135612,0.969359034069322,64
Enterobacter_asburiae_L69_R0052,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.25042977415331413,0.9686424641087601,64
Enterobacter_asburiae_L69_R0052,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.14503003925368077,0.9894831438570378,64
Enterobacter_asburiae_L69_R0052,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21262182843274002,0.9773959790369594,64
Enterobacter_cloacae_L69_R0075,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3057649248512925,0.9532539053653418,64
Enterobacter_cloacae_L69_R0075,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.29532680944442985,0.9563910378116867,64
Enterobacter_cloacae_L69_R0075,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2150684645558187,0.9768727777768013,64
Enterobacter_cloacae_L69_R0075,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.20752130433907795,0.9784674541227039,64
Klebsiella_variicola_L69_R0075,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.27759579990931654,0.9614702859363535,64
Klebsiella_variicola_L69_R0075,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.26953116394613297,0.9636764758309215,64
Klebsiella_variicola_L69_R0075,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2204753877908892,0.9756953016892286,64
Klebsiella_variicola_L69_R0075,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2236954928169701,0.9749801632466866,64
Escherichia_fergusonii_L69_R0062,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2657759463177001,0.9646815731794657,64
Escherichia_fergusonii_L69_R0062,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2657759463177001,0.9646815731794657,64
Escherichia_fergusonii_L69_R0062,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24028051009635468,0.971132638233918,64
Escherichia_fergusonii_L69_R0062,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24659254326733063,0.969596058802475,64
Enterobacter_bugandensis_L69_R0024,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.21426772535489083,0.9770446709356205,64
Enterobacter_bugandensis_L69_R0024,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3138081931163528,0.9507622089665251,64
Enterobacter_bugandensis_L69_R0024,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2236742428151178,0.9749849165505419,64
Enterobacter_bugandensis_L69_R0024,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2252469959351067,0.9746318954111051,64
Acinetobacter_calcoaceticus_L69_R0044,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.30301662377801497,0.9540904628570865,64
Acinetobacter_calcoaceticus_L69_R0044,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.30969381889444825,0.9520448692692862,64
Acinetobacter_calcoaceticus_L69_R0044,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2166687182471941,0.9765273332665589,64
Acinetobacter_calcoaceticus_L69_R0044,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2166687182471941,0.9765273332665589,64
Enterobacter_kobei_L69_R0023,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3025321576447953,0.9542371467953924,64
Enterobacter_kobei_L69_R0023,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3025321576447953,0.9542371467953924,64
Enterobacter_kobei_L69_R0023,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.25418565532831633,0.9676948263126575,64
Enterobacter_kobei_L69_R0023,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2184587882379703,0.9761378789207991,64
Klebsiella_variicola_L69_R0045,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.24878287567310067,0.9690535403859113,64
Klebsiella_variicola_L69_R0045,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.24819246529415806,0.9692002500856041,64
Klebsiella_variicola_L69_R0045,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.16673191756772418,0.9861002338320948,64
Klebsiella_variicola_L69_R0045,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.184990372461472,0.982889281048283,64
Candida_parapsilosis_L69_R0077,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.21072991330488236,0.9777964518192586,64
Candida_parapsilosis_L69_R0077,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.18851822709158342,0.9822304390271233,64
Candida_parapsilosis_L69_R0077,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.12585785731041801,0.9920798998766153,64
Candida_parapsilosis_L69_R0077,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.18011805925984312,0.983778742364234,64
Acinetobacter_nosocomialis_L69_R0047,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3592548637610286,0.9354679714320226,64
Acinetobacter_nosocomialis_L69_R0047,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.35854905274387594,0.9357212883882349,64
Acinetobacter_nosocomialis_L69_R0047,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.23653784920068613,0.9720249229477568,64
Acinetobacter_nosocomialis_L69_R0047,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2467566435939324,0.9695555794211286,64
Acinetobacter_baumannii_L69_R0032,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.27918008710920095,0.9610292394808496,64
Acinetobacter_baumannii_L69_R0032,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2735241541025882,0.9625922685612318,64
Acinetobacter_baumannii_L69_R0032,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2513564351295094,0.9684099712594927,64
Acinetobacter_baumannii_L69_R0032,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2591674725184567,0.9664161105941977,64
Acinetobacter_baumannii_L69_R0075,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2797209466034365,0.9608780960156389,64
Acinetobacter_baumannii_L69_R0075,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2769887097064232,0.9616386273475857,64
Acinetobacter_baumannii_L69_R0075,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2642263774662772,0.9650922107255242,64
Acinetobacter_baumannii_L69_R0075,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.26203439674464,0.9656689874613364,64
Candida_parapsilosis_L69_R0038,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.25931868647703954,0.9663769094219116,64
Candida_parapsilosis_L69_R0038,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3075688215736853,0.9527007099978875,64
Candida_parapsilosis_L69_R0038,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2516632399637932,0.9683328068254633,64
Candida_parapsilosis_L69_R0038,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2428166106462952,0.9705200467971229,64
Klebsiella_pneumoniae_L69_R0033,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.25787521847522676,0.9667501858481771,64
Klebsiella_pneumoniae_L69_R0033,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.229708885019504,0.9736169140715483,64
Klebsiella_pneumoniae_L69_R0033,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24708616188984794,0.969474214301272,64
Klebsiella_pneumoniae_L69_R0033,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24660707761311776,0.969592474635559,64
Enterobacter_hormaechei_L69_R0026,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.18249858167751357,0.9833471338428481,64
Enterobacter_hormaechei_L69_R0026,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.20859903190810994,0.9782432219434998,64
Enterobacter_hormaechei_L69_R0026,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.22635781136683597,0.9743810706166081,64
Enterobacter_hormaechei_L69_R0026,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.22259158273193844,0.9752264936484455,64
Candida_albicans_L69_R0038,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.28923973890467164,0.9581701867191788,64
Candida_albicans_L69_R0038,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2517142474386283,0.9683199688182026,64
Candida_albicans_L69_R0038,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.24249931490333201,0.9705970411357074,64
Candida_albicans_L69_R0038,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24339967373418614,0.970378299413046,64
Candida_dubliniensis_L69_R0037,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3518745715929548,0.9380921429331374,64
Candida_dubliniensis_L69_R0037,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.2230701824605098,0.9751198468485175,64
Candida_dubliniensis_L69_R0037,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.21458544670200713,0.9769765430318502,64
Candida_dubliniensis_L69_R0037,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2170756111332664,0.9764390895255596,64
Acinetobacter_pittii_L69_R0030,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.28152821868938765,0.9603709310407903,64
Acinetobacter_pittii_L69_R0030,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.26164405510615185,0.9657711942138045,64
Acinetobacter_pittii_L69_R0030,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.20875721073003323,0.9782102134841083,64
Acinetobacter_pittii_L69_R0030,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.21941738719312967,0.9759280050986703,64
Candida_tropicalis_L69_R0000,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.23541703284115173,0.9722894103241342,64
Candida_tropicalis_L69_R0000,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.24068110278291935,0.9710363033815991,64
Candida_tropicalis_L69_R0000,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.22385645547034655,0.9749441436721265,64
Candida_tropicalis_L69_R0000,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.20994671641002582,0.977961188134324,64
Klebsiella_variicola_L69_R0026,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2760070536828188,0.9619100531586648,64
Klebsiella_variicola_L69_R0026,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.25053357468182147,0.9686164639785741,64
Klebsiella_variicola_L69_R0026,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2670428999953061,0.9643440447810485,64
Klebsiella_variicola_L69_R0026,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.2670428999953061,0.9643440447810485,64
Klebsiella_quasipneumoniae_L69_R0017,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.29184427425307224,0.957413459792849,64
Klebsiella_quasipneumoniae_L69_R0017,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.26531919408343513,0.9648028626254583,64
Klebsiella_quasipneumoniae_L69_R0017,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.23920781495209378,0.9713898106329225,64
Klebsiella_quasipneumoniae_L69_R0017,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24157150701924188,0.9708216034982264,64
Enterobacter_hormaechei_L69_R0071,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2849866109906277,0.9593913157780385,64
Enterobacter_hormaechei_L69_R0071,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.3046081660124569,0.9536069325992638,64
Enterobacter_hormaechei_L69_R0071,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.17259404105576928,0.9851056484960197,64
Enterobacter_hormaechei_L69_R0071,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.18558902101700167,0.9827783576389755,64
Escherichia_fergusonii_L69_R0055,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.2461451050246663,0.9697062936361982,64
Escherichia_fergusonii_L69_R0055,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.23516784388907866,0.9723480426002811,64
Escherichia_fergusonii_L69_R0055,69,pseeiip,PseEIIP,contiguous_random,contiguous,random,0.2473661604836469,0.9694049913237894,64
Escherichia_fergusonii_L69_R0055,69,pseeiip,PseEIIP,contiguous_property,contiguous,property,0.24420177447949115,0.9701827466705341,64
Candida_parapsilosis_L69_R0073,69,pseeiip,PseEIIP,dispersed_random,dispersed,random,0.3168871635468268,0.9497912627896232,64
Candida_parapsilosis_L69_R0073,69,pseeiip,PseEIIP,dispersed_property,dispersed,property,0.22559452086438483,0.9745535560779843,64
