retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,label,n_pairs,n_features,density
1.0,0.9857752702852747,0.9522332712129055,0.1195545122564896,0.3090848569930893,0.21147452526582172,1.0,75,substitution_1pct,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.37552311435523117
1.0,0.9789805501764239,0.9290173987896668,0.14526325480750024,0.37678255422788953,0.31121995044722134,1.0,75,substitution_1pct,cspaced_property_selected:length,canonical spaced + length,600,137,0.37552311435523117
1.0,0.9967725422367999,0.9893418832577678,0.05685891112453534,0.14600079955538156,0.047465892902700244,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.38004830917874394
1.0,0.9969635261947138,0.9898447263966779,0.055139719569273,0.14251506022398647,0.04477960597037871,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.3889047619047619
1.0,0.9971403821254076,0.9905282378873518,0.053523120190624385,0.13763544643488432,0.0425084916682034,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.3975117370892019
1.0,0.9971453296911981,0.9905466688855017,0.053477100756219635,0.1375014661192794,0.04243755451381527,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.40587962962962965
1.0,0.9971453296911981,0.9905466688855017,0.053477100756219635,0.1375014661192794,0.04243755451381527,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.4030804597701149
1.0,0.9973600853214126,0.991296653667582,0.05143916102819233,0.13193435398255263,0.0393448127407929,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.4071689497716895
1.0,0.9974003571460287,0.9914295696763222,0.05104674094326586,0.1309230295987176,0.03875226444630798,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.4112018140589569
1.0,0.9974003571460287,0.9914295696763222,0.05104674094326586,0.1309230295987176,0.038752264446307985,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.41401826484018267
1.0,0.9973600853214126,0.991296653667582,0.05143916102819233,0.13193435398255263,0.0393448127407929,1.0,75,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.4071689497716895
1.0,0.9974003571460287,0.9914295696763222,0.05104674094326586,0.1309230295987176,0.03875226444630798,1.0,75,substitution_1pct,cspaced_property_l2,full CSP,600,147,0.4112018140589569
1.0,0.9607675663692258,0.9452662083079755,0.27728247663282213,0.3308588494805723,0.4841326786466834,1.0,75,N_3pct,spaced_count_l2,"spaced, no RC",600,256,0.21449869791666668
1.0,0.9675315269897536,0.9520922121656413,0.25174704413030125,0.3095408103787621,0.35466108924790773,1.0,75,N_3pct,cspaced_count_l2,canonical spaced,600,136,0.35606617647058825
1.0,0.9940151055496503,0.9918754640776652,0.10875172498477326,0.1274718468744689,0.048220588972907756,1.0,75,N_3pct,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.36539855072463767
1.0,0.978076249262658,0.9669476658476691,0.20679941099952884,0.25710827834063626,0.23924577473252243,1.0,75,N_3pct,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.36539855072463767
1.0,0.9782549999931833,0.9677276639764504,0.20600088465410765,0.25405642742729173,0.23799196032902908,1.0,75,N_3pct,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.36539855072463767
1.0,0.9679581260494152,0.9527143467706346,0.25009611559344713,0.3075243936122376,0.3496897744242439,1.0,75,N_3pct,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.36539855072463767
1.0,0.9671876991441457,0.9517538709281759,0.25315188051152643,0.3106319304978583,0.35453505474170766,1.0,75,N_3pct,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.3571167883211679
1.0,0.9807864991727386,0.9722964271226993,0.19393488361352387,0.23538703601041616,0.20615010429863295,1.0,75,N_3pct,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.36076642335766423
1.0,0.9715344894156746,0.9579986517616587,0.2357181027859629,0.2898320924060018,0.3109357494776177,1.0,75,N_3pct,cspaced_property_selected:length,canonical spaced + length,600,137,0.36076642335766423
1.0,0.9940151055496503,0.9918754640776652,0.10875172498477326,0.1274718468744689,0.048220588972907756,1.0,75,N_3pct,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.36539855072463767
1.0,0.9943707857401072,0.9923277859478853,0.1054673159669064,0.12387262622530311,0.04549438671611233,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.3744642857142857
1.0,0.9946982907722287,0.9928027140945467,0.10235936797122937,0.11997737842663886,0.04318321801652717,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.38327464788732396
1.0,0.9947038390375685,0.9928128020775671,0.10230691910730559,0.11989326632168677,0.04311069743767591,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.3918402777777778
1.0,0.9946610187821197,0.9927665076633292,0.10272966629203918,0.12027877601524463,0.04310882904537121,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.3925862068965517
1.0,0.9948837210252051,0.9931690584605283,0.10062281990377726,0.11688405563831537,0.03980194317279697,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.39674657534246577
1.0,0.9949613674687188,0.993278428371531,0.09985689953799616,0.11594456669195113,0.039198229734580356,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.4008503401360544
1.0,0.9949999046762054,0.9933195057553952,0.09946590765331549,0.1155897386180484,0.03919975556572554,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.4001712328767123
1.0,0.9948837210252051,0.9931690584605283,0.10062281990377726,0.11688405563831537,0.03980194317279697,1.0,75,N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.39674657534246577
1.0,0.9949613674687188,0.993278428371531,0.09985689953799616,0.11594456669195113,0.03919822973458036,1.0,75,N_3pct,cspaced_property_l2,full CSP,600,147,0.4008503401360544
1.0,0.9731476505082014,0.9669875568304569,0.23060604194035397,0.2569530819801298,0.4934608593458688,1.0,75,trim_5bp,spaced_count_l2,"spaced, no RC",600,256,0.21764973958333333
1.0,0.9780261033598859,0.9702401888245867,0.20827657459694757,0.2439654382184099,0.36040747474174584,1.0,75,trim_5bp,cspaced_count_l2,canonical spaced,600,136,0.3609375
1.0,0.997055278258545,0.9959950291338048,0.07622632467902996,0.0894981930597305,0.048229921020638965,1.0,75,trim_5bp,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.37019927536231884
1.0,0.9852256060564232,0.9799721811567801,0.17074505514990856,0.20013885866514797,0.242181810319428,1.0,75,trim_5bp,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.37019927536231884
1.0,0.9853238666537278,0.9796542293255547,0.17016188434452664,0.20172140941390893,0.2408657270192317,1.0,75,trim_5bp,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.37019927536231884
1.0,0.9783386826743443,0.9706485030033886,0.20678928730722201,0.24228610490477107,0.35527900567219867,1.0,75,trim_5bp,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.37019927536231884
1.0,0.9780261033598859,0.9702401888245867,0.20827657459694757,0.2439654382184099,0.36040747474174584,1.0,75,trim_5bp,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.3583029197080292
1.0,0.9869659356647544,0.982093661294155,0.1605104252555928,0.18924222347665443,0.21498483193771942,1.0,75,trim_5bp,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.3656021897810219
1.0,0.9803361991709441,0.9734553028463175,0.19705930587545814,0.2304104328358456,0.3185144734218549,1.0,75,trim_5bp,cspaced_property_selected:length,canonical spaced + length,600,137,0.3656021897810219
1.0,0.997055278258545,0.9959950291338048,0.07622632467902996,0.0894981930597305,0.048229921020638965,1.0,75,trim_5bp,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.37019927536231884
1.0,0.9972243917944661,0.9962400080193501,0.0739980860754582,0.08671784008676821,0.04549549931088209,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.37919642857142855
1.0,0.9973772447804182,0.9964441007145981,0.07194029254867276,0.08433147437957934,0.04317240932971095,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.38794014084507045
1.0,0.9973816923375581,0.9964509212008258,0.07187949860633903,0.08425055695643338,0.043100110929128375,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.39644097222222224
1.0,0.9973816923375581,0.9964509212008258,0.07187949860633903,0.08425055695643338,0.043100110929128375,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.39370689655172414
1.0,0.9975762125750759,0.996702767735678,0.06917539851999982,0.08120630842783855,0.039968679001603814,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.3978595890410959
1.0,0.9975779097058138,0.9967169805416474,0.06916444184228318,0.08103109834320053,0.0394005537520356,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.40195578231292517
1.0,0.9975779097058138,0.9967169805416474,0.06916444184228318,0.08103109834320053,0.039400553752035605,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.40470890410958904
1.0,0.9975762125750759,0.996702767735678,0.06917539851999982,0.08120630842783855,0.039968679001603814,1.0,75,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.3978595890410959
1.0,0.9975779097058138,0.9967169805416474,0.06916444184228318,0.08103109834320053,0.0394005537520356,1.0,75,trim_5bp,cspaced_property_l2,full CSP,600,147,0.40195578231292517
1.0,0.9339346281761275,0.8597736029970662,0.34990000024816265,0.5295779391152337,0.4582416021237217,1.0,75,substitution_1pct_N_3pct,spaced_count_l2,"spaced, no RC",600,256,0.21470703125
1.0,0.9451779692366347,0.8810609392062666,0.31776457146574705,0.48772736944214357,0.33237873662345235,1.0,75,substitution_1pct_N_3pct,cspaced_count_l2,canonical spaced,600,136,0.35659313725490194
1.0,0.9909650698776477,0.9823148929026311,0.13076803883182456,0.18806970148687,0.04521643362907292,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.36591787439613527
1.0,0.9629589092404255,0.9196625908163961,0.26099112509448147,0.4008426292773379,0.22449084803509303,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.36591787439613527
1.0,0.9632808729194194,0.9216179596850135,0.2600057161970379,0.39593439491246885,0.2230926625835206,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.36591787439613527
1.0,0.9459195052175372,0.8826802266722836,0.3156270979748672,0.4843959553136666,0.32771578561617865,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.36591787439613527
1.0,0.9448420850862856,0.8807478400708623,0.31892509586275775,0.4883689032090354,0.33226062050862687,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.357639902676399
1.0,0.9678885926000795,0.9307100129726539,0.2436865075934529,0.37226331155051445,0.1928372898757749,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.3612895377128954
1.0,0.9519368497417072,0.8957246590301513,0.2975322398611028,0.4566733667076757,0.2914005362178213,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:length,canonical spaced + length,600,137,0.3612895377128954
1.0,0.9909650698776477,0.9823148929026311,0.13076803883182456,0.18806970148687,0.04521643362907292,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.36591787439613527
1.0,0.991499918814103,0.9833114225355766,0.1268229629659119,0.18269414361079994,0.042657122909443804,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.37497619047619046
1.0,0.9919938749098517,0.984320604268281,0.12309147053270664,0.17708378360273463,0.040510239508885916,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.3837793427230047
1.0,0.9920040717479879,0.984343872503406,0.1230166094621921,0.1769523394408516,0.040442292298919436,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.39233796296296297
1.0,0.9919613765532931,0.9843029977828905,0.12338131598752625,0.1771831797818121,0.04044054111286358,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.39308045977011496
1.0,0.992396919152964,0.9854002720754047,0.12018671726516668,0.17087796969314545,0.037301617532195123,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.39723744292237445
1.0,0.9925125849475508,0.985606568543228,0.11927085846328628,0.1696665463154996,0.03673530962883872,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.4013378684807256
1.0,0.9925510135164186,0.9856421104137204,0.11893231327943345,0.16945695589342863,0.03673673826572272,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.400662100456621
1.0,0.992396919152964,0.9854002720754047,0.12018671726516668,0.17087796969314545,0.037301617532195123,1.0,75,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.39723744292237445
1.0,0.992512584947551,0.985606568543228,0.11927085846328628,0.1696665463154996,0.036735309628838725,1.0,75,substitution_1pct_N_3pct,cspaced_property_l2,full CSP,600,147,0.4013378684807256
1.0,0.9627836479410015,0.8690583620671688,0.19121605049725954,0.511744611947791,0.48010121053083404,1.0,75,short_indel,spaced_count_l2,"spaced, no RC",600,256,0.22473307291666667
1.0,0.9692408342128392,0.8904787944559109,0.17369930603255596,0.46801959028234225,0.34747543024669986,1.0,75,short_indel,cspaced_count_l2,canonical spaced,600,136,0.3709313725490196
1.0,0.9959039468399158,0.9854794619555742,0.06342031786057999,0.17041442453045016,0.04652958478515527,1.0,75,short_indel,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.38004830917874394
1.0,0.9795110211942005,0.9273821579544841,0.14184472599728448,0.3810979980057038,0.23362142325634655,1.0,75,short_indel,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.38004830917874394
1.0,0.9795682772490987,0.9275793809754962,0.14151387837382312,0.38058006917172965,0.2319542885432508,1.0,75,short_indel,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.38004830917874394
1.0,0.9696779132872548,0.8920568376091677,0.17245946943768597,0.4646355844400275,0.3425312463810275,1.0,75,short_indel,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.38004830917874394
1.0,0.9692408342128392,0.8904787944559114,0.17369930603255596,0.4680195902823423,0.34747543024669986,1.0,75,short_indel,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.3682238442822384
1.0,0.9818096384342975,0.9350585519667363,0.13367743613559638,0.360392694208792,0.20712813574367311,1.0,75,short_indel,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.37552311435523117
1.0,0.9730267174813091,0.9039814088380596,0.16266067884072788,0.43822039805526675,0.3046300072914734,1.0,75,short_indel,cspaced_property_selected:length,canonical spaced + length,600,137,0.37552311435523117
1.0,0.9959039468399158,0.9854794619555742,0.06342031786057999,0.17041442453045016,0.04652958478515527,1.0,75,short_indel,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.38004830917874394
1.0,0.9961552547600627,0.9865365704941462,0.0614432974181389,0.1640938255342257,0.04388789097115422,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.3889047619047619
1.0,0.9963847524323463,0.9872641564801309,0.05958169363345898,0.15959844307942295,0.04167515106163652,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.3975117370892019
1.0,0.9963909300176992,0.987284966215195,0.059530835253564285,0.15946799975718087,0.04160548362015537,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.40587962962962965
1.0,0.9963909300176992,0.987284966215195,0.059530835253564285,0.15946799975718087,0.04160548362015537,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.4030804597701149
1.0,0.9966625608702366,0.9882670237189217,0.05725719775980899,0.1531856008911007,0.03857763264181202,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.4071689497716895
1.0,0.9967120441155127,0.9884285480678248,0.05683256684077724,0.15212748715514987,0.03799582465301202,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.4112018140589569
1.0,0.9967120441155125,0.9884285480678248,0.05683256684077724,0.15212748715514987,0.03799582465301202,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.41401826484018267
1.0,0.9966625608702366,0.9882670237189217,0.05725719775980899,0.1531856008911007,0.03857763264181202,1.0,75,short_indel,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.4071689497716895
1.0,0.9967120441155125,0.9884285480678248,0.05683256684077724,0.15212748715514987,0.03799582465301202,1.0,75,short_indel,cspaced_property_l2,full CSP,600,147,0.4112018140589569
1.0,0.8786973125809677,0.8420271253476901,0.4892695447080049,0.5620905170029277,0.4018643278230693,1.0,75,local_mismatch_6bp,spaced_count_l2,"spaced, no RC",600,256,0.22583984375
1.0,0.9001631601792165,0.8633234886125556,0.4433352723815259,0.5228316906622583,0.28592469377291185,1.0,75,local_mismatch_6bp,cspaced_count_l2,canonical spaced,600,136,0.37370710784313727
1.0,0.9866242205571905,0.9814191579323928,0.16220630025137484,0.19277366035156496,0.038184786784422414,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.38278381642512077
1.0,0.9329411278362799,0.9066727767327686,0.3631994512837279,0.432035222987232,0.19168773227367242,1.0,75,local_mismatch_6bp,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.38278381642512077
1.0,0.933438455367153,0.9082373999882246,0.3619087665146519,0.42839841107084425,0.1912570491695641,1.0,75,local_mismatch_6bp,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.38278381642512077
1.0,0.9015844614399384,0.8651389083145153,0.4401676498001218,0.5193478349479907,0.2818533831179966,1.0,75,local_mismatch_6bp,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.38278381642512077
1.0,0.9001631601792167,0.8633234886125557,0.4433352723815259,0.5228316906622584,0.28592469377291185,1.0,75,local_mismatch_6bp,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.3709793187347932
1.0,0.9408875328601314,0.9191731338063582,0.34129963479510084,0.402061745002305,0.17006165654662175,1.0,75,local_mismatch_6bp,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.37827858880778586
1.0,0.9124718116639708,0.880174017413747,0.4151077509763425,0.4895425669248254,0.2506737041296762,1.0,75,local_mismatch_6bp,cspaced_property_selected:length,canonical spaced + length,600,137,0.37827858880778586
1.0,0.9866242205571905,0.9814191579323928,0.16220630025137484,0.19277366035156496,0.038184786784422414,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.38278381642512077
1.0,0.9874033470327034,0.9823161802982995,0.15739287132280594,0.18806285462779895,0.03598965539956577,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.39160119047619046
1.0,0.9881187777209728,0.9834951097883684,0.1528749591418712,0.18168590044957011,0.034251244116250384,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.4001701877934272
1.0,0.9881389834459882,0.9835238407855987,0.1527454643795322,0.18152769676017053,0.03419423588947796,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.4085011574074074
1.0,0.9881389834459882,0.9835238407855986,0.1527454643795322,0.18152769676017053,0.03419423588947796,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.40568390804597704
1.0,0.9890252116338392,0.9847834295889184,0.1469609264151784,0.1744509627286383,0.03170336948017218,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.4097545662100457
1.0,0.9891911564129562,0.9850182784624392,0.14584800357846553,0.17309950259256143,0.031227131295795754,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.4137698412698413
1.0,0.9891911564129562,0.9850182784624392,0.14584800357846556,0.17309950259256143,0.031227131295795765,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.4166038812785388
1.0,0.9890252116338392,0.9847834295889184,0.1469609264151784,0.1744509627286383,0.03170336948017218,1.0,75,local_mismatch_6bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.4097545662100457
1.0,0.9891911564129562,0.9850182784624392,0.14584800357846556,0.17309950259256143,0.031227131295795758,1.0,75,local_mismatch_6bp,cspaced_property_l2,full CSP,600,147,0.4137698412698413
1.0,0.9718935913161795,0.9154641473075859,0.18465872239668465,0.4111831858792062,0.4527264393165025,1.0,100,substitution_1pct,spaced_count_l2,"spaced, no RC",600,256,0.29119140625
1.0,0.9781556058533102,0.9358462443306089,0.16260743773923272,0.3582001815530363,0.3122461878587178,1.0,100,substitution_1pct,cspaced_count_l2,canonical spaced,600,136,0.460968137254902
1.0,0.9970605419863183,0.9912650180746783,0.05961296335879953,0.13217396641476634,0.04198111325650762,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.468780193236715
1.0,0.9852863729009065,0.956306274111887,0.133374997887823,0.29561363116550327,0.2106950006533353,1.0,100,substitution_1pct,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.468780193236715
1.0,0.9854978455642996,0.9567874166775808,0.13251473232617197,0.293981524309117,0.20855687220933816,1.0,100,substitution_1pct,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.468780193236715
1.0,0.9784669935805467,0.9367498541481135,0.1614440520924048,0.3556685776695691,0.3077991723071081,1.0,100,substitution_1pct,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.468780193236715
1.0,0.9781556058533102,0.9358462443306089,0.16260743773923272,0.3582001815530363,0.31224618785871777,1.0,100,substitution_1pct,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.4576034063260341
1.0,0.9871042654591948,0.961906834717277,0.1250176090178781,0.2760187119498164,0.18537418590572738,1.0,100,substitution_1pct,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.46490267639902677
1.0,0.9825244846826481,0.9486769954644871,0.14544051377279563,0.3203839822021421,0.24979695028697427,1.0,100,substitution_1pct,cspaced_property_selected:length,canonical spaced + length,600,137,0.46490267639902677
1.0,0.9970605419863183,0.9912650180746783,0.05961296335879953,0.13217396641476634,0.04198111325650762,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.468780193236715
1.0,0.9972350102474904,0.9918683680638418,0.05780803414335396,0.12752743057546034,0.03959713581505241,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.47636904761904764
1.0,0.9974001554991497,0.9923270673306388,0.05606666047944823,0.12387842928426676,0.037620897224108926,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.4837441314553991
1.0,0.9974046448066543,0.992338849261632,0.05601843308785197,0.12378328394686709,0.03755763813414043,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.49091435185185184
1.0,0.9974046448066543,0.992338849261632,0.05601843308785197,0.12378328394686709,0.03755763813414043,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.4875287356321839
1.0,0.9976018267136986,0.9929115539775912,0.05385979608273389,0.11906670688930328,0.034776285582576234,1.0,100,substitution_1pct,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.49103881278538813
