retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,label,n_pairs,n_features,density,base_paired_cosine_mean,base_l2_delta_mean,base_retrieval_top1,delta_cosine_vs_cspaced_count,delta_l2_vs_cspaced_count,delta_top1_vs_cspaced_count
1.0,0.9990064422257096,0.9987181577564574,0.044350960154314216,0.05063280810775932,0.036192490621526956,1.0,150,trim_5bp,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.5973973429951691,0.9926297482615094,0.12084755057901449,1.0,0.006376693964200153,-0.07649659042470028,0.0
1.0,0.9990639915317494,0.9987761985314727,0.04304217642942325,0.049473253974774804,0.0341146807772561,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.6031488095238096,0.9926297482615094,0.12084755057901449,1.0,0.006434243270240003,-0.07780537414959124,0.0
1.0,0.9991169220163626,0.9988629586630692,0.0418123948020305,0.04768716938990152,0.032357592203632525,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine,canonical spaced + cumulative hydrogen+gc+purine,600,142,0.6087382629107981,0.9926297482615094,0.12084755057901449,1.0,0.006487173754853193,-0.07903515577698399,0.0
1.0,0.9991184464809955,0.9988653793586737,0.04177642238522959,0.04763637208551999,0.032302280828189145,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip,canonical spaced + cumulative hydrogen+gc+purine+eiip,600,144,0.6141724537037037,0.9926297482615094,0.12084755057901449,1.0,0.006488698219486055,-0.0790711281937849,0.0
1.0,0.9991184464809955,0.9988653793586737,0.04177642238522959,0.04763637208551999,0.032302280828189145,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction,600,145,0.6099367816091954,0.9926297482615094,0.12084755057901449,1.0,0.006488698219486055,-0.0790711281937849,0.0
1.0,0.9991859852758939,0.9989556238214868,0.04015223294452994,0.04570272096668965,0.029851761419004787,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy,600,146,0.6126084474885845,0.9926297482615094,0.12084755057901449,1.0,0.006556237014384458,-0.08069531763448454,0.0
1.0,0.9992012177728578,0.9989804373422472,0.0397903417886433,0.045156569900571,0.02816726054399048,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy+length,canonical spaced + cumulative hydrogen+gc+purine+eiip+n_fraction+entropy+length,600,147,0.6152437641723356,0.9926297482615094,0.12084755057901449,1.0,0.006571469511348349,-0.08105720879037118,0.0
1.0,0.9992012177728578,0.9989804373422472,0.0397903417886433,0.045156569900571,0.02816726054399048,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+entropy+length,full CSP without N fraction,600,146,0.6194577625570776,0.9926297482615094,0.12084755057901449,1.0,0.006571469511348349,-0.08105720879037118,0.0
1.0,0.9991859852758939,0.9989556238214868,0.04015223294452994,0.04570272096668965,0.029851761419004787,1.0,150,trim_5bp,cspaced_property_selected:hydrogen+gc+purine+eiip+n_fraction+entropy,full CSP without length,600,146,0.6126084474885845,0.9926297482615094,0.12084755057901449,1.0,0.006556237014384458,-0.08069531763448454,0.0
1.0,0.9992012177728578,0.9989804373422472,0.0397903417886433,0.045156569900571,0.02816726054399048,1.0,150,trim_5bp,cspaced_property_l2,full CSP,600,147,0.6152437641723356,0.9926297482615094,0.12084755057901449,1.0,0.006571469511348349,-0.08105720879037118,0.0
1.0,0.9485598383768905,0.9131314706885968,0.3155755806724603,0.41681776011799376,0.3765530283400662,1.0,150,substitution_1pct_N_3pct,spaced_count_l2,"spaced, no RC",600,256,0.38689778645833334,0.9614441727135672,0.27270746010634306,1.0,-0.012884334336676684,0.04286812056611722,0.0
1.0,0.9614441727135672,0.9337143696410583,0.27270746010634306,0.3641033424692701,0.24441182788545637,1.0,150,substitution_1pct_N_3pct,cspaced_count_l2,canonical spaced,600,136,0.5809129901960784,0.9614441727135672,0.27270746010634306,1.0,0.0,0.0,0.0
1.0,0.9931768218819047,0.9894594543601902,0.11559981270924108,0.14519326018472123,0.03346873625761699,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen,canonical spaced + hydrogen,600,138,0.5869867149758454,0.9614441727135672,0.27270746010634306,1.0,0.03173264916833751,-0.15710764739710198,0.0
1.0,0.9738378741985058,0.9550183539328838,0.2245370922519524,0.299938778245445,0.1660460756218034,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:gc,canonical spaced + gc,600,138,0.5869867149758454,0.9614441727135672,0.27270746010634306,1.0,0.012393701484938568,-0.04817036785439066,0.0
1.0,0.9741155403565961,0.9554505185825242,0.22346557444661064,0.29849441484785316,0.16477203303027635,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:purine,canonical spaced + purine,600,138,0.5869867149758454,0.9614441727135672,0.27270746010634306,1.0,0.012671367643028897,-0.04924188565973242,0.0
1.0,0.9619587700694069,0.9345771394247652,0.27088978406949726,0.36172601640857305,0.2409626873750825,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:eiip,canonical spaced + eiip,600,138,0.5869867149758454,0.9614441727135672,0.27270746010634306,1.0,0.0005145973558396966,-0.0018176760368457945,0.0
1.0,0.9611025081069313,0.9333825592646815,0.27400845816004477,0.3650135132361865,0.24432497222248434,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:n_fraction,canonical spaced + n_fraction,600,137,0.5803223844282238,0.9614441727135672,0.27270746010634306,1.0,-0.00034166460663587195,0.0013009980537017074,0.0
1.0,0.9774247171790376,0.9619583259521894,0.2089213702985154,0.2758320960983861,0.14074401886082225,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:entropy,canonical spaced + entropy,600,137,0.5839720194647202,0.9614441727135672,0.27270746010634306,1.0,0.01598054446547037,-0.06378608980782766,0.0
1.0,0.9753242705366832,0.9575771965702773,0.21816596808507446,0.2912826739754161,0.15642356984669212,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:length,canonical spaced + length,600,137,0.5839720194647202,0.9614441727135672,0.27270746010634306,1.0,0.013880097823116055,-0.054541492021268595,0.0
1.0,0.9931768218819047,0.9894594543601902,0.11559981270924108,0.14519326018472123,0.03346873625761699,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen,canonical spaced + cumulative hydrogen,600,138,0.5869867149758454,0.9614441727135672,0.27270746010634306,1.0,0.03173264916833751,-0.15710764739710198,0.0
1.0,0.9935803299280574,0.990073871646465,0.11212094853708593,0.14089802923053757,0.03157170342251954,1.0,150,substitution_1pct_N_3pct,cspaced_property_selected:hydrogen+gc,canonical spaced + cumulative hydrogen+gc,600,140,0.5928869047619048,0.9614441727135672,0.27270746010634306,1.0,0.03213615721449026,-0.16058651156925713,0.0
