fold,classifier,accuracy,macro_f1,n_features,n_train,n_test,n_train_groups,n_test_groups,length,representation,n_samples,n_groups,n_classes,label_control,permutation
2,nearest_centroid,0.3333333333333333,0.333023933023933,86,225,63,25,7,50,p_msp,288,32,3,within_source_permutation,3
3,contract_logistic,0.35185185185185186,0.33939769524736985,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
3,nearest_centroid,0.35185185185185186,0.3457324358189819,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
4,contract_logistic,0.3333333333333333,0.3115995115995116,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
4,nearest_centroid,0.3333333333333333,0.3127973501957242,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
5,contract_logistic,0.3148148148148148,0.3165451165451165,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
5,nearest_centroid,0.3148148148148148,0.3165451165451165,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,3
1,contract_logistic,0.30158730158730157,0.302020202020202,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,3
1,nearest_centroid,0.25396825396825395,0.25277664445351106,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,3
2,contract_logistic,0.38095238095238093,0.3801742030798234,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,3
2,nearest_centroid,0.42857142857142855,0.4177978883861237,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,3
3,contract_logistic,0.46296296296296297,0.43426344896933133,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
3,nearest_centroid,0.4074074074074074,0.39982054337113687,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
4,contract_logistic,0.3148148148148148,0.31295581295581293,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
4,nearest_centroid,0.25925925925925924,0.26064814814814813,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
5,contract_logistic,0.42592592592592593,0.4298245614035088,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
5,nearest_centroid,0.35185185185185186,0.35031939605110335,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,3
1,contract_logistic,0.30158730158730157,0.296532027743778,136,225,63,25,7,50,ck4,288,32,3,within_source_permutation,4
1,nearest_centroid,0.3492063492063492,0.34385964912280703,136,225,63,25,7,50,ck4,288,32,3,within_source_permutation,4
2,contract_logistic,0.31746031746031744,0.31522542498152256,136,225,63,25,7,50,ck4,288,32,3,within_source_permutation,4
2,nearest_centroid,0.2857142857142857,0.27472527472527475,136,225,63,25,7,50,ck4,288,32,3,within_source_permutation,4
3,contract_logistic,0.25925925925925924,0.24494069454634385,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
3,nearest_centroid,0.2777777777777778,0.25892857142857145,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
4,contract_logistic,0.35185185185185186,0.350041108762039,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
4,nearest_centroid,0.3148148148148148,0.3018531228551819,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
5,contract_logistic,0.3333333333333333,0.332932003210641,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
5,nearest_centroid,0.2962962962962963,0.2930815430815431,136,234,54,26,6,50,ck4,288,32,3,within_source_permutation,4
1,contract_logistic,0.2857142857142857,0.2898090637221072,397,225,63,25,7,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
1,nearest_centroid,0.3333333333333333,0.32463016386436266,397,225,63,25,7,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
2,contract_logistic,0.30158730158730157,0.30076123554384426,397,225,63,25,7,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
2,nearest_centroid,0.31746031746031744,0.30859950859950863,397,225,63,25,7,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
3,contract_logistic,0.2777777777777778,0.2584816462736374,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
3,nearest_centroid,0.3148148148148148,0.30641415322266385,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
4,contract_logistic,0.3333333333333333,0.31859649122807016,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
4,nearest_centroid,0.3148148148148148,0.30556298078351,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
5,contract_logistic,0.3148148148148148,0.3000982469067575,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
5,nearest_centroid,0.3148148148148148,0.2946588693957115,397,234,54,26,6,50,ckmer5_count_l2,288,32,3,within_source_permutation,4
1,contract_logistic,0.2698412698412698,0.25754147812971345,11,225,63,25,7,50,p,288,32,3,within_source_permutation,4
1,nearest_centroid,0.2698412698412698,0.25754147812971345,11,225,63,25,7,50,p,288,32,3,within_source_permutation,4
2,contract_logistic,0.3333333333333333,0.29131554679301686,11,225,63,25,7,50,p,288,32,3,within_source_permutation,4
2,nearest_centroid,0.3333333333333333,0.29131554679301686,11,225,63,25,7,50,p,288,32,3,within_source_permutation,4
3,contract_logistic,0.3888888888888889,0.30974764967837703,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
3,nearest_centroid,0.35185185185185186,0.31058195957453644,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
4,contract_logistic,0.35185185185185186,0.3450630252100841,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
4,nearest_centroid,0.35185185185185186,0.3450630252100841,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
5,contract_logistic,0.35185185185185186,0.3070871314773754,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
5,nearest_centroid,0.3333333333333333,0.2919484702093398,11,234,54,26,6,50,p,288,32,3,within_source_permutation,4
1,contract_logistic,0.30158730158730157,0.3040301010925246,75,225,63,25,7,50,msp,288,32,3,within_source_permutation,4
1,nearest_centroid,0.30158730158730157,0.3040301010925246,75,225,63,25,7,50,msp,288,32,3,within_source_permutation,4
2,contract_logistic,0.2698412698412698,0.27087952697708795,75,225,63,25,7,50,msp,288,32,3,within_source_permutation,4
2,nearest_centroid,0.2698412698412698,0.27054263565891473,75,225,63,25,7,50,msp,288,32,3,within_source_permutation,4
3,contract_logistic,0.37037037037037035,0.3704260651629072,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
3,nearest_centroid,0.37037037037037035,0.36899438137828233,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
4,contract_logistic,0.37037037037037035,0.3712962962962963,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
4,nearest_centroid,0.37037037037037035,0.3712962962962963,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
5,contract_logistic,0.35185185185185186,0.34179894179894177,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
5,nearest_centroid,0.35185185185185186,0.34179894179894177,75,234,54,26,6,50,msp,288,32,3,within_source_permutation,4
1,contract_logistic,0.31746031746031744,0.31811412589444626,86,225,63,25,7,50,p_msp,288,32,3,within_source_permutation,4
1,nearest_centroid,0.30158730158730157,0.3040301010925246,86,225,63,25,7,50,p_msp,288,32,3,within_source_permutation,4
2,contract_logistic,0.2698412698412698,0.2718762718762719,86,225,63,25,7,50,p_msp,288,32,3,within_source_permutation,4
2,nearest_centroid,0.2857142857142857,0.2883017163504968,86,225,63,25,7,50,p_msp,288,32,3,within_source_permutation,4
3,contract_logistic,0.3888888888888889,0.3855635821580094,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
3,nearest_centroid,0.3888888888888889,0.3855635821580094,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
4,contract_logistic,0.3888888888888889,0.3879629629629629,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
4,nearest_centroid,0.3888888888888889,0.3879629629629629,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
5,contract_logistic,0.35185185185185186,0.3467479674796748,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
5,nearest_centroid,0.37037037037037035,0.36481481481481487,86,234,54,26,6,50,p_msp,288,32,3,within_source_permutation,4
1,contract_logistic,0.2698412698412698,0.26574349730059454,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,4
1,nearest_centroid,0.3492063492063492,0.3467438705742041,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,4
2,contract_logistic,0.2857142857142857,0.27614451185879757,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,4
2,nearest_centroid,0.2698412698412698,0.2545197416198448,222,225,63,25,7,50,ck4p_msp,288,32,3,within_source_permutation,4
3,contract_logistic,0.2777777777777778,0.25892857142857145,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
3,nearest_centroid,0.2777777777777778,0.25892857142857145,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
4,contract_logistic,0.37037037037037035,0.3664059954382535,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
4,nearest_centroid,0.3148148148148148,0.3018531228551819,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
5,contract_logistic,0.35185185185185186,0.35202345202345203,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
5,nearest_centroid,0.2962962962962963,0.2930815430815431,222,234,54,26,6,50,ck4p_msp,288,32,3,within_source_permutation,4
1,contract_logistic,0.30158730158730157,0.2862422100623195,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,0
1,nearest_centroid,0.31746031746031744,0.31043771043771046,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,0
2,contract_logistic,0.37037037037037035,0.3624338624338624,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
2,nearest_centroid,0.37037037037037035,0.3659077797008832,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
3,contract_logistic,0.25925925925925924,0.2303976217019695,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
3,nearest_centroid,0.2777777777777778,0.24675324675324675,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
4,contract_logistic,0.37037037037037035,0.2951251646903821,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
4,nearest_centroid,0.35185185185185186,0.27873989774039254,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
5,contract_logistic,0.25925925925925924,0.2606516290726817,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
5,nearest_centroid,0.3333333333333333,0.33584494773519163,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,0
1,contract_logistic,0.3492063492063492,0.34287056612638017,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
1,nearest_centroid,0.25396825396825395,0.24301841948900774,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
2,contract_logistic,0.35185185185185186,0.33798309178743957,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
2,nearest_centroid,0.37037037037037035,0.36553030303030304,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
3,contract_logistic,0.25925925925925924,0.2338658851704796,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
3,nearest_centroid,0.2777777777777778,0.25137011326269637,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
4,contract_logistic,0.2777777777777778,0.24701644531973269,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
4,nearest_centroid,0.3148148148148148,0.24456611913057905,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
5,contract_logistic,0.25925925925925924,0.24503968253968253,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
5,nearest_centroid,0.18518518518518517,0.18585412335412335,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,0
1,contract_logistic,0.30158730158730157,0.3015743535361775,11,216,63,24,7,75,p,279,31,3,within_source_permutation,0
1,nearest_centroid,0.30158730158730157,0.3015743535361775,11,216,63,24,7,75,p,279,31,3,within_source_permutation,0
2,contract_logistic,0.4074074074074074,0.3968339307048985,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
2,nearest_centroid,0.4074074074074074,0.3968339307048985,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
3,contract_logistic,0.37037037037037035,0.3698602448602449,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
3,nearest_centroid,0.35185185185185186,0.3525525525525525,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
4,contract_logistic,0.3333333333333333,0.2696969696969697,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
4,nearest_centroid,0.3148148148148148,0.25757575757575757,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
5,contract_logistic,0.2777777777777778,0.25884237016700984,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
5,nearest_centroid,0.2777777777777778,0.25884237016700984,11,225,54,25,6,75,p,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.3042973286875726,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.3333333333333333,0.3261445118587976,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.2962962962962963,0.2847953216374269,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.2962962962962963,0.2847953216374269,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.4074074074074074,0.4102485648512399,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.4074074074074074,0.4087962962962963,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.4074074074074074,0.40401002506265665,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.4074074074074074,0.40401002506265665,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.37037037037037035,0.3665093102543929,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.4074074074074074,0.3968627109543918,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.3492063492063492,0.33961825602692475,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.3333333333333333,0.3269115269115269,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.3148148148148148,0.30460621912234814,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.3333333333333333,0.3272695772695773,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.4074074074074074,0.40821006765279205,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3888888888888889,0.38958958958958956,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.4444444444444444,0.4429788640314956,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.4444444444444444,0.4429788640314956,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.35185185185185186,0.3481481481481481,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.37037037037037035,0.3640350877192982,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.30676513029454205,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.31746031746031744,0.31043771043771046,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.35185185185185186,0.34707000504915503,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.37037037037037035,0.3649794562461754,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.37037037037037035,0.3397429443941072,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.2962962962962963,0.2772401174827868,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.37037037037037035,0.2951251646903821,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.35185185185185186,0.27873989774039254,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.2222222222222222,0.2215219421101774,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.3148148148148148,0.31805094130675526,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.36507936507936506,0.37104377104377106,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,1
1,nearest_centroid,0.30158730158730157,0.3009874492432632,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,1
2,contract_logistic,0.35185185185185186,0.3515908927673634,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
2,nearest_centroid,0.37037037037037035,0.3686274509803922,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
3,contract_logistic,0.35185185185185186,0.32722849328316483,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
3,nearest_centroid,0.37037037037037035,0.36267467676635756,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
4,contract_logistic,0.3148148148148148,0.30584415584415586,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
4,nearest_centroid,0.3888888888888889,0.3509907979940601,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
5,contract_logistic,0.2962962962962963,0.2787220026350461,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
5,nearest_centroid,0.37037037037037035,0.3435431235431235,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,1
1,contract_logistic,0.3492063492063492,0.35443378296945255,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
1,nearest_centroid,0.3492063492063492,0.3385111620405738,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
2,contract_logistic,0.3333333333333333,0.30806391675956896,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
2,nearest_centroid,0.3888888888888889,0.38734402852049915,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
3,contract_logistic,0.3148148148148148,0.3074311087893431,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
3,nearest_centroid,0.2777777777777778,0.27726178190574474,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
4,contract_logistic,0.3333333333333333,0.3308270676691729,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
4,nearest_centroid,0.48148148148148145,0.4550361918782971,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
5,contract_logistic,0.2962962962962963,0.25890852974186307,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
5,nearest_centroid,0.2962962962962963,0.26724256136020846,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,1
1,contract_logistic,0.36507936507936506,0.3264792186747252,11,216,63,24,7,75,p,279,31,3,within_source_permutation,1
1,nearest_centroid,0.36507936507936506,0.3264792186747252,11,216,63,24,7,75,p,279,31,3,within_source_permutation,1
2,contract_logistic,0.37037037037037035,0.3598416965352449,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
2,nearest_centroid,0.37037037037037035,0.3598416965352449,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
3,contract_logistic,0.3333333333333333,0.3208052651955091,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
3,nearest_centroid,0.3333333333333333,0.3208052651955091,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
4,contract_logistic,0.3333333333333333,0.25974025974025977,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
4,nearest_centroid,0.3333333333333333,0.28466053711495504,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
5,contract_logistic,0.4074074074074074,0.3844915149262975,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
5,nearest_centroid,0.4074074074074074,0.3844915149262975,11,225,54,25,6,75,p,279,31,3,within_source_permutation,1
1,contract_logistic,0.36507936507936506,0.3579369669595233,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,1
1,nearest_centroid,0.3492063492063492,0.3450292397660819,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,1
2,contract_logistic,0.3148148148148148,0.2864241701451004,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
2,nearest_centroid,0.3333333333333333,0.31311897978564646,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
3,contract_logistic,0.3888888888888889,0.36428571428571427,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
3,nearest_centroid,0.3888888888888889,0.36428571428571427,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
4,contract_logistic,0.3333333333333333,0.32397558849171754,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
4,nearest_centroid,0.35185185185185186,0.3462115962115962,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
5,contract_logistic,0.4074074074074074,0.40266106442577027,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
5,nearest_centroid,0.3888888888888889,0.3840122893207542,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,1
1,contract_logistic,0.38095238095238093,0.3757859900717044,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,1
1,nearest_centroid,0.3968253968253968,0.3932656060315635,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,1
2,contract_logistic,0.2777777777777778,0.25546058879392214,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
2,nearest_centroid,0.25925925925925924,0.24220772496634566,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
3,contract_logistic,0.4074074074074074,0.38095238095238093,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
3,nearest_centroid,0.3888888888888889,0.3669171824344238,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
4,contract_logistic,0.3148148148148148,0.30570854095637734,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
4,nearest_centroid,0.3333333333333333,0.3277777777777778,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
5,contract_logistic,0.3888888888888889,0.3830532212885154,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
5,nearest_centroid,0.37037037037037035,0.3686274509803922,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,1
1,contract_logistic,0.36507936507936506,0.36762360446570974,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,1
1,nearest_centroid,0.31746031746031744,0.3157409965920604,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,1
2,contract_logistic,0.35185185185185186,0.35202345202345203,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
2,nearest_centroid,0.3888888888888889,0.38427871148459386,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
3,contract_logistic,0.37037037037037035,0.34761904761904766,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
3,nearest_centroid,0.37037037037037035,0.36267467676635756,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
4,contract_logistic,0.35185185185185186,0.3100050851767099,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
4,nearest_centroid,0.3888888888888889,0.3509907979940601,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
5,contract_logistic,0.35185185185185186,0.3246376811594203,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
5,nearest_centroid,0.35185185185185186,0.3273592741677848,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,1
1,contract_logistic,0.30158730158730157,0.29087549087549086,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,2
1,nearest_centroid,0.31746031746031744,0.29518999518999517,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,2
2,contract_logistic,0.3888888888888889,0.38365300784655626,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
2,nearest_centroid,0.3888888888888889,0.38418005311044356,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
3,contract_logistic,0.3333333333333333,0.32078853046594985,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
3,nearest_centroid,0.4444444444444444,0.44127066939118587,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
4,contract_logistic,0.35185185185185186,0.3450268817204301,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
4,nearest_centroid,0.42592592592592593,0.4245614035087719,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
5,contract_logistic,0.25925925925925924,0.24603174603174602,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
5,nearest_centroid,0.25925925925925924,0.25529348700080406,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,2
1,contract_logistic,0.4126984126984127,0.3891804984158509,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
1,nearest_centroid,0.4444444444444444,0.4057620540379161,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
2,contract_logistic,0.46296296296296297,0.4581196581196581,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
2,nearest_centroid,0.4074074074074074,0.4056854294545296,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
3,contract_logistic,0.35185185185185186,0.3525268769171208,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
3,nearest_centroid,0.37037037037037035,0.3528682170542636,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
4,contract_logistic,0.2962962962962963,0.3008690655749479,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
4,nearest_centroid,0.3888888888888889,0.38520064345028476,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
5,contract_logistic,0.2777777777777778,0.2716503267973856,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
5,nearest_centroid,0.37037037037037035,0.36932367149758455,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,2
1,contract_logistic,0.30158730158730157,0.3031165311653117,11,216,63,24,7,75,p,279,31,3,within_source_permutation,2
1,nearest_centroid,0.30158730158730157,0.3031165311653117,11,216,63,24,7,75,p,279,31,3,within_source_permutation,2
2,contract_logistic,0.35185185185185186,0.3428995840760547,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
2,nearest_centroid,0.35185185185185186,0.34270948689553343,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
3,contract_logistic,0.2962962962962963,0.26060606060606056,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
3,nearest_centroid,0.2962962962962963,0.26060606060606056,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
4,contract_logistic,0.3148148148148148,0.30959586696013697,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
4,nearest_centroid,0.3148148148148148,0.308906152984114,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
5,contract_logistic,0.3333333333333333,0.26495726495726496,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
5,nearest_centroid,0.3333333333333333,0.26495726495726496,11,225,54,25,6,75,p,279,31,3,within_source_permutation,2
1,contract_logistic,0.4126984126984127,0.4077714077714078,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,2
