fold,classifier,accuracy,macro_f1,n_features,n_train,n_test,n_train_groups,n_test_groups,length,representation,n_samples,n_groups,n_classes,label_control,permutation
1,nearest_centroid,0.42857142857142855,0.42204655248133505,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,2
2,contract_logistic,0.4444444444444444,0.4356325863678805,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
2,nearest_centroid,0.46296296296296297,0.45693665492804664,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
3,contract_logistic,0.35185185185185186,0.3499432446800868,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
3,nearest_centroid,0.37037037037037035,0.37008370599701873,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
4,contract_logistic,0.3888888888888889,0.38484320557491286,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
4,nearest_centroid,0.3888888888888889,0.38484320557491286,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
5,contract_logistic,0.3148148148148148,0.3165451165451166,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
5,nearest_centroid,0.3148148148148148,0.3165451165451166,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,2
1,contract_logistic,0.3968253968253968,0.3923531551191126,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,2
1,nearest_centroid,0.38095238095238093,0.374434638720353,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,2
2,contract_logistic,0.37037037037037035,0.35984848484848486,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
2,nearest_centroid,0.37037037037037035,0.3600521342456826,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
3,contract_logistic,0.3148148148148148,0.3139406125244048,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
3,nearest_centroid,0.3333333333333333,0.3323529411764706,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
4,contract_logistic,0.37037037037037035,0.36718020541549956,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
4,nearest_centroid,0.37037037037037035,0.36718020541549956,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
5,contract_logistic,0.3333333333333333,0.3339768339768339,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
5,nearest_centroid,0.3333333333333333,0.3339768339768339,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,2
1,contract_logistic,0.30158730158730157,0.29051032456605214,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,2
1,nearest_centroid,0.3333333333333333,0.3073112073112073,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,2
2,contract_logistic,0.35185185185185186,0.34333846041163113,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
2,nearest_centroid,0.3888888888888889,0.3850043591979076,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
3,contract_logistic,0.4074074074074074,0.3979230101643057,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
3,nearest_centroid,0.4444444444444444,0.4417682926829268,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
4,contract_logistic,0.37037037037037035,0.3707103246399835,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
4,nearest_centroid,0.42592592592592593,0.4245614035087719,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
5,contract_logistic,0.2777777777777778,0.2617362415137946,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
5,nearest_centroid,0.2962962962962963,0.28809523809523807,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,2
1,contract_logistic,0.30158730158730157,0.291609977324263,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,3
1,nearest_centroid,0.30158730158730157,0.28992757766342675,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,3
2,contract_logistic,0.3333333333333333,0.32919000933706816,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
2,nearest_centroid,0.35185185185185186,0.3236550658910908,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
3,contract_logistic,0.3888888888888889,0.3901186901186901,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
3,nearest_centroid,0.2962962962962963,0.2944853860523955,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
4,contract_logistic,0.2962962962962963,0.2947942868069959,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
4,nearest_centroid,0.3333333333333333,0.32593543653705065,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
5,contract_logistic,0.37037037037037035,0.36553030303030304,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
5,nearest_centroid,0.3148148148148148,0.3051310945834273,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,3
1,contract_logistic,0.38095238095238093,0.38478260869565223,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
1,nearest_centroid,0.36507936507936506,0.3642276422764228,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
2,contract_logistic,0.3333333333333333,0.33233082706766914,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
2,nearest_centroid,0.3333333333333333,0.33499598669877306,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
3,contract_logistic,0.3148148148148148,0.305717653993516,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
3,nearest_centroid,0.35185185185185186,0.3279965648386701,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
4,contract_logistic,0.25925925925925924,0.26375675358233497,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
4,nearest_centroid,0.2777777777777778,0.28278985507246374,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
5,contract_logistic,0.4074074074074074,0.391358024691358,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
5,nearest_centroid,0.35185185185185186,0.337037037037037,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,3
1,contract_logistic,0.3492063492063492,0.2842025699168556,11,216,63,24,7,75,p,279,31,3,within_source_permutation,3
1,nearest_centroid,0.3492063492063492,0.2842025699168556,11,216,63,24,7,75,p,279,31,3,within_source_permutation,3
2,contract_logistic,0.3148148148148148,0.24545791620318871,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
2,nearest_centroid,0.3148148148148148,0.24545791620318871,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
3,contract_logistic,0.2962962962962963,0.22926093514328807,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
3,nearest_centroid,0.2962962962962963,0.22926093514328807,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
4,contract_logistic,0.2962962962962963,0.26190823960919873,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
4,nearest_centroid,0.2962962962962963,0.26190823960919873,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
5,contract_logistic,0.3333333333333333,0.2665978672170623,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
5,nearest_centroid,0.3333333333333333,0.2665978672170623,11,225,54,25,6,75,p,279,31,3,within_source_permutation,3
1,contract_logistic,0.3492063492063492,0.34354475810491997,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,3
1,nearest_centroid,0.30158730158730157,0.296987896987897,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,3
2,contract_logistic,0.3333333333333333,0.32916666666666666,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
2,nearest_centroid,0.3333333333333333,0.32916666666666666,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
3,contract_logistic,0.2222222222222222,0.20462691430433366,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
3,nearest_centroid,0.2222222222222222,0.20462691430433366,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
4,contract_logistic,0.2777777777777778,0.255790907964821,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
4,nearest_centroid,0.2777777777777778,0.2677248677248677,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
5,contract_logistic,0.2777777777777778,0.2739167176618003,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
5,nearest_centroid,0.2777777777777778,0.2739167176618003,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,3
1,contract_logistic,0.31746031746031744,0.3149920255183413,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,3
1,nearest_centroid,0.30158730158730157,0.30028490028490024,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,3
2,contract_logistic,0.3333333333333333,0.3256578947368421,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
2,nearest_centroid,0.3333333333333333,0.3256578947368421,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
3,contract_logistic,0.25925925925925924,0.24819624819624822,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
3,nearest_centroid,0.24074074074074073,0.22747432306255835,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
4,contract_logistic,0.2777777777777778,0.24719153936545243,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
4,nearest_centroid,0.2777777777777778,0.26068492735159404,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
5,contract_logistic,0.2962962962962963,0.2938487658351835,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
5,nearest_centroid,0.2962962962962963,0.294017094017094,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,3
1,contract_logistic,0.2698412698412698,0.2538518392176929,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,3
1,nearest_centroid,0.30158730158730157,0.28554038779236585,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,3
2,contract_logistic,0.3333333333333333,0.3285764622973925,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
2,nearest_centroid,0.3888888888888889,0.36803327391562685,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
3,contract_logistic,0.3333333333333333,0.3300294476765065,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
3,nearest_centroid,0.2777777777777778,0.2736064968623108,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
4,contract_logistic,0.3333333333333333,0.33582597858064145,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
4,nearest_centroid,0.3148148148148148,0.30357142857142855,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
5,contract_logistic,0.2962962962962963,0.28787335722819596,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
5,nearest_centroid,0.3148148148148148,0.3051310945834273,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,3
1,contract_logistic,0.3492063492063492,0.3444444444444444,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,4
1,nearest_centroid,0.36507936507936506,0.35185185185185186,136,216,63,24,7,75,ck4,279,31,3,within_source_permutation,4
2,contract_logistic,0.3888888888888889,0.3353622150614632,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
2,nearest_centroid,0.37037037037037035,0.3522765650425225,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
3,contract_logistic,0.2962962962962963,0.28728070175438597,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
3,nearest_centroid,0.2777777777777778,0.26838187279613424,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
4,contract_logistic,0.3888888888888889,0.36686686686686687,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
4,nearest_centroid,0.3888888888888889,0.3733091787439613,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
5,contract_logistic,0.3333333333333333,0.29856343757945586,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
5,nearest_centroid,0.3333333333333333,0.32495556138357085,136,225,54,25,6,75,ck4,279,31,3,within_source_permutation,4
1,contract_logistic,0.31746031746031744,0.3158169934640523,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
1,nearest_centroid,0.30158730158730157,0.290420309863476,461,216,63,24,7,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
2,contract_logistic,0.3888888888888889,0.3667392883079157,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
2,nearest_centroid,0.37037037037037035,0.3522765650425225,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
3,contract_logistic,0.2777777777777778,0.2796052631578947,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
3,nearest_centroid,0.2962962962962963,0.2986111111111111,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
4,contract_logistic,0.4074074074074074,0.39212628827705015,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
4,nearest_centroid,0.37037037037037035,0.3609360410830999,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
5,contract_logistic,0.2962962962962963,0.2474747474747475,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
5,nearest_centroid,0.3148148148148148,0.2938271604938272,461,225,54,25,6,75,ckmer5_count_l2,279,31,3,within_source_permutation,4
1,contract_logistic,0.4126984126984127,0.40494337269791636,11,216,63,24,7,75,p,279,31,3,within_source_permutation,4
1,nearest_centroid,0.4126984126984127,0.40494337269791636,11,216,63,24,7,75,p,279,31,3,within_source_permutation,4
2,contract_logistic,0.3148148148148148,0.29602496269162937,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
2,nearest_centroid,0.3148148148148148,0.29602496269162937,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
3,contract_logistic,0.37037037037037035,0.3698602448602449,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
3,nearest_centroid,0.3888888888888889,0.38611111111111107,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
4,contract_logistic,0.37037037037037035,0.33797101449275363,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
4,nearest_centroid,0.37037037037037035,0.33797101449275363,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
5,contract_logistic,0.4074074074074074,0.41253003309306857,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
5,nearest_centroid,0.3888888888888889,0.3943191311612364,11,225,54,25,6,75,p,279,31,3,within_source_permutation,4
1,contract_logistic,0.38095238095238093,0.37777777777777777,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,4
1,nearest_centroid,0.38095238095238093,0.37777777777777777,75,216,63,24,7,75,msp,279,31,3,within_source_permutation,4
2,contract_logistic,0.3333333333333333,0.31986531986531985,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
2,nearest_centroid,0.3148148148148148,0.3044965786901271,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
3,contract_logistic,0.3333333333333333,0.31640918950024344,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
3,nearest_centroid,0.3333333333333333,0.31640918950024344,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
4,contract_logistic,0.3888888888888889,0.36490068197385267,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
4,nearest_centroid,0.3888888888888889,0.36490068197385267,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
5,contract_logistic,0.2962962962962963,0.29589371980676327,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
5,nearest_centroid,0.2777777777777778,0.27349228611500703,75,225,54,25,6,75,msp,279,31,3,within_source_permutation,4
1,contract_logistic,0.3492063492063492,0.33901618476086554,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,4
1,nearest_centroid,0.3492063492063492,0.33901618476086554,86,216,63,24,7,75,p_msp,279,31,3,within_source_permutation,4
2,contract_logistic,0.35185185185185186,0.34356347371443247,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
2,nearest_centroid,0.3333333333333333,0.3190220632081098,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
3,contract_logistic,0.3333333333333333,0.3144524851841925,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
3,nearest_centroid,0.35185185185185186,0.33095238095238094,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
4,contract_logistic,0.35185185185185186,0.30138022310455664,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
4,nearest_centroid,0.35185185185185186,0.30158730158730157,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
5,contract_logistic,0.2777777777777778,0.2808080808080808,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
5,nearest_centroid,0.25925925925925924,0.258915770609319,86,225,54,25,6,75,p_msp,279,31,3,within_source_permutation,4
1,contract_logistic,0.31746031746031744,0.3152661064425771,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,4
1,nearest_centroid,0.36507936507936506,0.3570533826373648,222,216,63,24,7,75,ck4p_msp,279,31,3,within_source_permutation,4
2,contract_logistic,0.3888888888888889,0.3541434410999629,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
2,nearest_centroid,0.3888888888888889,0.3751375641966251,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
3,contract_logistic,0.3148148148148148,0.30362092862092865,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
3,nearest_centroid,0.2777777777777778,0.26838187279613424,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
4,contract_logistic,0.3888888888888889,0.37287818564414305,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
4,nearest_centroid,0.37037037037037035,0.3591696535244922,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
5,contract_logistic,0.4444444444444444,0.43636178950270627,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
5,nearest_centroid,0.3333333333333333,0.32495556138357085,222,225,54,25,6,75,ck4p_msp,279,31,3,within_source_permutation,4
1,contract_logistic,0.4126984126984127,0.41390815540142345,136,216,63,24,7,100,ck4,279,31,3,within_source_permutation,0
1,nearest_centroid,0.30158730158730157,0.28301075268817205,136,216,63,24,7,100,ck4,279,31,3,within_source_permutation,0
2,contract_logistic,0.37037037037037035,0.3467000835421888,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
2,nearest_centroid,0.3148148148148148,0.3117232064600486,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
3,contract_logistic,0.3333333333333333,0.32954002389486264,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3888888888888889,0.38472964943553173,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
4,contract_logistic,0.2777777777777778,0.2652077807250221,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
4,nearest_centroid,0.2962962962962963,0.2842031646122913,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
5,contract_logistic,0.37037037037037035,0.36190476190476195,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
5,nearest_centroid,0.35185185185185186,0.3460305022274462,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.2976190476190476,482,216,63,24,7,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
1,nearest_centroid,0.31746031746031744,0.3105336435586204,482,216,63,24,7,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
2,contract_logistic,0.3333333333333333,0.317312661498708,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
2,nearest_centroid,0.37037037037037035,0.36298701298701297,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
3,contract_logistic,0.35185185185185186,0.34978354978354975,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3888888888888889,0.38571428571428573,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
4,contract_logistic,0.25925925925925924,0.2583726583726584,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
4,nearest_centroid,0.2777777777777778,0.2753124641669533,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
5,contract_logistic,0.42592592592592593,0.4131054131054131,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
5,nearest_centroid,0.42592592592592593,0.4187886825817861,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.3182170542635659,11,216,63,24,7,100,p,279,31,3,within_source_permutation,0
1,nearest_centroid,0.3333333333333333,0.33421566773807276,11,216,63,24,7,100,p,279,31,3,within_source_permutation,0
2,contract_logistic,0.2777777777777778,0.2591250917094644,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
2,nearest_centroid,0.3148148148148148,0.3031968864052822,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
3,contract_logistic,0.3148148148148148,0.2546437014522121,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3148148148148148,0.2546437014522121,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
4,contract_logistic,0.35185185185185186,0.32233177650925443,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
4,nearest_centroid,0.3333333333333333,0.3077479843121413,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
5,contract_logistic,0.35185185185185186,0.33794878622464825,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
5,nearest_centroid,0.35185185185185186,0.33794878622464825,11,225,54,25,6,100,p,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.31084656084656087,75,216,63,24,7,100,msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.30158730158730157,0.298044252543747,75,216,63,24,7,100,msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.2962962962962963,0.2888888888888889,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.2962962962962963,0.2888888888888889,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.3888888888888889,0.38520064345028476,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.4074074074074074,0.4055137844611529,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.37037037037037035,0.35368831710295123,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.37037037037037035,0.35368831710295123,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.4074074074074074,0.40482654600301665,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.42592592592592593,0.42368994381378283,75,225,54,25,6,100,msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.31746031746031744,0.31477387860366585,86,216,63,24,7,100,p_msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.2857142857142857,0.284688995215311,86,216,63,24,7,100,p_msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.3148148148148148,0.30486295313881523,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.2962962962962963,0.28683805756976494,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.3888888888888889,0.3854978354978355,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3888888888888889,0.38858858858858863,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.3888888888888889,0.36833536833536834,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.3888888888888889,0.36833536833536834,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.4444444444444444,0.4434084434084434,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.46296296296296297,0.46316905140434556,86,225,54,25,6,100,p_msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.3333333333333333,0.3252525252525253,222,216,63,24,7,100,ck4p_msp,279,31,3,within_source_permutation,0
1,nearest_centroid,0.31746031746031744,0.30553030303030304,222,216,63,24,7,100,ck4p_msp,279,31,3,within_source_permutation,0
2,contract_logistic,0.35185185185185186,0.3404872220765218,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
2,nearest_centroid,0.2962962962962963,0.2937051884420306,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
3,contract_logistic,0.3148148148148148,0.30937873357228196,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
3,nearest_centroid,0.3333333333333333,0.3347174869598158,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
4,contract_logistic,0.2777777777777778,0.2679320302410285,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
4,nearest_centroid,0.3148148148148148,0.30694444444444446,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
5,contract_logistic,0.3333333333333333,0.3220018463920903,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
5,nearest_centroid,0.35185185185185186,0.3460305022274462,222,225,54,25,6,100,ck4p_msp,279,31,3,within_source_permutation,0
1,contract_logistic,0.4603174603174603,0.44454751597608744,136,216,63,24,7,100,ck4,279,31,3,within_source_permutation,1
1,nearest_centroid,0.38095238095238093,0.3818347153571204,136,216,63,24,7,100,ck4,279,31,3,within_source_permutation,1
2,contract_logistic,0.48148148148148145,0.4837962962962963,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
2,nearest_centroid,0.5185185185185185,0.5204027556968733,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
3,contract_logistic,0.48148148148148145,0.4490740740740741,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
3,nearest_centroid,0.37037037037037035,0.34723716000311744,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
4,contract_logistic,0.4074074074074074,0.38667570009033425,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
4,nearest_centroid,0.37037037037037035,0.3616121426466254,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
5,contract_logistic,0.3148148148148148,0.3107962801511189,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
5,nearest_centroid,0.3333333333333333,0.3324591310429233,136,225,54,25,6,100,ck4,279,31,3,within_source_permutation,1
1,contract_logistic,0.4444444444444444,0.43815987933635,482,216,63,24,7,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
1,nearest_centroid,0.42857142857142855,0.42210225175341454,482,216,63,24,7,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
2,contract_logistic,0.4074074074074074,0.40326340326340326,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
2,nearest_centroid,0.42592592592592593,0.4285673233041654,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
3,contract_logistic,0.46296296296296297,0.4399824032176973,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
3,nearest_centroid,0.3888888888888889,0.3686117467581998,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
4,contract_logistic,0.4074074074074074,0.3907455771472415,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
4,nearest_centroid,0.4074074074074074,0.4055137844611529,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
5,contract_logistic,0.3333333333333333,0.32842712842712846,482,225,54,25,6,100,ckmer5_count_l2,279,31,3,within_source_permutation,1
