representation,representation_label,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,genus,length,condition,label_col
ck4p_msp,CK4P-MSP,nearest_centroid,120,4,222,0.3611111111111111,0.36882312733705924,within_genus_species,Acinetobacter,75,clean,label
ck4p_msp,CK4P-MSP,logistic,120,4,222,0.3333333333333333,0.2838345864661654,within_genus_species,Acinetobacter,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,120,4,222,0.2777777777777778,0.25343675931911225,within_genus_species,Acinetobacter,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,120,4,222,0.3055555555555556,0.2673992673992674,within_genus_species,Acinetobacter,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,120,4,222,0.2222222222222222,0.09090909090909091,within_genus_species,Acinetobacter,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,120,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Acinetobacter,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,79,3,136,0.5,0.4563175615807195,within_genus_species,Burkholderia,75,clean,label
ckmer4_count_l2,CK4,logistic,79,3,136,0.4166666666666667,0.3760822510822511,within_genus_species,Burkholderia,75,clean,label
ckmer5_count_l2,CK5,nearest_centroid,79,3,474,0.4583333333333333,0.4238095238095238,within_genus_species,Burkholderia,75,clean,label
ckmer5_count_l2,CK5,logistic,79,3,474,0.4583333333333333,0.4166666666666667,within_genus_species,Burkholderia,75,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,79,3,147,0.5416666666666666,0.5185185185185185,within_genus_species,Burkholderia,75,clean,label
ckmer4_property_l2,CK4+P,logistic,79,3,147,0.4166666666666667,0.41486928104575166,within_genus_species,Burkholderia,75,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,79,3,222,0.5,0.4563175615807195,within_genus_species,Burkholderia,75,clean,label
ck4p_msp,CK4P-MSP,logistic,79,3,222,0.4166666666666667,0.40958164642375167,within_genus_species,Burkholderia,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,79,3,222,0.3333333333333333,0.30317460317460315,within_genus_species,Burkholderia,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,79,3,222,0.25,0.22905982905982905,within_genus_species,Burkholderia,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,79,3,222,0.4166666666666667,0.19607843137254902,within_genus_species,Burkholderia,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,79,3,222,0.4166666666666667,0.19607843137254902,within_genus_species,Burkholderia,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,67,2,136,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,clean,target_binary
ckmer4_count_l2,CK4,logistic,67,2,136,0.38095238095238093,0.37528604118993136,target_background,Burkholderia,75,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,67,2,470,0.42857142857142855,0.41666666666666663,target_background,Burkholderia,75,clean,target_binary
ckmer5_count_l2,CK5,logistic,67,2,470,0.42857142857142855,0.3942307692307692,target_background,Burkholderia,75,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,67,2,146,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,67,2,146,0.38095238095238093,0.37528604118993136,target_background,Burkholderia,75,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,67,2,222,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,67,2,222,0.47619047619047616,0.4564705882352942,target_background,Burkholderia,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,67,2,222,0.6666666666666666,0.6636155606407322,target_background,Burkholderia,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,67,2,222,0.7142857142857143,0.6971153846153846,target_background,Burkholderia,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,67,2,222,0.5714285714285714,0.36363636363636365,target_background,Burkholderia,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,67,2,222,0.5714285714285714,0.36363636363636365,target_background,Burkholderia,75,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,119,4,136,0.3611111111111111,0.34335839598997486,within_genus_species,Candida,75,clean,label
ckmer4_count_l2,CK4,logistic,119,4,136,0.25,0.22681704260651628,within_genus_species,Candida,75,clean,label
ckmer5_count_l2,CK5,nearest_centroid,119,4,508,0.3333333333333333,0.31858766233766234,within_genus_species,Candida,75,clean,label
ckmer5_count_l2,CK5,logistic,119,4,508,0.3611111111111111,0.3431020733652313,within_genus_species,Candida,75,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,119,4,147,0.3611111111111111,0.33926058461662173,within_genus_species,Candida,75,clean,label
ckmer4_property_l2,CK4+P,logistic,119,4,147,0.16666666666666666,0.15025062656641602,within_genus_species,Candida,75,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,119,4,222,0.3611111111111111,0.3429971988795518,within_genus_species,Candida,75,clean,label
ck4p_msp,CK4P-MSP,logistic,119,4,222,0.19444444444444445,0.17077294685990338,within_genus_species,Candida,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,119,4,222,0.3611111111111111,0.36670847268673357,within_genus_species,Candida,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,119,4,222,0.25,0.2305194805194805,within_genus_species,Candida,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,119,4,222,0.3055555555555556,0.11956521739130435,within_genus_species,Candida,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,119,4,222,0.3055555555555556,0.11956521739130435,within_genus_species,Candida,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,74,2,136,0.5652173913043478,0.5643939393939394,target_background,Candida,75,clean,target_binary
ckmer4_count_l2,CK4,logistic,74,2,136,0.43478260869565216,0.43478260869565216,target_background,Candida,75,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,74,2,497,0.7391304347826086,0.7386363636363636,target_background,Candida,75,clean,target_binary
ckmer5_count_l2,CK5,logistic,74,2,497,0.5652173913043478,0.5576923076923077,target_background,Candida,75,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,74,2,147,0.5652173913043478,0.5643939393939394,target_background,Candida,75,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,74,2,147,0.4782608695652174,0.4772727272727273,target_background,Candida,75,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,74,2,222,0.5652173913043478,0.5643939393939394,target_background,Candida,75,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,74,2,222,0.43478260869565216,0.43047619047619046,target_background,Candida,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,74,2,222,0.43478260869565216,0.43047619047619046,target_background,Candida,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,74,2,222,0.4782608695652174,0.45238095238095233,target_background,Candida,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,74,2,222,0.5217391304347826,0.34285714285714286,target_background,Candida,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,74,2,222,0.5217391304347826,0.34285714285714286,target_background,Candida,75,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,133,5,136,0.15,0.13469079939668174,within_genus_species,Enterobacter,75,clean,label
ckmer4_count_l2,CK4,logistic,133,5,136,0.275,0.2808771929824561,within_genus_species,Enterobacter,75,clean,label
ckmer5_count_l2,CK5,nearest_centroid,133,5,510,0.175,0.15275019098548512,within_genus_species,Enterobacter,75,clean,label
ckmer5_count_l2,CK5,logistic,133,5,510,0.15,0.12372549019607844,within_genus_species,Enterobacter,75,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,133,5,147,0.15,0.13614007475900058,within_genus_species,Enterobacter,75,clean,label
ckmer4_property_l2,CK4+P,logistic,133,5,147,0.2,0.19569315445476437,within_genus_species,Enterobacter,75,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,133,5,222,0.15,0.13469079939668174,within_genus_species,Enterobacter,75,clean,label
ck4p_msp,CK4P-MSP,logistic,133,5,222,0.2,0.21353535353535355,within_genus_species,Enterobacter,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,133,5,222,0.2,0.17272727272727273,within_genus_species,Enterobacter,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,133,5,222,0.175,0.16240601503759397,within_genus_species,Enterobacter,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,133,5,222,0.225,0.07346938775510205,within_genus_species,Enterobacter,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,133,5,222,0.225,0.07346938775510205,within_genus_species,Enterobacter,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,71,2,135,0.36363636363636365,0.3418803418803419,target_background,Enterobacter,75,clean,target_binary
ckmer4_count_l2,CK4,logistic,71,2,135,0.45454545454545453,0.37142857142857144,target_background,Enterobacter,75,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,71,2,504,0.5,0.44367816091954027,target_background,Enterobacter,75,clean,target_binary
ckmer5_count_l2,CK5,logistic,71,2,504,0.5,0.44367816091954027,target_background,Enterobacter,75,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,71,2,146,0.4090909090909091,0.39789473684210525,target_background,Enterobacter,75,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,71,2,146,0.5,0.39950372208436724,target_background,Enterobacter,75,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,71,2,222,0.36363636363636365,0.3418803418803419,target_background,Enterobacter,75,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,71,2,222,0.3181818181818182,0.2413793103448276,target_background,Enterobacter,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,71,2,222,0.5,0.4989648033126294,target_background,Enterobacter,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,71,2,222,0.5454545454545454,0.5416666666666667,target_background,Enterobacter,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,71,2,222,0.5454545454545454,0.35294117647058826,target_background,Enterobacter,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,71,2,222,0.5454545454545454,0.35294117647058826,target_background,Enterobacter,75,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,52,2,135,0.4375,0.37662337662337664,within_genus_species,Escherichia,75,clean,label
ckmer4_count_l2,CK4,logistic,52,2,135,0.5625,0.5151515151515151,within_genus_species,Escherichia,75,clean,label
ckmer5_count_l2,CK5,nearest_centroid,52,2,502,0.5625,0.5465587044534412,within_genus_species,Escherichia,75,clean,label
ckmer5_count_l2,CK5,logistic,52,2,502,0.625,0.6,within_genus_species,Escherichia,75,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,52,2,146,0.4375,0.37662337662337664,within_genus_species,Escherichia,75,clean,label
ckmer4_property_l2,CK4+P,logistic,52,2,146,0.5625,0.5465587044534412,within_genus_species,Escherichia,75,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,52,2,222,0.5,0.4666666666666667,within_genus_species,Escherichia,75,clean,label
ck4p_msp,CK4P-MSP,logistic,52,2,222,0.5625,0.5465587044534412,within_genus_species,Escherichia,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,52,2,222,0.4375,0.30434782608695654,within_genus_species,Escherichia,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,52,2,222,0.4375,0.30434782608695654,within_genus_species,Escherichia,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,52,2,222,0.5625,0.36,within_genus_species,Escherichia,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,52,2,222,0.5625,0.36,within_genus_species,Escherichia,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,52,2,135,0.4375,0.37662337662337664,target_background,Escherichia,75,clean,target_binary
ckmer4_count_l2,CK4,logistic,52,2,135,0.5625,0.5151515151515151,target_background,Escherichia,75,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,52,2,502,0.5625,0.5465587044534412,target_background,Escherichia,75,clean,target_binary
ckmer5_count_l2,CK5,logistic,52,2,502,0.625,0.6,target_background,Escherichia,75,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,52,2,146,0.4375,0.37662337662337664,target_background,Escherichia,75,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,52,2,146,0.5625,0.5465587044534412,target_background,Escherichia,75,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,52,2,222,0.5,0.4666666666666667,target_background,Escherichia,75,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,52,2,222,0.5625,0.5465587044534412,target_background,Escherichia,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,52,2,222,0.4375,0.30434782608695654,target_background,Escherichia,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,52,2,222,0.4375,0.30434782608695654,target_background,Escherichia,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,52,2,222,0.5625,0.36,target_background,Escherichia,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,52,2,222,0.5625,0.36,target_background,Escherichia,75,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,97,3,136,0.3333333333333333,0.3055555555555556,within_genus_species,Klebsiella,75,clean,label
ckmer4_count_l2,CK4,logistic,97,3,136,0.36666666666666664,0.35081618854438323,within_genus_species,Klebsiella,75,clean,label
ckmer5_count_l2,CK5,nearest_centroid,97,3,508,0.4,0.38533157663592443,within_genus_species,Klebsiella,75,clean,label
ckmer5_count_l2,CK5,logistic,97,3,508,0.4,0.3902873124841088,within_genus_species,Klebsiella,75,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,97,3,147,0.3,0.25,within_genus_species,Klebsiella,75,clean,label
ckmer4_property_l2,CK4+P,logistic,97,3,147,0.4666666666666667,0.471677559912854,within_genus_species,Klebsiella,75,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,97,3,222,0.3333333333333333,0.30732069862504646,within_genus_species,Klebsiella,75,clean,label
ck4p_msp,CK4P-MSP,logistic,97,3,222,0.26666666666666666,0.26255835667600375,within_genus_species,Klebsiella,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,97,3,222,0.3,0.2509090909090909,within_genus_species,Klebsiella,75,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,97,3,222,0.3333333333333333,0.27530364372469635,within_genus_species,Klebsiella,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,97,3,222,0.4,0.19047619047619047,within_genus_species,Klebsiella,75,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,97,3,222,0.4,0.19047619047619047,within_genus_species,Klebsiella,75,clean,label
ckmer4_count_l2,CK4,nearest_centroid,68,2,136,0.6190476190476191,0.5961538461538461,target_background,Klebsiella,75,clean,target_binary
ckmer4_count_l2,CK4,logistic,68,2,136,0.5238095238095238,0.5138888888888888,target_background,Klebsiella,75,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,68,2,507,0.7142857142857143,0.6785714285714286,target_background,Klebsiella,75,clean,target_binary
ckmer5_count_l2,CK5,logistic,68,2,507,0.6190476190476191,0.5714285714285714,target_background,Klebsiella,75,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,68,2,147,0.7142857142857143,0.6971153846153846,target_background,Klebsiella,75,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,68,2,147,0.42857142857142855,0.41666666666666663,target_background,Klebsiella,75,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,68,2,222,0.6666666666666666,0.6370370370370371,target_background,Klebsiella,75,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,68,2,222,0.38095238095238093,0.35764705882352943,target_background,Klebsiella,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,68,2,222,0.7619047619047619,0.7407407407407407,target_background,Klebsiella,75,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,68,2,222,0.6190476190476191,0.6111111111111112,target_background,Klebsiella,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,68,2,222,0.5714285714285714,0.36363636363636365,target_background,Klebsiella,75,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,68,2,222,0.5714285714285714,0.36363636363636365,target_background,Klebsiella,75,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,120,4,136,0.2777777777777778,0.284205990088343,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,120,4,136,0.2777777777777778,0.24215686274509804,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,120,4,510,0.25,0.22253711201079623,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,120,4,510,0.3055555555555556,0.2726675285498815,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,120,4,147,0.25,0.26061291649526946,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,120,4,147,0.2777777777777778,0.23750000000000002,within_genus_species,Acinetobacter,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,120,4,222,0.2777777777777778,0.284205990088343,within_genus_species,Acinetobacter,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,120,4,222,0.2222222222222222,0.19846491228070173,within_genus_species,Acinetobacter,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,120,4,222,0.1111111111111111,0.10162037037037036,within_genus_species,Acinetobacter,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,120,4,222,0.16666666666666666,0.15357142857142855,within_genus_species,Acinetobacter,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,120,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Acinetobacter,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,120,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Acinetobacter,75,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,79,3,136,0.4583333333333333,0.42122984228247384,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,79,3,136,0.2916666666666667,0.27698032961190855,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,79,3,480,0.4583333333333333,0.41798941798941797,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,79,3,480,0.4166666666666667,0.3735393147157853,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,79,3,147,0.5,0.4839572192513369,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,79,3,147,0.375,0.37606837606837606,within_genus_species,Burkholderia,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,79,3,222,0.4583333333333333,0.42122984228247384,within_genus_species,Burkholderia,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,79,3,222,0.4166666666666667,0.4136752136752137,within_genus_species,Burkholderia,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,79,3,222,0.25,0.18937198067632852,within_genus_species,Burkholderia,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,79,3,222,0.25,0.23055555555555554,within_genus_species,Burkholderia,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,79,3,222,0.4583333333333333,0.2972582972582973,within_genus_species,Burkholderia,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,79,3,222,0.4583333333333333,0.2972582972582973,within_genus_species,Burkholderia,75,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,67,2,136,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,67,2,136,0.38095238095238093,0.37528604118993136,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,67,2,475,0.47619047619047616,0.4564705882352942,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,67,2,475,0.47619047619047616,0.4296296296296296,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,67,2,146,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,67,2,146,0.38095238095238093,0.37528604118993136,target_background,Burkholderia,75,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,67,2,222,0.42857142857142855,0.42727272727272725,target_background,Burkholderia,75,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,67,2,222,0.42857142857142855,0.41666666666666663,target_background,Burkholderia,75,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,67,2,222,0.5238095238095238,0.5227272727272727,target_background,Burkholderia,75,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,67,2,222,0.5238095238095238,0.5138888888888888,target_background,Burkholderia,75,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,75,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,75,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,119,4,136,0.3611111111111111,0.345018115942029,within_genus_species,Candida,75,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,119,4,136,0.25,0.2517857142857143,within_genus_species,Candida,75,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,119,4,509,0.2777777777777778,0.24751984126984128,within_genus_species,Candida,75,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,119,4,509,0.2777777777777778,0.2739554154995332,within_genus_species,Candida,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,119,4,147,0.3333333333333333,0.303030303030303,within_genus_species,Candida,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,119,4,147,0.19444444444444445,0.19126984126984126,within_genus_species,Candida,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,119,4,222,0.3611111111111111,0.345018115942029,within_genus_species,Candida,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,119,4,222,0.16666666666666666,0.1515151515151515,within_genus_species,Candida,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,119,4,222,0.2777777777777778,0.2226190476190476,within_genus_species,Candida,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,119,4,222,0.2222222222222222,0.18060200668896323,within_genus_species,Candida,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,119,4,222,0.3055555555555556,0.11702127659574468,within_genus_species,Candida,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,119,4,222,0.25,0.1,within_genus_species,Candida,75,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,74,2,136,0.6521739130434783,0.6461538461538461,target_background,Candida,75,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,74,2,136,0.391304347826087,0.39015151515151514,target_background,Candida,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,74,2,497,0.7391304347826086,0.7386363636363636,target_background,Candida,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,74,2,497,0.4782608695652174,0.46923076923076923,target_background,Candida,75,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,74,2,147,0.6086956521739131,0.5964912280701754,target_background,Candida,75,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,74,2,147,0.4782608695652174,0.4772727272727273,target_background,Candida,75,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,74,2,222,0.6521739130434783,0.6461538461538461,target_background,Candida,75,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,74,2,222,0.4782608695652174,0.46923076923076923,target_background,Candida,75,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,74,2,222,0.391304347826087,0.39015151515151514,target_background,Candida,75,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,74,2,222,0.43478260869565216,0.43047619047619046,target_background,Candida,75,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,74,2,222,0.5217391304347826,0.34285714285714286,target_background,Candida,75,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,74,2,222,0.5217391304347826,0.34285714285714286,target_background,Candida,75,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,133,5,136,0.1,0.08675324675324676,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,133,5,136,0.225,0.24366701066391466,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,133,5,512,0.175,0.15745653727077877,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,133,5,512,0.175,0.152,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,133,5,147,0.15,0.12167832167832168,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,133,5,147,0.25,0.262668793195109,within_genus_species,Enterobacter,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,133,5,222,0.125,0.10389610389610389,within_genus_species,Enterobacter,75,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,133,5,222,0.225,0.23793650793650795,within_genus_species,Enterobacter,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,133,5,222,0.25,0.2164689799364722,within_genus_species,Enterobacter,75,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,133,5,222,0.15,0.14537084398976982,within_genus_species,Enterobacter,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,133,5,222,0.225,0.07346938775510205,within_genus_species,Enterobacter,75,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,133,5,222,0.225,0.07346938775510205,within_genus_species,Enterobacter,75,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,71,2,136,0.36363636363636365,0.3125,target_background,Enterobacter,75,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,71,2,136,0.45454545454545453,0.4107142857142857,target_background,Enterobacter,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,71,2,508,0.4090909090909091,0.2903225806451613,target_background,Enterobacter,75,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,71,2,508,0.5,0.44367816091954027,target_background,Enterobacter,75,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,71,2,146,0.4090909090909091,0.3769063180827886,target_background,Enterobacter,75,substitution_1pct,target_binary
