representation,representation_label,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,genus,length,condition,label_col
ckmer4_property_l2,CK4+P,logistic,123,4,147,0.21621621621621623,0.21085858585858583,within_genus_species,Acinetobacter,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,123,4,222,0.16216216216216217,0.1396103896103896,within_genus_species,Acinetobacter,100,clean,label
ck4p_msp,CK4P-MSP,logistic,123,4,222,0.16216216216216217,0.15833333333333333,within_genus_species,Acinetobacter,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,123,4,222,0.2972972972972973,0.2545029239766082,within_genus_species,Acinetobacter,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,123,4,222,0.32432432432432434,0.283695652173913,within_genus_species,Acinetobacter,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,123,4,222,0.2972972972972973,0.11458333333333333,within_genus_species,Acinetobacter,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,123,4,222,0.2972972972972973,0.11458333333333333,within_genus_species,Acinetobacter,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,77,3,135,0.3333333333333333,0.3367647058823529,within_genus_species,Burkholderia,100,clean,label
ckmer4_count_l2,CK4,logistic,77,3,135,0.25,0.2390374331550802,within_genus_species,Burkholderia,100,clean,label
ckmer5_count_l2,CK5,nearest_centroid,77,3,482,0.375,0.3720969089390142,within_genus_species,Burkholderia,100,clean,label
ckmer5_count_l2,CK5,logistic,77,3,482,0.2916666666666667,0.27433780529755764,within_genus_species,Burkholderia,100,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,77,3,146,0.3333333333333333,0.3367647058823529,within_genus_species,Burkholderia,100,clean,label
ckmer4_property_l2,CK4+P,logistic,77,3,146,0.20833333333333334,0.20112044817927174,within_genus_species,Burkholderia,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,77,3,222,0.3333333333333333,0.3367647058823529,within_genus_species,Burkholderia,100,clean,label
ck4p_msp,CK4P-MSP,logistic,77,3,222,0.375,0.37323701410388715,within_genus_species,Burkholderia,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,77,3,222,0.375,0.36791497975708504,within_genus_species,Burkholderia,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,77,3,222,0.4166666666666667,0.40776182881446044,within_genus_species,Burkholderia,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,77,3,222,0.3333333333333333,0.16666666666666666,within_genus_species,Burkholderia,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,77,3,222,0.3333333333333333,0.16666666666666666,within_genus_species,Burkholderia,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,67,2,135,0.47619047619047616,0.47139588100686497,target_background,Burkholderia,100,clean,target_binary
ckmer4_count_l2,CK4,logistic,67,2,135,0.5238095238095238,0.5227272727272727,target_background,Burkholderia,100,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,67,2,481,0.42857142857142855,0.3942307692307692,target_background,Burkholderia,100,clean,target_binary
ckmer5_count_l2,CK5,logistic,67,2,481,0.42857142857142855,0.3942307692307692,target_background,Burkholderia,100,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,67,2,146,0.5238095238095238,0.5227272727272727,target_background,Burkholderia,100,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,67,2,146,0.5238095238095238,0.5138888888888888,target_background,Burkholderia,100,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,67,2,222,0.47619047619047616,0.47139588100686497,target_background,Burkholderia,100,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,67,2,222,0.6190476190476191,0.5714285714285714,target_background,Burkholderia,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,67,2,222,0.5714285714285714,0.49867374005305043,target_background,Burkholderia,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,67,2,222,0.5238095238095238,0.41666666666666663,target_background,Burkholderia,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,100,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,119,4,136,0.4166666666666667,0.41298276886512186,within_genus_species,Candida,100,clean,label
ckmer4_count_l2,CK4,logistic,119,4,136,0.3055555555555556,0.2909090909090909,within_genus_species,Candida,100,clean,label
ckmer5_count_l2,CK5,nearest_centroid,119,4,512,0.4444444444444444,0.4285714285714285,within_genus_species,Candida,100,clean,label
ckmer5_count_l2,CK5,logistic,119,4,512,0.2777777777777778,0.24354066985645934,within_genus_species,Candida,100,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,119,4,147,0.4722222222222222,0.46915204678362576,within_genus_species,Candida,100,clean,label
ckmer4_property_l2,CK4+P,logistic,119,4,147,0.2222222222222222,0.2127450980392157,within_genus_species,Candida,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,119,4,222,0.4444444444444444,0.4423945335710041,within_genus_species,Candida,100,clean,label
ck4p_msp,CK4P-MSP,logistic,119,4,222,0.3055555555555556,0.2940889154704944,within_genus_species,Candida,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,119,4,222,0.1111111111111111,0.10891608391608391,within_genus_species,Candida,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,119,4,222,0.2222222222222222,0.19215686274509802,within_genus_species,Candida,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,119,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Candida,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,119,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Candida,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.5238095238095238,0.5227272727272727,target_background,Candida,100,clean,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.42857142857142855,0.41666666666666663,target_background,Candida,100,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,505,0.6666666666666666,0.6666666666666666,target_background,Candida,100,clean,target_binary
ckmer5_count_l2,CK5,logistic,69,2,505,0.5714285714285714,0.49867374005305043,target_background,Candida,100,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,147,0.5238095238095238,0.5227272727272727,target_background,Candida,100,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,147,0.38095238095238093,0.3259259259259259,target_background,Candida,100,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.5238095238095238,0.5227272727272727,target_background,Candida,100,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.5238095238095238,0.4642857142857143,target_background,Candida,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.2857142857142857,0.2791762013729977,target_background,Candida,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.2857142857142857,0.25882352941176473,target_background,Candida,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Candida,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Candida,100,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,138,5,136,0.21428571428571427,0.16538011695906435,within_genus_species,Enterobacter,100,clean,label
ckmer4_count_l2,CK4,logistic,138,5,136,0.19047619047619047,0.15615384615384614,within_genus_species,Enterobacter,100,clean,label
ckmer5_count_l2,CK5,nearest_centroid,138,5,511,0.19047619047619047,0.1388888888888889,within_genus_species,Enterobacter,100,clean,label
ckmer5_count_l2,CK5,logistic,138,5,511,0.16666666666666666,0.1273015873015873,within_genus_species,Enterobacter,100,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,138,5,147,0.21428571428571427,0.16538011695906435,within_genus_species,Enterobacter,100,clean,label
ckmer4_property_l2,CK4+P,logistic,138,5,147,0.19047619047619047,0.14958730158730157,within_genus_species,Enterobacter,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,138,5,222,0.21428571428571427,0.16538011695906435,within_genus_species,Enterobacter,100,clean,label
ck4p_msp,CK4P-MSP,logistic,138,5,222,0.21428571428571427,0.1668671679197995,within_genus_species,Enterobacter,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,138,5,222,0.23809523809523808,0.1988405797101449,within_genus_species,Enterobacter,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,138,5,222,0.21428571428571427,0.1893939393939394,within_genus_species,Enterobacter,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,138,5,222,0.2619047619047619,0.08301886792452831,within_genus_species,Enterobacter,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,138,5,222,0.2619047619047619,0.08301886792452831,within_genus_species,Enterobacter,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.6190476190476191,0.6181818181818182,target_background,Enterobacter,100,clean,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.5238095238095238,0.5227272727272727,target_background,Enterobacter,100,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,511,0.6190476190476191,0.6111111111111112,target_background,Enterobacter,100,clean,target_binary
ckmer5_count_l2,CK5,logistic,69,2,511,0.6190476190476191,0.6111111111111112,target_background,Enterobacter,100,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,147,0.5714285714285714,0.5675057208237986,target_background,Enterobacter,100,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,147,0.47619047619047616,0.47139588100686497,target_background,Enterobacter,100,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.5714285714285714,0.5714285714285714,target_background,Enterobacter,100,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.47619047619047616,0.47139588100686497,target_background,Enterobacter,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.38095238095238093,0.37528604118993136,target_background,Enterobacter,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.47619047619047616,0.47139588100686497,target_background,Enterobacter,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,100,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.6666666666666666,0.6666666666666666,within_genus_species,Escherichia,100,clean,label
ckmer4_count_l2,CK4,logistic,69,2,136,0.3333333333333333,0.2932692307692308,within_genus_species,Escherichia,100,clean,label
ckmer5_count_l2,CK5,nearest_centroid,69,2,510,0.3333333333333333,0.3194444444444444,within_genus_species,Escherichia,100,clean,label
ckmer5_count_l2,CK5,logistic,69,2,510,0.42857142857142855,0.42727272727272725,within_genus_species,Escherichia,100,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,147,0.6666666666666666,0.6666666666666666,within_genus_species,Escherichia,100,clean,label
ckmer4_property_l2,CK4+P,logistic,69,2,147,0.2857142857142857,0.25882352941176473,within_genus_species,Escherichia,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.6666666666666666,0.6666666666666666,within_genus_species,Escherichia,100,clean,label
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.42857142857142855,0.3942307692307692,within_genus_species,Escherichia,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.42857142857142855,0.42727272727272725,within_genus_species,Escherichia,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.42857142857142855,0.42727272727272725,within_genus_species,Escherichia,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5238095238095238,0.34375,within_genus_species,Escherichia,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5238095238095238,0.34375,within_genus_species,Escherichia,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.6666666666666666,0.6666666666666666,target_background,Escherichia,100,clean,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.3333333333333333,0.2932692307692308,target_background,Escherichia,100,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,510,0.3333333333333333,0.3194444444444444,target_background,Escherichia,100,clean,target_binary
ckmer5_count_l2,CK5,logistic,69,2,510,0.42857142857142855,0.42727272727272725,target_background,Escherichia,100,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,147,0.6666666666666666,0.6666666666666666,target_background,Escherichia,100,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,147,0.2857142857142857,0.25882352941176473,target_background,Escherichia,100,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.6666666666666666,0.6666666666666666,target_background,Escherichia,100,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.42857142857142855,0.3942307692307692,target_background,Escherichia,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.42857142857142855,0.42727272727272725,target_background,Escherichia,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.42857142857142855,0.42727272727272725,target_background,Escherichia,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5238095238095238,0.34375,target_background,Escherichia,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5238095238095238,0.34375,target_background,Escherichia,100,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,74,3,136,0.21739130434782608,0.21428571428571427,within_genus_species,Klebsiella,100,clean,label
ckmer4_count_l2,CK4,logistic,74,3,136,0.21739130434782608,0.1784313725490196,within_genus_species,Klebsiella,100,clean,label
ckmer5_count_l2,CK5,nearest_centroid,74,3,509,0.2608695652173913,0.2625583566760037,within_genus_species,Klebsiella,100,clean,label
ckmer5_count_l2,CK5,logistic,74,3,509,0.2608695652173913,0.26111111111111107,within_genus_species,Klebsiella,100,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,74,3,147,0.21739130434782608,0.21428571428571427,within_genus_species,Klebsiella,100,clean,label
ckmer4_property_l2,CK4+P,logistic,74,3,147,0.2608695652173913,0.21637426900584797,within_genus_species,Klebsiella,100,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,74,3,222,0.21739130434782608,0.21428571428571427,within_genus_species,Klebsiella,100,clean,label
ck4p_msp,CK4P-MSP,logistic,74,3,222,0.13043478260869565,0.11351909184726522,within_genus_species,Klebsiella,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,74,3,222,0.2608695652173913,0.25,within_genus_species,Klebsiella,100,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,74,3,222,0.2608695652173913,0.2523271935036641,within_genus_species,Klebsiella,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,74,3,222,0.34782608695652173,0.17204301075268816,within_genus_species,Klebsiella,100,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,74,3,222,0.34782608695652173,0.17204301075268816,within_genus_species,Klebsiella,100,clean,label
ckmer4_count_l2,CK4,nearest_centroid,66,2,136,0.55,0.4357366771159875,target_background,Klebsiella,100,clean,target_binary
ckmer4_count_l2,CK4,logistic,66,2,136,0.35,0.25925925925925924,target_background,Klebsiella,100,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,66,2,508,0.5,0.40476190476190477,target_background,Klebsiella,100,clean,target_binary
ckmer5_count_l2,CK5,logistic,66,2,508,0.6,0.4666666666666667,target_background,Klebsiella,100,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,66,2,147,0.55,0.4357366771159875,target_background,Klebsiella,100,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,66,2,147,0.4,0.34065934065934067,target_background,Klebsiella,100,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,66,2,222,0.55,0.4357366771159875,target_background,Klebsiella,100,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,66,2,222,0.45,0.3732193732193732,target_background,Klebsiella,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,66,2,222,0.5,0.45054945054945056,target_background,Klebsiella,100,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,66,2,222,0.45,0.41333333333333333,target_background,Klebsiella,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,66,2,222,0.6,0.375,target_background,Klebsiella,100,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,66,2,222,0.6,0.375,target_background,Klebsiella,100,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,123,4,136,0.24324324324324326,0.23722943722943723,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,123,4,136,0.32432432432432434,0.32894736842105265,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,123,4,512,0.3783783783783784,0.36755952380952384,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,123,4,512,0.2702702702702703,0.28596256684491983,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,123,4,147,0.24324324324324326,0.24986651411136535,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,123,4,147,0.16216216216216217,0.15819964349376114,within_genus_species,Acinetobacter,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,123,4,222,0.21621621621621623,0.21006493506493507,within_genus_species,Acinetobacter,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,123,4,222,0.13513513513513514,0.13452380952380952,within_genus_species,Acinetobacter,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,123,4,222,0.2972972972972973,0.27904124860646595,within_genus_species,Acinetobacter,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,123,4,222,0.35135135135135137,0.3248251748251748,within_genus_species,Acinetobacter,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,123,4,222,0.2972972972972973,0.11458333333333333,within_genus_species,Acinetobacter,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,123,4,222,0.2972972972972973,0.11458333333333333,within_genus_species,Acinetobacter,100,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,77,3,136,0.375,0.39624313308523834,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,77,3,136,0.375,0.36631016042780756,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,77,3,483,0.3333333333333333,0.35000000000000003,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,77,3,483,0.3333333333333333,0.2719298245614035,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,77,3,147,0.4166666666666667,0.43522948786106674,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,77,3,147,0.3333333333333333,0.3194444444444444,within_genus_species,Burkholderia,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,77,3,222,0.375,0.39624313308523834,within_genus_species,Burkholderia,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,77,3,222,0.4166666666666667,0.40419676642586855,within_genus_species,Burkholderia,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,77,3,222,0.375,0.37142857142857144,within_genus_species,Burkholderia,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,77,3,222,0.2916666666666667,0.29116059379217274,within_genus_species,Burkholderia,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,77,3,222,0.3333333333333333,0.16666666666666666,within_genus_species,Burkholderia,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,77,3,222,0.3333333333333333,0.16666666666666666,within_genus_species,Burkholderia,100,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,67,2,136,0.47619047619047616,0.47139588100686497,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,67,2,136,0.5238095238095238,0.4951923076923077,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,67,2,481,0.5714285714285714,0.5552941176470588,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,67,2,481,0.42857142857142855,0.3942307692307692,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,67,2,147,0.47619047619047616,0.47139588100686497,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,67,2,147,0.5714285714285714,0.5552941176470588,target_background,Burkholderia,100,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,67,2,222,0.47619047619047616,0.47139588100686497,target_background,Burkholderia,100,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,67,2,222,0.6666666666666666,0.6541176470588235,target_background,Burkholderia,100,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,67,2,222,0.5714285714285714,0.4457478005865103,target_background,Burkholderia,100,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,67,2,222,0.5714285714285714,0.4457478005865103,target_background,Burkholderia,100,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,100,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,67,2,222,0.6190476190476191,0.38235294117647056,target_background,Burkholderia,100,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,119,4,136,0.3888888888888889,0.39166021671826623,within_genus_species,Candida,100,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,119,4,136,0.2222222222222222,0.21705765639589167,within_genus_species,Candida,100,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,119,4,512,0.4166666666666667,0.42117224880382775,within_genus_species,Candida,100,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,119,4,512,0.3333333333333333,0.32395382395382394,within_genus_species,Candida,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,119,4,147,0.4444444444444444,0.44715802987861814,within_genus_species,Candida,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,119,4,147,0.2222222222222222,0.21902089783281734,within_genus_species,Candida,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,119,4,222,0.4166666666666667,0.41797600619195047,within_genus_species,Candida,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,119,4,222,0.3055555555555556,0.28977591036414563,within_genus_species,Candida,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,119,4,222,0.16666666666666666,0.14846153846153848,within_genus_species,Candida,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,119,4,222,0.19444444444444445,0.148109243697479,within_genus_species,Candida,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,119,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Candida,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,119,4,222,0.2777777777777778,0.10869565217391304,within_genus_species,Candida,100,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.5714285714285714,0.5714285714285714,target_background,Candida,100,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.3333333333333333,0.3194444444444444,target_background,Candida,100,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,506,0.5714285714285714,0.5714285714285714,target_background,Candida,100,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,69,2,506,0.47619047619047616,0.4296296296296296,target_background,Candida,100,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,147,0.5714285714285714,0.5714285714285714,target_background,Candida,100,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,147,0.2857142857142857,0.25882352941176473,target_background,Candida,100,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.5714285714285714,0.5714285714285714,target_background,Candida,100,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.47619047619047616,0.4296296296296296,target_background,Candida,100,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.47619047619047616,0.47139588100686497,target_background,Candida,100,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.3333333333333333,0.2932692307692308,target_background,Candida,100,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Candida,100,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Candida,100,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,138,5,136,0.09523809523809523,0.07688787185354691,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,138,5,136,0.14285714285714285,0.11547619047619047,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,138,5,512,0.14285714285714285,0.11122153209109731,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,138,5,512,0.19047619047619047,0.15743589743589742,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,138,5,147,0.09523809523809523,0.07688787185354691,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,138,5,147,0.14285714285714285,0.11854970760233918,within_genus_species,Enterobacter,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,138,5,222,0.09523809523809523,0.07688787185354691,within_genus_species,Enterobacter,100,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,138,5,222,0.19047619047619047,0.15054970760233916,within_genus_species,Enterobacter,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,138,5,222,0.23809523809523808,0.2010684853651606,within_genus_species,Enterobacter,100,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,138,5,222,0.21428571428571427,0.18311111111111109,within_genus_species,Enterobacter,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,138,5,222,0.2619047619047619,0.08301886792452831,within_genus_species,Enterobacter,100,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,138,5,222,0.2619047619047619,0.08301886792452831,within_genus_species,Enterobacter,100,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.5714285714285714,0.5714285714285714,target_background,Enterobacter,100,substitution_1pct,target_binary
