retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features,high_k,target_dim
1.0,0.9076252334593446,0.8347506403224288,0.4197359420649518,0.5748878943562264,0.5293429215952399,1.0,100,substitution_1pct_N_3pct,ckmer5_count_l2,CK5,250,512,,
1.0,0.9749457900220865,0.9540583291486453,0.21823818008849802,0.30312186276690434,0.14776158897888186,1.0,100,substitution_1pct_N_3pct,ck4_p,CK4+P,250,147,,
1.0,0.9830175713506422,0.9691592970601415,0.1798043537026997,0.2483564027163812,0.09983344585103603,1.0,100,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.6746596260842824,0.42568324648165246,0.7879815689941175,1.0717393342550279,0.4813686111495954,1.0,100,substitution_1pct_N_3pct,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.7223648193532374,0.540723760773741,0.7333807246374432,0.9584104108090485,0.534487015489862,1.0,100,substitution_1pct_N_3pct,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9548002456858322,0.9389282272659473,0.29873088732986725,0.3494897931005715,0.29132350317817385,1.0,100,local_mismatch_6bp,ck4,CK4,250,136,,
1.0,0.921121968693673,0.9005875637074323,0.3956804282452741,0.44588950701456903,0.5389559231547268,1.0,100,local_mismatch_6bp,ckmer5_count_l2,CK5,250,512,,
1.0,0.9773728798125962,0.9694374767351828,0.21136340517697477,0.24723428776374856,0.14595649547467102,1.0,100,local_mismatch_6bp,ck4_p,CK4+P,250,147,,
1.0,0.9847966945325618,0.9795026557686006,0.1732567105875222,0.20247138880528076,0.09851567844706105,1.0,100,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.791609542008887,0.7242177753035793,0.6387354672733883,0.742673629845975,0.5996573166701796,1.0,100,local_mismatch_6bp,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.88960797153175,0.8396042449581999,0.46357294785855196,0.5663844785574574,0.7034337867988076,1.0,100,local_mismatch_6bp,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9859755313478213,0.9607263767195572,0.1315616624652042,0.2802614648543793,0.31489790033815734,1.0,100,short_indel,ck4,CK4,250,136,,
1.0,0.9707312979231129,0.9224272035371134,0.19056529936186786,0.3938852517028101,0.5795003793961591,1.0,100,short_indel,ckmer5_count_l2,CK5,250,512,,
1.0,0.9929853810783608,0.9803511114064645,0.09304547189638998,0.19823559142799269,0.15779365261464082,1.0,100,short_indel,ck4_p,CK4+P,250,147,,
1.0,0.9952995947627671,0.986841507520918,0.07619381736488544,0.16222414090290288,0.10648675426875105,1.0,100,short_indel,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.8673113661856279,0.6387333059249903,0.4043088367710637,0.8500192117936433,0.6743884462584606,1.0,100,short_indel,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.9275719633000381,0.7834742006356653,0.2947496190055547,0.6580656596883758,0.7409151267684936,1.0,100,short_indel,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9848227139657154,0.9609468135246619,0.1502137361109151,0.27947453060401356,0.25407390944100494,1.0,150,substitution_1pct,ck4,CK4,250,136,,
1.0,0.9671519739284609,0.9120060525743703,0.22149542161398902,0.4195056734045072,0.5182693176619324,1.0,150,substitution_1pct,ckmer5_count_l2,CK5,250,512,,
1.0,0.9924085464509786,0.9804518295863697,0.10623798413776657,0.19772758537799984,0.12733229560790138,1.0,150,substitution_1pct,ck4_p,CK4+P,250,147,,
1.0,0.9949263573421591,0.9869381899818307,0.08685647475144762,0.16162777729661693,0.08585816812784369,1.0,150,substitution_1pct,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.8605784358511862,0.6411777572643621,0.4560041081211466,0.8471281094645119,0.6736218969422576,1.0,150,substitution_1pct,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.9245273784368728,0.7936816301253791,0.33194420178728035,0.6423605036621927,0.7347794277024274,1.0,150,substitution_1pct,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9786693404210063,0.9689488819345983,0.2049147852858274,0.24920274319080402,0.2542960781333227,1.0,150,N_3pct,ck4,CK4,250,136,,
1.0,0.9537028801802857,0.9372140666845302,0.302537781526418,0.35436068630365053,0.5147386868540902,1.0,150,N_3pct,ckmer5_count_l2,CK5,250,512,,
1.0,0.9885237521098269,0.9836643974111537,0.15050226378262796,0.18075171855829555,0.12751596082450123,1.0,150,N_3pct,ck4_p,CK4+P,250,147,,
1.0,0.9921967995679246,0.9889914197128973,0.12413568040330916,0.1483816932551613,0.08603113724441126,1.0,150,N_3pct,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.8077247332750737,0.7306057286283526,0.6156946228783211,0.7340220202017445,0.617484761201076,1.0,150,N_3pct,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.8091396571859851,0.7202888368222684,0.6124580711311325,0.7479453595792727,0.6206054160413712,1.0,150,N_3pct,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9934313533920187,0.9915737699606257,0.11375767576301295,0.12981646654509604,0.26424000918648494,1.0,150,trim_5bp,ck4,CK4,250,136,,
1.0,0.9884421282880821,0.984869115907227,0.15116269927922082,0.1739576280466243,0.5393085030151102,1.0,150,trim_5bp,ckmer5_count_l2,CK5,250,512,,
1.0,0.9966955956632727,0.9957679089597099,0.0806923116159925,0.09200056178033762,0.1324124703402432,1.0,150,trim_5bp,ck4_p,CK4+P,250,147,,
1.0,0.9977028053116688,0.9970801665974119,0.06731995674488718,0.07641746908194796,0.0891652071609054,1.0,150,trim_5bp,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.9815432907368989,0.9782602615526157,0.19162571703083808,0.20851684278871896,0.793211098240145,1.0,150,trim_5bp,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.9806493903851909,0.9673687250177987,0.1921894660342204,0.2554631793989873,0.7905165795152181,1.0,150,trim_5bp,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9619261178138583,0.9308204774732776,0.2697165499095064,0.3719566600537918,0.24097979946592063,1.0,150,substitution_1pct_N_3pct,ck4,CK4,250,136,,
1.0,0.9198455295598063,0.8670164849886627,0.39317417547220396,0.5157195200843668,0.4808165799546107,1.0,150,substitution_1pct_N_3pct,ckmer5_count_l2,CK5,250,512,,
1.0,0.9801479736400642,0.9646099475750853,0.19515457207871542,0.2660383824542919,0.12086847417064957,1.0,150,substitution_1pct_N_3pct,ck4_p,CK4+P,250,147,,
1.0,0.9866120361552217,0.9761824734467471,0.16033850160187574,0.21824980077252795,0.08154025377597093,1.0,150,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.6890990896650152,0.47511498246794825,0.7757657116996242,1.0245778058226196,0.49919878375724397,1.0,150,substitution_1pct_N_3pct,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.7392122649949183,0.5940146166833811,0.7138835848725009,0.90109215161597,0.5490652103094852,1.0,150,substitution_1pct_N_3pct,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9759788396496747,0.9678021484935693,0.2175096534172672,0.25376046405499797,0.24702652146240608,1.0,150,local_mismatch_6bp,ck4,CK4,250,136,,
