length,condition,representation,n_pairs,n_features,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
100,substitution_1pct,MSP_declared,250,75,1.0,0.9999495908156844,0.9998331042505143,0.007309549771231946,0.018269231473480176,0.0012411315473079157,1.0
100,substitution_1pct,MSP_train_zscore,250,75,1.0,0.9898749755986981,0.9618096021222314,0.09900676550293622,0.2763528714462178,0.21081757233055443,1.0
100,substitution_1pct,MSP_unit_range,250,75,1.0,0.9996542326642104,0.998818803128475,0.019123185112376158,0.048604067979777635,0.009116256632333805,1.0
100,substitution_1pct,CK4+P_declared,250,147,1.0,0.9911417060308148,0.9703137797031646,0.0970231935512158,0.24366390410080538,0.15523494410652003,1.0
100,substitution_1pct,CK4+P_property_only,250,144,1.0,0.9911417315636625,0.9703140366341197,0.09702343951231765,0.2436628555987438,0.15524244684755553,1.0
100,substitution_1pct,CK4+P_auxiliary_only,250,139,1.0,0.9911447026193055,0.9703227042206869,0.09699801069562185,0.24362731351408837,0.1549436741846073,1.0
100,substitution_1pct,CK4+P_train_zscore,250,147,1.0,0.9886484763792202,0.9619706372809652,0.10943069991560898,0.2757860793873646,0.19727230473364113,1.0
100,substitution_1pct,CK4+P_unit_range,250,147,1.0,0.9911255106337612,0.9702741352601669,0.09712880062715964,0.24382649921744232,0.15662462081308928,1.0
100,substitution_1pct,CK4P-MSP_declared,250,222,1.0,0.994077667625771,0.980158869731455,0.07934979671327227,0.1992036588118524,0.10484513736792421,1.0
100,substitution_1pct,CK4P-MSP_property_only,250,219,1.0,0.9940776846476698,0.9801590410187586,0.07934977076243056,0.19920280304023866,0.10484885831087817,1.0
100,substitution_1pct,CK4P-MSP_auxiliary_only,250,214,1.0,0.9940796653514318,0.9801648194098034,0.07933436232425606,0.19917381569870735,0.10465735381028506,1.0
100,substitution_1pct,CK4P-MSP_train_zscore,250,222,1.0,0.9890573094523794,0.963221534514448,0.10705226385031535,0.271154456327539,0.2422988915473693,1.0
100,substitution_1pct,CK4P-MSP_unit_range,250,222,1.0,0.9939684179772443,0.9798399541020165,0.0801510836092319,0.2007986249341559,0.1126728242146882,1.0
100,N_3pct,P_declared,250,11,0.044,0.9979319534052538,0.9975130491788743,0.06425119120507586,0.07052551960053034,-0.0003037168739759837,0.044
100,N_3pct,P_property_only,250,8,0.088,0.9980396043712697,0.9976152904765586,0.06254455138864834,0.06906095729578196,-0.0001971541883236192,0.088
100,N_3pct,P_auxiliary_only,250,3,0.004,0.9991162971470309,0.998921675283488,0.041982777385268316,0.04643972752849662,-0.000301368470785397,0.004
100,N_3pct,P_train_zscore,250,11,0.008,0.38002057741992684,0.0005737045305207583,1.0847873758579318,1.4138074085302352,-0.44504019770975756,0.008
