comparator,n_targets,mean_absolute_f1_difference,absolute_target_bootstrap_ci_low,absolute_target_bootstrap_ci_high,absolute_target_wilcoxon_p,n_targets_absolute_favour_ck4p_msp,mean_relative_drop_difference,relative_target_bootstrap_ci_low,relative_target_bootstrap_ci_high,relative_target_wilcoxon_p,n_targets_relative_favour_ck4p_msp,absolute_target_wilcoxon_q,relative_target_wilcoxon_q
ck4,6,-9.476036963222458e-05,-0.004363781802492711,0.004382545126024523,1.0,3,0.0069211870815947055,0.0009831570713981074,0.012829240883570278,0.15625,4,1.0,0.525
ck4_msp,6,0.0001308165905924974,-0.0017991836522937069,0.0021885505895185564,0.84375,3,0.00213168315887143,-0.0005919087956574167,0.004831600515185055,0.3125,4,1.0,0.5357142857142857
ck4_p,6,-0.0010156131368092892,-0.0021474656937080228,0.00017050847354855333,0.21875,2,0.000832792993245258,-0.0018382356427855294,0.002904485243726683,0.5625,4,0.525,0.75
ck5,6,-0.001338859789184114,-0.0037544063918876196,0.00034103399964574273,0.3125,2,-0.0004897691473351359,-0.00585202046097091,0.004997970880310718,1.0,3,0.5357142857142857,1.0
pseeiip,6,0.012033534666020295,0.005446585411083823,0.018024402951104707,0.03125,6,0.004166033811112624,0.0008704799795631413,0.008363175119804044,0.21875,4,0.1875,0.525
pseknc_k3_l3,6,0.010156936304145827,0.005424396554432562,0.014664809122274745,0.03125,6,-0.002373638573611704,-0.0073313590871293775,0.0026459073734116717,0.4375,2,0.1875,0.65625
