representation,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,length,condition,label_col
cspaced_property_l2,logistic,160,2,147,0.75,0.7482517482517483,target_background,75,N_3pct,target_binary
cspaced_property_l2,mlp,160,2,147,0.6666666666666666,0.6666666666666666,target_background,75,N_3pct,target_binary
ckmer4_count_l2,nearest_centroid,2252,30,136,0.3136094674556213,0.29287437718244397,label_probe,75,substitution_1pct,label
ckmer4_count_l2,logistic,2252,30,136,0.23668639053254437,0.22717650127077857,label_probe,75,substitution_1pct,label
ckmer4_count_l2,mlp,2252,30,136,0.2470414201183432,0.22679945382354214,label_probe,75,substitution_1pct,label
ckmer4_property_l2,nearest_centroid,2252,30,147,0.3180473372781065,0.2988640782976777,label_probe,75,substitution_1pct,label
ckmer4_property_l2,logistic,2252,30,147,0.23668639053254437,0.22607436383711998,label_probe,75,substitution_1pct,label
ckmer4_property_l2,mlp,2252,30,147,0.23668639053254437,0.22000241863540368,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,nearest_centroid,2252,30,222,0.3165680473372781,0.29721517349590837,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,logistic,2252,30,222,0.23520710059171598,0.22697103992833742,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,mlp,2252,30,222,0.23520710059171598,0.22059875216870706,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_l2,nearest_centroid,2252,30,297,0.3165680473372781,0.297560052219669,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_l2,logistic,2252,30,297,0.22781065088757396,0.21588618998451004,label_probe,75,substitution_1pct,label
ckmer4_property_multiscale_l2,mlp,2252,30,297,0.2411242603550296,0.22520375784521243,label_probe,75,substitution_1pct,label
ckmer4_property_moment_l2,nearest_centroid,2252,30,187,0.3180473372781065,0.30022629830936043,label_probe,75,substitution_1pct,label
ckmer4_property_moment_l2,logistic,2252,30,187,0.2485207100591716,0.23667608703942145,label_probe,75,substitution_1pct,label
ckmer4_property_moment_l2,mlp,2252,30,187,0.23668639053254437,0.22429326982456946,label_probe,75,substitution_1pct,label
ckmer5_count_l2,nearest_centroid,2252,30,512,0.29142011834319526,0.2717091415126391,label_probe,75,substitution_1pct,label
ckmer5_count_l2,logistic,2252,30,512,0.22633136094674555,0.21269095610661004,label_probe,75,substitution_1pct,label
ckmer5_count_l2,mlp,2252,30,512,0.20857988165680474,0.188156946213395,label_probe,75,substitution_1pct,label
ckmer5_property_multiscale_l2,nearest_centroid,2252,30,673,0.30177514792899407,0.27841120338177655,label_probe,75,substitution_1pct,label
ckmer5_property_multiscale_l2,logistic,2252,30,673,0.23224852071005916,0.2191366863794642,label_probe,75,substitution_1pct,label
ckmer5_property_multiscale_l2,mlp,2252,30,673,0.21449704142011836,0.20244004546020172,label_probe,75,substitution_1pct,label
cspaced_property_l2,nearest_centroid,2252,30,147,0.1760355029585799,0.1581676412239911,label_probe,75,substitution_1pct,label
cspaced_property_l2,logistic,2252,30,147,0.11686390532544379,0.11056896969755682,label_probe,75,substitution_1pct,label
cspaced_property_l2,mlp,2252,30,147,0.09615384615384616,0.07641801614541541,label_probe,75,substitution_1pct,label
ckmer4_count_l2,nearest_centroid,160,2,136,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_count_l2,logistic,160,2,136,0.7916666666666666,0.7902097902097902,target_background,75,substitution_1pct,target_binary
ckmer4_count_l2,mlp,160,2,136,0.7083333333333334,0.7083333333333334,target_background,75,substitution_1pct,target_binary
ckmer4_property_l2,nearest_centroid,160,2,147,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_property_l2,logistic,160,2,147,0.8333333333333334,0.8330434782608696,target_background,75,substitution_1pct,target_binary
ckmer4_property_l2,mlp,160,2,147,0.7083333333333334,0.7083333333333334,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,nearest_centroid,160,2,222,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,logistic,160,2,222,0.8541666666666666,0.8541033434650456,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,mlp,160,2,222,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,nearest_centroid,160,2,297,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,logistic,160,2,297,0.8333333333333334,0.8333333333333334,target_background,75,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,mlp,160,2,297,0.75,0.7482517482517483,target_background,75,substitution_1pct,target_binary
ckmer4_property_moment_l2,nearest_centroid,160,2,187,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer4_property_moment_l2,logistic,160,2,187,0.8125,0.8124185844550587,target_background,75,substitution_1pct,target_binary
ckmer4_property_moment_l2,mlp,160,2,187,0.625,0.6243478260869566,target_background,75,substitution_1pct,target_binary
ckmer5_count_l2,nearest_centroid,160,2,512,0.7916666666666666,0.7857142857142857,target_background,75,substitution_1pct,target_binary
ckmer5_count_l2,logistic,160,2,512,0.875,0.875,target_background,75,substitution_1pct,target_binary
ckmer5_count_l2,mlp,160,2,512,0.6666666666666666,0.6515426497277677,target_background,75,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,nearest_centroid,160,2,672,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,logistic,160,2,672,0.8541666666666666,0.8541033434650456,target_background,75,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,mlp,160,2,672,0.7708333333333334,0.7658536585365854,target_background,75,substitution_1pct,target_binary
cspaced_property_l2,nearest_centroid,160,2,147,0.75,0.7428571428571429,target_background,75,substitution_1pct,target_binary
cspaced_property_l2,logistic,160,2,147,0.7708333333333334,0.7707338254450716,target_background,75,substitution_1pct,target_binary
cspaced_property_l2,mlp,160,2,147,0.7291666666666666,0.7290490664350847,target_background,75,substitution_1pct,target_binary
ckmer4_count_l2,nearest_centroid,2252,30,136,0.3269230769230769,0.3159913006338128,label_probe,100,clean,label
ckmer4_count_l2,logistic,2252,30,136,0.28254437869822485,0.27211508027962034,label_probe,100,clean,label
ckmer4_count_l2,mlp,2252,30,136,0.27662721893491127,0.25883161267134247,label_probe,100,clean,label
ckmer4_property_l2,nearest_centroid,2252,30,147,0.3210059171597633,0.30881928693990307,label_probe,100,clean,label
ckmer4_property_l2,logistic,2252,30,147,0.29142011834319526,0.2790532953309789,label_probe,100,clean,label
ckmer4_property_l2,mlp,2252,30,147,0.30177514792899407,0.2777136125800785,label_probe,100,clean,label
ckmer4_property_multiscale_mean_l2,nearest_centroid,2252,30,222,0.3180473372781065,0.30674262503108296,label_probe,100,clean,label
ckmer4_property_multiscale_mean_l2,logistic,2252,30,222,0.2692307692307692,0.25880725242423047,label_probe,100,clean,label
ckmer4_property_multiscale_mean_l2,mlp,2252,30,222,0.28994082840236685,0.2767889050857981,label_probe,100,clean,label
ckmer4_property_multiscale_l2,nearest_centroid,2252,30,297,0.3180473372781065,0.30674262503108296,label_probe,100,clean,label
ckmer4_property_multiscale_l2,logistic,2252,30,297,0.28846153846153844,0.27831199394395184,label_probe,100,clean,label
ckmer4_property_multiscale_l2,mlp,2252,30,297,0.28846153846153844,0.2635162552375417,label_probe,100,clean,label
ckmer4_property_moment_l2,nearest_centroid,2252,30,187,0.33136094674556216,0.3211298361212931,label_probe,100,clean,label
ckmer4_property_moment_l2,logistic,2252,30,187,0.2781065088757396,0.26441289043014266,label_probe,100,clean,label
ckmer4_property_moment_l2,mlp,2252,30,187,0.2588757396449704,0.2381853638578792,label_probe,100,clean,label
ckmer5_count_l2,nearest_centroid,2252,30,512,0.3431952662721893,0.3409988474006935,label_probe,100,clean,label
ckmer5_count_l2,logistic,2252,30,512,0.29142011834319526,0.2908832677072511,label_probe,100,clean,label
ckmer5_count_l2,mlp,2252,30,512,0.2618343195266272,0.24946609453762017,label_probe,100,clean,label
ckmer5_property_multiscale_l2,nearest_centroid,2252,30,673,0.34615384615384615,0.3429981008222172,label_probe,100,clean,label
ckmer5_property_multiscale_l2,logistic,2252,30,673,0.3180473372781065,0.31511903249151085,label_probe,100,clean,label
ckmer5_property_multiscale_l2,mlp,2252,30,673,0.2618343195266272,0.24695048979150439,label_probe,100,clean,label
cspaced_property_l2,nearest_centroid,2252,30,147,0.19230769230769232,0.17599226474706517,label_probe,100,clean,label
cspaced_property_l2,logistic,2252,30,147,0.16420118343195267,0.15261305488557367,label_probe,100,clean,label
cspaced_property_l2,mlp,2252,30,147,0.15532544378698224,0.14356977242269764,label_probe,100,clean,label
ckmer4_count_l2,nearest_centroid,160,2,136,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer4_count_l2,logistic,160,2,136,0.7708333333333334,0.7699346405228757,target_background,100,clean,target_binary
ckmer4_count_l2,mlp,160,2,136,0.75,0.7495652173913043,target_background,100,clean,target_binary
ckmer4_property_l2,nearest_centroid,160,2,147,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer4_property_l2,logistic,160,2,147,0.75,0.7495652173913043,target_background,100,clean,target_binary
ckmer4_property_l2,mlp,160,2,147,0.5416666666666666,0.5343915343915344,target_background,100,clean,target_binary
ckmer4_property_multiscale_mean_l2,nearest_centroid,160,2,222,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer4_property_multiscale_mean_l2,logistic,160,2,222,0.7291666666666666,0.7281045751633988,target_background,100,clean,target_binary
ckmer4_property_multiscale_mean_l2,mlp,160,2,222,0.6458333333333334,0.6444444444444444,target_background,100,clean,target_binary
ckmer4_property_multiscale_l2,nearest_centroid,160,2,297,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer4_property_multiscale_l2,logistic,160,2,297,0.7708333333333334,0.7707338254450716,target_background,100,clean,target_binary
ckmer4_property_multiscale_l2,mlp,160,2,297,0.7708333333333334,0.7658536585365854,target_background,100,clean,target_binary
ckmer4_property_moment_l2,nearest_centroid,160,2,187,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer4_property_moment_l2,logistic,160,2,187,0.75,0.7495652173913043,target_background,100,clean,target_binary
ckmer4_property_moment_l2,mlp,160,2,187,0.6666666666666666,0.6660869565217391,target_background,100,clean,target_binary
ckmer5_count_l2,nearest_centroid,160,2,512,0.7708333333333334,0.7658536585365854,target_background,100,clean,target_binary
ckmer5_count_l2,logistic,160,2,512,0.7083333333333334,0.7083333333333334,target_background,100,clean,target_binary
ckmer5_count_l2,mlp,160,2,512,0.6041666666666666,0.5306227483273289,target_background,100,clean,target_binary
ckmer5_property_multiscale_l2,nearest_centroid,160,2,673,0.75,0.7428571428571429,target_background,100,clean,target_binary
ckmer5_property_multiscale_l2,logistic,160,2,673,0.6666666666666666,0.6666666666666666,target_background,100,clean,target_binary
ckmer5_property_multiscale_l2,mlp,160,2,673,0.625,0.578125,target_background,100,clean,target_binary
cspaced_property_l2,nearest_centroid,160,2,147,0.7083333333333334,0.7037037037037037,target_background,100,clean,target_binary
cspaced_property_l2,logistic,160,2,147,0.6666666666666666,0.6660869565217391,target_background,100,clean,target_binary
cspaced_property_l2,mlp,160,2,147,0.6666666666666666,0.6660869565217391,target_background,100,clean,target_binary
ckmer4_count_l2,nearest_centroid,2252,30,136,0.30177514792899407,0.28237386481945165,label_probe,100,N_3pct,label
ckmer4_count_l2,logistic,2252,30,136,0.28550295857988167,0.2764611722381767,label_probe,100,N_3pct,label
ckmer4_count_l2,mlp,2252,30,136,0.2559171597633136,0.23977752392065974,label_probe,100,N_3pct,label
ckmer4_property_l2,nearest_centroid,2252,30,147,0.29289940828402367,0.27320386206862507,label_probe,100,N_3pct,label
ckmer4_property_l2,logistic,2252,30,147,0.27366863905325445,0.26597265279118426,label_probe,100,N_3pct,label
ckmer4_property_l2,mlp,2252,30,147,0.23668639053254437,0.21571984868845404,label_probe,100,N_3pct,label
ckmer4_property_multiscale_mean_l2,nearest_centroid,2252,30,222,0.2973372781065089,0.277965973500811,label_probe,100,N_3pct,label
ckmer4_property_multiscale_mean_l2,logistic,2252,30,222,0.2618343195266272,0.25275587649169495,label_probe,100,N_3pct,label
ckmer4_property_multiscale_mean_l2,mlp,2252,30,222,0.2514792899408284,0.23489564704719593,label_probe,100,N_3pct,label
ckmer4_property_multiscale_l2,nearest_centroid,2252,30,297,0.30029585798816566,0.28761954513410065,label_probe,100,N_3pct,label
ckmer4_property_multiscale_l2,logistic,2252,30,297,0.27071005917159763,0.2600678361647424,label_probe,100,N_3pct,label
ckmer4_property_multiscale_l2,mlp,2252,30,297,0.27071005917159763,0.2510583740544147,label_probe,100,N_3pct,label
ckmer4_property_moment_l2,nearest_centroid,2252,30,187,0.3032544378698225,0.2891883280807231,label_probe,100,N_3pct,label
ckmer4_property_moment_l2,logistic,2252,30,187,0.27071005917159763,0.26081156217127155,label_probe,100,N_3pct,label
ckmer4_property_moment_l2,mlp,2252,30,187,0.25443786982248523,0.23670838311719056,label_probe,100,N_3pct,label
ckmer5_count_l2,nearest_centroid,2252,30,512,0.3047337278106509,0.301745116769131,label_probe,100,N_3pct,label
ckmer5_count_l2,logistic,2252,30,512,0.2677514792899408,0.27128648396419786,label_probe,100,N_3pct,label
ckmer5_count_l2,mlp,2252,30,512,0.2470414201183432,0.23044837291508927,label_probe,100,N_3pct,label
ckmer5_property_multiscale_l2,nearest_centroid,2252,30,673,0.3106508875739645,0.3056379242035309,label_probe,100,N_3pct,label
ckmer5_property_multiscale_l2,logistic,2252,30,673,0.27958579881656803,0.2812889211008958,label_probe,100,N_3pct,label
ckmer5_property_multiscale_l2,mlp,2252,30,673,0.23520710059171598,0.2227008112049513,label_probe,100,N_3pct,label
cspaced_property_l2,nearest_centroid,2252,30,147,0.21153846153846154,0.19498561827110017,label_probe,100,N_3pct,label
cspaced_property_l2,logistic,2252,30,147,0.14349112426035504,0.13746110729276806,label_probe,100,N_3pct,label
cspaced_property_l2,mlp,2252,30,147,0.16420118343195267,0.15335441987636572,label_probe,100,N_3pct,label
ckmer4_count_l2,nearest_centroid,160,2,136,0.7291666666666666,0.7232815964523283,target_background,100,N_3pct,target_binary
ckmer4_count_l2,logistic,160,2,136,0.75,0.7495652173913043,target_background,100,N_3pct,target_binary
ckmer4_count_l2,mlp,160,2,136,0.5833333333333334,0.5767195767195767,target_background,100,N_3pct,target_binary
ckmer4_property_l2,nearest_centroid,160,2,147,0.7291666666666666,0.7232815964523283,target_background,100,N_3pct,target_binary
ckmer4_property_l2,logistic,160,2,147,0.7291666666666666,0.7281045751633988,target_background,100,N_3pct,target_binary
ckmer4_property_l2,mlp,160,2,147,0.5625,0.5607843137254902,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_mean_l2,nearest_centroid,160,2,222,0.7291666666666666,0.7232815964523283,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_mean_l2,logistic,160,2,222,0.7291666666666666,0.7261956998683634,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_mean_l2,mlp,160,2,222,0.6041666666666666,0.5955654101995566,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_l2,nearest_centroid,160,2,297,0.7291666666666666,0.7232815964523283,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_l2,logistic,160,2,297,0.7083333333333334,0.7062937062937062,target_background,100,N_3pct,target_binary
ckmer4_property_multiscale_l2,mlp,160,2,297,0.6458333333333334,0.6456795484151108,target_background,100,N_3pct,target_binary
ckmer4_property_moment_l2,nearest_centroid,160,2,187,0.7291666666666666,0.7232815964523283,target_background,100,N_3pct,target_binary
ckmer4_property_moment_l2,logistic,160,2,187,0.7291666666666666,0.7281045751633988,target_background,100,N_3pct,target_binary
ckmer4_property_moment_l2,mlp,160,2,187,0.5625,0.5623100303951367,target_background,100,N_3pct,target_binary
ckmer5_count_l2,nearest_centroid,160,2,512,0.75,0.7428571428571429,target_background,100,N_3pct,target_binary
ckmer5_count_l2,logistic,160,2,512,0.7291666666666666,0.7290490664350847,target_background,100,N_3pct,target_binary
ckmer5_count_l2,mlp,160,2,512,0.625,0.5901328273244781,target_background,100,N_3pct,target_binary
ckmer5_property_multiscale_l2,nearest_centroid,160,2,673,0.75,0.7428571428571429,target_background,100,N_3pct,target_binary
ckmer5_property_multiscale_l2,logistic,160,2,673,0.7291666666666666,0.7281045751633988,target_background,100,N_3pct,target_binary
ckmer5_property_multiscale_l2,mlp,160,2,673,0.5208333333333334,0.4074074074074074,target_background,100,N_3pct,target_binary
cspaced_property_l2,nearest_centroid,160,2,147,0.7083333333333334,0.7037037037037037,target_background,100,N_3pct,target_binary
cspaced_property_l2,logistic,160,2,147,0.6041666666666666,0.6039947894051237,target_background,100,N_3pct,target_binary
cspaced_property_l2,mlp,160,2,147,0.6875,0.6862745098039216,target_background,100,N_3pct,target_binary
ckmer4_count_l2,nearest_centroid,2252,30,136,0.3239644970414201,0.313265814480505,label_probe,100,substitution_1pct,label
ckmer4_count_l2,logistic,2252,30,136,0.27366863905325445,0.27440711118529987,label_probe,100,substitution_1pct,label
ckmer4_count_l2,mlp,2252,30,136,0.27958579881656803,0.26348411864805027,label_probe,100,substitution_1pct,label
ckmer4_property_l2,nearest_centroid,2252,30,147,0.3254437869822485,0.313904129089893,label_probe,100,substitution_1pct,label
ckmer4_property_l2,logistic,2252,30,147,0.27071005917159763,0.2719622297100917,label_probe,100,substitution_1pct,label
ckmer4_property_l2,mlp,2252,30,147,0.26627218934911245,0.24332649281345242,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,nearest_centroid,2252,30,222,0.3239644970414201,0.3118305307332398,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,logistic,2252,30,222,0.27514792899408286,0.2677907833991482,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_mean_l2,mlp,2252,30,222,0.26627218934911245,0.2498129281430346,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_l2,nearest_centroid,2252,30,297,0.3239644970414201,0.31208197741036897,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_l2,logistic,2252,30,297,0.27662721893491127,0.2809098287270277,label_probe,100,substitution_1pct,label
ckmer4_property_multiscale_l2,mlp,2252,30,297,0.28846153846153844,0.27007211088288713,label_probe,100,substitution_1pct,label
ckmer4_property_moment_l2,nearest_centroid,2252,30,187,0.3210059171597633,0.3102908867449008,label_probe,100,substitution_1pct,label
ckmer4_property_moment_l2,logistic,2252,30,187,0.2677514792899408,0.2698527544167932,label_probe,100,substitution_1pct,label
ckmer4_property_moment_l2,mlp,2252,30,187,0.26627218934911245,0.2440644294283688,label_probe,100,substitution_1pct,label
ckmer5_count_l2,nearest_centroid,2252,30,512,0.32988165680473375,0.32833122785900926,label_probe,100,substitution_1pct,label
ckmer5_count_l2,logistic,2252,30,512,0.28254437869822485,0.2851432877804628,label_probe,100,substitution_1pct,label
ckmer5_count_l2,mlp,2252,30,512,0.23668639053254437,0.22108203429800558,label_probe,100,substitution_1pct,label
ckmer5_property_multiscale_l2,nearest_centroid,2252,30,673,0.3343195266272189,0.33427965117672104,label_probe,100,substitution_1pct,label
ckmer5_property_multiscale_l2,logistic,2252,30,673,0.28994082840236685,0.28558710331496034,label_probe,100,substitution_1pct,label
ckmer5_property_multiscale_l2,mlp,2252,30,673,0.26627218934911245,0.24725724325535595,label_probe,100,substitution_1pct,label
cspaced_property_l2,nearest_centroid,2252,30,147,0.20710059171597633,0.18989450235513508,label_probe,100,substitution_1pct,label
cspaced_property_l2,logistic,2252,30,147,0.16420118343195267,0.1528358507026346,label_probe,100,substitution_1pct,label
cspaced_property_l2,mlp,2252,30,147,0.14792899408284024,0.13522233233642608,label_probe,100,substitution_1pct,label
ckmer4_count_l2,nearest_centroid,160,2,136,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer4_count_l2,logistic,160,2,136,0.6666666666666666,0.6660869565217391,target_background,100,substitution_1pct,target_binary
ckmer4_count_l2,mlp,160,2,136,0.6666666666666666,0.6660869565217391,target_background,100,substitution_1pct,target_binary
ckmer4_property_l2,nearest_centroid,160,2,147,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer4_property_l2,logistic,160,2,147,0.6666666666666666,0.6660869565217391,target_background,100,substitution_1pct,target_binary
ckmer4_property_l2,mlp,160,2,147,0.6041666666666666,0.5998244844229925,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,nearest_centroid,160,2,222,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,logistic,160,2,222,0.7291666666666666,0.7290490664350847,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_mean_l2,mlp,160,2,222,0.6666666666666666,0.6660869565217391,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,nearest_centroid,160,2,297,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,logistic,160,2,297,0.7708333333333334,0.7707338254450716,target_background,100,substitution_1pct,target_binary
ckmer4_property_multiscale_l2,mlp,160,2,297,0.7708333333333334,0.7658536585365854,target_background,100,substitution_1pct,target_binary
ckmer4_property_moment_l2,nearest_centroid,160,2,187,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer4_property_moment_l2,logistic,160,2,187,0.75,0.7495652173913043,target_background,100,substitution_1pct,target_binary
ckmer4_property_moment_l2,mlp,160,2,187,0.6666666666666666,0.6643356643356644,target_background,100,substitution_1pct,target_binary
ckmer5_count_l2,nearest_centroid,160,2,512,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer5_count_l2,logistic,160,2,512,0.75,0.75,target_background,100,substitution_1pct,target_binary
ckmer5_count_l2,mlp,160,2,512,0.5625,0.4997518610421836,target_background,100,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,nearest_centroid,160,2,673,0.75,0.7428571428571429,target_background,100,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,logistic,160,2,673,0.75,0.75,target_background,100,substitution_1pct,target_binary
ckmer5_property_multiscale_l2,mlp,160,2,673,0.6875,0.6627634660421545,target_background,100,substitution_1pct,target_binary
cspaced_property_l2,nearest_centroid,160,2,147,0.7083333333333334,0.7037037037037037,target_background,100,substitution_1pct,target_binary
cspaced_property_l2,logistic,160,2,147,0.6458333333333334,0.6456795484151108,target_background,100,substitution_1pct,target_binary
cspaced_property_l2,mlp,160,2,147,0.6666666666666666,0.6613756613756614,target_background,100,substitution_1pct,target_binary
