split,classifier,accuracy,macro_f1,length,local_mode,representation,n_samples,n_features,accuracy_std,macro_f1_std,mutation_fraction
5fold_grouped_cv,nearest_centroid,0.7166666666666666,0.7156689107291397,69,left,ck4_p,360,147,0.05166965343816188,0.05238711683211806,0.03
5fold_grouped_cv,logistic,0.6722222222222222,0.6687572211440937,69,left,ck4_p,360,147,0.05166965343816186,0.05157803896954903,0.03
holdout,nearest_centroid,0.7416666666666667,0.7412173913043478,69,left,ck4_msp,360,211,,,0.03
holdout,logistic,0.9666666666666667,0.9666295884315907,69,left,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.7388888888888889,0.7381161132351004,69,left,ck4_msp,360,211,0.0522635770061855,0.052744540534226614,0.03
5fold_grouped_cv,logistic,0.9805555555555555,0.9804839613794837,69,left,ck4_msp,360,211,0.027216552697590858,0.02734154848472839,0.03
holdout,nearest_centroid,0.7416666666666667,0.7412173913043478,69,left,ck4p_msp,360,222,,,0.03
holdout,logistic,0.975,0.9749843652282677,69,left,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.7388888888888889,0.7381161132351004,69,left,ck4p_msp,360,222,0.0522635770061855,0.052744540534226614,0.03
5fold_grouped_cv,logistic,0.9805555555555555,0.9804839613794837,69,left,ck4p_msp,360,222,0.027216552697590858,0.02734154848472839,0.03
holdout,nearest_centroid,0.7583333333333333,0.7569662685941756,69,right,ck4,360,136,,,0.03
holdout,logistic,0.7333333333333333,0.7332592386774104,69,right,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.7333333333333332,0.7313706563706563,69,right,ck4,360,136,0.057197945227705584,0.0559132150964923,0.03
5fold_grouped_cv,logistic,0.7638888888888887,0.7632781866368841,69,right,ck4,360,136,0.04392052305789415,0.04374605552869869,0.03
holdout,nearest_centroid,0.7583333333333333,0.7569662685941756,69,right,ck4_p,360,147,,,0.03
holdout,logistic,0.7833333333333333,0.7818181818181819,69,right,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.736111111111111,0.7340834312573443,69,right,ck4_p,360,147,0.052704627669472995,0.05150191126648282,0.03
5fold_grouped_cv,logistic,0.7805555555555556,0.7800623989229967,69,right,ck4_p,360,147,0.050765741340269614,0.05060959288639098,0.03
holdout,nearest_centroid,0.7916666666666666,0.7909553341230576,69,right,ck4_msp,360,211,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,69,right,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.7666666666666667,0.765045791644366,69,right,ck4_msp,360,211,0.04427049291808119,0.04345422475430499,0.03
5fold_grouped_cv,logistic,0.9805555555555555,0.9805421496025393,69,right,ck4_msp,360,211,0.011111111111111122,0.011120496087229157,0.03
holdout,nearest_centroid,0.7916666666666666,0.7909553341230576,69,right,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,69,right,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.7638888888888888,0.7623169012633016,69,right,ck4p_msp,360,222,0.04648111258522643,0.04559036017875366,0.03
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,69,right,ck4p_msp,360,222,0.012422599874998837,0.012432193032727346,0.03
holdout,nearest_centroid,0.8833333333333333,0.8828125,100,center,ck4,360,136,,,0.03
holdout,logistic,0.9083333333333333,0.9083269671504965,100,center,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.8805555555555555,0.8793757534408865,100,center,ck4,360,136,0.033564016593318244,0.03402488733594808,0.03
5fold_grouped_cv,logistic,0.8694444444444445,0.8691977510292206,100,center,ck4,360,136,0.02991758226185833,0.029989663273902182,0.03
holdout,nearest_centroid,0.8833333333333333,0.8828125,100,center,ck4_p,360,147,,,0.03
holdout,logistic,0.9083333333333333,0.9083269671504965,100,center,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.8777777777777779,0.8766475788377118,100,center,ck4_p,360,147,0.03447131568330792,0.03495949704150626,0.03
5fold_grouped_cv,logistic,0.8805555555555558,0.8803066153202428,100,center,ck4_p,360,147,0.03118047822311618,0.031303423323364644,0.03
holdout,nearest_centroid,0.8916666666666667,0.8910538445422167,100,center,ck4_msp,360,211,,,0.03
holdout,logistic,0.9666666666666667,0.9666295884315907,100,center,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.8833333333333332,0.8822561474842552,100,center,ck4_msp,360,211,0.031180478223116155,0.0316475800274632,0.03
5fold_grouped_cv,logistic,0.9694444444444444,0.9693610396986008,100,center,ck4_msp,360,211,0.022222222222222233,0.022346076702662532,0.03
holdout,nearest_centroid,0.8916666666666667,0.8910538445422167,100,center,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9666666666666667,0.9666295884315907,100,center,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.8833333333333332,0.8822561474842552,100,center,ck4p_msp,360,222,0.031180478223116155,0.0316475800274632,0.03
5fold_grouped_cv,logistic,0.9722222222222221,0.9721781706085476,100,center,ck4p_msp,360,222,0.015214515486254642,0.015276353161851495,0.03
holdout,nearest_centroid,0.8833333333333333,0.8821548821548821,100,jittered,ck4,360,136,,,0.03
holdout,logistic,0.8833333333333333,0.8825174825174825,100,jittered,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.8916666666666666,0.8907408190472301,100,jittered,ck4,360,136,0.020412414523193128,0.021342219876714648,0.03
5fold_grouped_cv,logistic,0.9194444444444445,0.9190354746512414,100,jittered,ck4,360,136,0.03333333333333332,0.03391697919393513,0.03
holdout,nearest_centroid,0.8833333333333333,0.8821548821548821,100,jittered,ck4_p,360,147,,,0.03
holdout,logistic,0.8916666666666667,0.8914782608695653,100,jittered,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.8916666666666666,0.8907408190472301,100,jittered,ck4_p,360,147,0.020412414523193128,0.021342219876714648,0.03
5fold_grouped_cv,logistic,0.9166666666666666,0.9163524952829126,100,jittered,ck4_p,360,147,0.0152145154862546,0.01540991766609413,0.03
holdout,nearest_centroid,0.8833333333333333,0.8821548821548821,100,jittered,ck4_msp,360,211,,,0.03
holdout,logistic,0.9166666666666666,0.9164578111946533,100,jittered,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.8944444444444443,0.8936017555790527,100,jittered,ck4_msp,360,211,0.01883980550868128,0.019782269665693398,0.03
5fold_grouped_cv,logistic,0.9416666666666667,0.9415048006354698,100,jittered,ck4_msp,360,211,0.010393492741038724,0.010470554297463935,0.03
holdout,nearest_centroid,0.8833333333333333,0.8821548821548821,100,jittered,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9166666666666666,0.9164578111946533,100,jittered,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.8944444444444443,0.8936017555790527,100,jittered,ck4p_msp,360,222,0.01883980550868128,0.019782269665693398,0.03
5fold_grouped_cv,logistic,0.9416666666666667,0.9415044571160033,100,jittered,ck4p_msp,360,222,0.01842569327975222,0.018579622700088397,0.03
holdout,nearest_centroid,0.9166666666666666,0.9164578111946533,100,left,ck4,360,136,,,0.03
holdout,logistic,0.9583333333333334,0.9583072753804461,100,left,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9222222222222223,0.9218581427813902,100,left,ck4,360,136,0.01416394309331329,0.014266077817106903,0.03
5fold_grouped_cv,logistic,0.9111111111111111,0.9110015753740205,100,left,ck4,360,136,0.038888888888888896,0.03888169958955605,0.03
holdout,nearest_centroid,0.9166666666666666,0.9164578111946533,100,left,ck4_p,360,147,,,0.03
holdout,logistic,0.9416666666666667,0.9416626154594069,100,left,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9222222222222223,0.9218581427813902,100,left,ck4_p,360,147,0.01416394309331329,0.014266077817106903,0.03
5fold_grouped_cv,logistic,0.9194444444444445,0.919365482090748,100,left,ck4_p,360,147,0.03333333333333332,0.03332192997568808,0.03
holdout,nearest_centroid,0.9333333333333333,0.9331662489557226,100,left,ck4_msp,360,211,,,0.03
holdout,logistic,0.9916666666666667,0.9916660879227724,100,left,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.9305555555555556,0.9302676437282047,100,left,ck4_msp,360,211,0.008784104611578835,0.008811501099576464,0.03
5fold_grouped_cv,logistic,0.9833333333333332,0.9833236814444609,100,left,ck4_msp,360,211,0.010393492741038736,0.010402379395098641,0.03
holdout,nearest_centroid,0.9333333333333333,0.9331662489557226,100,left,ck4p_msp,360,222,,,0.03
holdout,logistic,1.0,1.0,100,left,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.9305555555555556,0.9302676437282047,100,left,ck4p_msp,360,222,0.008784104611578835,0.008811501099576464,0.03
5fold_grouped_cv,logistic,0.9833333333333332,0.9833236814444609,100,left,ck4p_msp,360,222,0.010393492741038736,0.010402379395098641,0.03
holdout,nearest_centroid,0.9083333333333333,0.9078147915357218,100,right,ck4,360,136,,,0.03
holdout,logistic,0.9166666666666666,0.9165739710789766,100,right,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9166666666666666,0.9162684085155618,100,right,ck4,360,136,0.023240556292613235,0.023409377630195332,0.03
5fold_grouped_cv,logistic,0.9472222222222223,0.9471829990361043,100,right,ck4,360,136,0.023895347964007323,0.0238996883284453,0.03
holdout,nearest_centroid,0.9083333333333333,0.9078147915357218,100,right,ck4_p,360,147,,,0.03
holdout,logistic,0.9416666666666667,0.9416301855326246,100,right,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9166666666666666,0.9162684085155618,100,right,ck4_p,360,147,0.023240556292613235,0.023409377630195332,0.03
5fold_grouped_cv,logistic,0.9472222222222222,0.9471475498728157,100,right,ck4_p,360,147,0.025458753860865796,0.02550606526892238,0.03
holdout,nearest_centroid,0.9083333333333333,0.9078147915357218,100,right,ck4_msp,360,211,,,0.03
holdout,logistic,0.975,0.9749843652282677,100,right,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.925,0.9247549665200541,100,right,ck4_msp,360,211,0.018839805508681317,0.018892388465258092,0.03
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,100,right,ck4_msp,360,211,0.010393492741038726,0.010400659235583802,0.03
holdout,nearest_centroid,0.9083333333333333,0.9078147915357218,100,right,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,100,right,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.925,0.9247549665200541,100,right,ck4p_msp,360,222,0.018839805508681317,0.018892388465258092,0.03
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,100,right,ck4p_msp,360,222,0.010393492741038726,0.010400659235583802,0.03
holdout,nearest_centroid,0.95,0.949944382647386,150,center,ck4,360,136,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,150,center,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9611111111111112,0.9609089287784458,150,center,ck4,360,136,0.03333333333333334,0.033659368636533314,0.03
5fold_grouped_cv,logistic,0.9638888888888889,0.9638022660190476,150,center,ck4,360,136,0.0188398055086813,0.018960675535042215,0.03
holdout,nearest_centroid,0.95,0.949944382647386,150,center,ck4_p,360,147,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,150,center,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9611111111111112,0.9609089287784458,150,center,ck4_p,360,147,0.03333333333333334,0.033659368636533314,0.03
5fold_grouped_cv,logistic,0.9638888888888889,0.9637632228236125,150,center,ck4_p,360,147,0.02421610524189265,0.024439982765026288,0.03
holdout,nearest_centroid,0.95,0.949944382647386,150,center,ck4_msp,360,211,,,0.03
holdout,logistic,0.975,0.9749843652282677,150,center,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.9611111111111112,0.9609089287784458,150,center,ck4_msp,360,211,0.03333333333333334,0.033659368636533314,0.03
5fold_grouped_cv,logistic,0.975,0.9749855221666912,150,center,ck4_msp,360,211,0.01619708859679253,0.01621290756429396,0.03
holdout,nearest_centroid,0.95,0.949944382647386,150,center,ck4p_msp,360,222,,,0.03
holdout,logistic,0.975,0.9749843652282677,150,center,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.9611111111111112,0.9609089287784458,150,center,ck4p_msp,360,222,0.03333333333333334,0.033659368636533314,0.03
5fold_grouped_cv,logistic,0.9694444444444444,0.9693998943032824,150,center,ck4p_msp,360,222,0.013608276348795441,0.013642463420249237,0.03
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,jittered,ck4,360,136,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,150,jittered,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9638888888888889,0.9637818231077226,150,jittered,ck4,360,136,0.022566773346211016,0.02269321549933548,0.03
5fold_grouped_cv,logistic,0.9805555555555557,0.9805453677265369,150,jittered,ck4,360,136,0.0068041381743977475,0.006813333716011712,0.03
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,jittered,ck4_p,360,147,,,0.03
holdout,logistic,0.975,0.9749843652282677,150,jittered,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9638888888888889,0.9637818231077226,150,jittered,ck4_p,360,147,0.022566773346211016,0.02269321549933548,0.03
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,150,jittered,ck4_p,360,147,0.012422599874998837,0.012432193032727345,0.03
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,jittered,ck4_msp,360,211,,,0.03
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.9638888888888889,0.9637818231077226,150,jittered,ck4_msp,360,211,0.022566773346211016,0.02269321549933548,0.03
5fold_grouped_cv,logistic,0.9833333333333334,0.9833247533247533,150,jittered,ck4_msp,360,211,0.013608276348795441,0.013615284149342603,0.03
holdout,nearest_centroid,0.9583333333333334,0.9582608695652174,150,jittered,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.9638888888888889,0.9637818231077226,150,jittered,ck4p_msp,360,222,0.022566773346211016,0.02269321549933548,0.03
5fold_grouped_cv,logistic,0.9888888888888889,0.9888878170085965,150,jittered,ck4p_msp,360,222,0.010393492741038726,0.010393779292053937,0.03
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,left,ck4,360,136,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,150,left,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9694444444444444,0.969396638766626,150,left,ck4,360,136,0.013608276348795452,0.013668200887569898,0.03
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,150,left,ck4,360,136,0.012422599874998838,0.012432193032727346,0.03
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,left,ck4_p,360,147,,,0.03
holdout,logistic,0.9833333333333333,0.9833287024173382,150,left,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9694444444444444,0.969396638766626,150,left,ck4_p,360,147,0.013608276348795452,0.013668200887569898,0.03
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,150,left,ck4_p,360,147,0.010393492741038724,0.010400659235583802,0.03
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,left,ck4_msp,360,211,,,0.03
holdout,logistic,1.0,1.0,150,left,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.9722222222222223,0.9721781706085476,150,left,ck4_msp,360,211,0.015214515486254642,0.015276353161851493,0.03
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,left,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.03
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,left,ck4p_msp,360,222,,,0.03
holdout,logistic,1.0,1.0,150,left,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.9722222222222223,0.9721781706085476,150,left,ck4p_msp,360,222,0.015214515486254642,0.015276353161851493,0.03
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,left,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.03
holdout,nearest_centroid,0.95,0.949874686716792,150,right,ck4,360,136,,,0.03
holdout,logistic,0.9416666666666667,0.9414674935544561,150,right,ck4,360,136,,,0.03
5fold_grouped_cv,nearest_centroid,0.9638888888888889,0.9638142165394823,150,right,ck4,360,136,0.03239417719358501,0.032477066722566186,0.03
5fold_grouped_cv,logistic,0.9805555555555555,0.9805464396068293,150,right,ck4,360,136,0.01111111111111112,0.011117281041376522,0.03
holdout,nearest_centroid,0.95,0.949874686716792,150,right,ck4_p,360,147,,,0.03
holdout,logistic,0.95,0.949874686716792,150,right,ck4_p,360,147,,,0.03
5fold_grouped_cv,nearest_centroid,0.9666666666666666,0.9665860815722169,150,right,ck4_p,360,147,0.03118047822311619,0.031270980025554354,0.03
5fold_grouped_cv,logistic,0.9694444444444444,0.9694041468949137,150,right,ck4_p,360,147,0.01842569327975222,0.018472748924415142,0.03
holdout,nearest_centroid,0.95,0.949874686716792,150,right,ck4_msp,360,211,,,0.03
holdout,logistic,0.9916666666666667,0.9916660879227724,150,right,ck4_msp,360,211,,,0.03
5fold_grouped_cv,nearest_centroid,0.9722222222222221,0.972179284874937,150,right,ck4_msp,360,211,0.026352313834736484,0.02639814613201109,0.03
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,150,right,ck4_msp,360,211,0.01111111111111111,0.011118887025293532,0.03
holdout,nearest_centroid,0.95,0.949874686716792,150,right,ck4p_msp,360,222,,,0.03
holdout,logistic,0.9916666666666667,0.9916660879227724,150,right,ck4p_msp,360,222,,,0.03
5fold_grouped_cv,nearest_centroid,0.9722222222222221,0.972179284874937,150,right,ck4p_msp,360,222,0.026352313834736484,0.02639814613201109,0.03
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,150,right,ck4p_msp,360,222,0.01111111111111111,0.011118887025293532,0.03
holdout,nearest_centroid,0.9,0.8995535714285714,69,center,ck4,360,136,,,0.05
holdout,logistic,0.8833333333333333,0.8830409356725146,69,center,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.8805555555555555,0.8793030520134353,69,center,ck4,360,136,0.02859897261385276,0.029546091654747645,0.05
5fold_grouped_cv,logistic,0.888888888888889,0.8885217841046293,69,center,ck4,360,136,0.008784104611578835,0.009020358573425872,0.05
holdout,nearest_centroid,0.9,0.8995535714285714,69,center,ck4_p,360,147,,,0.05
holdout,logistic,0.8916666666666667,0.89129677374399,69,center,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.8805555555555555,0.8793030520134353,69,center,ck4_p,360,147,0.02859897261385276,0.029546091654747645,0.05
5fold_grouped_cv,logistic,0.9055555555555556,0.9052090213699234,69,center,ck4_p,360,147,0.028327886186626603,0.02862820255050434,0.05
holdout,nearest_centroid,0.9166666666666666,0.9162946428571428,69,center,ck4_msp,360,211,,,0.05
holdout,logistic,0.975,0.9749843652282677,69,center,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.8861111111111111,0.885081598528059,69,center,ck4_msp,360,211,0.02389534796400729,0.024594743801584724,0.05
5fold_grouped_cv,logistic,0.9666666666666666,0.9665859565418685,69,center,ck4_msp,360,211,0.02576005137637696,0.025860597930462775,0.05
holdout,nearest_centroid,0.9166666666666666,0.9162946428571428,69,center,ck4p_msp,360,222,,,0.05
holdout,logistic,0.975,0.9749843652282677,69,center,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.8861111111111111,0.885081598528059,69,center,ck4p_msp,360,222,0.02389534796400729,0.024594743801584724,0.05
5fold_grouped_cv,logistic,0.9638888888888889,0.9638011941387553,69,center,ck4p_msp,360,222,0.02256677334621099,0.02266869456485564,0.05
holdout,nearest_centroid,0.85,0.849624060150376,69,jittered,ck4,360,136,,,0.05
holdout,logistic,0.9,0.899888765294772,69,jittered,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9055555555555556,0.9051183294419397,69,jittered,ck4,360,136,0.047628967220784,0.04788139029477299,0.05
5fold_grouped_cv,logistic,0.925,0.9246713958331856,69,jittered,ck4,360,136,0.01416394309331329,0.014450279722366921,0.05
holdout,nearest_centroid,0.85,0.849624060150376,69,jittered,ck4_p,360,147,,,0.05
holdout,logistic,0.925,0.9249947913049518,69,jittered,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9083333333333332,0.9079692099047605,69,jittered,ck4_p,360,147,0.04530418452861135,0.04548275646277159,0.05
5fold_grouped_cv,logistic,0.9222222222222222,0.9219907908078511,69,jittered,ck4_p,360,147,0.018839805508681286,0.018984157792590647,0.05
holdout,nearest_centroid,0.8416666666666667,0.841391304347826,69,jittered,ck4_msp,360,211,,,0.05
holdout,logistic,0.95,0.9499861072520144,69,jittered,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9111111111111111,0.9107453798620997,69,jittered,ck4_msp,360,211,0.0477906959280146,0.04797950098335602,0.05
5fold_grouped_cv,logistic,0.9472222222222222,0.947108772526034,69,jittered,ck4_msp,360,211,0.010393492741038736,0.01047530380394022,0.05
holdout,nearest_centroid,0.8333333333333334,0.8331479421579533,69,jittered,ck4p_msp,360,222,,,0.05
holdout,logistic,0.95,0.9499861072520144,69,jittered,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9111111111111111,0.9107453798620997,69,jittered,ck4p_msp,360,222,0.0477906959280146,0.04797950098335602,0.05
5fold_grouped_cv,logistic,0.9638888888888889,0.9638497155526238,69,jittered,ck4p_msp,360,222,0.006804138174397694,0.006818649780716503,0.05
holdout,nearest_centroid,0.8916666666666667,0.8910538445422167,69,left,ck4,360,136,,,0.05
holdout,logistic,0.8666666666666667,0.8665183537263625,69,left,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.8694444444444445,0.868790096657086,69,left,ck4,360,136,0.02859897261385278,0.029117388114756584,0.05
5fold_grouped_cv,logistic,0.8944444444444445,0.8942821823660287,69,left,ck4,360,136,0.0068041381743977475,0.006921950942172118,0.05
holdout,nearest_centroid,0.8916666666666667,0.8910538445422167,69,left,ck4_p,360,147,,,0.05
holdout,logistic,0.8916666666666667,0.89129677374399,69,left,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.8694444444444445,0.868790096657086,69,left,ck4_p,360,147,0.02859897261385278,0.029117388114756584,0.05
5fold_grouped_cv,logistic,0.8861111111111111,0.8859419815176983,69,left,ck4_p,360,147,0.028327886186626558,0.02838543064679644,0.05
holdout,nearest_centroid,0.9083333333333333,0.9080203470141454,69,left,ck4_msp,360,211,,,0.05
holdout,logistic,0.9666666666666667,0.9666295884315907,69,left,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.888888888888889,0.8884159478970031,69,left,ck4_msp,360,211,0.036217791140014714,0.03684588377492905,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,69,left,ck4_msp,360,211,0.010393492741038724,0.010400659235583802,0.05
holdout,nearest_centroid,0.9166666666666666,0.9164578111946533,69,left,ck4p_msp,360,222,,,0.05
holdout,logistic,0.9666666666666667,0.9666295884315907,69,left,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.888888888888889,0.8884159478970031,69,left,ck4p_msp,360,222,0.036217791140014714,0.03684588377492905,0.05
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,69,left,ck4p_msp,360,222,0.012422599874998838,0.012432193032727346,0.05
holdout,nearest_centroid,0.8916666666666667,0.89129677374399,69,right,ck4,360,136,,,0.05
holdout,logistic,0.8666666666666667,0.8666296193387052,69,right,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.8777777777777779,0.876770104895105,69,right,ck4,360,136,0.02222222222222218,0.022494139469099,0.05
5fold_grouped_cv,logistic,0.8861111111111111,0.8858046928457719,69,right,ck4,360,136,0.032155102507750624,0.032370618492114,0.05
holdout,nearest_centroid,0.8916666666666667,0.89129677374399,69,right,ck4_p,360,147,,,0.05
holdout,logistic,0.8583333333333333,0.8582447362935168,69,right,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.8805555555555555,0.8794982794982797,69,right,ck4_p,360,147,0.020786985482077417,0.02099629229954989,0.05
5fold_grouped_cv,logistic,0.8722222222222221,0.87199991268695,69,right,ck4_p,360,147,0.026931554763424032,0.027033975712760595,0.05
holdout,nearest_centroid,0.9,0.899749373433584,69,right,ck4_msp,360,211,,,0.05
holdout,logistic,0.9666666666666667,0.9666295884315907,69,right,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.8972222222222221,0.8964347965467369,69,right,ck4_msp,360,211,0.01666666666666666,0.016775352958515406,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,69,right,ck4_msp,360,211,0.010393492741038724,0.010400659235583804,0.05
holdout,nearest_centroid,0.9083333333333333,0.9081739130434783,69,right,ck4p_msp,360,222,,,0.05
holdout,logistic,0.9666666666666667,0.9666295884315907,69,right,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.8972222222222221,0.8964347965467369,69,right,ck4p_msp,360,222,0.01666666666666666,0.016775352958515406,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,69,right,ck4p_msp,360,222,0.010393492741038724,0.010400659235583804,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,center,ck4,360,136,,,0.05
holdout,logistic,0.9833333333333333,0.9833287024173382,100,center,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9722222222222221,0.9721781706085476,100,center,ck4,360,136,0.015214515486254642,0.015276353161851493,0.05
5fold_grouped_cv,logistic,0.9805555555555557,0.9805357009173499,100,center,ck4,360,136,0.01416394309331329,0.014188789501230384,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,center,ck4_p,360,147,,,0.05
holdout,logistic,0.975,0.9749843652282677,100,center,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9722222222222221,0.9721781706085476,100,center,ck4_p,360,147,0.015214515486254642,0.015276353161851493,0.05
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,100,center,ck4_p,360,147,0.01416394309331329,0.014186894319585907,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,center,ck4_msp,360,211,,,0.05
holdout,logistic,1.0,1.0,100,center,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9694444444444444,0.969396638766626,100,center,ck4_msp,360,211,0.013608276348795453,0.013668200887569898,0.05
5fold_grouped_cv,logistic,1.0,1.0,100,center,ck4_msp,360,211,0.0,0.0,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,center,ck4p_msp,360,222,,,0.05
holdout,logistic,1.0,1.0,100,center,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9694444444444444,0.969396638766626,100,center,ck4p_msp,360,222,0.013608276348795453,0.013668200887569898,0.05
5fold_grouped_cv,logistic,1.0,1.0,100,center,ck4p_msp,360,222,0.0,0.0,0.05
holdout,nearest_centroid,0.9666666666666667,0.9666295884315907,100,jittered,ck4,360,136,,,0.05
holdout,logistic,0.975,0.9749982637683172,100,jittered,ck4,360,136,,,0.05
