length,local_mode,representation,noise_l2_mean,local_l2_mean,local_minus_noise_l2_mean,local_minus_noise_l2_ci_low,local_minus_noise_l2_ci_high,selective_sensitivity_ratio_mean,selective_sensitivity_ratio_ci_low,selective_sensitivity_ratio_ci_high,noise_cosine_mean,local_cosine_mean,n_features,density,avg_nnz_per_read,n_triplets,mutation_fraction
150,right,ck4_p,0.218821479071115,0.15224360964223396,-0.06657786942888103,-0.06978851269589129,-0.06350589263747379,0.7009324208571384,0.6888354962244774,0.7131742115158548,0.9758732206389,0.9883337701011697,147,0.6760015117157975,99.37222222222222,180,0.03
150,right,ck4_msp,0.21902141154581914,0.1526877737046967,-0.06633363784112245,-0.06950277984436885,-0.0632445997427465,0.702313872943746,0.6902164488385892,0.7148017195911515,0.9758297719119681,0.9882652778943165,211,0.7079252238020011,149.37222222222223,180,0.03
150,right,ck4p_msp,0.1788538680609652,0.12472198107580716,-0.05413188698515802,-0.056720204406157756,-0.051614179271335776,0.7025174570086087,0.6904147778935862,0.715054336886774,0.9838822955026936,0.9921701659498922,222,0.7178928928928929,159.37222222222223,180,0.03
69,center,ck4,0.4679329531182219,0.3490481220136758,-0.11888483110454617,-0.12699342709356806,-0.11033345005708176,0.7549003752969422,0.7406845696505004,0.7682262540253348,0.8890880188317491,0.938671882360006,136,0.381712962962963,51.912962962962965,180,0.05
69,center,ck4_p,0.33095854512928563,0.24698062798246043,-0.0839779171468252,-0.08970000868774759,-0.07791665073266635,0.7552215379245679,0.7410043939101565,0.7685676006130251,0.9445179650004639,0.9692947820519521,147,0.4211766187956664,61.912962962962965,180,0.05
69,center,ck4_msp,0.3314498923020628,0.24788706831163496,-0.08356282399042783,-0.08930811593741012,-0.07751405810137672,0.7568319114669498,0.742609077255776,0.7702524391860116,0.9443573780283872,0.9690700552741235,211,0.5303054239073196,111.89444444444445,180,0.05
69,center,ck4p_msp,0.27069287357383215,0.20253402474745752,-0.06815884882637459,-0.0728403754844142,-0.06320829061534904,0.7571497011854458,0.7429256854219407,0.770557580242944,0.9628875557419843,0.9793525974307152,222,0.549074074074074,121.89444444444445,180,0.05
69,jittered,ck4,0.46620887404970024,0.34514246697502216,-0.12106640707467806,-0.12730310893810293,-0.11423476752603692,0.7451475451513617,0.733328915262987,0.755654711355653,0.8904323267800461,0.9400635471637068,136,0.3815631808278867,51.89259259259259,180,0.05
69,jittered,ck4_p,0.329738027858726,0.24421779315638797,-0.08552023470233806,-0.08994974606399887,-0.0806808378821299,0.7454759523768311,0.7336491703944114,0.7560007475477079,0.9451902913612258,0.9699911235715986,147,0.4210380448475687,61.89259259259259,180,0.05
69,jittered,ck4_msp,0.3302015783850181,0.24528400200640899,-0.08491757637860914,-0.08930129020604016,-0.08002213302500877,0.7477042475101382,0.7358473018192974,0.7583783163271324,0.945037478445597,0.9697274390256232,211,0.5302966473582588,111.89259259259259,180,0.05
69,jittered,ck4p_msp,0.26967249346151206,0.20040743086468107,-0.06926506259683099,-0.07285558949314595,-0.06525720820241142,0.7480281155588895,0.7361336927151224,0.7587252830118926,0.9633410709445334,0.9797911926769122,222,0.5490657323990658,121.89259259259259,180,0.05
69,left,ck4,0.46435691792919775,0.3483324237652137,-0.1160244941639841,-0.1238711950304938,-0.10807911769040218,0.7589037480773588,0.7451120081227753,0.7743971507499917,0.8908472957107986,0.9389739128207617,136,0.38336056644880173,52.13703703703704,180,0.05
69,left,ck4_p,0.3284224727614219,0.24646653875140317,-0.08195593401001869,-0.0874984113136358,-0.07633653571431757,0.7592155122630383,0.7454138719026918,0.774688361336733,0.9453999488056192,0.9694480405944031,147,0.42270093222474175,62.13703703703704,180,0.05
69,left,ck4_msp,0.3288636877061649,0.247401443184542,-0.0814622445216229,-0.08700707436000885,-0.07585310518064708,0.7610222424495975,0.7472838446438766,0.7764016562541646,0.9452559486434768,0.9692166799758487,211,0.5314200456380551,112.12962962962963,180,0.05
69,left,ck4p_msp,0.2685752038098111,0.20213085289914592,-0.06644435091066514,-0.0709752670238921,-0.06187089135856991,0.7613303365299852,0.7475453119276219,0.7766894461923969,0.9634881663957979,0.9794518427732475,222,0.5501334668001334,122.12962962962963,180,0.05
69,right,ck4,0.46738398516127405,0.34745567670035304,-0.11992830846092105,-0.12769103925312786,-0.11231394628437259,0.7518342621249474,0.7379203069148099,0.7653032838775008,0.8894411076110024,0.9393060684983712,136,0.38252995642701526,52.02407407407407,180,0.05
69,right,ck4_p,0.3305707846735408,0.24582430565621813,-0.08474647901732271,-0.09022030095945922,-0.07934861705944286,0.7520581594448437,0.7382025760508807,0.765555835102865,0.9446947737228935,0.9696196557835467,147,0.42193247669438144,62.02407407407407,180,0.05
69,right,ck4_msp,0.3310516382190765,0.24674964826593357,-0.08430198995314298,-0.08974989010229908,-0.0788667345979282,0.7537570180542319,0.7396819649158575,0.7674631309471979,0.9445382549975538,0.9693907255758486,211,0.5308934526944006,112.01851851851852,180,0.05
69,right,ck4p_msp,0.2703680213649228,0.2015805644919184,-0.06878745687300433,-0.0732351746595497,-0.06433641819383976,0.7539779691010452,0.7398853850311837,0.7676857186072179,0.963008316609964,0.9795715647401397,222,0.549632966299633,122.01851851851852,180,0.05
100,center,ck4,0.4672339875754349,0.30747886012329817,-0.15975512745213674,-0.16658043549795248,-0.15286216988844298,0.66250279325354,0.650617606621475,0.6748548787019267,0.8900595390475552,0.9523613685908816,136,0.5074891067538126,69.01851851851852,180,0.05
100,center,ck4_p,0.33043840186216633,0.21753073407026252,-0.11290766779190385,-0.11774199412028537,-0.10801504777276048,0.6627303712878087,0.6508730260506241,0.6750654891753924,0.9450119151251519,0.9761565769350237,147,0.5375409423028471,79.01851851851852,180,0.05
100,center,ck4_msp,0.33081415249591417,0.21834816900328474,-0.11246598349262943,-0.11725499936102282,-0.10756760681753516,0.6644385188522275,0.6525839508244308,0.6766454439865166,0.9448885015151196,0.9759785873351337,211,0.6114621730735474,129.0185185185185,180,0.05
100,center,ck4p_msp,0.2701527177405444,0.1783701361676616,-0.09178258157288278,-0.09569938555635801,-0.08778494520280324,0.6646638239728305,0.6528295153895782,0.6768444743560369,0.9632470980776626,0.9839696533164777,222,0.6262095428762096,139.0185185185185,180,0.05
