sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,selective_sensitivity_ratio_valid,n_features,density,avg_nnz_per_read,mutation_fraction
L69_center_00020,69,center,ck4,0.9596449173246,0.9596449173246,0.28409534552822147,0.28409534552822147,0.0,1.0,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00021,69,center,ck4,0.9604431166873741,0.9604431166873739,0.2812716953858881,0.2812716953858881,0.0,1.0,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00022,69,center,ck4,0.9601920576192065,0.9517124787873453,0.2821628692113591,0.3107652529246299,0.02860238371327084,1.1013683472712552,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00023,69,center,ck4,0.9633432944855657,0.9629972151380479,0.27076449366353217,0.27203964733822067,0.0012751536746885006,1.0047094567586585,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00024,69,center,ck4,0.9583727150068313,0.9596449173246,0.28853868022561074,0.28409534552822147,-0.0044433346973892784,0.9846005579081633,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00025,69,center,ck4,0.9555992196282367,0.9540860164837833,0.2979959072596912,0.30303129711703564,0.005035389857344419,1.0168975134714058,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00026,69,center,ck4,0.9468085106382979,0.9565639062654548,0.3261640365267211,0.2947408819100097,-0.03142315461671141,0.9036584322682153,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00027,69,center,ck4,0.9609690621771019,0.9619483886713176,0.27939555409096345,0.275868125482748,-0.003527428608215477,0.9873747861890921,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00028,69,center,ck4,0.9646395433640246,0.9551788843281617,0.26593403932545157,0.2994031251401308,0.03346908581467922,1.125854839416475,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00029,69,center,ck4,0.965660780700906,0.9655068046526181,0.2620657142744694,0.2626526045840098,0.0005868903095403999,1.002239477648441,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00030,69,center,ck4,0.9567478404783818,0.9579478102131651,0.2941161658991838,0.2900075508907818,-0.004108615008402039,0.9860306386225286,True,136,0.38500816993464054,52.361111111111114,0.01
L69_center_00031,69,center,ck4,0.9555992196282368,0.9425910042369908,0.2979959072596913,0.3388480360368321,0.04085212877714084,1.137089563252088,True,136,0.38500816993464054,52.361111111111114,0.01
