representation,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,genus,length,condition,label_col
pseknc_k3_l3,logistic,119,4,67,0.2777777777777778,0.2723475355054302,within_genus_species,Candida,69,substitution_1pct_N_3pct,label
ncp_anf,logistic,119,4,276,0.2222222222222222,0.20928030303030304,within_genus_species,Candida,69,substitution_1pct_N_3pct,label
pseeiip,logistic,119,4,64,0.3055555555555556,0.29711024269847797,within_genus_species,Candida,69,substitution_1pct_N_3pct,label
ck4,logistic,93,2,136,0.75,0.6813008130081301,target_background,Candida,69,substitution_1pct_N_3pct,target_binary
ck4p_msp,logistic,93,2,222,0.6428571428571429,0.5906432748538011,target_background,Candida,69,substitution_1pct_N_3pct,target_binary
pseknc_k3_l3,logistic,93,2,67,0.5714285714285714,0.5087719298245614,target_background,Candida,69,substitution_1pct_N_3pct,target_binary
ncp_anf,logistic,93,2,276,0.42857142857142855,0.3,target_background,Candida,69,substitution_1pct_N_3pct,target_binary
pseeiip,logistic,93,2,64,0.5714285714285714,0.5087719298245614,target_background,Candida,69,substitution_1pct_N_3pct,target_binary
ck4,logistic,147,5,136,0.17777777777777778,0.15639097744360902,within_genus_species,Enterobacter,69,substitution_1pct_N_3pct,label
ck4p_msp,logistic,147,5,222,0.13333333333333333,0.11711119230300815,within_genus_species,Enterobacter,69,substitution_1pct_N_3pct,label
pseknc_k3_l3,logistic,147,5,67,0.2,0.20479876160990712,within_genus_species,Enterobacter,69,substitution_1pct_N_3pct,label
ncp_anf,logistic,147,5,276,0.15555555555555556,0.15543859649122807,within_genus_species,Enterobacter,69,substitution_1pct_N_3pct,label
pseeiip,logistic,147,5,64,0.15555555555555556,0.15816993464052287,within_genus_species,Enterobacter,69,substitution_1pct_N_3pct,label
ck4,logistic,90,2,136,0.7037037037037037,0.6823529411764706,target_background,Enterobacter,69,substitution_1pct_N_3pct,target_binary
ck4p_msp,logistic,90,2,222,0.5925925925925926,0.5714285714285714,target_background,Enterobacter,69,substitution_1pct_N_3pct,target_binary
pseknc_k3_l3,logistic,90,2,67,0.5925925925925926,0.5533834586466165,target_background,Enterobacter,69,substitution_1pct_N_3pct,target_binary
ncp_anf,logistic,90,2,276,0.7407407407407407,0.676923076923077,target_background,Enterobacter,69,substitution_1pct_N_3pct,target_binary
pseeiip,logistic,90,2,64,0.5925925925925926,0.5533834586466165,target_background,Enterobacter,69,substitution_1pct_N_3pct,target_binary
ck4,logistic,59,2,136,0.5555555555555556,0.5324675324675324,within_genus_species,Escherichia,69,substitution_1pct_N_3pct,label
ck4p_msp,logistic,59,2,222,0.5555555555555556,0.5324675324675324,within_genus_species,Escherichia,69,substitution_1pct_N_3pct,label
pseknc_k3_l3,logistic,59,2,67,0.5,0.4857142857142857,within_genus_species,Escherichia,69,substitution_1pct_N_3pct,label
ncp_anf,logistic,59,2,276,0.6111111111111112,0.609907120743034,within_genus_species,Escherichia,69,substitution_1pct_N_3pct,label
pseeiip,logistic,59,2,64,0.5555555555555556,0.5,within_genus_species,Escherichia,69,substitution_1pct_N_3pct,label
ck4,logistic,59,2,136,0.5555555555555556,0.5324675324675324,target_background,Escherichia,69,substitution_1pct_N_3pct,target_binary
ck4p_msp,logistic,59,2,222,0.5555555555555556,0.5324675324675324,target_background,Escherichia,69,substitution_1pct_N_3pct,target_binary
pseknc_k3_l3,logistic,59,2,67,0.5,0.4857142857142857,target_background,Escherichia,69,substitution_1pct_N_3pct,target_binary
ncp_anf,logistic,59,2,276,0.6111111111111112,0.609907120743034,target_background,Escherichia,69,substitution_1pct_N_3pct,target_binary
pseeiip,logistic,59,2,64,0.5555555555555556,0.5,target_background,Escherichia,69,substitution_1pct_N_3pct,target_binary
ck4,logistic,87,3,136,0.4074074074074074,0.4032608695652174,within_genus_species,Klebsiella,69,substitution_1pct_N_3pct,label
ck4p_msp,logistic,87,3,222,0.5185185185185185,0.5104761904761905,within_genus_species,Klebsiella,69,substitution_1pct_N_3pct,label
pseknc_k3_l3,logistic,87,3,67,0.4074074074074074,0.3670175438596491,within_genus_species,Klebsiella,69,substitution_1pct_N_3pct,label
ncp_anf,logistic,87,3,276,0.2222222222222222,0.21473429951690823,within_genus_species,Klebsiella,69,substitution_1pct_N_3pct,label
pseeiip,logistic,87,3,64,0.4444444444444444,0.42822966507177035,within_genus_species,Klebsiella,69,substitution_1pct_N_3pct,label
ck4,logistic,87,2,136,0.5185185185185185,0.5077138849929874,target_background,Klebsiella,69,substitution_1pct_N_3pct,target_binary
ck4p_msp,logistic,87,2,222,0.5925925925925926,0.5834502103786816,target_background,Klebsiella,69,substitution_1pct_N_3pct,target_binary
pseknc_k3_l3,logistic,87,2,67,0.48148148148148145,0.4441176470588235,target_background,Klebsiella,69,substitution_1pct_N_3pct,target_binary
ncp_anf,logistic,87,2,276,0.48148148148148145,0.4441176470588235,target_background,Klebsiella,69,substitution_1pct_N_3pct,target_binary
pseeiip,logistic,87,2,64,0.48148148148148145,0.4630681818181818,target_background,Klebsiella,69,substitution_1pct_N_3pct,target_binary
ck4,logistic,120,4,136,0.3055555555555556,0.2873228221054308,within_genus_species,Acinetobacter,75,clean,label
ck4p_msp,logistic,120,4,222,0.3055555555555556,0.296777950310559,within_genus_species,Acinetobacter,75,clean,label
pseknc_k3_l3,logistic,120,4,67,0.3333333333333333,0.33645510835913317,within_genus_species,Acinetobacter,75,clean,label
ncp_anf,logistic,120,4,300,0.25,0.2406798245614035,within_genus_species,Acinetobacter,75,clean,label
pseeiip,logistic,120,4,64,0.3055555555555556,0.31145510835913315,within_genus_species,Acinetobacter,75,clean,label
ck4,logistic,79,3,136,0.3333333333333333,0.34145021645021645,within_genus_species,Burkholderia,75,clean,label
ck4p_msp,logistic,79,3,222,0.3333333333333333,0.31011873117136274,within_genus_species,Burkholderia,75,clean,label
pseknc_k3_l3,logistic,79,3,67,0.4583333333333333,0.4709234120998827,within_genus_species,Burkholderia,75,clean,label
ncp_anf,logistic,79,3,300,0.25,0.22291021671826625,within_genus_species,Burkholderia,75,clean,label
pseeiip,logistic,79,3,64,0.4166666666666667,0.42577030812324934,within_genus_species,Burkholderia,75,clean,label
ck4,logistic,79,2,136,0.3333333333333333,0.28888888888888886,target_background,Burkholderia,75,clean,target_binary
ck4p_msp,logistic,79,2,222,0.5833333333333334,0.4957983193277311,target_background,Burkholderia,75,clean,target_binary
pseknc_k3_l3,logistic,79,2,67,0.5,0.4857142857142857,target_background,Burkholderia,75,clean,target_binary
ncp_anf,logistic,79,2,300,0.5416666666666666,0.4197802197802198,target_background,Burkholderia,75,clean,target_binary
pseeiip,logistic,79,2,64,0.5416666666666666,0.5208711433756805,target_background,Burkholderia,75,clean,target_binary
ck4,logistic,119,4,136,0.2777777777777778,0.25129399585921325,within_genus_species,Candida,75,clean,label
ck4p_msp,logistic,119,4,222,0.25,0.21237458193979933,within_genus_species,Candida,75,clean,label
pseknc_k3_l3,logistic,119,4,67,0.2777777777777778,0.27875816993464053,within_genus_species,Candida,75,clean,label
ncp_anf,logistic,119,4,300,0.3055555555555556,0.2806006493506494,within_genus_species,Candida,75,clean,label
pseeiip,logistic,119,4,64,0.25,0.25685160427807485,within_genus_species,Candida,75,clean,label
ck4,logistic,94,2,136,0.5862068965517241,0.5606060606060606,target_background,Candida,75,clean,target_binary
ck4p_msp,logistic,94,2,222,0.6206896551724138,0.6037267080745341,target_background,Candida,75,clean,target_binary
pseknc_k3_l3,logistic,94,2,67,0.5862068965517241,0.5421052631578948,target_background,Candida,75,clean,target_binary
ncp_anf,logistic,94,2,300,0.5517241379310345,0.49122807017543857,target_background,Candida,75,clean,target_binary
pseeiip,logistic,94,2,64,0.5862068965517241,0.5166666666666666,target_background,Candida,75,clean,target_binary
ck4,logistic,133,5,136,0.175,0.17899877899877897,within_genus_species,Enterobacter,75,clean,label
ck4p_msp,logistic,133,5,222,0.2,0.19354700854700851,within_genus_species,Enterobacter,75,clean,label
pseknc_k3_l3,logistic,133,5,67,0.225,0.23369700474963634,within_genus_species,Enterobacter,75,clean,label
ncp_anf,logistic,133,5,300,0.175,0.16249742002063983,within_genus_species,Enterobacter,75,clean,label
pseeiip,logistic,133,5,64,0.25,0.25587745587745586,within_genus_species,Enterobacter,75,clean,label
ck4,logistic,91,2,136,0.5,0.4269005847953216,target_background,Enterobacter,75,clean,target_binary
ck4p_msp,logistic,91,2,222,0.5357142857142857,0.4509803921568627,target_background,Enterobacter,75,clean,target_binary
pseknc_k3_l3,logistic,91,2,67,0.6071428571428571,0.5809523809523809,target_background,Enterobacter,75,clean,target_binary
ncp_anf,logistic,91,2,300,0.6071428571428571,0.49918699186991866,target_background,Enterobacter,75,clean,target_binary
pseeiip,logistic,91,2,64,0.5714285714285714,0.5508021390374331,target_background,Enterobacter,75,clean,target_binary
ck4,logistic,52,2,136,0.3125,0.2874493927125506,within_genus_species,Escherichia,75,clean,label
ck4p_msp,logistic,52,2,222,0.25,0.23809523809523808,within_genus_species,Escherichia,75,clean,label
pseknc_k3_l3,logistic,52,2,67,0.5,0.4920634920634921,within_genus_species,Escherichia,75,clean,label
ncp_anf,logistic,52,2,300,0.5625,0.45893719806763283,within_genus_species,Escherichia,75,clean,label
pseeiip,logistic,52,2,64,0.5625,0.5607843137254902,within_genus_species,Escherichia,75,clean,label
ck4,logistic,52,2,136,0.3125,0.2874493927125506,target_background,Escherichia,75,clean,target_binary
ck4p_msp,logistic,52,2,222,0.25,0.23809523809523808,target_background,Escherichia,75,clean,target_binary
pseknc_k3_l3,logistic,52,2,67,0.5,0.4920634920634921,target_background,Escherichia,75,clean,target_binary
ncp_anf,logistic,52,2,300,0.5625,0.45893719806763283,target_background,Escherichia,75,clean,target_binary
pseeiip,logistic,52,2,64,0.5625,0.5607843137254902,target_background,Escherichia,75,clean,target_binary
ck4,logistic,97,3,136,0.2,0.1809954751131222,within_genus_species,Klebsiella,75,clean,label
ck4p_msp,logistic,97,3,222,0.23333333333333334,0.2197318007662835,within_genus_species,Klebsiella,75,clean,label
pseknc_k3_l3,logistic,97,3,67,0.3,0.2868421052631579,within_genus_species,Klebsiella,75,clean,label
ncp_anf,logistic,97,3,300,0.23333333333333334,0.23350877192982455,within_genus_species,Klebsiella,75,clean,label
pseeiip,logistic,97,3,64,0.26666666666666666,0.26276742581090407,within_genus_species,Klebsiella,75,clean,label
ck4,logistic,88,2,136,0.6296296296296297,0.5833333333333333,target_background,Klebsiella,75,clean,target_binary
ck4p_msp,logistic,88,2,222,0.48148148148148145,0.4441176470588235,target_background,Klebsiella,75,clean,target_binary
pseknc_k3_l3,logistic,88,2,67,0.5185185185185185,0.4935064935064935,target_background,Klebsiella,75,clean,target_binary
ncp_anf,logistic,88,2,300,0.4444444444444444,0.35612082670906203,target_background,Klebsiella,75,clean,target_binary
pseeiip,logistic,88,2,64,0.5185185185185185,0.4935064935064935,target_background,Klebsiella,75,clean,target_binary
ck4,logistic,120,4,136,0.25,0.21122994652406418,within_genus_species,Acinetobacter,75,substitution_1pct,label
ck4p_msp,logistic,120,4,222,0.2777777777777778,0.24603174603174602,within_genus_species,Acinetobacter,75,substitution_1pct,label
pseknc_k3_l3,logistic,120,4,67,0.25,0.2548611111111111,within_genus_species,Acinetobacter,75,substitution_1pct,label
ncp_anf,logistic,120,4,300,0.25,0.25076117403483134,within_genus_species,Acinetobacter,75,substitution_1pct,label
pseeiip,logistic,120,4,64,0.2222222222222222,0.22633636788048553,within_genus_species,Acinetobacter,75,substitution_1pct,label
ck4,logistic,79,3,136,0.20833333333333334,0.2356060606060606,within_genus_species,Burkholderia,75,substitution_1pct,label
ck4p_msp,logistic,79,3,222,0.3333333333333333,0.3361111111111111,within_genus_species,Burkholderia,75,substitution_1pct,label
pseknc_k3_l3,logistic,79,3,67,0.4166666666666667,0.4196413608178314,within_genus_species,Burkholderia,75,substitution_1pct,label
ncp_anf,logistic,79,3,300,0.20833333333333334,0.1895424836601307,within_genus_species,Burkholderia,75,substitution_1pct,label
pseeiip,logistic,79,3,64,0.4583333333333333,0.45964052287581697,within_genus_species,Burkholderia,75,substitution_1pct,label
ck4,logistic,79,2,136,0.4166666666666667,0.34375,target_background,Burkholderia,75,substitution_1pct,target_binary
ck4p_msp,logistic,79,2,222,0.4583333333333333,0.4079696394686907,target_background,Burkholderia,75,substitution_1pct,target_binary
pseknc_k3_l3,logistic,79,2,67,0.4583333333333333,0.3696969696969697,target_background,Burkholderia,75,substitution_1pct,target_binary
ncp_anf,logistic,79,2,300,0.5,0.39495798319327735,target_background,Burkholderia,75,substitution_1pct,target_binary
pseeiip,logistic,79,2,64,0.4583333333333333,0.3696969696969697,target_background,Burkholderia,75,substitution_1pct,target_binary
ck4,logistic,119,4,136,0.19444444444444445,0.17103729603729603,within_genus_species,Candida,75,substitution_1pct,label
ck4p_msp,logistic,119,4,222,0.2222222222222222,0.19298245614035087,within_genus_species,Candida,75,substitution_1pct,label
pseknc_k3_l3,logistic,119,4,67,0.2222222222222222,0.20929487179487177,within_genus_species,Candida,75,substitution_1pct,label
ncp_anf,logistic,119,4,300,0.3055555555555556,0.2613871635610766,within_genus_species,Candida,75,substitution_1pct,label
pseeiip,logistic,119,4,64,0.19444444444444445,0.19193764462306662,within_genus_species,Candida,75,substitution_1pct,label
ck4,logistic,94,2,136,0.5172413793103449,0.4361111111111111,target_background,Candida,75,substitution_1pct,target_binary
ck4p_msp,logistic,94,2,222,0.5517241379310345,0.49122807017543857,target_background,Candida,75,substitution_1pct,target_binary
pseknc_k3_l3,logistic,94,2,67,0.5862068965517241,0.5166666666666666,target_background,Candida,75,substitution_1pct,target_binary
ncp_anf,logistic,94,2,300,0.6206896551724138,0.5423242467718795,target_background,Candida,75,substitution_1pct,target_binary
pseeiip,logistic,94,2,64,0.5862068965517241,0.5166666666666666,target_background,Candida,75,substitution_1pct,target_binary
ck4,logistic,133,5,136,0.15,0.13741552565081977,within_genus_species,Enterobacter,75,substitution_1pct,label
ck4p_msp,logistic,133,5,222,0.25,0.22177871148459385,within_genus_species,Enterobacter,75,substitution_1pct,label
pseknc_k3_l3,logistic,133,5,67,0.225,0.213921568627451,within_genus_species,Enterobacter,75,substitution_1pct,label
ncp_anf,logistic,133,5,300,0.225,0.2220903010033445,within_genus_species,Enterobacter,75,substitution_1pct,label
pseeiip,logistic,133,5,64,0.2,0.2141414141414141,within_genus_species,Enterobacter,75,substitution_1pct,label
ck4,logistic,91,2,136,0.5357142857142857,0.4509803921568627,target_background,Enterobacter,75,substitution_1pct,target_binary
ck4p_msp,logistic,91,2,222,0.6071428571428571,0.49918699186991866,target_background,Enterobacter,75,substitution_1pct,target_binary
pseknc_k3_l3,logistic,91,2,67,0.6785714285714286,0.6571428571428571,target_background,Enterobacter,75,substitution_1pct,target_binary
ncp_anf,logistic,91,2,300,0.5714285714285714,0.475,target_background,Enterobacter,75,substitution_1pct,target_binary
pseeiip,logistic,91,2,64,0.6785714285714286,0.6415362731152205,target_background,Enterobacter,75,substitution_1pct,target_binary
ck4,logistic,52,2,136,0.375,0.375,within_genus_species,Escherichia,75,substitution_1pct,label
ck4p_msp,logistic,52,2,222,0.3125,0.30980392156862746,within_genus_species,Escherichia,75,substitution_1pct,label
pseknc_k3_l3,logistic,52,2,67,0.5,0.4920634920634921,within_genus_species,Escherichia,75,substitution_1pct,label
ncp_anf,logistic,52,2,300,0.625,0.5636363636363637,within_genus_species,Escherichia,75,substitution_1pct,label
pseeiip,logistic,52,2,64,0.5625,0.5607843137254902,within_genus_species,Escherichia,75,substitution_1pct,label
ck4,logistic,52,2,136,0.375,0.375,target_background,Escherichia,75,substitution_1pct,target_binary
ck4p_msp,logistic,52,2,222,0.3125,0.30980392156862746,target_background,Escherichia,75,substitution_1pct,target_binary
pseknc_k3_l3,logistic,52,2,67,0.5,0.4920634920634921,target_background,Escherichia,75,substitution_1pct,target_binary
ncp_anf,logistic,52,2,300,0.625,0.5636363636363637,target_background,Escherichia,75,substitution_1pct,target_binary
pseeiip,logistic,52,2,64,0.5625,0.5607843137254902,target_background,Escherichia,75,substitution_1pct,target_binary
ck4,logistic,97,3,136,0.2,0.19806763285024154,within_genus_species,Klebsiella,75,substitution_1pct,label
ck4p_msp,logistic,97,3,222,0.13333333333333333,0.11658456486042694,within_genus_species,Klebsiella,75,substitution_1pct,label
pseknc_k3_l3,logistic,97,3,67,0.4,0.39999999999999997,within_genus_species,Klebsiella,75,substitution_1pct,label
ncp_anf,logistic,97,3,300,0.23333333333333334,0.22021116138763197,within_genus_species,Klebsiella,75,substitution_1pct,label
pseeiip,logistic,97,3,64,0.4,0.39999999999999997,within_genus_species,Klebsiella,75,substitution_1pct,label
ck4,logistic,88,2,136,0.5185185185185185,0.39999999999999997,target_background,Klebsiella,75,substitution_1pct,target_binary
ck4p_msp,logistic,88,2,222,0.5185185185185185,0.47218045112781953,target_background,Klebsiella,75,substitution_1pct,target_binary
pseknc_k3_l3,logistic,88,2,67,0.4444444444444444,0.4319775596072931,target_background,Klebsiella,75,substitution_1pct,target_binary
ncp_anf,logistic,88,2,300,0.5555555555555556,0.46710526315789475,target_background,Klebsiella,75,substitution_1pct,target_binary
pseeiip,logistic,88,2,64,0.4444444444444444,0.4319775596072931,target_background,Klebsiella,75,substitution_1pct,target_binary
ck4,logistic,120,4,136,0.3055555555555556,0.30241327300150833,within_genus_species,Acinetobacter,75,N_3pct,label
ck4p_msp,logistic,120,4,222,0.3055555555555556,0.2992372234935164,within_genus_species,Acinetobacter,75,N_3pct,label
pseknc_k3_l3,logistic,120,4,67,0.3055555555555556,0.2860766045548654,within_genus_species,Acinetobacter,75,N_3pct,label
ncp_anf,logistic,120,4,300,0.25,0.24560439560439562,within_genus_species,Acinetobacter,75,N_3pct,label
pseeiip,logistic,120,4,64,0.3055555555555556,0.29924242424242425,within_genus_species,Acinetobacter,75,N_3pct,label
ck4,logistic,79,3,136,0.375,0.37319624819624825,within_genus_species,Burkholderia,75,N_3pct,label
ck4p_msp,logistic,79,3,222,0.3333333333333333,0.3462184873949579,within_genus_species,Burkholderia,75,N_3pct,label
pseknc_k3_l3,logistic,79,3,67,0.4166666666666667,0.42063492063492064,within_genus_species,Burkholderia,75,N_3pct,label
ncp_anf,logistic,79,3,300,0.25,0.20454545454545456,within_genus_species,Burkholderia,75,N_3pct,label
pseeiip,logistic,79,3,64,0.4166666666666667,0.4173669467787115,within_genus_species,Burkholderia,75,N_3pct,label
ck4,logistic,79,2,136,0.375,0.2727272727272727,target_background,Burkholderia,75,N_3pct,target_binary
ck4p_msp,logistic,79,2,222,0.4583333333333333,0.4079696394686907,target_background,Burkholderia,75,N_3pct,target_binary
pseknc_k3_l3,logistic,79,2,67,0.5416666666666666,0.5208711433756805,target_background,Burkholderia,75,N_3pct,target_binary
ncp_anf,logistic,79,2,300,0.5,0.39495798319327735,target_background,Burkholderia,75,N_3pct,target_binary
pseeiip,logistic,79,2,64,0.5416666666666666,0.5208711433756805,target_background,Burkholderia,75,N_3pct,target_binary
ck4,logistic,119,4,136,0.2222222222222222,0.21596491228070175,within_genus_species,Candida,75,N_3pct,label
ck4p_msp,logistic,119,4,222,0.25,0.23833333333333334,within_genus_species,Candida,75,N_3pct,label
pseknc_k3_l3,logistic,119,4,67,0.3611111111111111,0.36164596273291927,within_genus_species,Candida,75,N_3pct,label
ncp_anf,logistic,119,4,300,0.4722222222222222,0.41768065268065274,within_genus_species,Candida,75,N_3pct,label
pseeiip,logistic,119,4,64,0.3333333333333333,0.3225649350649351,within_genus_species,Candida,75,N_3pct,label
ck4,logistic,94,2,136,0.41379310344827586,0.3875776397515528,target_background,Candida,75,N_3pct,target_binary
ck4p_msp,logistic,94,2,222,0.6551724137931034,0.618421052631579,target_background,Candida,75,N_3pct,target_binary
pseknc_k3_l3,logistic,94,2,67,0.5862068965517241,0.5421052631578948,target_background,Candida,75,N_3pct,target_binary
ncp_anf,logistic,94,2,300,0.5172413793103449,0.4361111111111111,target_background,Candida,75,N_3pct,target_binary
pseeiip,logistic,94,2,64,0.5862068965517241,0.5421052631578948,target_background,Candida,75,N_3pct,target_binary
ck4,logistic,133,5,136,0.125,0.10574534161490683,within_genus_species,Enterobacter,75,N_3pct,label
ck4p_msp,logistic,133,5,222,0.15,0.1433333333333333,within_genus_species,Enterobacter,75,N_3pct,label
pseknc_k3_l3,logistic,133,5,67,0.15,0.15092276144907724,within_genus_species,Enterobacter,75,N_3pct,label
ncp_anf,logistic,133,5,300,0.275,0.23621693121693124,within_genus_species,Enterobacter,75,N_3pct,label
pseeiip,logistic,133,5,64,0.175,0.1766810966810967,within_genus_species,Enterobacter,75,N_3pct,label
ck4,logistic,91,2,136,0.5357142857142857,0.4822190611664296,target_background,Enterobacter,75,N_3pct,target_binary
ck4p_msp,logistic,91,2,222,0.5714285714285714,0.5087719298245614,target_background,Enterobacter,75,N_3pct,target_binary
pseknc_k3_l3,logistic,91,2,67,0.6071428571428571,0.5354449472096531,target_background,Enterobacter,75,N_3pct,target_binary
ncp_anf,logistic,91,2,300,0.6785714285714286,0.6199095022624435,target_background,Enterobacter,75,N_3pct,target_binary
pseeiip,logistic,91,2,64,0.5714285714285714,0.5087719298245614,target_background,Enterobacter,75,N_3pct,target_binary
ck4,logistic,52,2,136,0.5,0.4920634920634921,within_genus_species,Escherichia,75,N_3pct,label
ck4p_msp,logistic,52,2,222,0.5,0.4920634920634921,within_genus_species,Escherichia,75,N_3pct,label
pseknc_k3_l3,logistic,52,2,67,0.375,0.375,within_genus_species,Escherichia,75,N_3pct,label
ncp_anf,logistic,52,2,300,0.5,0.3333333333333333,within_genus_species,Escherichia,75,N_3pct,label
pseeiip,logistic,52,2,64,0.375,0.375,within_genus_species,Escherichia,75,N_3pct,label
ck4,logistic,52,2,136,0.5,0.4920634920634921,target_background,Escherichia,75,N_3pct,target_binary
ck4p_msp,logistic,52,2,222,0.5,0.4920634920634921,target_background,Escherichia,75,N_3pct,target_binary
pseknc_k3_l3,logistic,52,2,67,0.375,0.375,target_background,Escherichia,75,N_3pct,target_binary
ncp_anf,logistic,52,2,300,0.5,0.3333333333333333,target_background,Escherichia,75,N_3pct,target_binary
pseeiip,logistic,52,2,64,0.375,0.375,target_background,Escherichia,75,N_3pct,target_binary
ck4,logistic,97,3,136,0.26666666666666666,0.2754208754208754,within_genus_species,Klebsiella,75,N_3pct,label
ck4p_msp,logistic,97,3,222,0.2,0.2123456790123457,within_genus_species,Klebsiella,75,N_3pct,label
pseknc_k3_l3,logistic,97,3,67,0.3,0.3052801084837698,within_genus_species,Klebsiella,75,N_3pct,label
ncp_anf,logistic,97,3,300,0.23333333333333334,0.2181139122315593,within_genus_species,Klebsiella,75,N_3pct,label
pseeiip,logistic,97,3,64,0.3,0.29067767457860333,within_genus_species,Klebsiella,75,N_3pct,label
ck4,logistic,88,2,136,0.4074074074074074,0.33333333333333337,target_background,Klebsiella,75,N_3pct,target_binary
ck4p_msp,logistic,88,2,222,0.5185185185185185,0.47218045112781953,target_background,Klebsiella,75,N_3pct,target_binary
pseknc_k3_l3,logistic,88,2,67,0.4444444444444444,0.41558441558441556,target_background,Klebsiella,75,N_3pct,target_binary
ncp_anf,logistic,88,2,300,0.5185185185185185,0.39999999999999997,target_background,Klebsiella,75,N_3pct,target_binary
pseeiip,logistic,88,2,64,0.4444444444444444,0.41558441558441556,target_background,Klebsiella,75,N_3pct,target_binary
ck4,logistic,120,4,136,0.3333333333333333,0.314762443438914,within_genus_species,Acinetobacter,75,trim_5bp,label
ck4p_msp,logistic,120,4,222,0.3333333333333333,0.3140543666859456,within_genus_species,Acinetobacter,75,trim_5bp,label
pseknc_k3_l3,logistic,120,4,67,0.2777777777777778,0.28765352294764057,within_genus_species,Acinetobacter,75,trim_5bp,label
ncp_anf,logistic,120,4,300,0.16666666666666666,0.16316176470588237,within_genus_species,Acinetobacter,75,trim_5bp,label
pseeiip,logistic,120,4,64,0.25,0.2532996894409938,within_genus_species,Acinetobacter,75,trim_5bp,label
ck4,logistic,79,3,136,0.3333333333333333,0.34145021645021645,within_genus_species,Burkholderia,75,trim_5bp,label
ck4p_msp,logistic,79,3,222,0.3333333333333333,0.31876750700280115,within_genus_species,Burkholderia,75,trim_5bp,label
pseknc_k3_l3,logistic,79,3,67,0.4583333333333333,0.446031746031746,within_genus_species,Burkholderia,75,trim_5bp,label
ncp_anf,logistic,79,3,300,0.2916666666666667,0.24444444444444446,within_genus_species,Burkholderia,75,trim_5bp,label
pseeiip,logistic,79,3,64,0.4583333333333333,0.446031746031746,within_genus_species,Burkholderia,75,trim_5bp,label
ck4,logistic,79,2,136,0.5416666666666666,0.4666666666666667,target_background,Burkholderia,75,trim_5bp,target_binary
ck4p_msp,logistic,79,2,222,0.4583333333333333,0.4337568058076225,target_background,Burkholderia,75,trim_5bp,target_binary
pseknc_k3_l3,logistic,79,2,67,0.5833333333333334,0.5555555555555556,target_background,Burkholderia,75,trim_5bp,target_binary
ncp_anf,logistic,79,2,300,0.5,0.39495798319327735,target_background,Burkholderia,75,trim_5bp,target_binary
pseeiip,logistic,79,2,64,0.5416666666666666,0.5208711433756805,target_background,Burkholderia,75,trim_5bp,target_binary
ck4,logistic,119,4,136,0.2222222222222222,0.23333712995847872,within_genus_species,Candida,75,trim_5bp,label
ck4p_msp,logistic,119,4,222,0.1388888888888889,0.11142857142857143,within_genus_species,Candida,75,trim_5bp,label
pseknc_k3_l3,logistic,119,4,67,0.19444444444444445,0.19543650793650794,within_genus_species,Candida,75,trim_5bp,label
ncp_anf,logistic,119,4,300,0.25,0.23100414078674947,within_genus_species,Candida,75,trim_5bp,label
pseeiip,logistic,119,4,64,0.19444444444444445,0.19585913312693498,within_genus_species,Candida,75,trim_5bp,label
ck4,logistic,94,2,136,0.5172413793103449,0.46578947368421053,target_background,Candida,75,trim_5bp,target_binary
ck4p_msp,logistic,94,2,222,0.4827586206896552,0.41295546558704455,target_background,Candida,75,trim_5bp,target_binary
pseknc_k3_l3,logistic,94,2,67,0.5172413793103449,0.4361111111111111,target_background,Candida,75,trim_5bp,target_binary
ncp_anf,logistic,94,2,300,0.5517241379310345,0.49122807017543857,target_background,Candida,75,trim_5bp,target_binary
pseeiip,logistic,94,2,64,0.5517241379310345,0.45911047345767575,target_background,Candida,75,trim_5bp,target_binary
ck4,logistic,133,5,136,0.225,0.21620782726045878,within_genus_species,Enterobacter,75,trim_5bp,label
ck4p_msp,logistic,133,5,222,0.25,0.23898978214767688,within_genus_species,Enterobacter,75,trim_5bp,label
pseknc_k3_l3,logistic,133,5,67,0.2,0.2035552682611506,within_genus_species,Enterobacter,75,trim_5bp,label
ncp_anf,logistic,133,5,300,0.2,0.18969696969696967,within_genus_species,Enterobacter,75,trim_5bp,label
pseeiip,logistic,133,5,64,0.2,0.19902319902319904,within_genus_species,Enterobacter,75,trim_5bp,label
ck4,logistic,91,2,136,0.4642857142857143,0.40256045519203415,target_background,Enterobacter,75,trim_5bp,target_binary
ck4p_msp,logistic,91,2,222,0.42857142857142855,0.3,target_background,Enterobacter,75,trim_5bp,target_binary
pseknc_k3_l3,logistic,91,2,67,0.6071428571428571,0.5809523809523809,target_background,Enterobacter,75,trim_5bp,target_binary
ncp_anf,logistic,91,2,300,0.6428571428571429,0.5625,target_background,Enterobacter,75,trim_5bp,target_binary
pseeiip,logistic,91,2,64,0.5714285714285714,0.5508021390374331,target_background,Enterobacter,75,trim_5bp,target_binary
ck4,logistic,52,2,136,0.375,0.36507936507936506,within_genus_species,Escherichia,75,trim_5bp,label
ck4p_msp,logistic,52,2,222,0.375,0.36507936507936506,within_genus_species,Escherichia,75,trim_5bp,label
pseknc_k3_l3,logistic,52,2,67,0.4375,0.41700404858299595,within_genus_species,Escherichia,75,trim_5bp,label
