retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
1.0,0.9693591708968774,0.9346617119069114,0.23853811608875197,0.36149214735165686,0.20540179225757937,1.0,69,substitution_1pct_N_3pct,pseeiip,400,64,0.57806640625,36.99625
1.0,0.9829511411871179,0.9428257824790742,0.1256998926803363,0.33815312007264076,0.35321831597240533,1.0,69,short_indel,ck4,400,136,0.35397977941176473,48.14125
1.0,0.9942794058052058,0.9808874545842629,0.07284528536842053,0.19551122697331103,0.11987567689202454,1.0,69,short_indel,ck4p_msp,400,222,0.5320439189189189,118.11375
1.0,0.9956612014258126,0.9851130059375598,0.06306869070493555,0.17254912322849736,0.11525483317710766,1.0,69,short_indel,pseknc_k3_l3,400,67,0.6102611940298508,40.8875
0.8725,0.8791021573399058,0.5634478618342751,0.32728283208107967,0.9344004546418875,0.23410489590706693,0.8725,69,short_indel,ncp_anf,400,276,0.6197735507246377,171.0575
1.0,0.9918945548345113,0.9703422763279124,0.08555604801650002,0.24354761463222444,0.2212176291210026,1.0,69,short_indel,pseeiip,400,64,0.5919921875,37.8875
1.0,0.9199318537064762,0.8914811624408966,0.397342239896548,0.4658730245155159,0.30054446470716434,1.0,69,local_mismatch_6bp,ck4,400,136,0.3569485294117647,48.545
1.0,0.9729934089511849,0.9635943284241725,0.2308044479529724,0.26983511452550474,0.10203219027878287,1.0,69,local_mismatch_6bp,ck4p_msp,400,222,0.5338738738738739,118.52
1.0,0.9731777424793261,0.9606693442565294,0.22961615380737652,0.2804660263416208,0.09484159142467613,1.0,69,local_mismatch_6bp,pseknc_k3_l3,400,67,0.6164925373134328,41.305
1.0,0.9442928626271828,0.9351943540917125,0.333405800941876,0.36001564827047067,0.2983081223269894,1.0,69,local_mismatch_6bp,ncp_anf,400,276,0.6206521739130435,171.3
1.0,0.9486445539840989,0.9239689304801088,0.31698781012169397,0.3899514497009688,0.18335855027981068,1.0,69,local_mismatch_6bp,pseeiip,400,64,0.598515625,38.305
1.0,0.9783545760776533,0.9275664674344277,0.14462129813227548,0.3806140221322291,0.3448120438980867,1.0,75,substitution_1pct,ck4,400,136,0.3750735294117647,51.01
1.0,0.9927556377933894,0.9757882055372208,0.08369045382375305,0.22005357853730986,0.11697893469374017,1.0,75,substitution_1pct,ck4p_msp,400,222,0.5450056306306307,120.99125
1.0,0.9941005838740221,0.9801062814446164,0.075676490404334,0.19946679421106217,0.10786655978183166,1.0,75,substitution_1pct,pseknc_k3_l3,400,67,0.6382462686567164,42.7625
1.0,0.9937992415873248,0.9803882325013558,0.07803292507983256,0.19804932438075787,0.3487707205064854,1.0,75,substitution_1pct,ncp_anf,400,300,0.6256083333333333,187.6825
1.0,0.9884874199720456,0.9616216625601293,0.10544385092809172,0.2770498892686874,0.20855377400159775,1.0,75,substitution_1pct,pseeiip,400,64,0.6212890625,39.7625
1.0,0.9692444774013729,0.9561515174025562,0.24545999674457394,0.29613637626943773,0.3439593208111169,1.0,75,N_3pct,ck4,400,136,0.36046875,49.02375
1.0,0.9888846962707208,0.9843502774509517,0.1478615629187687,0.176916458302038,0.11684722267228541,1.0,75,N_3pct,ck4p_msp,400,222,0.5533783783783783,122.85
1.0,0.9912478750431799,0.9870712601989463,0.13103875121828834,0.16080258683852616,0.10426945178141506,1.0,75,N_3pct,pseknc_k3_l3,400,67,0.6242910447761194,41.8275
1.0,0.9868376139790854,0.9772405520362051,0.15956262352918135,0.2133510955444774,0.3491471376265905,1.0,75,N_3pct,ncp_anf,400,300,0.6205583333333333,186.1675
1.0,0.9836751348525127,0.9738624041843164,0.1781933477898208,0.22863731199266218,0.2083527069383243,1.0,75,N_3pct,pseeiip,400,64,0.6066796875,38.8275
1.0,0.9799477189797813,0.9736702254178108,0.19894894288025902,0.2294766854483923,0.3498258637492954,1.0,75,trim_5bp,ck4,400,136,0.3649356617647059,49.63125
1.0,0.9929438284128048,0.9907515793432173,0.11806396042787616,0.13600308689102442,0.11832075288348562,1.0,75,trim_5bp,ck4p_msp,400,222,0.5387443693693694,119.60125
1.0,0.9926515185537326,0.9890691199969617,0.12020221067528954,0.14785722753411146,0.10918872768975313,1.0,75,trim_5bp,pseknc_k3_l3,400,67,0.6247201492537313,41.85625
1.0,0.9674587724672205,0.9527414120319516,0.2531763804142641,0.30743645095718086,0.3380869058218192,1.0,75,trim_5bp,ncp_anf,400,300,0.613125,183.9375
1.0,0.9860378059919188,0.9786798244895227,0.16496667026430725,0.20649534556879276,0.2083724003543614,1.0,75,trim_5bp,pseeiip,400,64,0.60712890625,38.85625
1.0,0.9454727411052439,0.8820567948835858,0.3180832929534827,0.4856805827096596,0.32145183979012953,1.0,75,substitution_1pct_N_3pct,ck4,400,136,0.36078125,49.06625
1.0,0.9809389827363972,0.959824139640972,0.1887246134570495,0.2834627203967998,0.10919592610448099,1.0,75,substitution_1pct_N_3pct,ck4p_msp,400,222,0.5538626126126126,122.9575
1.0,0.9850903556105105,0.9695042295450343,0.16718527209263073,0.24696465128913195,0.09865048322095156,1.0,75,substitution_1pct_N_3pct,pseknc_k3_l3,400,67,0.6258582089552239,41.9325
1.0,0.9802472163108124,0.9646348289946804,0.1940356066081651,0.2659511920683382,0.34166107199706075,1.0,75,substitution_1pct_N_3pct,ncp_anf,400,300,0.6204916666666667,186.1475
