task,representation,length,condition,n,paired_cosine_mean,paired_cosine_median,paired_cosine_p05,l2_delta_mean,l2_delta_p95,group,classifier,n_classes,accuracy,macro_f1,auroc
close_relative_target_binary,spaced_kmer_phase,125,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.6111111111111112,0.609907120743034,0.5185185185185186
close_relative_species,spaced_kmer_phase,125,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.1111111111111111,0.10833333333333334,
close_relative_species,spaced_kmer_phase,125,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.3333333333333333,0.3296172426607209,
close_relative_target_binary,spaced_kmer_phase,125,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.654320987654321
close_relative_target_binary,spaced_kmer_phase,125,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.7777777777777778,0.7107142857142856,0.7654320987654321
rc_consistency,spaced_kmer_phase,150,reverse_complement,1680,0.7690335525081123,0.7717592834579869,0.7106970381578313,,,close_relative_wgs,,,,,
perturbation_stability,spaced_kmer_phase,150,N_3pct,1680,0.9905308573007712,,0.9877036513989365,0.1370391747093431,0.15682058921565123,close_relative_wgs,,,,,
perturbation_stability,spaced_kmer_phase,150,substitution_1pct,1680,0.9961710721888554,,0.9899471263540525,0.07399678131653722,0.14179473559911537,close_relative_wgs,,,,,
close_relative_species,spaced_kmer_phase,150,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.27579334365325076,
close_relative_species,spaced_kmer_phase,150,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.25049019607843137,
close_relative_species,spaced_kmer_phase,150,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4074074074074074,0.38690476190476186,
close_relative_species,spaced_kmer_phase,150,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.4074074074074074,0.38690476190476186,
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.4444444444444444,0.41558441558441556,0.42592592592592593
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.4444444444444444,0.39097744360902253,0.4444444444444444
close_relative_species,spaced_kmer_phase,150,clean,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.24613003095975233,
close_relative_species,spaced_kmer_phase,150,clean,120,,,,,,Candida,logistic_regression,4.0,0.3611111111111111,0.3355448717948718,
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.39097744360902253,0.4320987654320988
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Candida,logistic_regression,2.0,0.5185185185185185,0.4419713831478538,0.49382716049382713
close_relative_species,spaced_kmer_phase,150,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.15743589743589742,
close_relative_species,spaced_kmer_phase,150,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.1937719298245614,
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6296296296296297,0.5178571428571428,0.5555555555555556
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.7037037037037037,0.5714285714285714,0.6111111111111112
close_relative_species,spaced_kmer_phase,150,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4375,0.45679012345679015
close_relative_species,spaced_kmer_phase,150,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.5555555555555556,0.48148148148148145
close_relative_target_binary,spaced_kmer_phase,150,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.3333333333333333,0.325,0.4320987654320988
close_relative_target_binary,spaced_kmer_phase,150,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.4691358024691358
close_relative_species,spaced_kmer_phase,150,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2222222222222222,0.22875816993464052,
close_relative_species,spaced_kmer_phase,150,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.25925925925925924,0.25146198830409355,
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.4074074074074074,0.4,0.23765432098765432
close_relative_target_binary,spaced_kmer_phase,150,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.4074074074074074,0.3647058823529412,0.25925925925925924
close_relative_species,spaced_kmer_phase,150,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.27710913312693497,
close_relative_species,spaced_kmer_phase,150,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.25087719298245614,
close_relative_species,spaced_kmer_phase,150,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4444444444444444,0.4146825396825397,
close_relative_species,spaced_kmer_phase,150,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.3333333333333333,0.3174603174603175,
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.48148148148148145,0.4441176470588235,0.4320987654320988
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.4444444444444444,0.39097744360902253,0.43209876543209874
close_relative_species,spaced_kmer_phase,150,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.23169191919191917,
close_relative_species,spaced_kmer_phase,150,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3333333333333333,0.3168067226890756,
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.37037037037037035,0.30977443609022554,0.4382716049382716
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5555555555555556,0.46710526315789475,0.4814814814814815
close_relative_species,spaced_kmer_phase,150,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.15555555555555556,0.14978354978354977,
close_relative_species,spaced_kmer_phase,150,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.15555555555555556,0.14782805429864251,
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6666666666666666,0.5440900562851783,0.5401234567901234
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.5493827160493827
close_relative_species,spaced_kmer_phase,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4857142857142857,0.46296296296296297
close_relative_species,spaced_kmer_phase,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.55,0.4567901234567901
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.3888888888888889,0.38699690402476783,0.4074074074074074
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.4444444444444445
close_relative_species,spaced_kmer_phase,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.2568627450980392,
close_relative_species,spaced_kmer_phase,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.3333333333333333,0.32049486461251164,
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.4444444444444444,0.4319775596072931,0.2716049382716049
close_relative_target_binary,spaced_kmer_phase,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.4074074074074074,0.3647058823529412,0.32098765432098764
rc_consistency,spaced_kmer_phase,300,reverse_complement,1680,0.7721744293973095,0.7729445557442929,0.7321186428640052,,,close_relative_wgs,,,,,
perturbation_stability,spaced_kmer_phase,300,N_3pct,1680,0.9892993868744431,,0.9871169018678223,0.146009880412679,0.16051852299474348,close_relative_wgs,,,,,
perturbation_stability,spaced_kmer_phase,300,substitution_1pct,1680,0.9962576673693431,,0.9919983494184318,0.08055555081912164,0.1265041205666241,close_relative_wgs,,,,,
close_relative_species,spaced_kmer_phase,300,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.19444444444444445,0.18774509803921569,
close_relative_species,spaced_kmer_phase,300,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.3055555555555556,0.30919946926138875,
close_relative_species,spaced_kmer_phase,300,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.48148148148148145,0.47827084049994273,
close_relative_species,spaced_kmer_phase,300,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.37105836486641436,
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6666666666666666,0.5440900562851783,0.6358024691358024
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.6419753086419753
close_relative_species,spaced_kmer_phase,300,clean,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.2286967418546366,
close_relative_species,spaced_kmer_phase,300,clean,120,,,,,,Candida,logistic_regression,4.0,0.2777777777777778,0.2824675324675324,
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Candida,nearest_centroid,2.0,0.6666666666666666,0.4,0.462962962962963
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Candida,logistic_regression,2.0,0.6296296296296297,0.38636363636363635,0.4012345679012346
close_relative_species,spaced_kmer_phase,300,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.15555555555555556,0.15198412698412697,
close_relative_species,spaced_kmer_phase,300,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.17777777777777778,0.17544860368389778,
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.5235294117647059,0.5432098765432098
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.5533834586466165,0.5925925925925926
close_relative_species,spaced_kmer_phase,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6111111111111112,0.6,0.2962962962962963
close_relative_species,spaced_kmer_phase,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4857142857142857,0.345679012345679
close_relative_target_binary,spaced_kmer_phase,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.55,0.48148148148148145
close_relative_target_binary,spaced_kmer_phase,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.6296296296296295
close_relative_species,spaced_kmer_phase,300,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.29074074074074074,
close_relative_species,spaced_kmer_phase,300,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.3333333333333333,0.3289473684210526,
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.4862579281183932,0.47530864197530864
close_relative_target_binary,spaced_kmer_phase,300,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.4862579281183932,0.3950617283950617
close_relative_species,spaced_kmer_phase,300,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.2236111111111111,
close_relative_species,spaced_kmer_phase,300,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.23289473684210527,
close_relative_species,spaced_kmer_phase,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4444444444444444,0.4411764705882353,
close_relative_species,spaced_kmer_phase,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.4444444444444444,0.4444444444444444,
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6666666666666666,0.5440900562851783,0.6419753086419753
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.6604938271604938
close_relative_species,spaced_kmer_phase,300,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.2777777777777778,0.28450292397660815,
close_relative_species,spaced_kmer_phase,300,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.25,0.2417184265010352,
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.6296296296296297,0.38636363636363635,0.462962962962963
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.6296296296296297,0.38636363636363635,0.4506172839506173
close_relative_species,spaced_kmer_phase,300,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.1111111111111111,0.09714285714285714,
close_relative_species,spaced_kmer_phase,300,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.19605680868838765,
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.4935064935064935,0.5864197530864197
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.5278219395866455,0.6172839506172839
close_relative_species,spaced_kmer_phase,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.26543209876543206
close_relative_species,spaced_kmer_phase,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.2716049382716049
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4857142857142857,0.3827160493827161
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.41558441558441556,0.48148148148148145
close_relative_species,spaced_kmer_phase,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.37037037037037035,0.35923141186299085,
close_relative_species,spaced_kmer_phase,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.2962962962962963,0.28874883286647995,
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.46428571428571425,0.4290123456790123
close_relative_target_binary,spaced_kmer_phase,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6296296296296297,0.46428571428571425,0.4012345679012346
rc_consistency,rope_onehot,75,reverse_complement,400,0.2528452417021198,0.25658220796872605,0.13959301200386165,,,,,,,,
perturbation_stability,rope_onehot,75,N_3pct,400,0.9750317381250505,,0.9722499692964759,0.22323896888230735,0.2355845101166075,,,,,,
perturbation_stability,rope_onehot,75,substitution_1pct,400,0.9903676052828619,,0.971491731474274,0.09906586562567254,0.23878135565084133,,,,,,
motif_position,rope_onehot,75,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.4444444444444444,0.4431237033820621,
motif_position,rope_onehot,75,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.5138888888888888,0.5104895104895105,
motif_position,rope_onehot,75,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.4444444444444444,0.4453900709219858,
motif_position,rope_onehot,75,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.5,0.4989868287740628,
rc_consistency,rope_onehot,75,reverse_complement,1680,0.26924869723934225,0.26802008897946666,0.15156316761788047,,,close_relative_wgs,,,,,
perturbation_stability,rope_onehot,75,N_3pct,1680,0.9748939337095195,,0.9718798970744649,0.22385296984233494,0.23715017562720955,close_relative_wgs,,,,,
perturbation_stability,rope_onehot,75,substitution_1pct,1680,0.9902062824101141,,0.9715704729724103,0.10029910327689832,0.23845136622350432,close_relative_wgs,,,,,
close_relative_species,rope_onehot,75,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.27167919799498746,
close_relative_species,rope_onehot,75,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.19444444444444445,0.18654092071611253,
close_relative_species,rope_onehot,75,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4074074074074074,0.3782357992884308,
close_relative_species,rope_onehot,75,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.25925925925925924,0.22335890878090367,
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5185185185185185,0.47218045112781953,0.5339506172839505
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.5533834586466165,0.5617283950617284
close_relative_species,rope_onehot,75,clean,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.22857142857142856,
close_relative_species,rope_onehot,75,clean,120,,,,,,Candida,logistic_regression,4.0,0.2777777777777778,0.2735380116959064,
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Candida,nearest_centroid,2.0,0.3333333333333333,0.2852941176470588,0.32098765432098764
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Candida,logistic_regression,2.0,0.48148148148148145,0.3782894736842105,0.29629629629629634
close_relative_species,rope_onehot,75,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.13333333333333333,0.12928104575163402,
close_relative_species,rope_onehot,75,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2222222222222222,0.21494152046783627,
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5925925925925926,0.4427767354596623,0.48456790123456783
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.3765432098765432
close_relative_species,rope_onehot,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4444444444444444,0.5308641975308641
close_relative_species,rope_onehot,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.5555555555555556,0.5802469135802469
close_relative_target_binary,rope_onehot,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6666666666666666,0.625,0.6666666666666667
close_relative_target_binary,rope_onehot,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.6666666666666666,0.6493506493506493,0.691358024691358
close_relative_species,rope_onehot,75,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.4444444444444444,0.44536177043916975,
close_relative_species,rope_onehot,75,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.37037037037037035,0.3731481481481482,
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.5617283950617283
close_relative_target_binary,rope_onehot,75,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.5925925925925926,0.5278219395866455,0.47530864197530864
close_relative_species,rope_onehot,75,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.24530600118835413,
close_relative_species,rope_onehot,75,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.23977591036414564,
close_relative_species,rope_onehot,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.3080603606919396,
close_relative_species,rope_onehot,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.3333333333333333,0.3,
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.48148148148148145,0.4166666666666667,0.5401234567901234
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5555555555555556,0.5,0.5246913580246914
close_relative_species,rope_onehot,75,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.22056277056277054,
close_relative_species,rope_onehot,75,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.2222222222222222,0.2096384008148714,
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.3148148148148148
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.48148148148148145,0.3782894736842105,0.308641975308642
close_relative_species,rope_onehot,75,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2,0.1920048309178744,
close_relative_species,rope_onehot,75,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.1985294117647059,
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.4214285714285714,0.5802469135802468
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.49382716049382713
close_relative_species,rope_onehot,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4857142857142857,0.5308641975308642
close_relative_species,rope_onehot,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.5555555555555556
close_relative_target_binary,rope_onehot,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.6666666666666666,0.625,0.7160493827160495
close_relative_target_binary,rope_onehot,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.7222222222222222,0.7142857142857142,0.7777777777777778
close_relative_species,rope_onehot,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.4074074074074074,0.39814814814814814,
close_relative_species,rope_onehot,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.37037037037037035,0.37323701410388715,
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.6345864661654135,0.5740740740740741
close_relative_target_binary,rope_onehot,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6296296296296297,0.555921052631579,0.5308641975308642
rc_consistency,rope_onehot,100,reverse_complement,400,0.2518871891222086,0.25444452980234483,0.14926132789850005,,,,,,,,
perturbation_stability,rope_onehot,100,N_3pct,400,0.9718882127062481,,0.9688676320481321,0.23695806352157917,0.24952902817826492,,,,,,
perturbation_stability,rope_onehot,100,substitution_1pct,400,0.9898692888641288,,0.9698042401881228,0.11251152721743143,0.2457466977859283,,,,,,
motif_position,rope_onehot,100,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.4583333333333333,0.4499259505066706,
motif_position,rope_onehot,100,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.3888888888888889,0.3862762496302869,
motif_position,rope_onehot,100,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.5138888888888888,0.5026750191514072,
motif_position,rope_onehot,100,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.4305555555555556,0.4249723246110239,
rc_consistency,rope_onehot,100,reverse_complement,1680,0.27787938889748465,0.2747394428550085,0.17349914086237703,,,close_relative_wgs,,,,,
perturbation_stability,rope_onehot,100,N_3pct,1680,0.9717422871503781,,0.9687761100066545,0.23757618719856335,0.2498955381253092,close_relative_wgs,,,,,
perturbation_stability,rope_onehot,100,substitution_1pct,1680,0.989794486792556,,0.9700218267154976,0.11138996798909782,0.24485983477455692,close_relative_wgs,,,,,
close_relative_species,rope_onehot,100,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.2538690476190476,
close_relative_species,rope_onehot,100,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.3055555555555556,0.2953681758744688,
close_relative_species,rope_onehot,100,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.48148148148148145,0.4846560846560846,
close_relative_species,rope_onehot,100,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.48148148148148145,0.48457745671367963,
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6666666666666666,0.5846153846153846,0.6975308641975309
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5185185185185185,0.34146341463414637,0.691358024691358
close_relative_species,rope_onehot,100,clean,120,,,,,,Candida,nearest_centroid,4.0,0.1388888888888889,0.14334130781499202,
close_relative_species,rope_onehot,100,clean,120,,,,,,Candida,logistic_regression,4.0,0.19444444444444445,0.21333472019970875,
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Candida,nearest_centroid,2.0,0.48148148148148145,0.325,0.49999999999999994
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Candida,logistic_regression,2.0,0.5185185185185185,0.39999999999999997,0.3888888888888889
close_relative_species,rope_onehot,100,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2,0.19335397316821465,
close_relative_species,rope_onehot,100,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.15555555555555556,0.15774730945009585,
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6296296296296297,0.555921052631579,0.5246913580246912
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.7037037037037037,0.6447368421052632,0.6234567901234568
close_relative_species,rope_onehot,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.3888888888888889,0.37142857142857144,0.3827160493827161
close_relative_species,rope_onehot,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3333333333333333,0.325,0.41975308641975306
close_relative_target_binary,rope_onehot,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4581939799331104,0.5061728395061729
close_relative_target_binary,rope_onehot,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.5061728395061728
close_relative_species,rope_onehot,100,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.4074074074074074,0.3817878028404344,
close_relative_species,rope_onehot,100,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.3333333333333333,0.32941176470588235,
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.3395061728395062
close_relative_target_binary,rope_onehot,100,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.48148148148148145,0.325,0.30864197530864196
close_relative_species,rope_onehot,100,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.21111111111111108,
close_relative_species,rope_onehot,100,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.2346590909090909,
close_relative_species,rope_onehot,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4074074074074074,0.39443013127223653,
close_relative_species,rope_onehot,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.5185185185185185,0.5198830409356724,
close_relative_target_binary,rope_onehot,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5555555555555556,0.35714285714285715,0.6358024691358024
close_relative_target_binary,rope_onehot,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.37209302325581395,0.6481481481481481
close_relative_species,rope_onehot,100,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.16666666666666666,0.18504594820384293,
close_relative_species,rope_onehot,100,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.25,0.2538690476190476,
close_relative_target_binary,rope_onehot,100,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.48148148148148145,0.325,0.5
close_relative_target_binary,rope_onehot,100,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5185185185185185,0.39999999999999997,0.4135802469135803
close_relative_species,rope_onehot,100,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2,0.20368814192343604,
