task,representation,length,condition,n,paired_cosine_mean,paired_cosine_median,paired_cosine_p05,l2_delta_mean,l2_delta_p95,group,classifier,n_classes,accuracy,macro_f1,auroc
close_relative_species,ckmer5_count_l2,150,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.2962962962962963,0.2441520467836257,
close_relative_species,ckmer5_count_l2,150,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.3333333333333333,0.34970760233918136,
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6296296296296297,0.5178571428571428,0.5864197530864197
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.5278219395866455,0.5925925925925926
close_relative_species,ckmer5_count_l2,150,clean,120,,,,,,Candida,nearest_centroid,4.0,0.4444444444444444,0.4253079436902966,
close_relative_species,ckmer5_count_l2,150,clean,120,,,,,,Candida,logistic_regression,4.0,0.3888888888888889,0.39794973544973544,
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Candida,nearest_centroid,2.0,0.5925925925925926,0.5533834586466165,0.617283950617284
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Candida,logistic_regression,2.0,0.6666666666666666,0.4862579281183932,0.6111111111111112
close_relative_species,ckmer5_count_l2,150,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.26666666666666666,0.2687719298245614,
close_relative_species,ckmer5_count_l2,150,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.3111111111111111,0.3140092879256966,
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.4074074074074074,0.38636363636363635,0.48765432098765427
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.46710526315789475,0.5061728395061729
close_relative_species,ckmer5_count_l2,150,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.5555555555555556,0.5925925925925926
close_relative_species,ckmer5_count_l2,150,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.6666666666666666,0.6625,0.6419753086419753
close_relative_target_binary,ckmer5_count_l2,150,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.3333333333333333,0.3333333333333333,0.32098765432098764
close_relative_target_binary,ckmer5_count_l2,150,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.37142857142857144,0.30864197530864196
close_relative_species,ckmer5_count_l2,150,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.24970760233918124,
close_relative_species,ckmer5_count_l2,150,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4074074074074074,0.40196078431372556,
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.48148148148148145,0.325,0.27777777777777773
close_relative_target_binary,ckmer5_count_l2,150,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.48148148148148145,0.325,0.25308641975308643
close_relative_species,ckmer5_count_l2,150,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.19444444444444445,0.19445865302642795,
close_relative_species,ckmer5_count_l2,150,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.16666666666666666,0.16374269005847952,
close_relative_species,ckmer5_count_l2,150,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.14814814814814814,0.12599681020733652,
close_relative_species,ckmer5_count_l2,150,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.4074074074074074,0.42748538011695897,
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.5185185185185185
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.6666666666666666,0.6136724960254372,0.5987654320987654
close_relative_species,ckmer5_count_l2,150,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.4444444444444444,0.43601190476190477,
close_relative_species,ckmer5_count_l2,150,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3611111111111111,0.36160714285714285,
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.5185185185185185,0.47218045112781953,0.5617283950617283
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5555555555555556,0.35714285714285715,0.5740740740740741
close_relative_species,ckmer5_count_l2,150,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2,0.19096918767507004,
close_relative_species,ckmer5_count_l2,150,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.19180035650623886,
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.5235294117647059,0.48148148148148145
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.5432098765432098
close_relative_species,ckmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4444444444444444,0.4938271604938272
close_relative_species,ckmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.5802469135802469
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.3333333333333333,0.3333333333333333,0.35185185185185186
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.3580246913580247
close_relative_species,ckmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.28994708994708995,
close_relative_species,ckmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.4444444444444444,0.4392844857241142,
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5185185185185185,0.34146341463414637,0.39506172839506176
close_relative_target_binary,ckmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.4862579281183932,0.3950617283950617
rc_consistency,ckmer5_count_l2,300,reverse_complement,1680,1.0000000000000002,1.0000000000000004,0.9999999999999987,,,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,300,N_3pct,1680,0.9604837134476296,,0.9479562837914056,0.2792936821842989,0.322625829029341,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,300,substitution_1pct,1680,0.975158484428967,,0.9474717949639558,0.20798861668859484,0.3241240592091944,close_relative_wgs,,,,,
close_relative_species,ckmer5_count_l2,300,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.27774064171123,
close_relative_species,ckmer5_count_l2,300,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2777777777777778,0.27222222222222225,
close_relative_species,ckmer5_count_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4444444444444444,0.44536177043916975,
close_relative_species,ckmer5_count_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.3731481481481482,
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.4444444444444444,0.39097744360902253,0.38271604938271603
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.48765432098765427
close_relative_species,ckmer5_count_l2,300,clean,120,,,,,,Candida,nearest_centroid,4.0,0.19444444444444445,0.17814685314685313,
close_relative_species,ckmer5_count_l2,300,clean,120,,,,,,Candida,logistic_regression,4.0,0.3333333333333333,0.33392857142857146,
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Candida,nearest_centroid,2.0,0.5555555555555556,0.4214285714285714,0.6666666666666666
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Candida,logistic_regression,2.0,0.6296296296296297,0.46428571428571425,0.6296296296296297
close_relative_species,ckmer5_count_l2,300,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.24444444444444444,0.23587719298245613,
close_relative_species,ckmer5_count_l2,300,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.19285689714482285,
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.617283950617284
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.5,0.617283950617284
close_relative_species,ckmer5_count_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4857142857142857,0.5061728395061729
close_relative_species,ckmer5_count_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.37142857142857144,0.5061728395061729
close_relative_target_binary,ckmer5_count_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.55,0.345679012345679
close_relative_target_binary,ckmer5_count_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.30864197530864196
close_relative_species,ckmer5_count_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.28611111111111115,
close_relative_species,ckmer5_count_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.25925925925925924,0.2775372775372775,
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.5846153846153846,0.7962962962962963
close_relative_target_binary,ckmer5_count_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.6604938271604938
close_relative_species,ckmer5_count_l2,300,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.20501253132832076,
close_relative_species,ckmer5_count_l2,300,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.2039072039072039,
close_relative_species,ckmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4074074074074074,0.4102740511409242,
close_relative_species,ckmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.4074074074074074,0.4064814814814815,
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.37037037037037035,0.33766233766233766,0.3765432098765432
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.4753086419753086
close_relative_species,ckmer5_count_l2,300,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.1936996336996337,
close_relative_species,ckmer5_count_l2,300,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.3093137254901961,
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.5555555555555556,0.35714285714285715,0.6296296296296297
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.617283950617284
close_relative_species,ckmer5_count_l2,300,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.28888888888888886,0.2875279106858054,
close_relative_species,ckmer5_count_l2,300,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.17777777777777778,0.19722550523465857,
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6296296296296297,0.555921052631579,0.5617283950617283
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.6666666666666666,0.5846153846153846,0.5802469135802469
close_relative_species,ckmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.3827160493827161
close_relative_species,ckmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.3827160493827161
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.5324675324675324,0.43209876543209874
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.39506172839506176
close_relative_species,ckmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.26203703703703707,
close_relative_species,ckmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.2962962962962963,0.3005291005291005,
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.5846153846153846,0.7839506172839505
close_relative_target_binary,ckmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.7037037037037037,0.6142857142857143,0.691358024691358
rc_consistency,spaced_count_l2,75,reverse_complement,400,0.3242697807680673,0.3010752688172045,0.14831802457354173,,,,,,,,
perturbation_stability,spaced_count_l2,75,N_3pct,400,0.9632325345054569,,0.9496963541761023,0.2687944815400023,0.31718646458805927,,,,,,
perturbation_stability,spaced_count_l2,75,substitution_1pct,400,0.9729145092372701,,0.9103422439592677,0.16495704191060095,0.42345662361269704,,,,,,
motif_position,spaced_count_l2,75,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.3472222222222222,0.34542483660130724,
motif_position,spaced_count_l2,75,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.3611111111111111,0.3545526611728702,
motif_position,spaced_count_l2,75,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.375,0.3633156966490299,
motif_position,spaced_count_l2,75,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.3472222222222222,0.339565981075415,
rc_consistency,spaced_count_l2,75,reverse_complement,1680,0.3083719734311332,0.29885057471264387,0.1290162887256468,,,close_relative_wgs,,,,,
perturbation_stability,spaced_count_l2,75,N_3pct,1680,0.9599401182057002,,0.9459082947734037,0.2806208117230876,0.3289124214836946,close_relative_wgs,,,,,
perturbation_stability,spaced_count_l2,75,substitution_1pct,1680,0.9719249679855197,,0.9089079875088422,0.16835386799437227,0.4268300422493268,close_relative_wgs,,,,,
close_relative_species,spaced_count_l2,75,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.21626984126984128,
close_relative_species,spaced_count_l2,75,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2777777777777778,0.270859133126935,
close_relative_species,spaced_count_l2,75,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.37037037037037035,0.33559577677224733,
close_relative_species,spaced_count_l2,75,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.4074074074074074,0.40196078431372556,
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.7160493827160495
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.6666666666666666,0.6136724960254372,0.7592592592592593
close_relative_species,spaced_count_l2,75,clean,120,,,,,,Candida,nearest_centroid,4.0,0.3333333333333333,0.34443644590703415,
close_relative_species,spaced_count_l2,75,clean,120,,,,,,Candida,logistic_regression,4.0,0.16666666666666666,0.16715686274509806,
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.39097744360902253,0.345679012345679
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Candida,logistic_regression,2.0,0.5555555555555556,0.46710526315789475,0.4382716049382716
close_relative_species,spaced_count_l2,75,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2222222222222222,0.21594771241830069,
close_relative_species,spaced_count_l2,75,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.24444444444444444,0.24696375519904928,
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.4419713831478538,0.5185185185185186
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.6666666666666666,0.5846153846153846,0.46913580246913583
close_relative_species,spaced_count_l2,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.55,0.40740740740740744
close_relative_species,spaced_count_l2,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.4938271604938272
close_relative_target_binary,spaced_count_l2,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.2222222222222222,0.18181818181818182,0.2716049382716049
close_relative_target_binary,spaced_count_l2,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3333333333333333,0.325,0.2962962962962963
close_relative_species,spaced_count_l2,75,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.240824534942182,
close_relative_species,spaced_count_l2,75,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.18518518518518517,0.18560606060606064,
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.48148148148148145
close_relative_target_binary,spaced_count_l2,75,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.5925925925925926,0.5278219395866455,0.5308641975308641
close_relative_species,spaced_count_l2,75,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.2320492007992008,
close_relative_species,spaced_count_l2,75,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.21889589169000934,
close_relative_species,spaced_count_l2,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.3078179989944696,
close_relative_species,spaced_count_l2,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.35923141186299085,
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6666666666666666,0.6345864661654135,0.7160493827160495
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.7037037037037037,0.6666666666666667,0.7222222222222222
close_relative_species,spaced_count_l2,75,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.3055555555555556,0.30753968253968256,
close_relative_species,spaced_count_l2,75,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.2222222222222222,0.22256621947024424,
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.5185185185185185,0.47218045112781953,0.39506172839506176
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.4444444444444444
close_relative_species,spaced_count_l2,75,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.13333333333333333,0.1371590741559782,
close_relative_species,spaced_count_l2,75,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.15555555555555556,0.15865079365079363,
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5925925925925926,0.5278219395866455,0.5493827160493827
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.5123456790123457
close_relative_species,spaced_count_l2,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.5061728395061729
close_relative_species,spaced_count_l2,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.6111111111111112,0.609907120743034,0.4938271604938272
close_relative_target_binary,spaced_count_l2,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.2222222222222222,0.18181818181818182,0.20987654320987653
close_relative_target_binary,spaced_count_l2,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3333333333333333,0.325,0.25925925925925924
close_relative_species,spaced_count_l2,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.240824534942182,
close_relative_species,spaced_count_l2,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.2962962962962963,0.2800402212166918,
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.555921052631579,0.4938271604938271
close_relative_target_binary,spaced_count_l2,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6296296296296297,0.5833333333333333,0.5246913580246914
rc_consistency,spaced_count_l2,100,reverse_complement,400,0.38368141375150044,0.3712121212121213,0.20618799603174628,,,,,,,,
perturbation_stability,spaced_count_l2,100,N_3pct,400,0.9625712589604487,,0.9476098957261228,0.27098165695273785,0.3236976668952472,,,,,,
perturbation_stability,spaced_count_l2,100,substitution_1pct,400,0.9741597742380221,,0.9286535937550549,0.1788995216279816,0.3777469938715262,,,,,,
motif_position,spaced_count_l2,100,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.2638888888888889,0.2504677893611334,
motif_position,spaced_count_l2,100,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.2638888888888889,0.26339436483813383,
motif_position,spaced_count_l2,100,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.2916666666666667,0.29021276595744677,
motif_position,spaced_count_l2,100,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.2638888888888889,0.26165501165501165,
rc_consistency,spaced_count_l2,100,reverse_complement,1680,0.3598531393594976,0.35567694506840924,0.176449875724938,,,close_relative_wgs,,,,,
perturbation_stability,spaced_count_l2,100,N_3pct,1680,0.9587594212782257,,0.9442726526527836,0.2852467736217002,0.3338482930047923,close_relative_wgs,,,,,
perturbation_stability,spaced_count_l2,100,substitution_1pct,1680,0.9723788423102034,,0.917778611117227,0.18194839026646298,0.4055153225270964,close_relative_wgs,,,,,
close_relative_species,spaced_count_l2,100,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.2413682864450128,
close_relative_species,spaced_count_l2,100,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.1388888888888889,0.13187134502923975,
close_relative_species,spaced_count_l2,100,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.32748538011695905,
close_relative_species,spaced_count_l2,100,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.2962962962962963,0.29866946778711484,
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5555555555555556,0.5,0.4506172839506173
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5185185185185185,0.47218045112781953,0.4876543209876543
close_relative_species,spaced_count_l2,100,clean,120,,,,,,Candida,nearest_centroid,4.0,0.3055555555555556,0.26732555370326266,
close_relative_species,spaced_count_l2,100,clean,120,,,,,,Candida,logistic_regression,4.0,0.19444444444444445,0.18958333333333333,
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Candida,nearest_centroid,2.0,0.5555555555555556,0.5235294117647059,0.3271604938271605
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.3641975308641975
close_relative_species,spaced_count_l2,100,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.1812487100103199,
close_relative_species,spaced_count_l2,100,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.19515406162464988,
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.4074074074074074,0.33333333333333337,0.25308641975308643
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.4444444444444444,0.39097744360902253,0.24074074074074076
close_relative_species,spaced_count_l2,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.41558441558441556,0.4691358024691358
close_relative_species,spaced_count_l2,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.5185185185185185
close_relative_target_binary,spaced_count_l2,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4444444444444444,0.40740740740740744
close_relative_target_binary,spaced_count_l2,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.4938271604938272
close_relative_species,spaced_count_l2,100,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.48148148148148145,0.47724867724867726,
close_relative_species,spaced_count_l2,100,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4074074074074074,0.4057017543859649,
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7037037037037037,0.6823529411764706,0.6790123456790124
close_relative_target_binary,spaced_count_l2,100,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.7037037037037037,0.6447368421052632,0.6419753086419753
close_relative_species,spaced_count_l2,100,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.2152173913043478,
close_relative_species,spaced_count_l2,100,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.1111111111111111,0.09772727272727272,
close_relative_species,spaced_count_l2,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.2962962962962963,0.293859649122807,
close_relative_species,spaced_count_l2,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.2962962962962963,0.296078431372549,
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.4320987654320988
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5185185185185185,0.4419713831478538,0.3765432098765432
close_relative_species,spaced_count_l2,100,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.3611111111111111,0.3320512820512821,
close_relative_species,spaced_count_l2,100,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.29816176470588235,
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.5925925925925926,0.5533834586466165,0.41975308641975306
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.5
close_relative_species,spaced_count_l2,100,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.18033367733058134,
close_relative_species,spaced_count_l2,100,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2222222222222222,0.22026315789473686,
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.37037037037037035,0.30977443609022554,0.20370370370370372
close_relative_target_binary,spaced_count_l2,100,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.37037037037037035,0.30977443609022554,0.22222222222222218
close_relative_species,spaced_count_l2,100,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.41558441558441556,0.3827160493827161
close_relative_species,spaced_count_l2,100,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.37037037037037035
close_relative_target_binary,spaced_count_l2,100,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4375,0.308641975308642
close_relative_target_binary,spaced_count_l2,100,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.37142857142857144,0.308641975308642
