representation,representation_label,probe_scaling,n_features,length,condition,n_test_sources,accuracy,balanced_accuracy,mcc,macro_f1,auroc,auprc,macro_f1_ci_low,macro_f1_ci_high,baseline_macro_f1,delta_macro_f1,label_retention_ratio
ncp_anf,NCP+ANF,contract,400,69,substitution_1pct,2486,0.82864038616251,0.82864038616251,0.6860187956590044,0.8250527797325827,0.9162628499160868,0.8873778024922772,0.8104751469217082,0.839243271633361,0.8622541241657222,-0.037201344433139494,0.9568557071627418
ncp_anf,NCP+ANF,contract,400,75,N_3pct,2486,0.83266291230893,0.83266291230893,0.689774079001575,0.8296983242136992,0.9209507271290425,0.8948360128988516,0.8158847041886973,0.8445638889476881,0.8622541241657222,-0.03255579995202307,0.9622433815744024
ncp_anf,NCP+ANF,contract,400,75,clean,2486,0.8386967015285599,0.83869670152856,0.6987554273361504,0.8362316419236456,0.9207520279292113,0.8937314874164228,0.8224048226981543,0.8492824694402796,0.8622541241657222,-0.026022482242076594,0.9698204026947916
ncp_anf,NCP+ANF,contract,400,75,substitution_1pct,2486,0.8419147224456959,0.841914722445696,0.7033763662044117,0.8397185471613144,0.9206335850837094,0.8960688908765179,0.825506960130894,0.8528807763762442,0.8622541241657222,-0.02253557700440778,0.9738643441964256
ncp_anf,NCP+ANF,contract,400,100,N_3pct,2486,0.8620273531777957,0.8620273531777957,0.7296028996357605,0.8615027610992552,0.9300585288880806,0.9069940836530015,0.848816029661534,0.8744607866549696,0.8622541241657222,-0.000751363066467059,0.9991286060044142
ncp_anf,NCP+ANF,contract,400,100,clean,2486,0.8628318584070797,0.8628318584070797,0.7318285586596747,0.8622541241657222,0.9300863597206301,0.906353759221668,0.8491774011688397,0.87501404867137,0.8622541241657222,0.0,1.0
ncp_anf,NCP+ANF,contract,400,100,substitution_1pct,2486,0.8608205953338697,0.8608205953338697,0.7270980232654763,0.8602983356428652,0.9297316784127883,0.906481263775445,0.8477847928547729,0.8734058140617381,0.8622541241657222,-0.0019557885228570493,0.9977317724925359
ncp_anf,NCP+ANF,train_zscore,400,69,N_3pct,2486,0.7079646017699115,0.7079646017699115,0.5081211756427292,0.6817092268623024,0.8648819552001262,0.8266966116622394,0.6636683700793635,0.7000673840148196,0.8113398300182442,-0.12963060315594177,0.8402265014488112
ncp_anf,NCP+ANF,train_zscore,400,69,clean,2486,0.7272727272727273,0.7272727272727273,0.533887927141826,0.707127531584204,0.8689892683015231,0.8320048837351403,0.6899832468929832,0.7243738638895502,0.8113398300182442,-0.10421229843404012,0.8715553032424197
ncp_anf,NCP+ANF,train_zscore,400,69,substitution_1pct,2486,0.7268704746580853,0.7268704746580853,0.5326332367604996,0.7067619577878168,0.8683316839789548,0.8307337408451096,0.6900506838565409,0.7233596496606631,0.8113398300182442,-0.10457787223042736,0.8711047228778651
ncp_anf,NCP+ANF,train_zscore,400,75,N_3pct,2486,0.7123893805309734,0.7123893805309734,0.5150692520050897,0.6873911248829798,0.8746343967084538,0.8299442033514466,0.6707184421420122,0.7036734145381596,0.8113398300182442,-0.12394870513526435,0.8472296064492764
ncp_anf,NCP+ANF,train_zscore,400,75,clean,2486,0.7288817377312953,0.7288817377312953,0.5376676646791132,0.7088553927547987,0.8745703210707234,0.8323757992456726,0.6912184371500605,0.7273432978646599,0.8113398300182442,-0.10248443726344547,0.8736849425213835
ncp_anf,NCP+ANF,train_zscore,400,75,substitution_1pct,2486,0.7272727272727273,0.7272727272727273,0.5345116003099895,0.7069945484382388,0.8732143770197579,0.8323498449384004,0.6904999167392025,0.723786936901246,0.8113398300182442,-0.10434528158000533,0.8713913976370925
ncp_anf,NCP+ANF,train_zscore,400,100,N_3pct,2486,0.8137570394207563,0.8137570394207563,0.6315907492366906,0.8131559830950204,0.8857175403498531,0.852187041777313,0.7966311909326628,0.8278038002842271,0.8113398300182442,0.0018161530767761835,1.002238461628015
ncp_anf,NCP+ANF,train_zscore,400,100,clean,2486,0.8113435237329043,0.8113435237329043,0.6227114316628483,0.8113398300182442,0.8921846491599943,0.8597833649521611,0.7967330399499577,0.8266144503051551,0.8113398300182442,0.0,1.0
ncp_anf,NCP+ANF,train_zscore,400,100,substitution_1pct,2486,0.8101367658889783,0.8101367658889783,0.6204092693987209,0.8101159960644193,0.8917141139213062,0.8604044096605461,0.7947313937666106,0.8249031964084852,0.8113398300182442,-0.00122383395382486,0.9984915889636562
pseeiip,PseEIIP,contract,64,69,N_3pct,2486,0.8817377312952535,0.8817377312952535,0.7652247937922504,0.8816025555875939,0.9410180518546662,0.9187006493806117,0.8689451496860159,0.8937348884958708,0.8958980398470935,-0.014295484259499558,0.9840434026823639
pseeiip,PseEIIP,contract,64,69,clean,2486,0.8821399839098955,0.8821399839098953,0.7664281650991335,0.8819748111778133,0.941964300161354,0.9187352524035081,0.8698487672413383,0.8941034267939627,0.8958980398470935,-0.013923228669280197,0.9844589137937432
pseeiip,PseEIIP,contract,64,69,substitution_1pct,2486,0.8805309734513275,0.8805309734513274,0.7630203476999879,0.8803776565366903,0.940818705426171,0.9175679741496547,0.8670972104475723,0.8916958504567382,0.8958980398470935,-0.015520383310403174,0.9826761722650358
pseeiip,PseEIIP,contract,64,75,N_3pct,2486,0.8821399839098955,0.8821399839098953,0.7662466493815946,0.8819887318695294,0.9435687800192746,0.9224050080320852,0.8687133378527556,0.893722078141666,0.8958980398470935,-0.013909307977564067,0.9844744520482063
pseeiip,PseEIIP,contract,64,75,clean,2486,0.8837489943684634,0.8837489943684633,0.7695630733332265,0.8835930177262649,0.945302705609984,0.9248233705884562,0.8718577856816592,0.8956646767935498,0.8958980398470935,-0.012305022120828624,0.9862651534286996
pseeiip,PseEIIP,contract,64,75,substitution_1pct,2486,0.8801287208366855,0.8801287208366855,0.7619993995086161,0.8799917060037517,0.9453603089610751,0.9267307511351556,0.8670650549146951,0.8936270716267043,0.8958980398470935,-0.015906333843341836,0.9822453748798728
pseeiip,PseEIIP,contract,64,100,N_3pct,2486,0.8938053097345132,0.8938053097345133,0.7915591824091858,0.8935404440032313,0.9533801193360211,0.9384895214591957,0.8814775159528534,0.9049019512495583,0.8958980398470935,-0.0023575958438621925,0.9973684551823949
pseeiip,PseEIIP,contract,64,100,clean,2486,0.8962188254223652,0.8962188254223653,0.7973669895404464,0.8958980398470935,0.9547962556527334,0.9391708710978236,0.882884667927786,0.9088719682858254,0.8958980398470935,0.0,1.0
pseeiip,PseEIIP,contract,64,100,substitution_1pct,2486,0.8954143201930812,0.8954143201930813,0.7951895553274664,0.8951275421462801,0.9540279952286304,0.9391934411235928,0.8825007908244887,0.9064596222526201,0.8958980398470935,-0.0007704977008133884,0.999139971663578
pseeiip,PseEIIP,train_zscore,64,69,N_3pct,2486,0.8781174577634755,0.8781174577634755,0.7562351602555266,0.8781174380420035,0.9404730853196241,0.9131138966924175,0.8640254043834301,0.8914014497085575,0.9085254728714766,-0.030408034829473074,0.9665303442363968
pseeiip,PseEIIP,train_zscore,64,69,clean,2486,0.8821399839098955,0.8821399839098953,0.76458312974457,0.8821166177993067,0.9430497026307905,0.9152991502630556,0.8692352523439097,0.8946017056842529,0.9085254728714766,-0.026408855072169835,0.97093217982243
pseeiip,PseEIIP,train_zscore,64,69,substitution_1pct,2486,0.8724859211584876,0.8724859211584876,0.7450010151418571,0.872483424553909,0.9418251459986059,0.9160234951613193,0.8584062388164594,0.8857417326031543,0.9085254728714766,-0.03604204831756752,0.9603290723333784
pseeiip,PseEIIP,train_zscore,64,75,N_3pct,2486,0.8837489943684634,0.8837489943684633,0.7678382379782167,0.8837232374364907,0.9431241339271441,0.9174197059022529,0.8700333325780403,0.8970259713125335,0.9085254728714766,-0.02480223543498583,0.9727005613209764
pseeiip,PseEIIP,train_zscore,64,75,clean,2486,0.8921962992759453,0.8921962992759453,0.7853701866711189,0.8921292050712135,0.9458411998583863,0.921072486906038,0.8799889129876873,0.9034265088339087,0.9085254728714766,-0.016396267800263042,0.9819528804751713
pseeiip,PseEIIP,train_zscore,64,75,substitution_1pct,2486,0.8861625100563154,0.8861625100563153,0.7726674092862559,0.8861372878703353,0.9455350607003403,0.9213652607922169,0.8728664505381283,0.8978040190181285,0.9085254728714766,-0.02238818500114126,0.9753576694659079
pseeiip,PseEIIP,train_zscore,64,100,N_3pct,2486,0.9034593724859211,0.9034593724859212,0.8088570274931569,0.903343701399689,0.9527891995658391,0.9325125387686437,0.8908733976512084,0.914662867481123,0.9085254728714766,-0.005181771471787555,0.9942965039214474
pseeiip,PseEIIP,train_zscore,64,100,clean,2486,0.9086886564762671,0.9086886564762671,0.8203092916174615,0.9085254728714766,0.9555153266983766,0.9342241647073195,0.897123942412856,0.9202144821258098,0.9085254728714766,0.0,1.0
pseeiip,PseEIIP,train_zscore,64,100,substitution_1pct,2486,0.9066773934030571,0.9066773934030572,0.8153085292079578,0.9065655780196993,0.9551716482778217,0.9350043484211791,0.8952374244255972,0.9170740063561156,0.9085254728714766,-0.0019598948517772774,0.9978427739119049
hash_k15_d222,Hashed k=15,contract,222,69,N_3pct,2486,0.5148833467417538,0.5148833467417538,0.029766693483507644,0.5148833467417538,0.5236753009127866,0.5215968942300232,0.49275935444621777,0.5333961838229055,0.5188261469336021,-0.003942800191848228,0.9924005368365661
hash_k15_d222,Hashed k=15,contract,222,69,clean,2486,0.5160901045856798,0.5160901045856798,0.03218196927784848,0.5160768715088138,0.5210119549606518,0.5195806666944648,0.49672952325291114,0.5357859407923735,0.5188261469336021,-0.002749275424788311,0.9947009697929889
hash_k15_d222,Hashed k=15,contract,222,69,substitution_1pct,2486,0.5176991150442478,0.5176991150442478,0.03539824154387572,0.5176990370044958,0.5154542024233536,0.5145631634849592,0.49879184725131986,0.5378127101154698,0.5188261469336021,-0.0011271099291062514,0.9978275768563944
hash_k15_d222,Hashed k=15,contract,222,75,N_3pct,2486,0.500804505229284,0.500804505229284,0.0016095777995375252,0.5007165274852823,0.502934211147996,0.5021442619883518,0.4810442483089892,0.5204551903408864,0.5188261469336021,-0.01810961944831979,0.9650950138975216
hash_k15_d222,Hashed k=15,contract,222,75,clean,2486,0.5128720836685439,0.5128720836685439,0.02575024291847646,0.5128146165356979,0.5222462200227954,0.5197976142576091,0.4935009956323307,0.5317005986724015,0.5188261469336021,-0.006011530397904141,0.9884132084833545
hash_k15_d222,Hashed k=15,contract,222,75,substitution_1pct,2486,0.5140788415124699,0.5140788415124699,0.02815859429215297,0.5140709788326914,0.5254558269673001,0.5231921506234267,0.4931587531714389,0.5340723853282486,0.5188261469336021,-0.0047551681009107005,0.9908347562492466
hash_k15_d222,Hashed k=15,contract,222,100,N_3pct,2486,0.505229283990346,0.505229283990346,0.010460856682468706,0.5051751592356688,0.5134277294765409,0.5128899468767212,0.48550691597879136,0.5243777031687884,0.5188261469336021,-0.01365098769793327,0.9736887052076805
hash_k15_d222,Hashed k=15,contract,222,100,clean,2486,0.5189058728881738,0.5189058728881738,0.03782428210514355,0.5188261469336021,0.5174327804490343,0.5132826958179142,0.4989788709757155,0.5378115144113825,0.5188261469336021,0.0,1.0
hash_k15_d222,Hashed k=15,contract,222,100,substitution_1pct,2486,0.5112630732099759,0.5112630732099759,0.0225384105549253,0.5111301016506393,0.5097527651226595,0.5051569122859096,0.4906220488750493,0.53083985119636,0.5188261469336021,-0.007696045282962749,0.985166427466217
hash_k15_d222,Hashed k=15,train_zscore,222,69,N_3pct,2486,0.5213193885760258,0.5213193885760258,0.042638777152051485,0.5213193885760258,0.5232423049366072,0.5205089306254078,0.5015646525080224,0.5409911457761493,0.5083442036608458,0.012975184915180016,1.025524408111156
hash_k15_d222,Hashed k=15,train_zscore,222,69,clean,2486,0.5132743362831859,0.5132743362831859,0.026552109846172817,0.5132428319640325,0.5195433931221599,0.517821846676869,0.4943616563090169,0.5325159644606302,0.5083442036608458,0.0048986283031867695,1.0096364397742892
hash_k15_d222,Hashed k=15,train_zscore,222,69,substitution_1pct,2486,0.5128720836685439,0.5128720836685439,0.025744575574692147,0.5128682214193288,0.514716361746456,0.5126256135953595,0.49233006792895767,0.5321829042352171,0.5083442036608458,0.00452401775848299,1.0088995167563695
hash_k15_d222,Hashed k=15,train_zscore,222,75,N_3pct,2486,0.49718423169750603,0.49718423169750603,-0.005633644535446696,0.49709016287319713,0.5000779910540054,0.49985055453669114,0.47658677353544343,0.5172890518205543,0.5083442036608458,-0.011254040787648634,0.9778613767864323
hash_k15_d222,Hashed k=15,train_zscore,222,75,clean,2486,0.5112630732099759,0.5112630732099759,0.022533155171890768,0.5111870644181683,0.5207867193855988,0.5168548343400181,0.4911463421363632,0.5305688702687316,0.5083442036608458,0.0028428607573225406,1.005592393376082
hash_k15_d222,Hashed k=15,train_zscore,222,75,substitution_1pct,2486,0.5132743362831859,0.5132743362831859,0.026550872271648176,0.5132541739887442,0.5250286560490962,0.520866762911758,0.49394281615745017,0.5329036325455324,0.5083442036608458,0.004909970327898416,1.0096587514769308
hash_k15_d222,Hashed k=15,train_zscore,222,100,N_3pct,2486,0.5100563153660499,0.5100563153660499,0.020113906565656665,0.5100407766990291,0.5136374315636592,0.5133574888355019,0.49177018085786933,0.5297499993619619,0.5083442036608458,0.00169657303818338,1.0033374493619982
hash_k15_d222,Hashed k=15,train_zscore,222,100,clean,2486,0.5084473049074819,0.5084473049074819,0.016901699945599785,0.5083442036608458,0.5157033854589725,0.5112270479042269,0.489526289624699,0.528932613007031,0.5083442036608458,0.0,1.0
hash_k15_d222,Hashed k=15,train_zscore,222,100,substitution_1pct,2486,0.501609010458568,0.501609010458568,0.0032207330172537383,0.5013991690941215,0.5071638504668784,0.5025301675130077,0.48208004624977596,0.5201651252420965,0.5083442036608458,-0.00694503456672424,0.9863379290710713
