representation,representation_label,probe_scaling,n_features,length,condition,n_test_sources,accuracy,balanced_accuracy,mcc,macro_f1,auroc,auprc,macro_f1_ci_low,macro_f1_ci_high,baseline_macro_f1,delta_macro_f1,label_retention_ratio
pseknc_k3_l3,PseKNC,train_zscore,67,69,N_3pct,2486,0.8744971842316975,0.8744971842316975,0.7489953380065264,0.8744971030026252,0.9399818387636897,0.9142622909000037,0.8616119518585765,0.8869573392870522,0.908543618358306,-0.03404651535568082,0.9625262731830078
pseknc_k3_l3,PseKNC,train_zscore,67,69,clean,2486,0.8805309734513275,0.8805309734513274,0.7614762994628332,0.8804984692923785,0.9432568158032529,0.917495621710326,0.8664371076202824,0.8921712307488401,0.908543618358306,-0.028045149065927477,0.9691317527312517
pseknc_k3_l3,PseKNC,train_zscore,67,69,substitution_1pct,2486,0.8716814159292036,0.8716814159292036,0.7434496902742401,0.8716739200965722,0.94158631862161,0.9179615721743177,0.8580045559148504,0.8845378884162108,0.908543618358306,-0.03686969826173381,0.9594189012869239
pseknc_k3_l3,PseKNC,train_zscore,67,75,N_3pct,2486,0.8829444891391794,0.8829444891391793,0.7662285142088704,0.8829185539585427,0.9433927338226814,0.918681339512297,0.8700645002306672,0.894608145459223,0.908543618358306,-0.02562506439976331,0.9717954494622212
pseknc_k3_l3,PseKNC,train_zscore,67,75,clean,2486,0.8905872888173774,0.8905872888173774,0.7820862485459741,0.8905235181319937,0.9465259677848405,0.9227975303520239,0.878447204917724,0.9030224569912497,0.908543618358306,-0.018020100226312286,0.9801659492596804
pseknc_k3_l3,PseKNC,train_zscore,67,75,substitution_1pct,2486,0.8877715205148834,0.8877715205148833,0.7760517692607065,0.8877347357332777,0.9459958875090693,0.9230793354612385,0.8752152714599777,0.8990339059151238,0.908543618358306,-0.020808882625028335,0.9770964407161552
pseknc_k3_l3,PseKNC,train_zscore,67,100,N_3pct,2486,0.9030571198712791,0.9030571198712791,0.807359120162332,0.9029823809982617,0.953580760221844,0.9342811098483247,0.8921048301302844,0.9138203957318405,0.908543618358306,-0.005561237360044324,0.9938789539129742
pseknc_k3_l3,PseKNC,train_zscore,67,100,clean,2486,0.9086886564762671,0.9086886564762671,0.819982224336466,0.908543618358306,0.9561567303043463,0.9362390155803471,0.8963983747520378,0.9194946080061177,0.908543618358306,0.0,1.0
pseknc_k3_l3,PseKNC,train_zscore,67,100,substitution_1pct,2486,0.9054706355591311,0.9054706355591311,0.8127552349447515,0.9053651470759514,0.9556622476050922,0.9363287789188182,0.8939500835553242,0.9174323891919915,0.908543618358306,-0.0031784712823546,0.9965015754685527
ncp_anf,NCP+ANF,contract,400,69,N_3pct,2486,0.8177795655671762,0.8177795655671762,0.6699246819859782,0.8131089805131215,0.9160123724231398,0.8882550218238917,0.797290640157053,0.8282432159241978,0.8622541241657222,-0.0491451436526007,0.9430038752204852
ncp_anf,NCP+ANF,contract,400,69,clean,2486,0.827433628318584,0.827433628318584,0.6854241683749361,0.8235889893105739,0.917491937148919,0.8895083525382051,0.8086263503949448,0.8365688207895894,0.8622541241657222,-0.03866513485514833,0.9551580748975147
