task,length,condition,representation,classifier,macro_f1_mean,macro_f1_sd,accuracy_mean,n_cells
target_background,69,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,0.49704720384534623,0.14636522783657774,0.5673044493159582,25
target_background,69,trim_5bp,ck4,logistic,0.5048860962935994,0.13671884160062658,0.5593749626332747,25
target_background,69,trim_5bp,ck4,nearest_centroid,0.4891402237835624,0.0969147799790306,0.5311610847237446,25
target_background,69,trim_5bp,ck4_p,logistic,0.5166166110328843,0.13155971849248912,0.5717675863494278,25
target_background,69,trim_5bp,ck4_p,nearest_centroid,0.49248021712355583,0.09351659196450941,0.5335140259002151,25
target_background,69,trim_5bp,ck4p_msp,logistic,0.48697384661661536,0.10409348842325422,0.5583235921509578,25
target_background,69,trim_5bp,ck4p_msp,nearest_centroid,0.49395499506892193,0.0928756115826997,0.535332207718397,25
target_background,69,trim_5bp,ckmer5_count_l2,logistic,0.4862386972332793,0.1216028239007613,0.5806118086233176,25
target_background,69,trim_5bp,ckmer5_count_l2,nearest_centroid,0.4897308353952923,0.1345264655776295,0.5589327749545141,25
target_background,75,N_3pct,ck4,logistic,0.5006603264635064,0.11121803689710197,0.5826292519642903,25
target_background,75,N_3pct,ck4,nearest_centroid,0.4946860691936889,0.13615423245087746,0.5580649978041282,25
target_background,75,N_3pct,ck4_p,logistic,0.5173533702318823,0.13877190711939227,0.6038538914907201,25
target_background,75,N_3pct,ck4_p,nearest_centroid,0.4905896100972298,0.12428746135467857,0.5544286341677647,25
target_background,75,N_3pct,ck4p_msp,logistic,0.49624712274943605,0.16007799717912904,0.5663595177201315,25
target_background,75,N_3pct,ck4p_msp,nearest_centroid,0.49459469289116725,0.1378906601085438,0.557098814229249,25
target_background,75,N_3pct,ckmer5_count_l2,logistic,0.4727973080786545,0.10463132198754548,0.606312529754985,25
target_background,75,N_3pct,ckmer5_count_l2,nearest_centroid,0.4769635484296774,0.11067732961722576,0.5706801223783321,25
target_background,75,clean,ck4,logistic,0.4678436129923288,0.11378110066205649,0.5456972501780686,25
target_background,75,clean,ck4,nearest_centroid,0.456835358097592,0.1053685578518887,0.5206556614740758,25
target_background,75,clean,ck4_p,logistic,0.48609949295331584,0.11443890301649927,0.5635240383373376,25
target_background,75,clean,ck4_p,nearest_centroid,0.46088682395550945,0.10354959903295041,0.5243786051970195,25
target_background,75,clean,ck4p_msp,logistic,0.47239517558069205,0.10767382623964417,0.5471592652871425,25
target_background,75,clean,ck4p_msp,nearest_centroid,0.4581546302233157,0.10624759984307948,0.5224738432922575,25
target_background,75,clean,ckmer5_count_l2,logistic,0.45182597761875987,0.09358314605246357,0.5848205179304924,25
target_background,75,clean,ckmer5_count_l2,nearest_centroid,0.4568391073318142,0.12013127269535068,0.5577875577108314,25
target_background,75,substitution_1pct,ck4,logistic,0.4492664530990117,0.11759025859610862,0.5353129467860925,25
target_background,75,substitution_1pct,ck4,nearest_centroid,0.4498079109146122,0.1166079988769211,0.518404195406753,25
target_background,75,substitution_1pct,ck4_p,logistic,0.45223960623414117,0.11469512398242522,0.5332569243771289,25
target_background,75,substitution_1pct,ck4_p,nearest_centroid,0.4498079109146122,0.1166079988769211,0.518404195406753,25
target_background,75,substitution_1pct,ck4p_msp,logistic,0.4657523933231134,0.1454039201800883,0.5408464550510587,25
target_background,75,substitution_1pct,ck4p_msp,nearest_centroid,0.4490592478130079,0.11711809564439683,0.516499433501991,25
target_background,75,substitution_1pct,ckmer5_count_l2,logistic,0.4471349103410888,0.10572761392180063,0.5767869487716035,25
target_background,75,substitution_1pct,ckmer5_count_l2,nearest_centroid,0.44441583246250765,0.11933407990480595,0.5489491480386621,25
target_background,75,substitution_1pct_N_3pct,ck4,logistic,0.45473731140981777,0.11907053384865404,0.5355756320973712,25
