representation,classifier,split,fold,task,length,condition,n_samples,n_groups,n_classes,n_features,accuracy,macro_f1,genus,label_col
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,134,134,5,222,0.18518518518518517,0.15076923076923077,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,134,134,5,222,0.18518518518518517,0.1355233002291826,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,134,134,5,222,0.15384615384615385,0.13414141414141414,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,134,134,5,222,0.11538461538461539,0.09230769230769231,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,134,134,5,510,0.2222222222222222,0.20134453781512604,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,134,134,5,510,0.18518518518518517,0.15666666666666665,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,134,134,5,510,0.1111111111111111,0.11493506493506493,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,134,134,5,510,0.14814814814814814,0.1463492063492063,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,134,134,5,510,0.14814814814814814,0.12272727272727273,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,134,134,5,510,0.1111111111111111,0.10634920634920635,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,134,134,5,510,0.2962962962962963,0.2333333333333333,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,134,134,5,510,0.18518518518518517,0.14523809523809522,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,134,134,5,510,0.15384615384615385,0.14444444444444443,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,134,134,5,510,0.23076923076923078,0.20522875816993463,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,136,0.42857142857142855,0.3,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,136,0.5238095238095238,0.34375,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,136,0.42857142857142855,0.3942307692307692,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,136,0.47619047619047616,0.4296296296296296,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,136,0.5714285714285714,0.4457478005865103,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,136,0.7142857142857143,0.65,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,136,0.6190476190476191,0.38235294117647056,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,136,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,136,0.65,0.3939393939393939,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,136,0.7,0.4117647058823529,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,147,0.42857142857142855,0.3,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,147,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,147,0.42857142857142855,0.3942307692307692,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,147,0.47619047619047616,0.4296296296296296,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,147,0.5714285714285714,0.4457478005865103,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,147,0.6666666666666666,0.5689149560117301,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,147,0.6190476190476191,0.38235294117647056,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,147,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,147,0.65,0.3939393939393939,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,147,0.7,0.4117647058823529,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,222,0.42857142857142855,0.3,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,222,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,222,0.42857142857142855,0.3942307692307692,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,222,0.47619047619047616,0.4296296296296296,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,222,0.5714285714285714,0.4457478005865103,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,222,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,222,0.5714285714285714,0.36363636363636365,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,222,0.6666666666666666,0.4,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,222,0.65,0.3939393939393939,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,222,0.7,0.4117647058823529,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,507,0.6666666666666666,0.4,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,104,104,2,507,0.6666666666666666,0.4,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,507,0.5238095238095238,0.41666666666666663,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,104,104,2,507,0.6666666666666666,0.4,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,507,0.6190476190476191,0.475,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,104,104,2,507,0.7142857142857143,0.5367647058823529,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,507,0.7142857142857143,0.4166666666666667,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,104,104,2,507,0.7619047619047619,0.43243243243243246,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,507,0.75,0.42857142857142855,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,104,104,2,507,0.7,0.4117647058823529,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,136,0.45454545454545453,0.4107142857142857,Escherichia,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,136,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,136,0.4,0.4,Escherichia,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,136,0.5,0.4949494949494949,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,136,0.4,0.375,Escherichia,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,136,0.4,0.2857142857142857,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,136,0.4,0.4,Escherichia,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,136,0.3,0.29292929292929293,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,136,0.6363636363636364,0.6071428571428572,Escherichia,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,136,0.5454545454545454,0.47619047619047616,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,147,0.45454545454545453,0.4107142857142857,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,147,0.45454545454545453,0.45,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,147,0.4,0.4,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,147,0.5,0.4949494949494949,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,147,0.4,0.375,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,147,0.4,0.2857142857142857,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,147,0.4,0.4,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,147,0.3,0.29292929292929293,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,147,0.6363636363636364,0.6071428571428572,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,147,0.6363636363636364,0.6071428571428572,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,222,0.45454545454545453,0.4107142857142857,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,222,0.36363636363636365,0.3418803418803419,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,222,0.5,0.4949494949494949,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,222,0.4,0.375,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,222,0.4,0.2857142857142857,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,222,0.6363636363636364,0.6071428571428572,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,222,0.5454545454545454,0.47619047619047616,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,501,0.8181818181818182,0.8166666666666667,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,52,52,2,501,0.6363636363636364,0.6071428571428572,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,52,52,2,501,0.8,0.8,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,501,0.6,0.6,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,52,52,2,501,0.6,0.6,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,501,0.6363636363636364,0.6071428571428572,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,52,52,2,501,0.7272727272727273,0.717948717948718,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,136,0.45454545454545453,0.4107142857142857,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,136,0.5454545454545454,0.5454545454545454,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,136,0.4,0.4,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,136,0.5,0.4949494949494949,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,136,0.4,0.375,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,136,0.4,0.2857142857142857,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,136,0.4,0.4,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,136,0.3,0.29292929292929293,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,136,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,136,0.5454545454545454,0.47619047619047616,Escherichia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,147,0.45454545454545453,0.4107142857142857,Escherichia,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,147,0.45454545454545453,0.45,Escherichia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,147,0.4,0.4,Escherichia,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,147,0.5,0.4949494949494949,Escherichia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,147,0.4,0.375,Escherichia,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,147,0.4,0.2857142857142857,Escherichia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,147,0.4,0.4,Escherichia,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,147,0.3,0.29292929292929293,Escherichia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,147,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,147,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,222,0.45454545454545453,0.4107142857142857,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,222,0.36363636363636365,0.3418803418803419,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,222,0.5,0.4949494949494949,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,222,0.4,0.375,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,222,0.4,0.2857142857142857,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,222,0.4,0.4,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,222,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,222,0.5454545454545454,0.47619047619047616,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,501,0.8181818181818182,0.8166666666666667,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,52,52,2,501,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,501,0.5,0.4949494949494949,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,52,52,2,501,0.8,0.8,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,501,0.6,0.6,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,52,52,2,501,0.6,0.6,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,501,0.6363636363636364,0.6071428571428572,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,52,52,2,501,0.7272727272727273,0.717948717948718,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,136,0.3333333333333333,0.3212121212121212,Klebsiella,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,136,0.3888888888888889,0.37684537684537683,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,136,0.2777777777777778,0.2619047619047619,Klebsiella,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,136,0.2222222222222222,0.2512820512820513,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,136,0.29411764705882354,0.29044289044289046,Klebsiella,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,136,0.23529411764705882,0.22991822991822994,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,136,0.4117647058823529,0.4358974358974359,Klebsiella,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,136,0.29411764705882354,0.30626780626780625,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,136,0.35294117647058826,0.3416666666666666,Klebsiella,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,136,0.35294117647058826,0.33968253968253964,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,147,0.3333333333333333,0.3212121212121212,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,147,0.3888888888888889,0.37684537684537683,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,147,0.2777777777777778,0.2619047619047619,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,147,0.2222222222222222,0.2512820512820513,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,147,0.29411764705882354,0.29044289044289046,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,147,0.23529411764705882,0.22991822991822994,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,147,0.4117647058823529,0.4358974358974359,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,147,0.29411764705882354,0.30626780626780625,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,147,0.35294117647058826,0.3416666666666666,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,147,0.35294117647058826,0.33968253968253964,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,222,0.3333333333333333,0.3212121212121212,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,222,0.5,0.4984126984126984,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,222,0.2777777777777778,0.2619047619047619,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,222,0.2777777777777778,0.30317460317460315,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,222,0.29411764705882354,0.29044289044289046,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,222,0.35294117647058826,0.3333333333333333,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,222,0.4117647058823529,0.4358974358974359,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,222,0.23529411764705882,0.254985754985755,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,222,0.35294117647058826,0.3416666666666666,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,222,0.29411764705882354,0.22756410256410256,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,506,0.5,0.4930069930069931,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,75,trim_5bp,87,87,3,506,0.3888888888888889,0.3925925925925926,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,506,0.3888888888888889,0.3811188811188811,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,75,trim_5bp,87,87,3,506,0.16666666666666666,0.1724941724941725,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,506,0.47058823529411764,0.44230769230769235,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,75,trim_5bp,87,87,3,506,0.35294117647058826,0.36190476190476195,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,506,0.29411764705882354,0.29044289044289046,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,75,trim_5bp,87,87,3,506,0.35294117647058826,0.34074074074074073,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,506,0.29411764705882354,0.2750544662309368,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,75,trim_5bp,87,87,3,506,0.29411764705882354,0.31616161616161614,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,87,87,2,136,0.5,0.4857142857142857,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,87,87,2,136,0.5555555555555556,0.5,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,87,87,2,136,0.6111111111111112,0.5785953177257526,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,87,87,2,136,0.3888888888888889,0.37142857142857144,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,75,trim_5bp,87,87,2,136,0.35294117647058826,0.35294117647058826,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,75,trim_5bp,87,87,2,136,0.35294117647058826,0.343859649122807,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,75,trim_5bp,87,87,2,136,0.6470588235294118,0.5096153846153846,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,75,trim_5bp,87,87,2,136,0.47058823529411764,0.32,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,75,trim_5bp,87,87,2,136,0.6470588235294118,0.6357142857142857,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,75,trim_5bp,87,87,2,136,0.29411764705882354,0.29166666666666663,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,75,trim_5bp,87,87,2,147,0.5,0.4857142857142857,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,75,trim_5bp,87,87,2,147,0.6111111111111112,0.5418181818181818,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,75,trim_5bp,87,87,2,147,0.6111111111111112,0.5785953177257526,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,75,trim_5bp,87,87,2,147,0.4444444444444444,0.4375,Klebsiella,target_binary
