representation,classifier,split,fold,task,length,condition,n_samples,n_groups,n_classes,n_features,accuracy,macro_f1,genus,label_col
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,69,substitution_1pct,86,86,3,147,0.5882352941176471,0.5384615384615384,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,147,0.4117647058823529,0.41111111111111115,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,147,0.47058823529411764,0.4871794871794872,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,147,0.47058823529411764,0.4666666666666666,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,147,0.4117647058823529,0.4131054131054131,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,147,0.4117647058823529,0.38576238576238575,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,147,0.4117647058823529,0.36616161616161613,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,substitution_1pct,86,86,3,222,0.4444444444444444,0.4222222222222222,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,69,substitution_1pct,86,86,3,222,0.5555555555555556,0.5526556776556776,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,substitution_1pct,86,86,3,222,0.5294117647058824,0.5035353535353536,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,69,substitution_1pct,86,86,3,222,0.5882352941176471,0.5523809523809523,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,222,0.4117647058823529,0.41111111111111115,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,222,0.6470588235294118,0.6551226551226551,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,222,0.47058823529411764,0.4666666666666666,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,222,0.29411764705882354,0.29523809523809524,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,222,0.4117647058823529,0.39031339031339035,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,222,0.47058823529411764,0.42676767676767674,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,substitution_1pct,86,86,3,509,0.3888888888888889,0.37051282051282053,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,69,substitution_1pct,86,86,3,509,0.3888888888888889,0.3108974358974359,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,substitution_1pct,86,86,3,509,0.29411764705882354,0.28774928774928776,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,69,substitution_1pct,86,86,3,509,0.29411764705882354,0.28174603174603174,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,509,0.5294117647058824,0.5204425204425204,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,69,substitution_1pct,86,86,3,509,0.17647058823529413,0.1717171717171717,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,509,0.29411764705882354,0.27499999999999997,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,69,substitution_1pct,86,86,3,509,0.35294117647058826,0.33903133903133903,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,509,0.4117647058823529,0.38918597742127153,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,69,substitution_1pct,86,86,3,509,0.4117647058823529,0.391025641025641,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,136,0.4444444444444444,0.4375,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,136,0.6111111111111112,0.6,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,136,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,136,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,136,0.47058823529411764,0.3952569169960475,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,136,0.47058823529411764,0.43956043956043955,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,136,0.5882352941176471,0.5641025641025641,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,136,0.47058823529411764,0.43956043956043955,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,136,0.6470588235294118,0.575,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,136,0.7647058823529411,0.7166666666666667,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,147,0.4444444444444444,0.4375,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,147,0.6666666666666666,0.6493506493506493,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,147,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,147,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,147,0.47058823529411764,0.3952569169960475,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,147,0.5294117647058824,0.48484848484848486,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,147,0.5882352941176471,0.5641025641025641,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,147,0.4117647058823529,0.356060606060606,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,147,0.6470588235294118,0.575,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,147,0.7058823529411765,0.6222222222222222,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,222,0.4444444444444444,0.4375,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,222,0.6666666666666666,0.6493506493506493,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,222,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,222,0.47058823529411764,0.4631578947368421,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,222,0.47058823529411764,0.3952569169960475,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,222,0.47058823529411764,0.43956043956043955,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,222,0.5882352941176471,0.5641025641025641,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,222,0.5882352941176471,0.5296442687747036,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,222,0.6470588235294118,0.575,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,222,0.7058823529411765,0.6222222222222222,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,509,0.5,0.4581939799331104,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,69,substitution_1pct,86,86,2,509,0.6111111111111112,0.5418181818181818,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,509,0.35294117647058826,0.343859649122807,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,69,substitution_1pct,86,86,2,509,0.4117647058823529,0.39285714285714285,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,509,0.47058823529411764,0.3952569169960475,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,69,substitution_1pct,86,86,2,509,0.5294117647058824,0.43333333333333335,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,509,0.47058823529411764,0.3952569169960475,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,69,substitution_1pct,86,86,2,509,0.5882352941176471,0.5296442687747036,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,509,0.7647058823529411,0.6730769230769231,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,69,substitution_1pct,86,86,2,509,0.7058823529411765,0.6222222222222222,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,136,0.17391304347826086,0.16783216783216784,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,136,0.2608695652173913,0.2585858585858586,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,136,0.34782608695652173,0.3488733488733489,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,136,0.30434782608695654,0.30681818181818177,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,136,0.2916666666666667,0.25384615384615383,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,136,0.20833333333333334,0.18465909090909094,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,136,0.041666666666666664,0.03333333333333333,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,136,0.125,0.11688311688311688,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,136,0.09090909090909091,0.07738095238095238,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,136,0.13636363636363635,0.14583333333333331,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,147,0.17391304347826086,0.16783216783216784,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,147,0.17391304347826086,0.15534465534465536,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,147,0.34782608695652173,0.3488733488733489,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,147,0.21739130434782608,0.22027972027972031,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,147,0.2916666666666667,0.25384615384615383,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,147,0.16666666666666666,0.125,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,147,0.041666666666666664,0.03333333333333333,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,147,0.25,0.2511655011655012,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,147,0.09090909090909091,0.07738095238095238,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,147,0.09090909090909091,0.10476190476190475,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,222,0.21739130434782608,0.2057109557109557,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,222,0.17391304347826086,0.1685897435897436,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,222,0.34782608695652173,0.3488733488733489,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,222,0.21739130434782608,0.21233766233766233,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,222,0.2916666666666667,0.25384615384615383,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,222,0.125,0.10633484162895929,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,222,0.041666666666666664,0.03333333333333333,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,222,0.25,0.22499999999999998,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,222,0.09090909090909091,0.07738095238095238,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,222,0.09090909090909091,0.06971153846153846,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,512,0.2608695652173913,0.23926073926073926,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,116,116,4,512,0.30434782608695654,0.30949883449883453,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,512,0.2608695652173913,0.257051282051282,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,116,116,4,512,0.21739130434782608,0.17708333333333331,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,512,0.20833333333333334,0.1774132730015083,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,116,116,4,512,0.16666666666666666,0.15049019607843137,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,512,0.08333333333333333,0.058823529411764705,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,116,116,4,512,0.2916666666666667,0.28888888888888886,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,512,0.045454545454545456,0.038461538461538464,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,116,116,4,512,0.13636363636363635,0.10416666666666666,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,136,0.25,0.25555555555555554,Burkholderia,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,136,0.25,0.24330484330484328,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,136,0.25,0.2643097643097643,Burkholderia,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,136,0.375,0.36019536019536025,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,136,0.125,0.09523809523809523,Burkholderia,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,136,0.125,0.10256410256410257,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,136,0.26666666666666666,0.2222222222222222,Burkholderia,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,136,0.3333333333333333,0.3311355311355311,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,136,0.1875,0.1574074074074074,Burkholderia,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,136,0.125,0.1111111111111111,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,147,0.25,0.25555555555555554,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,147,0.3125,0.291005291005291,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,147,0.25,0.2643097643097643,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,147,0.375,0.38047138047138046,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,147,0.125,0.09523809523809523,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,147,0.0625,0.047619047619047616,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,147,0.26666666666666666,0.2222222222222222,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,147,0.4,0.3862433862433862,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,147,0.1875,0.1574074074074074,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,147,0.125,0.1111111111111111,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,222,0.25,0.25555555555555554,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,222,0.3125,0.30997150997150996,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,222,0.25,0.2643097643097643,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,222,0.3125,0.31986531986531985,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,222,0.125,0.09523809523809523,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,222,0.3125,0.32857142857142857,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,222,0.26666666666666666,0.2222222222222222,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,222,0.26666666666666666,0.25071225071225073,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,222,0.1875,0.16296296296296295,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,222,0.125,0.08888888888888889,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,455,0.3125,0.31986531986531985,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,69,N_3pct,79,79,3,455,0.5625,0.537037037037037,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,455,0.3125,0.3298368298368299,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,69,N_3pct,79,79,3,455,0.5,0.38888888888888884,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,455,0.125,0.08333333333333333,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,69,N_3pct,79,79,3,455,0.0625,0.041666666666666664,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,455,0.3333333333333333,0.26406926406926406,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,69,N_3pct,79,79,3,455,0.4,0.3611111111111111,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,455,0.1875,0.16666666666666666,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,69,N_3pct,79,79,3,455,0.125,0.11574074074074074,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,136,0.5,0.4920634920634921,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,136,0.625,0.6,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,136,0.4375,0.41700404858299595,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,136,0.4375,0.41700404858299595,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,136,0.3125,0.30980392156862746,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,136,0.3125,0.2874493927125506,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,136,0.3333333333333333,0.3055555555555555,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,136,0.4,0.3891402714932127,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,136,0.375,0.375,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,136,0.5,0.4920634920634921,Burkholderia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,147,0.5,0.4920634920634921,Burkholderia,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,147,0.625,0.6,Burkholderia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,147,0.4375,0.41700404858299595,Burkholderia,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,147,0.5625,0.5151515151515151,Burkholderia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,147,0.3125,0.30980392156862746,Burkholderia,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,147,0.375,0.36507936507936506,Burkholderia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,147,0.4,0.3891402714932127,Burkholderia,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,147,0.4666666666666667,0.4642857142857143,Burkholderia,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,147,0.375,0.375,Burkholderia,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,147,0.4375,0.43529411764705883,Burkholderia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,222,0.4375,0.43529411764705883,Burkholderia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,222,0.5625,0.5151515151515151,Burkholderia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,222,0.4375,0.41700404858299595,Burkholderia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,222,0.3125,0.2874493927125506,Burkholderia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,222,0.3125,0.30980392156862746,Burkholderia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,222,0.5625,0.5151515151515151,Burkholderia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,222,0.4,0.3891402714932127,Burkholderia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,222,0.4,0.2857142857142857,Burkholderia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,222,0.375,0.375,Burkholderia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,69,N_3pct,79,79,2,222,0.25,0.2,Burkholderia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,455,0.375,0.36507936507936506,Burkholderia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,69,N_3pct,79,79,2,455,0.5625,0.5151515151515151,Burkholderia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,455,0.4375,0.41700404858299595,Burkholderia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,69,N_3pct,79,79,2,455,0.4375,0.41700404858299595,Burkholderia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,455,0.375,0.375,Burkholderia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,69,N_3pct,79,79,2,455,0.5,0.4181818181818182,Burkholderia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,455,0.4666666666666667,0.4,Burkholderia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,69,N_3pct,79,79,2,455,0.6666666666666666,0.6031746031746031,Burkholderia,target_binary
