split,classifier,accuracy,macro_f1,n_features,task,group_col,group,label_col,length,condition,representation,n_samples,n_classes
holdout,nearest_centroid,0.5,0.4250221827861579,512,all_labels,genus,Klebsiella,target_binary,150,N_3pct,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.5555555555555556,0.4889086069210293,136,all_labels,genus,Klebsiella,target_binary,150,N_3pct,cspaced_count_l2,240,2
holdout,nearest_centroid,0.5416666666666666,0.4666666666666667,147,all_labels,genus,Klebsiella,target_binary,150,N_3pct,cspaced_property_l2,240,2
holdout,nearest_centroid,0.5833333333333334,0.5484949832775919,2304,all_labels,genus,Klebsiella,target_binary,150,N_3pct,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5,0.4250221827861579,2400,all_labels,genus,Klebsiella,target_binary,150,N_3pct,rope_property,240,2
holdout,nearest_centroid,0.6979166666666666,0.6516080590664497,512,all_labels,genus,Candida,target_binary,300,clean,ckmer5_count_l2,320,2
holdout,nearest_centroid,0.6354166666666666,0.5633528265107213,136,all_labels,genus,Candida,target_binary,300,clean,cspaced_count_l2,320,2
holdout,nearest_centroid,0.6354166666666666,0.5633528265107213,147,all_labels,genus,Candida,target_binary,300,clean,cspaced_property_l2,320,2
holdout,nearest_centroid,0.6041666666666666,0.5210084033613446,4704,all_labels,genus,Candida,target_binary,300,clean,spaced_kmer_phase,320,2
holdout,nearest_centroid,0.6979166666666666,0.5334338863750628,4800,all_labels,genus,Candida,target_binary,300,clean,rope_property,320,2
holdout,nearest_centroid,0.5694444444444444,0.5372174994816504,512,all_labels,genus,Burkholderia,target_binary,300,clean,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.5833333333333334,0.5484949832775919,136,all_labels,genus,Burkholderia,target_binary,300,clean,cspaced_count_l2,240,2
holdout,nearest_centroid,0.5833333333333334,0.5555555555555556,147,all_labels,genus,Burkholderia,target_binary,300,clean,cspaced_property_l2,240,2
holdout,nearest_centroid,0.6666666666666666,0.5966386554621849,4704,all_labels,genus,Burkholderia,target_binary,300,clean,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5972222222222222,0.5514500537056928,4800,all_labels,genus,Burkholderia,target_binary,300,clean,rope_property,240,2
holdout,nearest_centroid,0.6833333333333333,0.5052083333333334,512,all_labels,genus,Enterobacter,target_binary,300,clean,ckmer5_count_l2,400,2
holdout,nearest_centroid,0.6583333333333333,0.5494092865647037,136,all_labels,genus,Enterobacter,target_binary,300,clean,cspaced_count_l2,400,2
holdout,nearest_centroid,0.6583333333333333,0.5494092865647037,147,all_labels,genus,Enterobacter,target_binary,300,clean,cspaced_property_l2,400,2
holdout,nearest_centroid,0.6916666666666667,0.5105280564436115,4704,all_labels,genus,Enterobacter,target_binary,300,clean,spaced_kmer_phase,400,2
holdout,nearest_centroid,0.7166666666666667,0.4444444444444445,4800,all_labels,genus,Enterobacter,target_binary,300,clean,rope_property,400,2
holdout,nearest_centroid,0.4166666666666667,0.4166666666666667,509,all_labels,genus,Escherichia,target_binary,300,clean,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5833333333333334,0.5804195804195804,136,all_labels,genus,Escherichia,target_binary,300,clean,cspaced_count_l2,160,2
holdout,nearest_centroid,0.6041666666666666,0.6026143790849673,147,all_labels,genus,Escherichia,target_binary,300,clean,cspaced_property_l2,160,2
holdout,nearest_centroid,0.625,0.6142857142857143,4704,all_labels,genus,Escherichia,target_binary,300,clean,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.6666666666666666,0.6660869565217391,4800,all_labels,genus,Escherichia,target_binary,300,clean,rope_property,160,2
holdout,nearest_centroid,0.6388888888888888,0.5847382431233363,512,all_labels,genus,Klebsiella,target_binary,300,clean,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.6388888888888888,0.6017021276595744,136,all_labels,genus,Klebsiella,target_binary,300,clean,cspaced_count_l2,240,2
holdout,nearest_centroid,0.6388888888888888,0.6017021276595744,147,all_labels,genus,Klebsiella,target_binary,300,clean,cspaced_property_l2,240,2
holdout,nearest_centroid,0.6111111111111112,0.5153846153846153,4704,all_labels,genus,Klebsiella,target_binary,300,clean,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5972222222222222,0.4901098901098901,4800,all_labels,genus,Klebsiella,target_binary,300,clean,rope_property,240,2
holdout,nearest_centroid,0.6458333333333334,0.5878787878787879,512,all_labels,genus,Candida,target_binary,300,N_3pct,ckmer5_count_l2,320,2
holdout,nearest_centroid,0.6666666666666666,0.6047349459598559,136,all_labels,genus,Candida,target_binary,300,N_3pct,cspaced_count_l2,320,2
holdout,nearest_centroid,0.6458333333333334,0.5800308800823469,147,all_labels,genus,Candida,target_binary,300,N_3pct,cspaced_property_l2,320,2
holdout,nearest_centroid,0.6458333333333334,0.5714285714285714,4704,all_labels,genus,Candida,target_binary,300,N_3pct,spaced_kmer_phase,320,2
holdout,nearest_centroid,0.71875,0.5480383609415868,4800,all_labels,genus,Candida,target_binary,300,N_3pct,rope_property,320,2
holdout,nearest_centroid,0.5555555555555556,0.5259259259259259,512,all_labels,genus,Burkholderia,target_binary,300,N_3pct,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.6111111111111112,0.5851851851851851,136,all_labels,genus,Burkholderia,target_binary,300,N_3pct,cspaced_count_l2,240,2
holdout,nearest_centroid,0.625,0.6028600612870276,147,all_labels,genus,Burkholderia,target_binary,300,N_3pct,cspaced_property_l2,240,2
holdout,nearest_centroid,0.6388888888888888,0.5630252100840336,4704,all_labels,genus,Burkholderia,target_binary,300,N_3pct,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.625,0.5823845327604726,4800,all_labels,genus,Burkholderia,target_binary,300,N_3pct,rope_property,240,2
holdout,nearest_centroid,0.6416666666666667,0.5168086899522427,512,all_labels,genus,Enterobacter,target_binary,300,N_3pct,ckmer5_count_l2,400,2
holdout,nearest_centroid,0.6166666666666667,0.5099431818181819,136,all_labels,genus,Enterobacter,target_binary,300,N_3pct,cspaced_count_l2,400,2
holdout,nearest_centroid,0.625,0.5252747252747253,147,all_labels,genus,Enterobacter,target_binary,300,N_3pct,cspaced_property_l2,400,2
holdout,nearest_centroid,0.675,0.4999465754888342,4704,all_labels,genus,Enterobacter,target_binary,300,N_3pct,spaced_kmer_phase,400,2
holdout,nearest_centroid,0.75,0.4860079954311821,4800,all_labels,genus,Enterobacter,target_binary,300,N_3pct,rope_property,400,2
holdout,nearest_centroid,0.4791666666666667,0.4789405123751628,508,all_labels,genus,Escherichia,target_binary,300,N_3pct,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5208333333333334,0.5206252713851498,136,all_labels,genus,Escherichia,target_binary,300,N_3pct,cspaced_count_l2,160,2
holdout,nearest_centroid,0.5208333333333334,0.5206252713851498,147,all_labels,genus,Escherichia,target_binary,300,N_3pct,cspaced_property_l2,160,2
holdout,nearest_centroid,0.5833333333333334,0.5714285714285714,4704,all_labels,genus,Escherichia,target_binary,300,N_3pct,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.5833333333333334,0.5804195804195804,4800,all_labels,genus,Escherichia,target_binary,300,N_3pct,rope_property,160,2
holdout,nearest_centroid,0.5555555555555556,0.5097872340425531,512,all_labels,genus,Klebsiella,target_binary,300,N_3pct,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.6666666666666666,0.6323404255319149,136,all_labels,genus,Klebsiella,target_binary,300,N_3pct,cspaced_count_l2,240,2
holdout,nearest_centroid,0.6527777777777778,0.6133190118152524,147,all_labels,genus,Klebsiella,target_binary,300,N_3pct,cspaced_property_l2,240,2
holdout,nearest_centroid,0.5972222222222222,0.519226341238775,4704,all_labels,genus,Klebsiella,target_binary,300,N_3pct,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.6388888888888888,0.5185185185185186,4800,all_labels,genus,Klebsiella,target_binary,300,N_3pct,rope_property,240,2
holdout,nearest_centroid,0.6354166666666666,0.5718108831400535,512,all_labels,genus,Candida,target_binary,100,clean,ckmer5_count_l2,320,2
holdout,nearest_centroid,0.6354166666666666,0.5795269678388186,136,all_labels,genus,Candida,target_binary,100,clean,cspaced_count_l2,320,2
holdout,nearest_centroid,0.6458333333333334,0.5878787878787879,147,all_labels,genus,Candida,target_binary,100,clean,cspaced_property_l2,320,2
holdout,nearest_centroid,0.5416666666666666,0.4197802197802198,1504,all_labels,genus,Candida,target_binary,100,clean,spaced_kmer_phase,320,2
holdout,nearest_centroid,0.6041666666666666,0.4861971830985915,1600,all_labels,genus,Candida,target_binary,100,clean,rope_property,320,2
holdout,nearest_centroid,0.5972222222222222,0.5597722960151803,505,all_labels,genus,Burkholderia,target_binary,100,clean,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.5,0.474025974025974,136,all_labels,genus,Burkholderia,target_binary,100,clean,cspaced_count_l2,240,2
holdout,nearest_centroid,0.5277777777777778,0.5032467532467533,147,all_labels,genus,Burkholderia,target_binary,100,clean,cspaced_property_l2,240,2
holdout,nearest_centroid,0.625,0.5969313705162762,1504,all_labels,genus,Burkholderia,target_binary,100,clean,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5972222222222222,0.5734422880490296,1600,all_labels,genus,Burkholderia,target_binary,100,clean,rope_property,240,2
holdout,nearest_centroid,0.6333333333333333,0.4599018003273322,511,all_labels,genus,Enterobacter,target_binary,100,clean,ckmer5_count_l2,400,2
holdout,nearest_centroid,0.5416666666666666,0.3955490429526513,136,all_labels,genus,Enterobacter,target_binary,100,clean,cspaced_count_l2,400,2
holdout,nearest_centroid,0.5333333333333333,0.3777777777777777,147,all_labels,genus,Enterobacter,target_binary,100,clean,cspaced_property_l2,400,2
holdout,nearest_centroid,0.6333333333333333,0.5215657847046031,1504,all_labels,genus,Enterobacter,target_binary,100,clean,spaced_kmer_phase,400,2
holdout,nearest_centroid,0.7166666666666667,0.5428059166293142,1600,all_labels,genus,Enterobacter,target_binary,100,clean,rope_property,400,2
holdout,nearest_centroid,0.6041666666666666,0.6039947894051237,510,all_labels,genus,Escherichia,target_binary,100,clean,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.4583333333333333,0.4545454545454546,136,all_labels,genus,Escherichia,target_binary,100,clean,cspaced_count_l2,160,2
holdout,nearest_centroid,0.4583333333333333,0.4545454545454546,147,all_labels,genus,Escherichia,target_binary,100,clean,cspaced_property_l2,160,2
holdout,nearest_centroid,0.4166666666666667,0.4125874125874126,1504,all_labels,genus,Escherichia,target_binary,100,clean,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.3333333333333333,0.3333333333333333,1600,all_labels,genus,Escherichia,target_binary,100,clean,rope_property,160,2
holdout,nearest_centroid,0.5694444444444444,0.5372174994816504,511,all_labels,genus,Klebsiella,target_binary,100,clean,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.4861111111111111,0.483620856755185,136,all_labels,genus,Klebsiella,target_binary,100,clean,cspaced_count_l2,240,2
holdout,nearest_centroid,0.5277777777777778,0.5184893784421715,147,all_labels,genus,Klebsiella,target_binary,100,clean,cspaced_property_l2,240,2
holdout,nearest_centroid,0.5972222222222222,0.5420048256196535,1504,all_labels,genus,Klebsiella,target_binary,100,clean,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5,0.4375,1600,all_labels,genus,Klebsiella,target_binary,100,clean,rope_property,240,2
holdout,nearest_centroid,0.6770833333333334,0.6050431320504314,512,all_labels,genus,Candida,target_binary,100,N_3pct,ckmer5_count_l2,320,2
holdout,nearest_centroid,0.6666666666666666,0.5966386554621849,136,all_labels,genus,Candida,target_binary,100,N_3pct,cspaced_count_l2,320,2
holdout,nearest_centroid,0.6666666666666666,0.5966386554621849,147,all_labels,genus,Candida,target_binary,100,N_3pct,cspaced_property_l2,320,2
holdout,nearest_centroid,0.5104166666666666,0.4011944260119442,1504,all_labels,genus,Candida,target_binary,100,N_3pct,spaced_kmer_phase,320,2
holdout,nearest_centroid,0.59375,0.5031187790311877,1600,all_labels,genus,Candida,target_binary,100,N_3pct,rope_property,320,2
holdout,nearest_centroid,0.5694444444444444,0.5294117647058824,501,all_labels,genus,Burkholderia,target_binary,100,N_3pct,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.4722222222222222,0.4571428571428572,136,all_labels,genus,Burkholderia,target_binary,100,N_3pct,cspaced_count_l2,240,2
holdout,nearest_centroid,0.4722222222222222,0.4571428571428572,147,all_labels,genus,Burkholderia,target_binary,100,N_3pct,cspaced_property_l2,240,2
holdout,nearest_centroid,0.6666666666666666,0.6387959866220736,1504,all_labels,genus,Burkholderia,target_binary,100,N_3pct,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.625,0.6079854809437386,1600,all_labels,genus,Burkholderia,target_binary,100,N_3pct,rope_property,240,2
holdout,nearest_centroid,0.6083333333333333,0.4718606611105909,511,all_labels,genus,Enterobacter,target_binary,100,N_3pct,ckmer5_count_l2,400,2
holdout,nearest_centroid,0.5416666666666666,0.4081248318536454,136,all_labels,genus,Enterobacter,target_binary,100,N_3pct,cspaced_count_l2,400,2
holdout,nearest_centroid,0.55,0.4128307357738311,147,all_labels,genus,Enterobacter,target_binary,100,N_3pct,cspaced_property_l2,400,2
holdout,nearest_centroid,0.6416666666666667,0.5274292517629819,1504,all_labels,genus,Enterobacter,target_binary,100,N_3pct,spaced_kmer_phase,400,2
holdout,nearest_centroid,0.7166666666666667,0.5269016697588126,1600,all_labels,genus,Enterobacter,target_binary,100,N_3pct,rope_property,400,2
holdout,nearest_centroid,0.5625,0.5607843137254902,510,all_labels,genus,Escherichia,target_binary,100,N_3pct,ckmer5_count_l2,160,2
holdout,nearest_centroid,0.5,0.4991304347826087,136,all_labels,genus,Escherichia,target_binary,100,N_3pct,cspaced_count_l2,160,2
holdout,nearest_centroid,0.5,0.4991304347826087,147,all_labels,genus,Escherichia,target_binary,100,N_3pct,cspaced_property_l2,160,2
holdout,nearest_centroid,0.375,0.3739130434782609,1504,all_labels,genus,Escherichia,target_binary,100,N_3pct,spaced_kmer_phase,160,2
holdout,nearest_centroid,0.4166666666666667,0.4156521739130435,1600,all_labels,genus,Escherichia,target_binary,100,N_3pct,rope_property,160,2
holdout,nearest_centroid,0.5555555555555556,0.5324675324675324,511,all_labels,genus,Klebsiella,target_binary,100,N_3pct,ckmer5_count_l2,240,2
holdout,nearest_centroid,0.4861111111111111,0.4812074001947419,136,all_labels,genus,Klebsiella,target_binary,100,N_3pct,cspaced_count_l2,240,2
holdout,nearest_centroid,0.5,0.49375,147,all_labels,genus,Klebsiella,target_binary,100,N_3pct,cspaced_property_l2,240,2
holdout,nearest_centroid,0.5416666666666666,0.4788330774292608,1504,all_labels,genus,Klebsiella,target_binary,100,N_3pct,spaced_kmer_phase,240,2
holdout,nearest_centroid,0.5,0.4485106382978723,1600,all_labels,genus,Klebsiella,target_binary,100,N_3pct,rope_property,240,2
