representation,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,genus,length,condition,label_col
ckmer5_count_l2,nearest_centroid,87,3,501,0.4444444444444444,0.42948717948717946,within_genus_species,Klebsiella,69,N_3pct,label
ckmer5_count_l2,logistic,87,3,501,0.3333333333333333,0.27171717171717175,within_genus_species,Klebsiella,69,N_3pct,label
cspaced_count_l2,nearest_centroid,87,3,136,0.37037037037037035,0.36209150326797385,within_genus_species,Klebsiella,69,N_3pct,label
cspaced_count_l2,logistic,87,3,136,0.4444444444444444,0.4336842105263157,within_genus_species,Klebsiella,69,N_3pct,label
cspaced_property_l2,nearest_centroid,87,3,147,0.37037037037037035,0.36209150326797385,within_genus_species,Klebsiella,69,N_3pct,label
cspaced_property_l2,logistic,87,3,147,0.4444444444444444,0.4336842105263157,within_genus_species,Klebsiella,69,N_3pct,label
hybrid_ckmer5_csp,nearest_centroid,87,3,648,0.4074074074074074,0.377384960718294,within_genus_species,Klebsiella,69,N_3pct,label
hybrid_ckmer5_csp,logistic,87,3,648,0.3333333333333333,0.2953625894802365,within_genus_species,Klebsiella,69,N_3pct,label
minhash_k5_s128,nearest_centroid,87,3,128,0.37037037037037035,0.3645983645983646,within_genus_species,Klebsiella,69,N_3pct,label
minhash_k5_s128,logistic,87,3,128,0.2962962962962963,0.2837301587301587,within_genus_species,Klebsiella,69,N_3pct,label
eiip_l2,nearest_centroid,87,3,69,0.4444444444444444,0.441938178780284,within_genus_species,Klebsiella,69,N_3pct,label
eiip_l2,logistic,87,3,69,0.4444444444444444,0.43441724515893315,within_genus_species,Klebsiella,69,N_3pct,label
eiip_summary_l2,nearest_centroid,87,3,8,0.48148148148148145,0.46115288220551376,within_genus_species,Klebsiella,69,N_3pct,label
eiip_summary_l2,logistic,87,3,8,0.25925925925925924,0.18237547892720307,within_genus_species,Klebsiella,69,N_3pct,label
ck4,nearest_centroid,87,2,136,0.48148148148148145,0.4807692307692308,target_background,Klebsiella,69,N_3pct,target_binary
ck4,logistic,87,2,136,0.48148148148148145,0.4630681818181818,target_background,Klebsiella,69,N_3pct,target_binary
ck4_p,nearest_centroid,87,2,147,0.48148148148148145,0.4807692307692308,target_background,Klebsiella,69,N_3pct,target_binary
ck4_p,logistic,87,2,147,0.48148148148148145,0.4630681818181818,target_background,Klebsiella,69,N_3pct,target_binary
ck4p_msp,nearest_centroid,87,2,222,0.48148148148148145,0.4807692307692308,target_background,Klebsiella,69,N_3pct,target_binary
ck4p_msp,logistic,87,2,222,0.5185185185185185,0.4935064935064935,target_background,Klebsiella,69,N_3pct,target_binary
ckmer5_count_l2,nearest_centroid,87,2,501,0.5185185185185185,0.5158620689655172,target_background,Klebsiella,69,N_3pct,target_binary
ckmer5_count_l2,logistic,87,2,501,0.4444444444444444,0.41558441558441556,target_background,Klebsiella,69,N_3pct,target_binary
cspaced_count_l2,nearest_centroid,87,2,136,0.5185185185185185,0.5185185185185185,target_background,Klebsiella,69,N_3pct,target_binary
cspaced_count_l2,logistic,87,2,136,0.5555555555555556,0.55,target_background,Klebsiella,69,N_3pct,target_binary
cspaced_property_l2,nearest_centroid,87,2,147,0.48148148148148145,0.4807692307692308,target_background,Klebsiella,69,N_3pct,target_binary
cspaced_property_l2,logistic,87,2,147,0.5925925925925926,0.5903448275862069,target_background,Klebsiella,69,N_3pct,target_binary
hybrid_ckmer5_csp,nearest_centroid,87,2,648,0.5185185185185185,0.5158620689655172,target_background,Klebsiella,69,N_3pct,target_binary
hybrid_ckmer5_csp,logistic,87,2,648,0.48148148148148145,0.4630681818181818,target_background,Klebsiella,69,N_3pct,target_binary
minhash_k5_s128,nearest_centroid,87,2,128,0.5925925925925926,0.5925925925925926,target_background,Klebsiella,69,N_3pct,target_binary
minhash_k5_s128,logistic,87,2,128,0.7037037037037037,0.7,target_background,Klebsiella,69,N_3pct,target_binary
eiip_l2,nearest_centroid,87,2,69,0.5555555555555556,0.5235294117647059,target_background,Klebsiella,69,N_3pct,target_binary
eiip_l2,logistic,87,2,69,0.5925925925925926,0.5714285714285714,target_background,Klebsiella,69,N_3pct,target_binary
eiip_summary_l2,nearest_centroid,87,2,8,0.3333333333333333,0.30965909090909094,target_background,Klebsiella,69,N_3pct,target_binary
eiip_summary_l2,logistic,87,2,8,0.5925925925925926,0.5278219395866455,target_background,Klebsiella,69,N_3pct,target_binary
ck4,nearest_centroid,116,4,136,0.22857142857142856,0.22083333333333333,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4,logistic,116,4,136,0.2,0.20009889920880633,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4_p,nearest_centroid,116,4,147,0.22857142857142856,0.22083333333333333,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4_p,logistic,116,4,147,0.22857142857142856,0.22910216718266252,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4p_msp,nearest_centroid,116,4,222,0.22857142857142856,0.22083333333333333,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4p_msp,logistic,116,4,222,0.2857142857142857,0.2874493927125506,within_genus_species,Acinetobacter,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,116,4,511,0.17142857142857143,0.16575292397660818,within_genus_species,Acinetobacter,69,trim_5bp,label
ckmer5_count_l2,logistic,116,4,511,0.11428571428571428,0.10555555555555556,within_genus_species,Acinetobacter,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,116,4,136,0.2,0.1980564155486756,within_genus_species,Acinetobacter,69,trim_5bp,label
cspaced_count_l2,logistic,116,4,136,0.22857142857142856,0.23025210084033612,within_genus_species,Acinetobacter,69,trim_5bp,label
cspaced_property_l2,nearest_centroid,116,4,147,0.2,0.19659442724458204,within_genus_species,Acinetobacter,69,trim_5bp,label
cspaced_property_l2,logistic,116,4,147,0.2857142857142857,0.2650584795321637,within_genus_species,Acinetobacter,69,trim_5bp,label
hybrid_ckmer5_csp,nearest_centroid,116,4,658,0.22857142857142856,0.2260061919504644,within_genus_species,Acinetobacter,69,trim_5bp,label
hybrid_ckmer5_csp,logistic,116,4,658,0.22857142857142856,0.2178362573099415,within_genus_species,Acinetobacter,69,trim_5bp,label
minhash_k5_s128,nearest_centroid,116,4,128,0.22857142857142856,0.23014705882352943,within_genus_species,Acinetobacter,69,trim_5bp,label
minhash_k5_s128,logistic,116,4,128,0.34285714285714286,0.332876559714795,within_genus_species,Acinetobacter,69,trim_5bp,label
eiip_l2,nearest_centroid,116,4,69,0.3142857142857143,0.3048305860805861,within_genus_species,Acinetobacter,69,trim_5bp,label
eiip_l2,logistic,116,4,69,0.14285714285714285,0.14562908496732024,within_genus_species,Acinetobacter,69,trim_5bp,label
eiip_summary_l2,nearest_centroid,116,4,8,0.2,0.17045454545454547,within_genus_species,Acinetobacter,69,trim_5bp,label
eiip_summary_l2,logistic,116,4,8,0.4,0.3916040100250626,within_genus_species,Acinetobacter,69,trim_5bp,label
ck4,nearest_centroid,72,3,136,0.4090909090909091,0.407843137254902,within_genus_species,Burkholderia,69,trim_5bp,label
ck4,logistic,72,3,136,0.3181818181818182,0.30325311942959005,within_genus_species,Burkholderia,69,trim_5bp,label
ck4_p,nearest_centroid,72,3,147,0.4090909090909091,0.407843137254902,within_genus_species,Burkholderia,69,trim_5bp,label
ck4_p,logistic,72,3,147,0.4090909090909091,0.3814814814814815,within_genus_species,Burkholderia,69,trim_5bp,label
ck4p_msp,nearest_centroid,72,3,222,0.4090909090909091,0.407843137254902,within_genus_species,Burkholderia,69,trim_5bp,label
ck4p_msp,logistic,72,3,222,0.18181818181818182,0.1608187134502924,within_genus_species,Burkholderia,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,72,3,457,0.5,0.5137254901960784,within_genus_species,Burkholderia,69,trim_5bp,label
ckmer5_count_l2,logistic,72,3,457,0.36363636363636365,0.35425685425685427,within_genus_species,Burkholderia,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,72,3,131,0.2727272727272727,0.26416720534367594,within_genus_species,Burkholderia,69,trim_5bp,label
cspaced_count_l2,logistic,72,3,131,0.45454545454545453,0.4566239316239316,within_genus_species,Burkholderia,69,trim_5bp,label
cspaced_property_l2,nearest_centroid,72,3,142,0.2727272727272727,0.26416720534367594,within_genus_species,Burkholderia,69,trim_5bp,label
cspaced_property_l2,logistic,72,3,142,0.45454545454545453,0.4566239316239316,within_genus_species,Burkholderia,69,trim_5bp,label
hybrid_ckmer5_csp,nearest_centroid,72,3,599,0.45454545454545453,0.46368092691622104,within_genus_species,Burkholderia,69,trim_5bp,label
hybrid_ckmer5_csp,logistic,72,3,599,0.5,0.4930069930069931,within_genus_species,Burkholderia,69,trim_5bp,label
minhash_k5_s128,nearest_centroid,72,3,128,0.3181818181818182,0.31178625296272355,within_genus_species,Burkholderia,69,trim_5bp,label
minhash_k5_s128,logistic,72,3,128,0.36363636363636365,0.33783175888439043,within_genus_species,Burkholderia,69,trim_5bp,label
eiip_l2,nearest_centroid,72,3,69,0.2727272727272727,0.28542780748663105,within_genus_species,Burkholderia,69,trim_5bp,label
eiip_l2,logistic,72,3,69,0.36363636363636365,0.34970760233918124,within_genus_species,Burkholderia,69,trim_5bp,label
eiip_summary_l2,nearest_centroid,72,3,8,0.3181818181818182,0.2401656314699793,within_genus_species,Burkholderia,69,trim_5bp,label
eiip_summary_l2,logistic,72,3,8,0.45454545454545453,0.46563240680887735,within_genus_species,Burkholderia,69,trim_5bp,label
ck4,nearest_centroid,72,2,136,0.5,0.4989648033126294,target_background,Burkholderia,69,trim_5bp,target_binary
ck4,logistic,72,2,136,0.5909090909090909,0.5448275862068965,target_background,Burkholderia,69,trim_5bp,target_binary
ck4_p,nearest_centroid,72,2,147,0.5,0.4989648033126294,target_background,Burkholderia,69,trim_5bp,target_binary
ck4_p,logistic,72,2,147,0.5909090909090909,0.5448275862068965,target_background,Burkholderia,69,trim_5bp,target_binary
ck4p_msp,nearest_centroid,72,2,222,0.5,0.4989648033126294,target_background,Burkholderia,69,trim_5bp,target_binary
ck4p_msp,logistic,72,2,222,0.5454545454545454,0.47619047619047616,target_background,Burkholderia,69,trim_5bp,target_binary
ckmer5_count_l2,nearest_centroid,72,2,457,0.5909090909090909,0.5448275862068965,target_background,Burkholderia,69,trim_5bp,target_binary
ckmer5_count_l2,logistic,72,2,457,0.6363636363636364,0.48235294117647054,target_background,Burkholderia,69,trim_5bp,target_binary
cspaced_count_l2,nearest_centroid,72,2,132,0.6363636363636364,0.6239316239316239,target_background,Burkholderia,69,trim_5bp,target_binary
cspaced_count_l2,logistic,72,2,132,0.5909090909090909,0.5448275862068965,target_background,Burkholderia,69,trim_5bp,target_binary
cspaced_property_l2,nearest_centroid,72,2,143,0.6818181818181818,0.6644880174291938,target_background,Burkholderia,69,trim_5bp,target_binary
cspaced_property_l2,logistic,72,2,143,0.5909090909090909,0.5448275862068965,target_background,Burkholderia,69,trim_5bp,target_binary
hybrid_ckmer5_csp,nearest_centroid,72,2,600,0.6363636363636364,0.5809523809523809,target_background,Burkholderia,69,trim_5bp,target_binary
hybrid_ckmer5_csp,logistic,72,2,600,0.6363636363636364,0.48235294117647054,target_background,Burkholderia,69,trim_5bp,target_binary
minhash_k5_s128,nearest_centroid,72,2,128,0.5909090909090909,0.5086848635235732,target_background,Burkholderia,69,trim_5bp,target_binary
minhash_k5_s128,logistic,72,2,128,0.7272727272727273,0.65625,target_background,Burkholderia,69,trim_5bp,target_binary
eiip_l2,nearest_centroid,72,2,69,0.2727272727272727,0.24786324786324787,target_background,Burkholderia,69,trim_5bp,target_binary
eiip_l2,logistic,72,2,69,0.45454545454545453,0.37142857142857144,target_background,Burkholderia,69,trim_5bp,target_binary
eiip_summary_l2,nearest_centroid,72,2,8,0.5454545454545454,0.5454545454545454,target_background,Burkholderia,69,trim_5bp,target_binary
eiip_summary_l2,logistic,72,2,8,0.5454545454545454,0.35294117647058826,target_background,Burkholderia,69,trim_5bp,target_binary
ck4,nearest_centroid,119,4,136,0.3055555555555556,0.3051378446115288,within_genus_species,Candida,69,trim_5bp,label
ck4,logistic,119,4,136,0.25,0.25984848484848483,within_genus_species,Candida,69,trim_5bp,label
ck4_p,nearest_centroid,119,4,147,0.2777777777777778,0.27849927849927847,within_genus_species,Candida,69,trim_5bp,label
ck4_p,logistic,119,4,147,0.25,0.2623376623376623,within_genus_species,Candida,69,trim_5bp,label
ck4p_msp,nearest_centroid,119,4,222,0.2777777777777778,0.27849927849927847,within_genus_species,Candida,69,trim_5bp,label
ck4p_msp,logistic,119,4,222,0.2777777777777778,0.28305364861428933,within_genus_species,Candida,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,119,4,499,0.3611111111111111,0.3392045454545455,within_genus_species,Candida,69,trim_5bp,label
ckmer5_count_l2,logistic,119,4,499,0.25,0.21602564102564104,within_genus_species,Candida,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,119,4,136,0.3611111111111111,0.3073863636363636,within_genus_species,Candida,69,trim_5bp,label
cspaced_count_l2,logistic,119,4,136,0.2777777777777778,0.23370927318295737,within_genus_species,Candida,69,trim_5bp,label
cspaced_property_l2,nearest_centroid,119,4,147,0.4166666666666667,0.3836363636363636,within_genus_species,Candida,69,trim_5bp,label
cspaced_property_l2,logistic,119,4,147,0.2777777777777778,0.23841991341991342,within_genus_species,Candida,69,trim_5bp,label
hybrid_ckmer5_csp,nearest_centroid,119,4,646,0.3888888888888889,0.36467651341793217,within_genus_species,Candida,69,trim_5bp,label
hybrid_ckmer5_csp,logistic,119,4,646,0.2222222222222222,0.19037593984962406,within_genus_species,Candida,69,trim_5bp,label
minhash_k5_s128,nearest_centroid,119,4,128,0.2777777777777778,0.2800952917051988,within_genus_species,Candida,69,trim_5bp,label
minhash_k5_s128,logistic,119,4,128,0.19444444444444445,0.17894736842105263,within_genus_species,Candida,69,trim_5bp,label
eiip_l2,nearest_centroid,119,4,69,0.2222222222222222,0.18852813852813854,within_genus_species,Candida,69,trim_5bp,label
eiip_l2,logistic,119,4,69,0.3611111111111111,0.30768398268398267,within_genus_species,Candida,69,trim_5bp,label
eiip_summary_l2,nearest_centroid,119,4,8,0.4444444444444444,0.4349206349206349,within_genus_species,Candida,69,trim_5bp,label
eiip_summary_l2,logistic,119,4,8,0.3055555555555556,0.29416475972540046,within_genus_species,Candida,69,trim_5bp,label
ck4,nearest_centroid,93,2,136,0.5,0.49743589743589745,target_background,Candida,69,trim_5bp,target_binary
ck4,logistic,93,2,136,0.6071428571428571,0.561877667140825,target_background,Candida,69,trim_5bp,target_binary
ck4_p,nearest_centroid,93,2,147,0.5,0.49743589743589745,target_background,Candida,69,trim_5bp,target_binary
ck4_p,logistic,93,2,147,0.6071428571428571,0.5809523809523809,target_background,Candida,69,trim_5bp,target_binary
ck4p_msp,nearest_centroid,93,2,222,0.5,0.49743589743589745,target_background,Candida,69,trim_5bp,target_binary
ck4p_msp,logistic,93,2,222,0.5714285714285714,0.5333333333333333,target_background,Candida,69,trim_5bp,target_binary
ckmer5_count_l2,nearest_centroid,93,2,499,0.6428571428571429,0.6111111111111112,target_background,Candida,69,trim_5bp,target_binary
ckmer5_count_l2,logistic,93,2,499,0.7142857142857143,0.65,target_background,Candida,69,trim_5bp,target_binary
cspaced_count_l2,nearest_centroid,93,2,136,0.42857142857142855,0.40106951871657753,target_background,Candida,69,trim_5bp,target_binary
cspaced_count_l2,logistic,93,2,136,0.5714285714285714,0.5333333333333333,target_background,Candida,69,trim_5bp,target_binary
cspaced_property_l2,nearest_centroid,93,2,147,0.42857142857142855,0.41666666666666663,target_background,Candida,69,trim_5bp,target_binary
cspaced_property_l2,logistic,93,2,147,0.5714285714285714,0.5508021390374331,target_background,Candida,69,trim_5bp,target_binary
hybrid_ckmer5_csp,nearest_centroid,93,2,646,0.6428571428571429,0.625668449197861,target_background,Candida,69,trim_5bp,target_binary
hybrid_ckmer5_csp,logistic,93,2,646,0.7142857142857143,0.65,target_background,Candida,69,trim_5bp,target_binary
minhash_k5_s128,nearest_centroid,93,2,128,0.5357142857142857,0.5351213282247764,target_background,Candida,69,trim_5bp,target_binary
minhash_k5_s128,logistic,93,2,128,0.5357142857142857,0.4822190611664296,target_background,Candida,69,trim_5bp,target_binary
eiip_l2,nearest_centroid,93,2,69,0.5357142857142857,0.5204216073781291,target_background,Candida,69,trim_5bp,target_binary
eiip_l2,logistic,93,2,69,0.6071428571428571,0.561877667140825,target_background,Candida,69,trim_5bp,target_binary
eiip_summary_l2,nearest_centroid,93,2,8,0.42857142857142855,0.37777777777777777,target_background,Candida,69,trim_5bp,target_binary
eiip_summary_l2,logistic,93,2,8,0.6428571428571429,0.391304347826087,target_background,Candida,69,trim_5bp,target_binary
ck4,nearest_centroid,147,5,136,0.35555555555555557,0.33657004830917875,within_genus_species,Enterobacter,69,trim_5bp,label
ck4,logistic,147,5,136,0.3333333333333333,0.30144592249855406,within_genus_species,Enterobacter,69,trim_5bp,label
ck4_p,nearest_centroid,147,5,147,0.35555555555555557,0.33657004830917875,within_genus_species,Enterobacter,69,trim_5bp,label
ck4_p,logistic,147,5,147,0.35555555555555557,0.32401002506265664,within_genus_species,Enterobacter,69,trim_5bp,label
ck4p_msp,nearest_centroid,147,5,222,0.35555555555555557,0.33657004830917875,within_genus_species,Enterobacter,69,trim_5bp,label
ck4p_msp,logistic,147,5,222,0.3333333333333333,0.3045024325519681,within_genus_species,Enterobacter,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,147,5,507,0.3111111111111111,0.293598166539343,within_genus_species,Enterobacter,69,trim_5bp,label
ckmer5_count_l2,logistic,147,5,507,0.24444444444444444,0.2333333333333333,within_genus_species,Enterobacter,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,147,5,136,0.17777777777777778,0.17829131652661062,within_genus_species,Enterobacter,69,trim_5bp,label
cspaced_count_l2,logistic,147,5,136,0.17777777777777778,0.16918192918192915,within_genus_species,Enterobacter,69,trim_5bp,label
cspaced_property_l2,nearest_centroid,147,5,147,0.15555555555555556,0.15555555555555553,within_genus_species,Enterobacter,69,trim_5bp,label
cspaced_property_l2,logistic,147,5,147,0.17777777777777778,0.17591036414565825,within_genus_species,Enterobacter,69,trim_5bp,label
hybrid_ckmer5_csp,nearest_centroid,147,5,654,0.35555555555555557,0.33753501400560226,within_genus_species,Enterobacter,69,trim_5bp,label
hybrid_ckmer5_csp,logistic,147,5,654,0.24444444444444444,0.24174603174603176,within_genus_species,Enterobacter,69,trim_5bp,label
minhash_k5_s128,nearest_centroid,147,5,128,0.2,0.200968352253182,within_genus_species,Enterobacter,69,trim_5bp,label
minhash_k5_s128,logistic,147,5,128,0.37777777777777777,0.3762641898864809,within_genus_species,Enterobacter,69,trim_5bp,label
eiip_l2,nearest_centroid,147,5,69,0.17777777777777778,0.1505866114561767,within_genus_species,Enterobacter,69,trim_5bp,label
eiip_l2,logistic,147,5,69,0.2222222222222222,0.1988095238095238,within_genus_species,Enterobacter,69,trim_5bp,label
eiip_summary_l2,nearest_centroid,147,5,8,0.15555555555555556,0.0980295566502463,within_genus_species,Enterobacter,69,trim_5bp,label
eiip_summary_l2,logistic,147,5,8,0.13333333333333333,0.11249137336093858,within_genus_species,Enterobacter,69,trim_5bp,label
ck4,nearest_centroid,90,2,136,0.4444444444444444,0.4444444444444444,target_background,Enterobacter,69,trim_5bp,target_binary
ck4,logistic,90,2,136,0.37037037037037035,0.37037037037037035,target_background,Enterobacter,69,trim_5bp,target_binary
ck4_p,nearest_centroid,90,2,147,0.4444444444444444,0.4444444444444444,target_background,Enterobacter,69,trim_5bp,target_binary
ck4_p,logistic,90,2,147,0.37037037037037035,0.37037037037037035,target_background,Enterobacter,69,trim_5bp,target_binary
ck4p_msp,nearest_centroid,90,2,222,0.4444444444444444,0.4444444444444444,target_background,Enterobacter,69,trim_5bp,target_binary
ck4p_msp,logistic,90,2,222,0.48148148148148145,0.4807692307692308,target_background,Enterobacter,69,trim_5bp,target_binary
ckmer5_count_l2,nearest_centroid,90,2,501,0.4074074074074074,0.4065934065934066,target_background,Enterobacter,69,trim_5bp,target_binary
ckmer5_count_l2,logistic,90,2,501,0.48148148148148145,0.4630681818181818,target_background,Enterobacter,69,trim_5bp,target_binary
cspaced_count_l2,nearest_centroid,90,2,136,0.4444444444444444,0.4319775596072931,target_background,Enterobacter,69,trim_5bp,target_binary
cspaced_count_l2,logistic,90,2,136,0.37037037037037035,0.33766233766233766,target_background,Enterobacter,69,trim_5bp,target_binary
cspaced_property_l2,nearest_centroid,90,2,147,0.4074074074074074,0.38636363636363635,target_background,Enterobacter,69,trim_5bp,target_binary
cspaced_property_l2,logistic,90,2,147,0.37037037037037035,0.33766233766233766,target_background,Enterobacter,69,trim_5bp,target_binary
hybrid_ckmer5_csp,nearest_centroid,90,2,648,0.4074074074074074,0.4065934065934066,target_background,Enterobacter,69,trim_5bp,target_binary
hybrid_ckmer5_csp,logistic,90,2,648,0.4444444444444444,0.4319775596072931,target_background,Enterobacter,69,trim_5bp,target_binary
minhash_k5_s128,nearest_centroid,90,2,128,0.4074074074074074,0.3647058823529412,target_background,Enterobacter,69,trim_5bp,target_binary
minhash_k5_s128,logistic,90,2,128,0.5185185185185185,0.47218045112781953,target_background,Enterobacter,69,trim_5bp,target_binary
eiip_l2,nearest_centroid,90,2,69,0.5555555555555556,0.5,target_background,Enterobacter,69,trim_5bp,target_binary
eiip_l2,logistic,90,2,69,0.5925925925925926,0.5278219395866455,target_background,Enterobacter,69,trim_5bp,target_binary
eiip_summary_l2,nearest_centroid,90,2,8,0.5185185185185185,0.4935064935064935,target_background,Enterobacter,69,trim_5bp,target_binary
eiip_summary_l2,logistic,90,2,8,0.5555555555555556,0.4214285714285714,target_background,Enterobacter,69,trim_5bp,target_binary
ck4,nearest_centroid,59,2,136,0.5555555555555556,0.55,within_genus_species,Escherichia,69,trim_5bp,label
ck4,logistic,59,2,136,0.5,0.4984520123839009,within_genus_species,Escherichia,69,trim_5bp,label
ck4_p,nearest_centroid,59,2,147,0.5555555555555556,0.55,within_genus_species,Escherichia,69,trim_5bp,label
ck4_p,logistic,59,2,147,0.5,0.4984520123839009,within_genus_species,Escherichia,69,trim_5bp,label
ck4p_msp,nearest_centroid,59,2,222,0.5,0.4857142857142857,within_genus_species,Escherichia,69,trim_5bp,label
ck4p_msp,logistic,59,2,222,0.4444444444444444,0.4444444444444444,within_genus_species,Escherichia,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,59,2,506,0.5,0.4857142857142857,within_genus_species,Escherichia,69,trim_5bp,label
ckmer5_count_l2,logistic,59,2,506,0.5,0.4581939799331104,within_genus_species,Escherichia,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,59,2,136,0.7222222222222222,0.7142857142857142,within_genus_species,Escherichia,69,trim_5bp,label
cspaced_count_l2,logistic,59,2,136,0.6666666666666666,0.6625,within_genus_species,Escherichia,69,trim_5bp,label
cspaced_property_l2,nearest_centroid,59,2,147,0.7222222222222222,0.7142857142857142,within_genus_species,Escherichia,69,trim_5bp,label
cspaced_property_l2,logistic,59,2,147,0.6666666666666666,0.6625,within_genus_species,Escherichia,69,trim_5bp,label
hybrid_ckmer5_csp,nearest_centroid,59,2,653,0.5,0.4857142857142857,within_genus_species,Escherichia,69,trim_5bp,label
hybrid_ckmer5_csp,logistic,59,2,653,0.6111111111111112,0.5785953177257526,within_genus_species,Escherichia,69,trim_5bp,label
minhash_k5_s128,nearest_centroid,59,2,128,0.3888888888888889,0.3377926421404682,within_genus_species,Escherichia,69,trim_5bp,label
minhash_k5_s128,logistic,59,2,128,0.4444444444444444,0.4375,within_genus_species,Escherichia,69,trim_5bp,label
eiip_l2,nearest_centroid,59,2,69,0.3888888888888889,0.38699690402476783,within_genus_species,Escherichia,69,trim_5bp,label
eiip_l2,logistic,59,2,69,0.3333333333333333,0.3333333333333333,within_genus_species,Escherichia,69,trim_5bp,label
eiip_summary_l2,nearest_centroid,59,2,8,0.6111111111111112,0.6,within_genus_species,Escherichia,69,trim_5bp,label
eiip_summary_l2,logistic,59,2,8,0.5,0.4984520123839009,within_genus_species,Escherichia,69,trim_5bp,label
ck4,nearest_centroid,59,2,136,0.5555555555555556,0.55,target_background,Escherichia,69,trim_5bp,target_binary
ck4,logistic,59,2,136,0.5,0.4984520123839009,target_background,Escherichia,69,trim_5bp,target_binary
ck4_p,nearest_centroid,59,2,147,0.5555555555555556,0.55,target_background,Escherichia,69,trim_5bp,target_binary
ck4_p,logistic,59,2,147,0.5,0.4984520123839009,target_background,Escherichia,69,trim_5bp,target_binary
ck4p_msp,nearest_centroid,59,2,222,0.5,0.4857142857142857,target_background,Escherichia,69,trim_5bp,target_binary
ck4p_msp,logistic,59,2,222,0.4444444444444444,0.4444444444444444,target_background,Escherichia,69,trim_5bp,target_binary
ckmer5_count_l2,nearest_centroid,59,2,506,0.5,0.4857142857142857,target_background,Escherichia,69,trim_5bp,target_binary
ckmer5_count_l2,logistic,59,2,506,0.5,0.4581939799331104,target_background,Escherichia,69,trim_5bp,target_binary
cspaced_count_l2,nearest_centroid,59,2,136,0.7222222222222222,0.7142857142857142,target_background,Escherichia,69,trim_5bp,target_binary
cspaced_count_l2,logistic,59,2,136,0.6666666666666666,0.6625,target_background,Escherichia,69,trim_5bp,target_binary
cspaced_property_l2,nearest_centroid,59,2,147,0.7222222222222222,0.7142857142857142,target_background,Escherichia,69,trim_5bp,target_binary
cspaced_property_l2,logistic,59,2,147,0.6666666666666666,0.6625,target_background,Escherichia,69,trim_5bp,target_binary
hybrid_ckmer5_csp,nearest_centroid,59,2,653,0.5,0.4857142857142857,target_background,Escherichia,69,trim_5bp,target_binary
hybrid_ckmer5_csp,logistic,59,2,653,0.6111111111111112,0.5785953177257526,target_background,Escherichia,69,trim_5bp,target_binary
minhash_k5_s128,nearest_centroid,59,2,128,0.3888888888888889,0.3377926421404682,target_background,Escherichia,69,trim_5bp,target_binary
minhash_k5_s128,logistic,59,2,128,0.4444444444444444,0.4375,target_background,Escherichia,69,trim_5bp,target_binary
eiip_l2,nearest_centroid,59,2,69,0.3888888888888889,0.38699690402476783,target_background,Escherichia,69,trim_5bp,target_binary
eiip_l2,logistic,59,2,69,0.3333333333333333,0.3333333333333333,target_background,Escherichia,69,trim_5bp,target_binary
eiip_summary_l2,nearest_centroid,59,2,8,0.6111111111111112,0.6,target_background,Escherichia,69,trim_5bp,target_binary
eiip_summary_l2,logistic,59,2,8,0.5,0.4984520123839009,target_background,Escherichia,69,trim_5bp,target_binary
ck4,nearest_centroid,87,3,136,0.37037037037037035,0.3212820512820513,within_genus_species,Klebsiella,69,trim_5bp,label
ck4,logistic,87,3,136,0.4074074074074074,0.34920634920634913,within_genus_species,Klebsiella,69,trim_5bp,label
ck4_p,nearest_centroid,87,3,147,0.37037037037037035,0.3212820512820513,within_genus_species,Klebsiella,69,trim_5bp,label
ck4_p,logistic,87,3,147,0.48148148148148145,0.4194139194139194,within_genus_species,Klebsiella,69,trim_5bp,label
ck4p_msp,nearest_centroid,87,3,222,0.37037037037037035,0.3212820512820513,within_genus_species,Klebsiella,69,trim_5bp,label
ck4p_msp,logistic,87,3,222,0.2962962962962963,0.21220159151193632,within_genus_species,Klebsiella,69,trim_5bp,label
ckmer5_count_l2,nearest_centroid,87,3,504,0.4074074074074074,0.38780193236714977,within_genus_species,Klebsiella,69,trim_5bp,label
ckmer5_count_l2,logistic,87,3,504,0.4074074074074074,0.3463012083701739,within_genus_species,Klebsiella,69,trim_5bp,label
cspaced_count_l2,nearest_centroid,87,3,136,0.3333333333333333,0.30653594771241827,within_genus_species,Klebsiella,69,trim_5bp,label
cspaced_count_l2,logistic,87,3,136,0.37037037037037035,0.334074074074074,within_genus_species,Klebsiella,69,trim_5bp,label
