length,condition,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
75,short_indel,ck4p_msp,CK4P-MSP,222,200,1.0,0.9945505243658438,0.9794886833246362,0.07003498276238168,0.20253842652271867,0.12136704697023354,1.0
75,substitution_1pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9914109381256392,0.972062741384327,0.09492018393774555,0.23637789981496918,0.134538021448467,1.0
75,N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9883433083826896,0.9838819024346821,0.1515708889752745,0.1795443183429317,0.13543257008486023,1.0
75,trim_5bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9901745438907937,0.9859186985800806,0.1392224400876562,0.16781707284417935,0.13434964438871988,1.0
75,substitution_1pct_N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9809025875673255,0.9622537354875514,0.19002653498651584,0.2747526983719965,0.12827429794407502,1.0
75,local_mismatch_6bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9750232634329558,0.9669216823848258,0.2218140534469843,0.2572092937280114,0.12040732974397475,1.0
75,short_indel,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9940207096317567,0.9761545972010941,0.07363722477874074,0.21838221538415106,0.13728932326067006,1.0
75,substitution_1pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9932116512736516,0.9778212982623288,0.08435478997410244,0.21061195354818787,0.11550061859285059,1.0
75,N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9915036174465817,0.9877220378584147,0.1292354157484966,0.15670292336946803,0.11480319405767028,1.0
75,trim_5bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9928044759737168,0.98961553807035,0.11894293796862486,0.14411427361197382,0.12001183607734084,1.0
75,substitution_1pct_N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9856595844490976,0.9742617281803764,0.16462088535274366,0.22688062742952658,0.10908593747474385,1.0
75,local_mismatch_6bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.977346764858475,0.9687934983398581,0.21101490367006936,0.24982567386128934,0.10072039317965391,1.0
75,short_indel,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9959883995578874,0.9838533136988977,0.060241203417698036,0.1797033815017168,0.12049794948912709,1.0
75,substitution_1pct,pseeiip,PseEIIP,64,200,1.0,0.987348234582981,0.9616959041301413,0.11537602136315658,0.27678174004262457,0.21768114635066596,1.0
75,N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9844171004456043,0.9756298863730763,0.1741701308094433,0.22077188936822317,0.22211158058261737,1.0
75,trim_5bp,pseeiip,PseEIIP,64,200,1.0,0.986579326964164,0.9779985027782009,0.16156501008849206,0.20976548081798643,0.22299897488467035,1.0
