representation,representation_label,n_features,fold,length,condition,macro_f1,accuracy,n_test_sources,baseline_macro_f1,retention_ratio
candidate_pkm_replace,PKM replace (222D),222,5,69,substitution_1pct,0.8539612997444324,0.8541666666666666,240,0.8733059451775016,0.9778489479661823
candidate_pkm_replace,PKM replace (222D),222,5,75,N_3pct,0.858086956521739,0.8583333333333333,240,0.8733059451775016,0.9825731305966671
candidate_pkm_replace,PKM replace (222D),222,5,75,clean,0.8538596704883523,0.8541666666666666,240,0.8733059451775016,0.977732574939477
candidate_pkm_replace,PKM replace (222D),222,5,75,substitution_1pct,0.8622105464604464,0.8625,240,0.8733059451775016,0.9872949465438483
candidate_pkm_replace,PKM replace (222D),222,5,100,N_3pct,0.8582447362935168,0.8583333333333333,240,0.8733059451775016,0.9827538001233651
candidate_pkm_replace,PKM replace (222D),222,5,100,clean,0.8622105464604464,0.8625,240,0.8733059451775016,0.9872949465438483
candidate_pkm_replace,PKM replace (222D),222,5,100,substitution_1pct,0.8623063683304647,0.8625,240,0.8733059451775016,0.9874046696833133
candidate_cpkm_replace,CPKM replace (222D),222,1,69,N_3pct,0.8916666666666667,0.8916666666666667,240,0.8859747513741218,1.0064244667059834
candidate_cpkm_replace,CPKM replace (222D),222,1,69,clean,0.899993055073269,0.9,240,0.8859747513741218,1.0158224641022842
candidate_cpkm_replace,CPKM replace (222D),222,1,69,substitution_1pct,0.8916365657126979,0.8916666666666667,240,0.8859747513741218,1.00639049174911
candidate_cpkm_replace,CPKM replace (222D),222,1,75,N_3pct,0.899993055073269,0.9,240,0.8859747513741218,1.0158224641022842
candidate_cpkm_replace,CPKM replace (222D),222,1,75,clean,0.9041650028646331,0.9041666666666667,240,0.8859747513741218,1.0205313429782268
candidate_cpkm_replace,CPKM replace (222D),222,1,75,substitution_1pct,0.8958315248528621,0.8958333333333334,240,0.8859747513741218,1.0111253435421863
candidate_cpkm_replace,CPKM replace (222D),222,1,100,N_3pct,0.8958170547481377,0.8958333333333334,240,0.8859747513741218,1.0111090111301149
candidate_cpkm_replace,CPKM replace (222D),222,1,100,clean,0.9083078632953598,0.9083333333333333,240,0.8859747513741218,1.0252073909404302
candidate_cpkm_replace,CPKM replace (222D),222,1,100,substitution_1pct,0.8999374609130707,0.9,240,0.8859747513741218,1.0157597149549613
candidate_cpkm_replace,CPKM replace (222D),222,2,69,N_3pct,0.8648268093494791,0.8666666666666667,240,0.8859747513741218,0.9761303107206578
candidate_cpkm_replace,CPKM replace (222D),222,2,69,clean,0.8645502645502645,0.8666666666666667,240,0.8859747513741218,0.975818174512729
candidate_cpkm_replace,CPKM replace (222D),222,2,69,substitution_1pct,0.8482186775349589,0.85,240,0.8859747513741218,0.957384706753094
candidate_cpkm_replace,CPKM replace (222D),222,2,75,N_3pct,0.8735155646124657,0.875,240,0.8859747513741218,0.9859373117096935
candidate_cpkm_replace,CPKM replace (222D),222,2,75,clean,0.872737556561086,0.875,240,0.8859747513741218,0.985059173760307
candidate_cpkm_replace,CPKM replace (222D),222,2,75,substitution_1pct,0.8683442161703031,0.8708333333333333,240,0.8859747513741218,0.9801004089829035
candidate_cpkm_replace,CPKM replace (222D),222,2,100,N_3pct,0.873015873015873,0.875,240,0.8859747513741218,0.9853733096364767
candidate_cpkm_replace,CPKM replace (222D),222,2,100,clean,0.8773762751281735,0.8791666666666667,240,0.8859747513741218,0.9902948969678737
candidate_cpkm_replace,CPKM replace (222D),222,2,100,substitution_1pct,0.8858330837400237,0.8875,240,0.8859747513741218,0.9998400996937232
candidate_cpkm_replace,CPKM replace (222D),222,3,69,N_3pct,0.8327642672984461,0.8333333333333334,240,0.8859747513741218,0.9399413087188457
candidate_cpkm_replace,CPKM replace (222D),222,3,69,clean,0.8452287581699347,0.8458333333333333,240,0.8859747513741218,0.954009983759705
candidate_cpkm_replace,CPKM replace (222D),222,3,69,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8859747513741218,0.9538149045851152
candidate_cpkm_replace,CPKM replace (222D),222,3,75,N_3pct,0.8491514770584538,0.85,240,0.8859747513741218,0.9584375578891429
candidate_cpkm_replace,CPKM replace (222D),222,3,75,clean,0.8573426573426574,0.8583333333333333,240,0.8859747513741218,0.9676829458321956
candidate_cpkm_replace,CPKM replace (222D),222,3,75,substitution_1pct,0.8491514770584538,0.85,240,0.8859747513741218,0.9584375578891429
candidate_cpkm_replace,CPKM replace (222D),222,3,100,N_3pct,0.8778411584028083,0.8791666666666667,240,0.8859747513741218,0.9908196108763838
candidate_cpkm_replace,CPKM replace (222D),222,3,100,clean,0.8903801559974702,0.8916666666666667,240,0.8859747513741218,1.0049723816807599
candidate_cpkm_replace,CPKM replace (222D),222,3,100,substitution_1pct,0.8988124516899726,0.9,240,0.8859747513741218,1.014489916666293
candidate_cpkm_replace,CPKM replace (222D),222,4,69,N_3pct,0.8791477835078398,0.8791666666666667,240,0.8859747513741218,0.9922943990721027
candidate_cpkm_replace,CPKM replace (222D),222,4,69,clean,0.8915989159891599,0.8916666666666667,240,0.8859747513741218,1.0063479964934836
candidate_cpkm_replace,CPKM replace (222D),222,4,69,substitution_1pct,0.8915461624026697,0.8916666666666667,240,0.8859747513741218,1.006288453502661
candidate_cpkm_replace,CPKM replace (222D),222,4,75,N_3pct,0.8708131478876908,0.8708333333333333,240,0.8859747513741218,0.9828870930430965
candidate_cpkm_replace,CPKM replace (222D),222,4,75,clean,0.887341574088562,0.8875,240,0.8859747513741218,1.0015427332577145
candidate_cpkm_replace,CPKM replace (222D),222,4,75,substitution_1pct,0.8874511506730351,0.8875,240,0.8859747513741218,1.001666412385481
candidate_cpkm_replace,CPKM replace (222D),222,4,100,N_3pct,0.8791477835078398,0.8791666666666667,240,0.8859747513741218,0.9922943990721027
candidate_cpkm_replace,CPKM replace (222D),222,4,100,clean,0.8915989159891599,0.8916666666666667,240,0.8859747513741218,1.0063479964934836
candidate_cpkm_replace,CPKM replace (222D),222,4,100,substitution_1pct,0.8956866426745944,0.8958333333333334,240,0.8859747513741218,1.0109618149788238
candidate_cpkm_replace,CPKM replace (222D),222,5,69,N_3pct,0.8497391304347826,0.85,240,0.8859747513741218,0.9591008424527461
candidate_cpkm_replace,CPKM replace (222D),222,5,69,clean,0.8497391304347826,0.85,240,0.8859747513741218,0.9591008424527461
candidate_cpkm_replace,CPKM replace (222D),222,5,69,substitution_1pct,0.8539612997444324,0.8541666666666666,240,0.8859747513741218,0.9638664063732769
candidate_cpkm_replace,CPKM replace (222D),222,5,75,N_3pct,0.8665832812174276,0.8666666666666667,240,0.8859747513741218,0.9781128411090512
candidate_cpkm_replace,CPKM replace (222D),222,5,75,clean,0.8581757508342602,0.8583333333333333,240,0.8859747513741218,0.9686232587364977
candidate_cpkm_replace,CPKM replace (222D),222,5,75,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8859747513741218,0.9686232587364977
candidate_cpkm_replace,CPKM replace (222D),222,5,100,N_3pct,0.8581757508342602,0.8583333333333333,240,0.8859747513741218,0.9686232587364977
candidate_cpkm_replace,CPKM replace (222D),222,5,100,clean,0.8622105464604464,0.8625,240,0.8859747513741218,0.9731773339174532
candidate_cpkm_replace,CPKM replace (222D),222,5,100,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8859747513741218,0.9686232587364977
candidate_pkm_augment,PKM augmentation screen (297D),297,1,69,N_3pct,0.8874980468410909,0.8875,240,0.8724170083945915,1.0172865020986366
candidate_pkm_augment,PKM augmentation screen (297D),297,1,69,clean,0.8916591429960414,0.8916666666666667,240,0.8724170083945915,1.0220561204289895
candidate_pkm_augment,PKM augmentation screen (297D),297,1,69,substitution_1pct,0.8833333333333333,0.8833333333333333,240,0.8724170083945915,1.0125127374107823
candidate_pkm_augment,PKM augmentation screen (297D),297,1,75,N_3pct,0.8916591429960414,0.8916666666666667,240,0.8724170083945915,1.0220561204289895
candidate_pkm_augment,PKM augmentation screen (297D),297,1,75,clean,0.9,0.9,240,0.8724170083945915,1.0316167513241934
candidate_pkm_augment,PKM augmentation screen (297D),297,1,75,substitution_1pct,0.9,0.9,240,0.8724170083945915,1.0316167513241934
candidate_pkm_augment,PKM augmentation screen (297D),297,1,100,N_3pct,0.8665832812174276,0.8666666666666667,240,0.8724170083945915,0.993313143690425
candidate_pkm_augment,PKM augmentation screen (297D),297,1,100,clean,0.887341574088562,0.8875,240,0.8724170083945915,1.0171071466401538
candidate_pkm_augment,PKM augmentation screen (297D),297,1,100,substitution_1pct,0.8789122984046347,0.8791666666666667,240,0.8724170083945915,1.0074451666434103
candidate_pkm_augment,PKM augmentation screen (297D),297,2,69,N_3pct,0.8601670227228588,0.8625,240,0.8724170083945915,0.985958566197288
candidate_pkm_augment,PKM augmentation screen (297D),297,2,69,clean,0.8686417486184431,0.8708333333333333,240,0.8724170083945915,0.9956726430825833
candidate_pkm_augment,PKM augmentation screen (297D),297,2,69,substitution_1pct,0.8648268093494791,0.8666666666666667,240,0.8724170083945915,0.9912998039101969
candidate_pkm_augment,PKM augmentation screen (297D),297,2,75,N_3pct,0.8560846560846561,0.8583333333333333,240,0.8724170083945915,0.9812791908539359
candidate_pkm_augment,PKM augmentation screen (297D),297,2,75,clean,0.8598502946329033,0.8625,240,0.8724170083945915,0.9855955195270514
candidate_pkm_augment,PKM augmentation screen (297D),297,2,75,substitution_1pct,0.872737556561086,0.875,240,0.8724170083945915,1.0003674253979578
candidate_pkm_augment,PKM augmentation screen (297D),297,2,100,N_3pct,0.8557692307692308,0.8583333333333333,240,0.8724170083945915,0.9809176374770643
candidate_pkm_augment,PKM augmentation screen (297D),297,2,100,clean,0.863935936503437,0.8666666666666667,240,0.8724170083945915,0.9902786490754448
candidate_pkm_augment,PKM augmentation screen (297D),297,2,100,substitution_1pct,0.8598502946329033,0.8625,240,0.8724170083945915,0.9855955195270514
candidate_pkm_augment,PKM augmentation screen (297D),297,3,69,N_3pct,0.8368627450980393,0.8375,240,0.8724170083945915,0.9592462515580954
candidate_pkm_augment,PKM augmentation screen (297D),297,3,69,clean,0.8578496272036792,0.8583333333333333,240,0.8724170083945915,0.983302272822811
candidate_pkm_augment,PKM augmentation screen (297D),297,3,69,substitution_1pct,0.8493303571428572,0.85,240,0.8724170083945915,0.9735371375963681
candidate_pkm_augment,PKM augmentation screen (297D),297,3,75,N_3pct,0.8532469120704416,0.8541666666666666,240,0.8724170083945915,0.9780264527861207
candidate_pkm_augment,PKM augmentation screen (297D),297,3,75,clean,0.8612254910550017,0.8625,240,0.8724170083945915,0.9871718258219377
candidate_pkm_augment,PKM augmentation screen (297D),297,3,75,substitution_1pct,0.8614391434419777,0.8625,240,0.8724170083945915,0.9874167229123432
candidate_pkm_augment,PKM augmentation screen (297D),297,3,100,N_3pct,0.8825174825174825,0.8833333333333333,240,0.8724170083945915,1.0115775758905454
candidate_pkm_augment,PKM augmentation screen (297D),297,3,100,clean,0.8780466436543954,0.8791666666666667,240,0.8724170083945915,1.0064529178198434
candidate_pkm_augment,PKM augmentation screen (297D),297,3,100,substitution_1pct,0.8780466436543954,0.8791666666666667,240,0.8724170083945915,1.0064529178198434
candidate_pkm_augment,PKM augmentation screen (297D),297,4,69,N_3pct,0.8916365657126979,0.8916666666666667,240,0.8724170083945915,1.0220302414248823
candidate_pkm_augment,PKM augmentation screen (297D),297,4,69,clean,0.9041250542770299,0.9041666666666667,240,0.8724170083945915,1.0363450569823107
candidate_pkm_augment,PKM augmentation screen (297D),297,4,69,substitution_1pct,0.9040850723705931,0.9041666666666667,240,0.8724170083945915,1.0362992280884995
candidate_pkm_augment,PKM augmentation screen (297D),297,4,75,N_3pct,0.8749652681300362,0.875,240,0.8724170083945915,1.0029209193664552
candidate_pkm_augment,PKM augmentation screen (297D),297,4,75,clean,0.8874042153915658,0.8875,240,0.8724170083945915,1.0171789486596021
candidate_pkm_augment,PKM augmentation screen (297D),297,4,75,substitution_1pct,0.8749652681300362,0.875,240,0.8724170083945915,1.0029209193664552
candidate_pkm_augment,PKM augmentation screen (297D),297,4,100,N_3pct,0.874860956618465,0.875,240,0.8724170083945915,1.002801353252352
candidate_pkm_augment,PKM augmentation screen (297D),297,4,100,clean,0.8747826086956522,0.875,240,0.8724170083945915,1.002711547663902
candidate_pkm_augment,PKM augmentation screen (297D),297,4,100,substitution_1pct,0.8747826086956522,0.875,240,0.8724170083945915,1.002711547663902
candidate_pkm_augment,PKM augmentation screen (297D),297,5,69,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8724170083945915,0.9788453131099301
candidate_pkm_augment,PKM augmentation screen (297D),297,5,69,clean,0.8411260539335238,0.8416666666666667,240,0.8724170083945915,0.9641330302367113
candidate_pkm_augment,PKM augmentation screen (297D),297,5,69,substitution_1pct,0.8412698412698413,0.8416666666666667,240,0.8724170083945915,0.9642978451531261
candidate_pkm_augment,PKM augmentation screen (297D),297,5,75,N_3pct,0.858086956521739,0.8583333333333333,240,0.8724170083945915,0.9835743093784676
candidate_pkm_augment,PKM augmentation screen (297D),297,5,75,clean,0.849624060150376,0.85,240,0.8724170083945915,0.9738737919768911
candidate_pkm_augment,PKM augmentation screen (297D),297,5,75,substitution_1pct,0.8537375285124759,0.8541666666666666,240,0.8724170083945915,0.978588817386207
candidate_pkm_augment,PKM augmentation screen (297D),297,5,100,N_3pct,0.8498331479421579,0.85,240,0.8724170083945915,0.9741134569418907
