length,local_mode,representation,representation_label,n_features,n_triplets,noise_l2_mean,local_l2_mean,macro_f1,macro_f1_sd,accuracy
69,right,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.34355875798245733,0.2566003775497494,0.9859949980592295,0.00800350151499776,0.986
100,center,ck4,CK4,136,250,0.36318747019111297,0.2667251335288596,0.9118676515654874,0.03320658142088433,0.9119999999999999
100,center,ck5,CK5,512,250,0.48770680325789184,0.35136539475771095,0.9277346928964552,0.021539370658966675,0.9279999999999999
100,center,ck4p_msp,CK4P-MSP,222,250,0.20999528147548874,0.1546357734165649,0.97798578897073,0.007493695086588851,0.9780000000000001
100,center,candidate_pkm_replace,PKM replace (222D),222,250,0.348850251382147,0.19851527144842226,0.9739717360628461,0.012048525204637643,0.974
100,center,candidate_cpkm_replace,CPKM replace (222D),222,250,0.3562987970348166,0.2057575718285595,0.9839911938351078,0.010206597892610593,0.984
100,center,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.30225640909382123,0.17229889079389024,0.9859949980592297,0.00800350151499776,0.986
100,center,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.3087040718003977,0.1785560566846405,0.9819909938151058,0.007492410306373802,0.982
100,center,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.3506869125256774,0.1871391170345471,0.9919991999199921,0.004000400040003971,0.992
100,jittered,ck4,CK4,136,250,0.3672232522909846,0.2676402429305549,0.9398941496896447,0.01266953387134547,0.9399999999999998
100,jittered,ck5,CK5,512,250,0.489457163600172,0.35025336151578784,0.9056234268785863,0.022582764830958595,0.906
100,jittered,ck4p_msp,CK4P-MSP,222,250,0.2123393196012655,0.1552293666119699,0.9719827877102197,0.00748791839453844,0.9719999999999999
100,jittered,candidate_pkm_replace,PKM replace (222D),222,250,0.34528586590897764,0.21083910280081652,0.963969962385617,0.013595093466207039,0.9640000000000001
100,jittered,candidate_cpkm_replace,CPKM replace (222D),222,250,0.35780893996410384,0.22503028470317013,0.959954720428503,0.01791858968770106,0.9599999999999997
100,jittered,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.29918027243335155,0.1829911502201252,0.9679827862680573,0.009811204230376045,0.968
100,jittered,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.3100205935080754,0.19524226505371006,0.9759783733222873,0.010219805769999783,0.976
100,jittered,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.34866688197433426,0.2072793210600488,0.9759855889507281,0.012009208662091864,0.976
100,left,ck4,CK4,136,250,0.36636149292745007,0.2682546419502859,0.9439410771899801,0.02582148443660233,0.9440000000000002
100,left,ck5,CK5,512,250,0.4937845275327803,0.35161829954385404,0.9378552407646209,0.017301696298533138,0.9380000000000001
100,left,ck4p_msp,CK4P-MSP,222,250,0.2118229792043858,0.1555066251811852,0.9879975992797361,0.004002801240508269,0.9880000000000001
100,left,candidate_pkm_replace,PKM replace (222D),222,250,0.34535721900145716,0.22629733617208864,0.9639763808234294,0.008008814694739587,0.9639999999999999
100,left,candidate_cpkm_replace,CPKM replace (222D),222,250,0.3572565500729581,0.24774196648107008,0.9459705754380863,0.007988803120200323,0.9460000000000001
100,left,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.29923383878952897,0.19631029726103447,0.99199799931974,0.007485988560889431,0.992
100,left,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.3095337155445045,0.2148449761184835,0.9859961986594818,0.004902410290512393,0.986
100,left,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.3485656527296636,0.23144738817562438,0.9879975992797361,0.004002801240508269,0.9880000000000001
100,right,ck4,CK4,136,250,0.36582897469832987,0.26906864423475063,0.9559209725139108,0.013628137278632336,0.9559999999999998
100,right,ck5,CK5,512,250,0.4907267611273535,0.3515559058998891,0.9317585804053736,0.011885814693806713,0.932
100,right,ck4p_msp,CK4P-MSP,222,250,0.21151656623910817,0.15596974348221784,0.989997799299738,0.006327086325664201,0.99
100,right,candidate_pkm_replace,PKM replace (222D),222,250,0.3474449547622071,0.23167269749873132,0.9518668999206928,0.019562866186329915,0.952
100,right,candidate_cpkm_replace,CPKM replace (222D),222,250,0.36386158786052036,0.24800109325934605,0.9739432233452787,0.023394849586963362,0.974
100,right,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.3010402332762029,0.2009546299161292,0.9919991999199921,0.004000400040003971,0.992
100,right,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.31525096598076924,0.21506345931809262,0.99199799931974,0.007485988560889431,0.992
100,right,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.3541557675829885,0.23464448342684624,0.9939981993397419,0.008002901214878018,0.994
150,center,ck4,CK4,136,250,0.30994381648640296,0.21010735792032445,0.9679442335490933,0.014776768256046876,0.968
150,center,ck5,CK5,512,250,0.4448715535491976,0.29028003103691014,0.973948037773215,0.019671296537777702,0.9739999999999999
