length,condition,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
75,local_mismatch_6bp,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9470814143388847,0.8864969412801166,0.3158645792104297,0.47645110602638036,0.2354073098693998,1.0
75,short_indel,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9868921802229454,0.9420420425510588,0.10916135644368988,0.34046415879953684,0.2734579502522846,1.0
75,substitution_1pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9780242302526752,0.910463177753534,0.14351714314242098,0.4231709357517512,0.34542008604982793,1.0
75,N_3pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9659866770587083,0.933753055639446,0.25329758471606034,0.3639970594326846,0.3363924043047559,1.0
75,trim_5bp,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9357283000138361,0.9006659347952921,0.35473385041657807,0.4457220262184017,0.30259274949451287,1.0
75,substitution_1pct_N_3pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9458296983983164,0.874580985745096,0.314271346184273,0.5008373264651816,0.3170517669127964,1.0
75,local_mismatch_6bp,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9335705895828156,0.8494556086818154,0.35192426334962645,0.5487155690602175,0.30100357541541845,1.0
75,short_indel,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9831021896178671,0.9287034116944469,0.12353143419188505,0.37761511501515405,0.35072485996912506,1.0
100,substitution_1pct,ck4,CK4,136,500,1.0,0.9806920558249064,0.9429930985016208,0.1543579847917861,0.33765899860328913,0.29388914087550266,1.0
100,N_3pct,ck4,CK4,136,500,1.0,0.9697672721977175,0.956045338326926,0.24366263811716427,0.29649504185064257,0.29097555012472076,1.0
100,trim_5bp,ck4,CK4,136,500,0.998,0.9871816158845035,0.98190059562308,0.15893392308194845,0.19025984469637372,0.3018146726177049,0.998
100,substitution_1pct_N_3pct,ck4,CK4,136,500,1.0,0.9527870302642372,0.9111577729268663,0.29869322351435285,0.42152630449868816,0.2750748543271121,1.0
100,local_mismatch_6bp,ck4,CK4,136,500,1.0,0.9554797667511382,0.9391618484146104,0.29629480392660806,0.3488212189702433,0.27184504749854027,1.0
100,short_indel,ck4,CK4,136,500,1.0,0.987101857371868,0.9605617933426035,0.12179710786273523,0.2808494458257472,0.29773148602124555,1.0
100,substitution_1pct,ck5,CK5,512,500,1.0,0.9629612867686782,0.8893067561433273,0.21450920231000167,0.47051653969206075,0.5499558627757329,0.998
100,N_3pct,ck5,CK5,512,500,1.0,0.9417419427091086,0.9229595604541679,0.3392435667082228,0.3925313718516751,0.5357279079344942,0.998
100,trim_5bp,ck5,CK5,512,500,0.998,0.9798917186243591,0.9746622857182916,0.19949950970084487,0.22511179215844385,0.5655721332042437,0.998
100,substitution_1pct_N_3pct,ck5,CK5,512,500,1.0,0.9098262586622968,0.837694195003385,0.4145815583454092,0.5697465586742927,0.5061236792151592,1.0
100,local_mismatch_6bp,ck5,CK5,512,500,1.0,0.9223090940921357,0.903292349715223,0.39246174767541514,0.4397900628311308,0.5147575303647389,1.0
